"model","district","node_type","type","best_guess_type","from_iwr","from_ddm","from_wem","id","name_description","data_type","time_step","sequence_id","units","start","end","input_type","input_name"
"South Platte","04","_RES","Reservoir",NA,NA,NA,NA,"0404513","CARTER LAKE RES     _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","04","_DIV","Carrier",NA,NA,-28077,NA,"0404634","Adams Tunnel","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Carrier",NA,NA,0,NA,"0500511","LONGMONT NORTH PIPELINE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Carrier",NA,NA,0,NA,"0500512","LYONS PIPELINE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Carrier",NA,NA,0,NA,"0500522","LONGMONT SOUTH PIPELINE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Irrigation",NA,NA,0,NA,"0500526","HIGHLAND DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Carrier",NA,NA,0,NA,"0500532","FOOTHILLS INLET","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Irrigation",NA,NA,0,NA,"0500547","OLIGARCHY DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Irrigation",NA,NA,0,NA,"0500564","LAKE DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Irrigation",NA,NA,15831,NA,"0500603","LEFT HAND DITCH DIVERSIO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_DIV","Carrier",NA,NA,0,NA,"0500939","Goosequill Pump Station","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_ISF","Instream Flow",NA,NA,NA,NA,"0502115","S ST VRAIN CR MIN FLOW","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_ISF","Instream Flow",NA,NA,NA,NA,"0502120","MID ST VRAIN CR MIN FLOW","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_ISF","Instream Flow",NA,NA,NA,NA,"0502127","S ST VRAIN CR MIN FLOW 2","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_ISF","Instream Flow",NA,NA,NA,NA,"0502128","N ST VRAIN CR MIN FLOW 2","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_ISF","Instream Flow",NA,NA,NA,NA,"0502129","S ST VRAIN CR MIN FLOW 3","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0503905","UNION RES           _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_FLO","Reservoir",NA,NA,NA,NA,"0504010","BUTTON ROCK RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504015","GOLD LAKE           _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504020","BEAVER PARK RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504032","HIGHLAND RES 2      _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504037","HIGHLAND RES 1      _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504038","HIGHLAND RES 3      _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504071","FOOTHILLS RES       _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504073","MCINTOSH RES        _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504077","ALLEN LAKE RES      _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504488","LEFT HAND VALLEY RES_RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","05","_RES","Reservoir",NA,NA,NA,NA,"0504515","BOULDER RES         _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Carrier",NA,NA,0,NA,"0600501","Anderson Carrier","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1659,4968,4396,"0100519_D","Tremont Div System","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_D&W","Irrigation",NA,1797,4332,0,"0600513","BOULDER LEFT HAND DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Carrier",NA,NA,0,NA,"0600516","Boulder White Rock Carri","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1800,1440,NA,"0600518","BUTTE MILL DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1660,78,1754,"0100520","GILL STEVENS DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1801,448,NA,"0600523","DELEHANT DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1802,6952,NA,"0600525","FARMERS DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_D&W","Irrigation",NA,1803,1633,0,"0600527","GODDING DAILEY PLUMB D","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_DIV","Irrigation",NA,1661,5238,NA,"0100525","TETSEL DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_D&W","Irrigation",NA,1804,1956,0,"0600528","GREEN DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_D&W","Irrigation",NA,1805,1936,0,"0600532","HIGHLAND SOUTH SIDE DITC","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1662,3332,2545,"0100526","JOHNSON EDWARDS DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1806,67,NA,"0600534","HOUCK 2 DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1807,471,NA,"0600536","HOWELL DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Carrier",NA,NA,0,NA,"0600537","Leggett Carrier","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1810,0,NA,"0600542","MC CARTY DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_DIV","Irrigation",NA,1663,323,NA,"0100565","MAGUIRE DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1811,4211,NA,"0600543","N BOULD FARMER DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1812,2390,NA,"0600551","RURAL DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_D&W","Irrigation",NA,1813,1072,0,"0600553","SMITH EMMONS DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1814,90,NA,"0600554","SMITH GOSS DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1664,216,80,"0100570","EAST GULCH DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1815,304,NA,"0600560","ANDREWS FARWELL DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Carrier",NA,NA,0,NA,"0600565","Leyner Cottonwood Carrie","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1665,446,310,"0100620","CONSOLIDATED LARSON D","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1666,89675,3765,"0100687_I","N Sterling Irrigation","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_D&W","Irrigation",NA,1818,2373,0,"0600566","COTTONWOOD DITCH 2","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1819,2319,NA,"0600567","DAVIDSON DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1667,3163,849,"0100688","UNION DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1821,1859,NA,"0600570","DRY CREEK NO 2 DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1822,307,NA,"0600575","EAST BOULDER DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Irrigation",NA,1823,585,NA,"0600576","ENTERPRISE DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1669,937,103,"0103817_I","Jackson Irrigation","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_D&W","Irrigation",NA,1824,1702,0,"0600580","HOWARD DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,NA,0,NA,"0700502","AGRICULTURAL DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,NA,0,NA,"0700540","CHURCH DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Carrier",NA,NA,0,NA,"0700542","Golden City D","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_FLO","Gage",NA,NA,0,NA,"0700547","Lower Clear Ck D","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_FLO","Gage",NA,NA,0,NA,"0700549","Colorado Ag D","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","01","_D&W","Irrigation",NA,1670,2367,0,"01_ADP037","South Platte River below","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_FLO","Gage",NA,NA,0,NA,"0700553","Croke Canal","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Carrier",NA,NA,0,NA,"0700569","FARMERS HIGHLINE CNL","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,NA,0,NA,"0700570","FISHER DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","02","_D&W","Irrigation",NA,1671,19755,33221,"0200805_I","Henrylyn Irrigators","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,NA,0,NA,"0700597","KERSHAW DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","02","_D&W","Irrigation",NA,1672,17446,2500,"0200808_I","Fulton Irrig Div","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","02","_D&W","Irrigation",NA,1673,13600,0,"0200809","BRANTNER DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_FLO","Gage",NA,NA,0,NA,"0700601","Lee Stewart Eskins Ditch","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_FLO","Gage",NA,NA,0,NA,"0700652","ROCKY MOUNTAIN DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","07","_DIV","Irrigation",NA,NA,0,NA,"0700669","SOUTH SIDE DITCH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
