"Type","Location","Name","Node ID","Variable","Model","Filename","Extraction Template","PATHREPL","NODEREPL","VARREPL","TYPEREPL","Final"
"MunShortage",NA,"ArvadaIndoorDem","07_Arvada_I","Total_Short",NA,"D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~PATHREPL"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Arvada_I.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Arvada_I_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Arvada_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Arvada_I_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Arvada_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Arvada_I_MunShortage"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Arvada_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Arvada_I_MunShortage"",IfNotFound=Warn)"
"MunShortage",NA,"ArvadaOutdoorDem","07_Arvada_O","Total_Short",NA,"D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~PATHREPL"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Arvada_O.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Arvada_O_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Arvada_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Arvada_O_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Arvada_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Arvada_O_MunShortage"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Arvada_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Arvada_O_MunShortage"",IfNotFound=Warn)"
"MunShortage",NA,"ConMututalIndoorDem","07_ConMut_I","Total_Short",NA,"D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~PATHREPL"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_ConMut_I.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_ConMut_I_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_ConMut_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_ConMut_I_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_ConMut_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_ConMut_I_MunShortage"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_ConMut_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_ConMut_I_MunShortage"",IfNotFound=Warn)"
"MunShortage",NA,"ConMututalOutdoorDem","07_ConMut_O","Total_Short",NA,"D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~PATHREPL"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_ConMut_O.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_ConMut_O_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_ConMut_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_ConMut_O_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_ConMut_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_ConMut_O_MunShortage"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_ConMut_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_ConMut_O_MunShortage"",IfNotFound=Warn)"
"MunShortage",NA,"Coors Malting Potable De","07_CoorsB","Total_Short",NA,"D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~PATHREPL"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_CoorsB.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_CoorsB_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_CoorsB.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_CoorsB_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_CoorsB.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_CoorsB_MunShortage"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_CoorsB.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_CoorsB_MunShortage"",IfNotFound=Warn)"
"MunShortage",NA,"Coors Cooling Demand","07_CoorsC","Total_Short",NA,"D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~PATHREPL"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_CoorsC.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_CoorsC_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_CoorsC.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_CoorsC_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_CoorsC.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_CoorsC_MunShortage"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_CoorsC.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_CoorsC_MunShortage"",IfNotFound=Warn)"
"MunShortage",NA,"GoldenIndoorDem","07_Golden_I","Total_Short",NA,"D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~PATHREPL"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Golden_I.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Golden_I_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Golden_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Golden_I_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Golden_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Golden_I_MunShortage"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Golden_I.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Golden_I_MunShortage"",IfNotFound=Warn)"
"MunShortage",NA,"GoldenOutdoorDem","07_Golden_O","Total_Short",NA,"D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~PATHREPL"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""NODEREPL.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""NODEREPL_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Golden_O.StateMod.VARREPL.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Golden_O_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Golden_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Golden_O_TYPEREPL"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Golden_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Golden_O_MunShortage"",IfNotFound=Warn)","ReadTimeSeries(TSID=""07_Golden_O.StateMod.Total_Short.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""07_Golden_O_MunShortage"",IfNotFound=Warn)"
"AddTS",NA,NA,"07","IrrigDemand",NA,NA,"Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""07*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigDemand"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigDemand*"",HandleMissingHow=""IgnoreMissing"")"
"AddTS",NA,NA,"07","IrrigSupply",NA,NA,"Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""07*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"AddTS",NA,NA,"07","IrrigShortage",NA,NA,"Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""07*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"AddTS",NA,NA,"07","IrrigSupDirectFlow",NA,NA,"Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""07*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigSupDirectFlow"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigSupDirectFlow*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigSupDirectFlow"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigSupDirectFlow*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigSupDirectFlow"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigSupDirectFlow*"",HandleMissingHow=""IgnoreMissing"")"
"AddTS",NA,NA,"07","MunDemand",NA,NA,"Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""07*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunDemand"",AddTSList=AllMatchingTSID,AddTSID=""07*MunDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunDemand"",AddTSList=AllMatchingTSID,AddTSID=""07*MunDemand*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunDemand"",AddTSList=AllMatchingTSID,AddTSID=""07*MunDemand*"",HandleMissingHow=""IgnoreMissing"")"
"AddTS",NA,NA,"07","MunSupply",NA,NA,"Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""07*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunSupply"",AddTSList=AllMatchingTSID,AddTSID=""07*MunSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunSupply"",AddTSList=AllMatchingTSID,AddTSID=""07*MunSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunSupply"",AddTSList=AllMatchingTSID,AddTSID=""07*MunSupply*"",HandleMissingHow=""IgnoreMissing"")"
"AddTS",NA,NA,"07","MunShortage",NA,NA,"Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""07*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*MunShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*MunShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_MunShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*MunShortage*"",HandleMissingHow=""IgnoreMissing"")"
"#",NA,NA,NA,NA,NA,NA,"# #","# #","# #","# #","# #","# #"
"WriteCSV",NA,NA,"07",NA,NA,"D:\Projects\CDSS StateMod\Extraction\210125_StateModOutput_DistNODEREPL.csv","WriteDelimitedFile(TSList=AllMatchingTSID,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllMatchingTSID,TSID=""NODEREPL*"",OutputFile=""D:\Projects\CDSS StateMod\Extraction\210125_StateModOutput_DistNODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllMatchingTSID,TSID=""07*"",OutputFile=""D:\Projects\CDSS StateMod\Extraction\210125_StateModOutput_Dist07.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllMatchingTSID,TSID=""07*"",OutputFile=""D:\Projects\CDSS StateMod\Extraction\210125_StateModOutput_Dist07.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllMatchingTSID,TSID=""07*"",OutputFile=""D:\Projects\CDSS StateMod\Extraction\210125_StateModOutput_Dist07.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllMatchingTSID,TSID=""07*"",OutputFile=""D:\Projects\CDSS StateMod\Extraction\210125_StateModOutput_Dist07.csv"",ValueColumns=""%A"")"
"#",NA,NA,NA,NA,NA,NA,"# #","# #","# #","# #","# #","# #"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"WriteDelimitedFile(TSList=AllMatchingTSID,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"SetOutputPeriod(OutputStart=""10/1970"",OutputEnd=""12/2012"")",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ReadTimeSeries(TSID=""06716500.StateMod.River_Outflow.Month~StateModB~D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"",Alias=""06716500_Streamflow"",IfNotFound=Warn)"
