"date","year","district","demand","supply","supply_dir","aug_supply","short","short_dir","aug_supply_pct_dem","short_pct_dem","short_dir_pct_dem"
1970-10-01,1970,"01",5683.9999,6016.3489,1780,4236.3489,57,3903.9999,74.531,1.003,68.684
1970-11-01,1971,"01",0,0,0,0,0,0,0,0,0
1970-12-01,1971,"01",0,0,0,0,0,0,0,0,0
1971-01-01,1971,"01",0,0,0,0,0,0,0,0,0
1971-02-01,1971,"01",0,0,0,0,0,0,0,0,0
1971-03-01,1971,"01",0,3e-04,0,3e-04,0,0,0,0,0
1971-04-01,1971,"01",22295.9997,22242.0073,8132.9999,14109.0074,54,14162.9998,63.28,0.242,63.523
1971-05-01,1971,"01",67752,68073.2407,31896.4885,36176.7522,250.5116,35855.5115,53.396,0.37,52.922
1971-06-01,1971,"01",93481.0036,96755.846,37768.0005,58987.8455,275,55713.0031,63.101,0.294,59.598
1971-07-01,1971,"01",122126.9965,124437.5714,45746.604,78690.9674,780.3974,76380.3925,64.434,0.639,62.542
1971-08-01,1971,"01",116337.0003,120711.7064,28898.1286,91813.5778,216.0003,87438.8717,78.92,0.186,75.16
1971-09-01,1971,"01",33709,34250.0833,10819,23431.0833,104.0003,22890,69.51,0.309,67.905
1971-10-01,1971,"01",6161.0001,6404.3726,1552,4852.3726,93.0002,4609.0001,78.759,1.509,74.809
1971-11-01,1972,"01",0,0,0,0,0,0,0,0,0
1971-12-01,1972,"01",0,0,0,0,0,0,0,0,0
1972-01-01,1972,"01",0,0,0,0,0,0,0,0,0
1972-02-01,1972,"01",0,0,0,0,0,0,0,0,0
1972-03-01,1972,"01",2143,2280.4397,801,1479.4397,6,1342,69.036,0.28,62.622
1972-04-01,1972,"01",42637.9999,42493.2353,15759.5042,26733.7311,148.0001,26878.4957,62.699,0.347,63.039
1972-05-01,1972,"01",90200.0004,91106.3075,34024.9464,57081.3611,259.2436,56175.0542,63.283,0.287,62.278
1972-06-01,1972,"01",86874.9977,90587.9696,35844.9997,54742.9699,184.0009,51029.998,63.013,0.212,58.74
1972-07-01,1972,"01",97893.0002,100525.3097,30427.2758,70098.0339,220,67465.7244,71.607,0.225,68.918
1972-08-01,1972,"01",75493.0009,78306.8441,26710.771,51596.0731,148.0009,48782.2299,68.346,0.196,64.618
1972-09-01,1972,"01",58803.0011,59932.1021,20411.0002,39521.1019,139.0008,38392.0009,67.209,0.236,65.289
1972-10-01,1972,"01",12467.9999,13289.5836,4369.9999,8919.5837,92.0002,8098,71.54,0.738,64.95
1972-11-01,1973,"01",0,0,0,0,0,0,0,0,0
1972-12-01,1973,"01",0,0,0,0,0,0,0,0,0
1973-01-01,1973,"01",0,0,0,0,0,0,0,0,0
1973-02-01,1973,"01",0,0,0,0,0,0,0,0,0
1973-03-01,1973,"01",0,3e-04,0,3e-04,0,0,0,0,0
1973-04-01,1973,"01",3063.0001,3040.2547,744,2296.2547,30.0001,2319.0001,74.968,0.979,75.71
1973-05-01,1973,"01",68502.9984,68358.5188,21667.0004,46691.5184,161.0002,46835.998,68.16,0.235,68.371
1973-06-01,1973,"01",95704.9989,101764.6793,37590.505,64174.1743,214.8038,58114.4939,67.054,0.224,60.723
1973-07-01,1973,"01",104117.9984,106761.3985,37343.4889,69417.9096,749.4755,66774.5095,66.672,0.72,64.133
1973-08-01,1973,"01",121289.0017,124360.2393,36623.5709,87736.6684,283.0028,84665.4308,72.337,0.233,69.805
1973-09-01,1973,"01",23533.9999,23823.6043,7365.9999,16457.6044,53,16168,69.931,0.225,68.701
1973-10-01,1973,"01",15903.0003,16919.3433,5519.4886,11399.8547,130.4469,10383.5117,71.684,0.82,65.293
1973-11-01,1974,"01",0,0,0,0,0,0,0,0,0
1973-12-01,1974,"01",0,0,0,0,0,0,0,0,0
1974-01-01,1974,"01",0,0,0,0,0,0,0,0,0
1974-02-01,1974,"01",0,0,0,0,0,0,0,0,0
1974-03-01,1974,"01",75,75.0003,0,75.0003,0,75,100,0,100
1974-04-01,1974,"01",47268.0011,47171.2357,17067.5051,30103.7306,98,30200.496,63.687,0.207,63.892
1974-05-01,1974,"01",136436.0009,128771.089,47396.2795,81374.8095,9288.1755,89039.7214,59.643,6.808,65.261
1974-06-01,1974,"01",96042.9971,100290.1108,38756.0001,61534.1107,220,57286.997,64.069,0.229,59.647
1974-07-01,1974,"01",119598.996,122900.1544,43061.3182,79838.8362,226.0002,76537.6778,66.755,0.189,63.995
1974-08-01,1974,"01",101274.0021,91878.9154,35119.4044,56759.511,13351.9961,66154.5977,56.045,13.184,65.322
1974-09-01,1974,"01",57233.0011,58246.6442,19988.0003,38258.6439,170.0049,37245.0008,66.847,0.297,65.076
1974-10-01,1974,"01",16715.0005,17772.5554,6205,11567.5554,121.0004,10510.0005,69.205,0.724,62.878
1974-11-01,1975,"01",65,66.2887,22,44.2887,0,43,68.136,0,66.154
1974-12-01,1975,"01",0,0,0,0,0,0,0,0,0
1975-01-01,1975,"01",0,0,0,0,0,0,0,0,0
1975-02-01,1975,"01",0,0,0,0,0,0,0,0,0
1975-03-01,1975,"01",0,3e-04,0,3e-04,0,0,0,0,0
1975-04-01,1975,"01",16470,16425.9961,5996,10429.9961,50,10474,63.327,0.304,63.594
1975-05-01,1975,"01",25899.9998,26262.7777,11694.9998,14567.7779,48.0001,14205,56.246,0.185,54.846
1975-06-01,1975,"01",87590,90125.2708,33980.9998,56144.271,202,53609.0002,64.099,0.231,61.204
1975-07-01,1975,"01",121289.0009,124140.7294,43009,81131.7294,267.002,78280.0009,66.891,0.22,64.54
1975-08-01,1975,"01",103041.0017,106643.9478,29961.7642,76682.1836,265.001,73079.2375,74.419,0.257,70.922
1975-09-01,1975,"01",70073.0003,71506.6985,26280.0005,45226.698,173,43792.9998,64.542,0.247,62.496
1975-10-01,1975,"01",13120.0005,13885.7282,4468,9417.7282,120.0004,8652.0005,71.781,0.915,65.945
1975-11-01,1976,"01",0,0,0,0,0,0,0,0,0
1975-12-01,1976,"01",0,0,0,0,0,0,0,0,0
1976-01-01,1976,"01",0,0,0,0,0,0,0,0,0
1976-02-01,1976,"01",0,0,0,0,0,0,0,0,0
1976-03-01,1976,"01",0,3e-04,0,3e-04,0,0,0,0,0
1976-04-01,1976,"01",35117,35190.5463,14889.9998,20300.5465,85.0002,20227.0002,57.808,0.242,57.599
1976-05-01,1976,"01",48837.9999,49251.2556,17124.9999,32126.2557,60,31713,65.781,0.123,64.935
1976-06-01,1976,"01",95636.0028,98454.9194,23880,74574.9194,256.0015,71756.0028,77.978,0.268,75.03
1976-07-01,1976,"01",110862.0001,117403.0859,23450.8767,93952.2092,250.0004,87411.1234,84.747,0.226,78.847
1976-08-01,1976,"01",87241.002,92000.6691,24597,67403.6691,146.0007,62644.002,77.261,0.167,71.806
1976-09-01,1976,"01",48762.0013,50364.2393,17242.0004,33122.2389,205.005,31520.0009,67.926,0.42,64.64
1976-10-01,1976,"01",10316,10772.425,3501,7271.425,91,6815,70.487,0.882,66.062
1976-11-01,1977,"01",0,0,0,0,0,0,0,0,0
1976-12-01,1977,"01",0,0,0,0,0,0,0,0,0
1977-01-01,1977,"01",0,0,0,0,0,0,0,0,0
1977-02-01,1977,"01",0,0,0,0,0,0,0,0,0
1977-03-01,1977,"01",0,3e-04,0,3e-04,0,0,0,0,0
1977-04-01,1977,"01",30331,30395.9257,12374,18021.9257,83.0001,17957,59.418,0.274,59.203
1977-05-01,1977,"01",68997,69216.0466,22810.6479,46405.3987,188.4,46186.3521,67.257,0.273,66.94
1977-06-01,1977,"01",107040.0001,110520.4583,21368.8789,89151.5794,314.0018,85671.1212,83.288,0.293,80.037
1977-07-01,1977,"01",112546.0005,117759.3586,20176.9577,97582.4009,198.0007,92369.0428,86.704,0.176,82.072
1977-08-01,1977,"01",82039.0003,54921.2502,23369.1107,31552.1395,28181.4755,58669.8896,38.46,34.351,71.515
1977-09-01,1977,"01",57525.9983,30361.3566,18087.0726,12274.284,27446.8937,39438.9267,21.337,47.712,68.558
1977-10-01,1977,"01",11797.0002,12009.6874,3916.0002,8093.6872,157.0001,7881,68.608,1.331,66.805
1977-11-01,1978,"01",0,0,0,0,0,0,0,0,0
1977-12-01,1978,"01",0,0,0,0,0,0,0,0,0
1978-01-01,1978,"01",0,0,0,0,0,0,0,0,0
1978-02-01,1978,"01",0,0,0,0,0,0,0,0,0
1978-03-01,1978,"01",761,785.997,365,420.997,2,396,55.322,0.263,52.037
1978-04-01,1978,"01",63519.9999,63330.2417,21297.4246,42032.8171,189.7772,42222.5753,66.173,0.299,66.471
1978-05-01,1978,"01",38784.9997,39704.4124,16637.9995,23066.4129,123.0003,22147.0002,59.473,0.317,57.102
1978-06-01,1978,"01",82288.9995,85877.1165,30742.9995,55134.117,197,51546,67.001,0.239,62.64
1978-07-01,1978,"01",131179.9988,133815.4039,46516.5237,87298.8802,1360.3978,84663.4751,66.549,1.037,64.54
1978-08-01,1978,"01",83481.0039,86219.5433,19952.9099,66266.6334,204.0009,63528.094,79.379,0.244,76.099
1978-09-01,1978,"01",82701.9995,73969.6214,28347.001,45622.6204,10446.7041,54354.9995,55.165,12.632,65.724
1978-10-01,1978,"01",7516,7868.7797,2359,5509.7797,98.0001,5157,73.307,1.304,68.614
1978-11-01,1979,"01",0,0,0,0,0,0,0,0,0
1978-12-01,1979,"01",0,0,0,0,0,0,0,0,0
1979-01-01,1979,"01",0,0,0,0,0,0,0,0,0
1979-02-01,1979,"01",0,1e-04,0,1e-04,0,0,0,0,0
1979-03-01,1979,"01",12,15.4968,12,3.4968,0,0,29.14,0,0
1979-04-01,1979,"01",30723.9995,30631.2307,8850.505,21780.7257,172.1665,21873.4945,70.892,0.56,71.194
1979-05-01,1979,"01",59258.9993,59121.3358,20158.0003,38963.3355,151.6002,39100.999,65.751,0.256,65.983
1979-06-01,1979,"01",59940.9992,65143.6068,22363.0002,42780.6066,185,37577.999,71.371,0.309,62.692
1979-07-01,1979,"01",100613.0006,104961.9742,36869.0006,68092.9736,189,63744,67.678,0.188,63.356
1979-08-01,1979,"01",65972.002,67525.2413,20087.9999,47437.2414,116.0009,45884.0021,71.905,0.176,69.551
1979-09-01,1979,"01",93674.9995,94850.9876,31174.1759,63676.8117,183.0001,62500.8236,67.976,0.195,66.721
1979-10-01,1979,"01",16599,17661.3869,5622.4885,12038.8984,117.4469,10976.5115,72.528,0.708,66.128
1979-11-01,1980,"01",0,0,0,0,0,0,0,0,0
1979-12-01,1980,"01",0,0,0,0,0,0,0,0,0
1980-01-01,1980,"01",0,0,0,0,0,0,0,0,0
1980-02-01,1980,"01",0,0,0,0,0,0,0,0,0
1980-03-01,1980,"01",0,3e-04,0,3e-04,0,0,0,0,0
1980-04-01,1980,"01",12779.0001,12744.1303,3755.9999,8988.1304,70,9023.0002,70.335,0.548,70.608
1980-05-01,1980,"01",65048.9978,64917.2985,21813.0008,43104.2977,146.0002,43235.997,66.264,0.224,66.467
1980-06-01,1980,"01",116837,118282.834,46610.5051,71672.3289,5122.466,70226.4949,61.344,4.384,60.106
1980-07-01,1980,"01",123827.0026,126513.7248,43076.491,83437.2338,255,80750.5116,67.382,0.206,65.212
1980-08-01,1980,"01",100969.0003,103458.148,28615.6963,74842.4517,204.0008,72353.304,74.124,0.202,71.659
1980-09-01,1980,"01",81905.0006,82659.3944,27129.0006,55530.3938,360.6831,54776,67.799,0.44,66.877
1980-10-01,1980,"01",13427.0005,14209.8311,4495.4885,9714.3426,125.5117,8931.512,72.349,0.935,66.519
1980-11-01,1981,"01",0,0,0,0,0,0,0,0,0
1980-12-01,1981,"01",0,0,0,0,0,0,0,0,0
1981-01-01,1981,"01",0,0,0,0,0,0,0,0,0
1981-02-01,1981,"01",0,0,0,0,0,0,0,0,0
1981-03-01,1981,"01",455,482.4429,169,313.4429,4,286,68.889,0.879,62.857
1981-04-01,1981,"01",56494,56577.2268,22473,34104.2268,205,34021,60.368,0.363,60.221
1981-05-01,1981,"01",31106.0001,31715.1685,10525,21190.1685,27.0005,20581.0001,68.122,0.087,66.164
1981-06-01,1981,"01",93003.9975,95895.0736,24134.9996,71760.074,296.0016,68868.9979,77.158,0.318,74.05
1981-07-01,1981,"01",84060.9995,89420.343,20460.6475,68959.6955,172.0002,63600.352,82.035,0.205,75.66
1981-08-01,1981,"01",82622.9994,87440.3704,19692.3698,67748.0006,105.0008,62930.6296,81.997,0.127,76.166
1981-09-01,1981,"01",62072.0004,63845.4541,19099.2091,44746.245,354.0013,42972.7913,72.088,0.57,69.231
1981-10-01,1981,"01",12392.0003,13060.9997,3823.0002,9237.9995,131.0002,8569.0001,74.548,1.057,69.149
1981-11-01,1982,"01",374,402.5047,155,247.5047,2,219,66.178,0.535,58.556
1981-12-01,1982,"01",0,0,0,0,0,0,0,0,0
1982-01-01,1982,"01",0,0,0,0,0,0,0,0,0
1982-02-01,1982,"01",0,0,0,0,0,0,0,0,0
1982-03-01,1982,"01",0,3e-04,0,3e-04,0,0,0,0,0
1982-04-01,1982,"01",33452.9991,33356.5772,12272.0001,21084.5771,103,21180.999,63.027,0.308,63.316
1982-05-01,1982,"01",53781.9994,54243.6089,24028.4879,30215.121,134.2431,29753.5115,56.181,0.25,55.322
1982-06-01,1982,"01",45174.9999,47465.1101,18434.0009,29031.1092,133,26740.999,64.264,0.294,59.194
1982-07-01,1982,"01",100909.002,103818.2317,37498.9996,66319.2321,184,63410.0024,65.722,0.182,62.839
1982-08-01,1982,"01",104177.9998,108057.7335,37915.9993,70141.7342,190.0009,66262.0005,67.329,0.182,63.605
1982-09-01,1982,"01",63176.9983,64376.076,22291.9993,42084.0767,150,40884.999,66.613,0.237,64.715
1982-10-01,1982,"01",8691,9185.6659,2852,6333.6659,80.0002,5839,72.876,0.92,67.184
1982-11-01,1983,"01",0,1e-04,0,1e-04,0,0,0,0,0
1982-12-01,1983,"01",0,0,0,0,0,0,0,0,0
1983-01-01,1983,"01",0,0,0,0,0,0,0,0,0
1983-02-01,1983,"01",0,0,0,0,0,0,0,0,0
1983-03-01,1983,"01",0,3e-04,0,3e-04,0,0,0,0,0
1983-04-01,1983,"01",1566,1560.7685,432,1128.7685,9,1134,72.08,0.575,72.414
1983-05-01,1983,"01",45535,45481.1886,15952.9999,29528.1887,64.0005,29582.0001,64.847,0.141,64.965
1983-06-01,1983,"01",43515.9994,46566.4548,17048.9994,29517.4554,134,26467,67.831,0.308,60.821
1983-07-01,1983,"01",132217.0039,127951.8408,48803.4883,79148.3525,8233.8722,83413.5156,59.862,6.228,63.088
1983-08-01,1983,"01",117082.001,119500.1422,42149.001,77351.1412,840.6764,74933,66.066,0.718,64
1983-09-01,1983,"01",72766.001,73600.8404,25589,48011.8404,204.0012,47177.001,65.981,0.28,64.834
1983-10-01,1983,"01",6881,7241.5393,2511.4886,4730.0507,127.4466,4369.5114,68.741,1.852,63.501
1983-11-01,1984,"01",59,63.1829,24,39.1829,0,35,66.412,0,59.322
1983-12-01,1984,"01",0,0,0,0,0,0,0,0,0
1984-01-01,1984,"01",0,0,0,0,0,0,0,0,0
1984-02-01,1984,"01",0,0,0,0,0,0,0,0,0
1984-03-01,1984,"01",0,3e-04,0,3e-04,0,0,0,0,0
1984-04-01,1984,"01",5938,5939.1636,1894,4045.1636,20,4044,68.123,0.337,68.104
1984-05-01,1984,"01",108033.0005,107813.2465,36945.0005,70868.246,257.0001,71088,65.599,0.238,65.802
1984-06-01,1984,"01",86536.9993,93742.8169,32578.5052,61164.3117,248.8069,53958.4941,70.68,0.288,62.353
1984-07-01,1984,"01",133844.998,130803.6447,49302.4886,81501.1561,7967.4348,84542.5094,60.892,5.953,63.164
1984-08-01,1984,"01",103715.0002,106226.4007,34556.9999,71669.4008,158.0023,69158.0003,69.102,0.152,66.681
1984-09-01,1984,"01",65426.9979,66176.7253,22697.9999,43478.7254,161,42728.998,66.454,0.246,65.308
1984-10-01,1984,"01",3782.9999,4049.6211,1542,2507.6211,38,2240.9999,66.287,1.004,59.239
1984-11-01,1985,"01",0,0,0,0,0,0,0,0,0
1984-12-01,1985,"01",0,0,0,0,0,0,0,0,0
1985-01-01,1985,"01",0,0,0,0,0,0,0,0,0
1985-02-01,1985,"01",0,0,0,0,0,0,0,0,0
1985-03-01,1985,"01",1591,1696.7682,651,1045.7682,0,940,65.73,0,59.082
1985-04-01,1985,"01",54292.001,54111.5207,19177.505,34934.0157,180.495,35114.496,64.345,0.332,64.677
1985-05-01,1985,"01",82497.9995,83672.9002,36786.487,46886.4132,338.5116,45711.5125,56.833,0.41,55.409
1985-06-01,1985,"01",92965.9974,96886.6739,35846.9996,61039.6743,210,57118.9978,65.658,0.226,61.441
1985-07-01,1985,"01",82949.9985,85241.2913,29416,55825.2913,149,53533.9985,67.3,0.18,64.538
1985-08-01,1985,"01",115320.0028,119515.393,41265.9999,78249.3931,258.0011,74054.0029,67.854,0.224,64.216
1985-09-01,1985,"01",38889.0001,39584.3229,13722.0002,25862.3227,123.0003,25166.9999,66.503,0.316,64.715
1985-10-01,1985,"01",3762.0001,3952.0702,1184,2768.0702,70.0002,2578.0001,73.58,1.861,68.527
1985-11-01,1986,"01",0,0,0,0,0,0,0,0,0
1985-12-01,1986,"01",0,0,0,0,0,0,0,0,0
1986-01-01,1986,"01",0,0,0,0,0,0,0,0,0
1986-02-01,1986,"01",0,0,0,0,0,0,0,0,0
1986-03-01,1986,"01",3810,4073.6534,1572,2501.6534,39,2238,65.66,1.024,58.74
1986-04-01,1986,"01",33848.999,33771.8061,10206.505,23565.3011,170.1664,23642.494,69.619,0.503,69.847
1986-05-01,1986,"01",78250.9979,78041.1478,27276.9999,50764.1479,228.6001,50973.998,64.873,0.292,65.142
1986-06-01,1986,"01",87162,94114.4796,33386.505,60727.9746,207,53775.495,69.673,0.237,61.696
1986-07-01,1986,"01",122795.9996,127293.8322,44634.4901,82659.3421,221,78161.5095,67.314,0.18,63.652
1986-08-01,1986,"01",104320.9977,106961.7691,31150.9796,75810.7895,187.0009,73170.0181,72.671,0.179,70.139
1986-09-01,1986,"01",62030.9995,62798.1669,21997.9995,40800.1674,125,40033,65.774,0.202,64.537
1986-10-01,1986,"01",7536.0001,7982.1279,2706.0001,5276.1278,86,4830,70.012,1.141,64.092
1986-11-01,1987,"01",0,0,0,0,0,0,0,0,0
1986-12-01,1987,"01",0,0,0,0,0,0,0,0,0
1987-01-01,1987,"01",0,0,0,0,0,0,0,0,0
1987-02-01,1987,"01",0,0,0,0,0,0,0,0,0
1987-03-01,1987,"01",0,3e-04,0,3e-04,0,0,0,0,0
1987-04-01,1987,"01",47383.0001,47213.5715,12668.5051,34545.0664,273.7607,34714.495,72.906,0.578,73.264
1987-05-01,1987,"01",41080.9992,41007.9955,14111.0002,26896.9953,81.8002,26969.999,65.473,0.199,65.651
1987-06-01,1987,"01",94706.001,101365.6857,37504.5049,63861.1808,203,57201.4961,67.431,0.214,60.399
1987-07-01,1987,"01",119954.9971,123425.51,35983.5184,87441.9916,246.6088,83971.4787,72.896,0.206,70.002
1987-08-01,1987,"01",85496.0031,87678.7076,29407.0009,58271.7067,134.0002,56089.0022,68.157,0.157,65.604
1987-09-01,1987,"01",54757.9998,55369.4077,19060,36309.4077,150.0007,35697.9998,66.309,0.274,65.192
1987-10-01,1987,"01",10591.9999,11225.4316,3863.4885,7361.9431,85.4467,6728.5114,69.505,0.807,63.524
1987-11-01,1988,"01",5,5,5,0,0,0,0,0,0
1987-12-01,1988,"01",0,0,0,0,0,0,0,0,0
1988-01-01,1988,"01",0,0,0,0,0,0,0,0,0
1988-02-01,1988,"01",0,0,0,0,0,0,0,0,0
1988-03-01,1988,"01",0,3e-04,0,3e-04,0,0,0,0,0
1988-04-01,1988,"01",48207,48074.8946,17449.5045,30625.3901,132.1196,30757.4955,63.529,0.274,63.803
1988-05-01,1988,"01",43494.0009,44099.8924,20797.4879,23302.4045,108.5116,22696.513,53.576,0.249,52.183
1988-06-01,1988,"01",123613.0001,124431.7104,48332.0001,76099.7103,2587.4199,75281,61.563,2.093,60.901
1988-07-01,1988,"01",122854.9998,125794.3568,40195.1652,85599.1916,505.3976,82659.8346,69.675,0.411,67.282
1988-08-01,1988,"01",114730.9985,116179.7334,41427.9999,74751.7335,2944.9703,73302.9986,65.154,2.567,63.891
1988-09-01,1988,"01",57747.0015,58839.0903,20474.0007,38365.0896,143.0003,37273.0008,66.437,0.248,64.545
1988-10-01,1988,"01",19000.0002,20165.6783,6382.9998,13782.6785,129.0004,12617.0004,72.54,0.679,66.405
1988-11-01,1989,"01",128,133.905,65,68.905,2,63,53.832,1.562,49.219
1988-12-01,1989,"01",0,0,0,0,0,0,0,0,0
1989-01-01,1989,"01",0,0,0,0,0,0,0,0,0
1989-02-01,1989,"01",0,0,0,0,0,0,0,0,0
1989-03-01,1989,"01",700,752.5013,310,442.5013,11,390,63.214,1.571,55.714
1989-04-01,1989,"01",70293.9984,70104.2389,25764.5044,44339.7345,189.7772,44529.4941,63.078,0.27,63.348
1989-05-01,1989,"01",108475.0022,108210.1133,43908.5065,64301.6068,1948.2463,64566.4957,59.278,1.796,59.522
1989-06-01,1989,"01",58024.9991,61380.1731,21581.0001,39799.173,162,36443.999,68.59,0.279,62.807
1989-07-01,1989,"01",123307.9994,127326.8384,32492.0768,94834.7616,205,90815.9226,76.909,0.166,73.65
1989-08-01,1989,"01",74184.0009,77033.0293,26147.9989,50885.0304,189.0011,48036.002,68.593,0.255,64.753
1989-09-01,1989,"01",38633.0011,39266.5283,12709.0001,26557.5282,129.0003,25924.001,68.743,0.334,67.103
1989-10-01,1989,"01",13346.0004,14164.4309,4562,9602.4309,108.0004,8784.0004,71.95,0.809,65.817
1989-11-01,1990,"01",176,187.7524,72,115.7524,0,104,65.768,0,59.091
1989-12-01,1990,"01",0,0,0,0,0,0,0,0,0
1990-01-01,1990,"01",0,0,0,0,0,0,0,0,0
1990-02-01,1990,"01",0,0,0,0,0,0,0,0,0
1990-03-01,1990,"01",0,3e-04,0,3e-04,0,0,0,0,0
1990-04-01,1990,"01",49891.0022,49771.2379,18433.5052,31337.7327,119.7771,31457.497,62.812,0.24,63.052
1990-05-01,1990,"01",63363.0006,64137.0817,28319.4891,35817.5926,161.8431,35043.5115,56.528,0.255,55.306
1990-06-01,1990,"01",114634.0001,118948.8455,43945.0001,75003.8454,368,70689,65.429,0.321,61.665
1990-07-01,1990,"01",54009.0005,55399.3837,17210.0005,38189.3832,152.0002,36799,70.709,0.281,68.135
1990-08-01,1990,"01",77207.9995,79921.691,25489,54432.691,155.0016,51718.9995,70.501,0.201,66.987
1990-09-01,1990,"01",79353.9978,81018.5994,30334.9988,50683.6006,143,49018.999,63.87,0.18,61.773
1990-10-01,1990,"01",10120.9999,10740.1051,3408.9999,7331.1052,92.0002,6712,72.435,0.909,66.318
1990-11-01,1991,"01",58,61.4469,24,37.4469,0,34,64.564,0,58.621
1990-12-01,1991,"01",0,0,0,0,0,0,0,0,0
1991-01-01,1991,"01",0,0,0,0,0,0,0,0,0
1991-02-01,1991,"01",0,0,0,0,0,0,0,0,0
1991-03-01,1991,"01",1,1.4682,1,0.4682,0,0,46.82,0,0
1991-04-01,1991,"01",49766.999,49662.2361,18312.505,31349.7311,104.7771,31454.494,62.993,0.211,63.204
1991-05-01,1991,"01",85108.001,86158.4261,39529.4885,46628.9376,252.8431,45578.5125,54.788,0.297,53.554
1991-06-01,1991,"01",92028.998,96067.0048,37657.9999,58409.0049,208,54370.9981,63.468,0.226,59.08
1991-07-01,1991,"01",115698.0008,118781.8809,35059.4854,83722.3955,187,80638.5154,72.363,0.162,69.697
1991-08-01,1991,"01",95455.0009,98816.1164,33434.0005,65382.1159,198.0009,62021.0005,68.495,0.207,64.974
1991-09-01,1991,"01",59770.0026,60932.7406,22322.0008,38610.7398,161,37448.0018,64.599,0.269,62.654
1991-10-01,1991,"01",12779.9999,13632.5851,4634.9999,8997.5852,92.0002,8145,70.404,0.72,63.732
1991-11-01,1992,"01",0,0,0,0,0,0,0,0,0
1991-12-01,1992,"01",0,0,0,0,0,0,0,0,0
1992-01-01,1992,"01",0,0,0,0,0,0,0,0,0
1992-02-01,1992,"01",0,0,0,0,0,0,0,0,0
1992-03-01,1992,"01",1138,1217.2579,493,724.2579,3,645,63.643,0.264,56.678
1992-04-01,1992,"01",115234,95331.7795,40823.6456,54508.1339,19902.2385,74410.3544,47.302,17.271,64.573
1992-05-01,1992,"01",131717.002,126556.9753,47076.6936,79480.2817,7373.0531,84640.3084,60.342,5.598,64.259
1992-06-01,1992,"01",60937.0009,65108.7136,26841.9999,38266.7137,148,34095.001,62.797,0.243,55.951
1992-07-01,1992,"01",93041.9995,96747.1686,33435.9995,63311.1691,188,59606,68.046,0.202,64.064
1992-08-01,1992,"01",66440,69126.8747,23204.0002,45922.8745,123.0009,43235.9998,69.119,0.185,65.075
1992-09-01,1992,"01",52632.0002,53517.9958,17953.9995,35563.9963,206.0012,34678.0007,67.571,0.391,65.888
1992-10-01,1992,"01",9269.9999,9889.378,3104.0001,6785.3779,106,6165.9998,73.197,1.143,66.516
1992-11-01,1993,"01",0,0,0,0,0,0,0,0,0
1992-12-01,1993,"01",0,0,0,0,0,0,0,0,0
1993-01-01,1993,"01",0,0,0,0,0,0,0,0,0
1993-02-01,1993,"01",0,0,0,0,0,0,0,0,0
1993-03-01,1993,"01",8,9.2377,5,4.2377,0,3,52.971,0,37.5
1993-04-01,1993,"01",34818.999,34769.2223,13319,21450.2223,56.0002,21499.999,61.605,0.161,61.748
1993-05-01,1993,"01",95432.0002,95916.5751,43433.6635,52482.9116,249.4434,51998.3367,54.995,0.261,54.487
1993-06-01,1993,"01",81589.0005,85199.0607,33894.0004,51305.0603,149,47695.0001,62.882,0.183,58.458
1993-07-01,1993,"01",108209.9959,111216.2592,33612.2837,77603.9755,218,74597.7122,71.716,0.201,68.938
1993-08-01,1993,"01",85921.0008,89324.0077,32399.0002,56925.0075,146.0009,53522.0006,66.253,0.17,62.292
1993-09-01,1993,"01",47911.001,48850.0462,17778.9999,31071.0463,109.0003,30132.0011,64.852,0.228,62.892
1993-10-01,1993,"01",5000.9999,5250.8258,1441,3809.8258,51.0002,3559.9999,76.181,1.02,71.186
1993-11-01,1994,"01",0,0,0,0,0,0,0,0,0
1993-12-01,1994,"01",0,0,0,0,0,0,0,0,0
1994-01-01,1994,"01",0,0,0,0,0,0,0,0,0
1994-02-01,1994,"01",0,0,0,0,0,0,0,0,0
1994-03-01,1994,"01",271,274.8812,114,160.8812,2,157,59.366,0.738,57.934
1994-04-01,1994,"01",30059.0001,30189.5672,11242.0001,18947.5671,69,18817,63.035,0.23,62.6
1994-05-01,1994,"01",99204.0006,99348.4264,37888.7495,61459.6769,310.8511,61315.2511,61.953,0.313,61.807
1994-06-01,1994,"01",108595.9979,111777.768,28485,83292.768,370.0009,80110.9979,76.7,0.341,73.77
1994-07-01,1994,"01",90627.9999,96274.302,15151.0947,81123.2073,217.0006,75476.9052,89.512,0.239,83.282
1994-08-01,1994,"01",95884.9998,78943.7508,22162.4667,56781.2841,22176.7174,73722.5331,59.218,23.128,76.886
1994-09-01,1994,"01",56991.9988,47316.3887,20270.0998,27046.2889,11833.0859,36721.899,47.456,20.763,64.433
1994-10-01,1994,"01",4078.0002,4274.2094,1103,3171.2094,49.0001,2975.0002,77.764,1.202,72.952
1994-11-01,1995,"01",0,0,0,0,0,0,0,0,0
1994-12-01,1995,"01",0,0,0,0,0,0,0,0,0
1995-01-01,1995,"01",0,0,0,0,0,0,0,0,0
1995-02-01,1995,"01",0,0,0,0,0,0,0,0,0
1995-03-01,1995,"01",0,3e-04,0,3e-04,0,0,0,0,0
1995-04-01,1995,"01",3147,3150.6638,916,2234.6638,4,2231,71.009,0.127,70.893
