Date,4403902_initial_storage,4403902-1_initial_storage,4403902-2_initial_storage,4403902-3_initial_storage,4403902-4_initial_storage,4403902-5_initial_storage,4404323_initial_storage,4404323-1_initial_storage,4404323-2_initial_storage,4404323-3_initial_storage,4404325_initial_storage,4404325-1_initial_storage,44_ARY001_initial_storage,44_ARY001-1_initial_storage,44_ARY002_initial_storage,44_ARY002-1_initial_storage,44_ASY001_initial_storage,44_ASY001-1_initial_storage,44_ASY002_initial_storage,44_ASY002-1_initial_storage,44_LBear1_initial_storage,44_LBear1-1_initial_storage,44_MonButte_initial_storage,44_MonButte-1_initial_storage,44_SFrk2_initial_storage,44_SFrk2-1_initial_storage,5404208_initial_storage,5404208-1_initial_storage,55_ARY003_initial_storage,55_ARY003-1_initial_storage,55_ASY003_initial_storage,55_ASY003-1_initial_storage,5704204_initial_storage,5704204-1_initial_storage,5704204-2_initial_storage,5803500_initial_storage,5803500-1_initial_storage,5803508_initial_storage,5803508-1_initial_storage,5803521_initial_storage,5803521-1_initial_storage,5803540_initial_storage,5803540-1_initial_storage,5803540-2_initial_storage,5803540-3_initial_storage,5803540-4_initial_storage,5803540-5_initial_storage,5803540-6_initial_storage,5803540-7_initial_storage,5803540-8_initial_storage,5803631_initial_storage,5803631-1_initial_storage,5803787_initial_storage,5803787-1_initial_storage,5803787-2_initial_storage,5803787-3_initial_storage,5803913_initial_storage,5803913-1_initial_storage,5803913-2_initial_storage,5803913-3_initial_storage,5804213_initial_storage,5804213-1_initial_storage,5804213-2_initial_storage,5804213-3_initial_storage,5804213-4_initial_storage,5804213-5_initial_storage,5804213-6_initial_storage,5804213-7_initial_storage,5804213-8_initial_storage,5804240_initial_storage,5804240-1_initial_storage,5804240-2_initial_storage,5804240-3_initial_storage,5804240-4_initial_storage,5804240-5_initial_storage,5804240-6_initial_storage,9903000_initial_storage,9903000-1_initial_storage,9903001_initial_storage,9903001-1_initial_storage,9903002_initial_storage,9903002-1_initial_storage,9903003_initial_storage,9903003-1_initial_storage,9903004_initial_storage,9903004-1_initial_storage,9903005_initial_storage,9903005-1_initial_storage,9903007_initial_storage,9903007-1_initial_storage,4403902_total_supply,4403902-1_total_supply,4403902-2_total_supply,4403902-3_total_supply,4403902-4_total_supply,4403902-5_total_supply,4404323_total_supply,4404323-1_total_supply,4404323-2_total_supply,4404323-3_total_supply,4404325_total_supply,4404325-1_total_supply,44_ARY001_total_supply,44_ARY001-1_total_supply,44_ARY002_total_supply,44_ARY002-1_total_supply,44_ASY001_total_supply,44_ASY001-1_total_supply,44_ASY002_total_supply,44_ASY002-1_total_supply,44_LBear1_total_supply,44_LBear1-1_total_supply,44_MonButte_total_supply,44_MonButte-1_total_supply,44_SFrk2_total_supply,44_SFrk2-1_total_supply,5404208_total_supply,5404208-1_total_supply,55_ARY003_total_supply,55_ARY003-1_total_supply,55_ASY003_total_supply,55_ASY003-1_total_supply,5704204_total_supply,5704204-1_total_supply,5704204-2_total_supply,5803500_total_supply,5803500-1_total_supply,5803508_total_supply,5803508-1_total_supply,5803521_total_supply,5803521-1_total_supply,5803540_total_supply,5803540-1_total_supply,5803540-2_total_supply,5803540-3_total_supply,5803540-4_total_supply,5803540-5_total_supply,5803540-6_total_supply,5803540-7_total_supply,5803540-8_total_supply,5803631_total_supply,5803631-1_total_supply,5803787_total_supply,5803787-1_total_supply,5803787-2_total_supply,5803787-3_total_supply,5803913_total_supply,5803913-1_total_supply,5803913-2_total_supply,5803913-3_total_supply,5804213_total_supply,5804213-1_total_supply,5804213-2_total_supply,5804213-3_total_supply,5804213-4_total_supply,5804213-5_total_supply,5804213-6_total_supply,5804213-7_total_supply,5804213-8_total_supply,5804240_total_supply,5804240-1_total_supply,5804240-2_total_supply,5804240-3_total_supply,5804240-4_total_supply,5804240-5_total_supply,5804240-6_total_supply,9903000_total_supply,9903000-1_total_supply,9903001_total_supply,9903001-1_total_supply,9903002_total_supply,9903002-1_total_supply,9903003_total_supply,9903003-1_total_supply,9903004_total_supply,9903004-1_total_supply,9903005_total_supply,9903005-1_total_supply,9903007_total_supply,9903007-1_total_supply,4403902_total_release,4403902-1_total_release,4403902-2_total_release,4403902-3_total_release,4403902-4_total_release,4403902-5_total_release,4404323_total_release,4404323-1_total_release,4404323-2_total_release,4404323-3_total_release,4404325_total_release,4404325-1_total_release,44_ARY001_total_release,44_ARY001-1_total_release,44_ARY002_total_release,44_ARY002-1_total_release,44_ASY001_total_release,44_ASY001-1_total_release,44_ASY002_total_release,44_ASY002-1_total_release,44_LBear1_total_release,44_LBear1-1_total_release,44_MonButte_total_release,44_MonButte-1_total_release,44_SFrk2_total_release,44_SFrk2-1_total_release,5404208_total_release,5404208-1_total_release,55_ARY003_total_release,55_ARY003-1_total_release,55_ASY003_total_release,55_ASY003-1_total_release,5704204_total_release,5704204-1_total_release,5704204-2_total_release,5803500_total_release,5803500-1_total_release,5803508_total_release,5803508-1_total_release,5803521_total_release,5803521-1_total_release,5803540_total_release,5803540-1_total_release,5803540-2_total_release,5803540-3_total_release,5803540-4_total_release,5803540-5_total_release,5803540-6_total_release,5803540-7_total_release,5803540-8_total_release,5803631_total_release,5803631-1_total_release,5803787_total_release,5803787-1_total_release,5803787-2_total_release,5803787-3_total_release,5803913_total_release,5803913-1_total_release,5803913-2_total_release,5803913-3_total_release,5804213_total_release,5804213-1_total_release,5804213-2_total_release,5804213-3_total_release,5804213-4_total_release,5804213-5_total_release,5804213-6_total_release,5804213-7_total_release,5804213-8_total_release,5804240_total_release,5804240-1_total_release,5804240-2_total_release,5804240-3_total_release,5804240-4_total_release,5804240-5_total_release,5804240-6_total_release,9903000_total_release,9903000-1_total_release,9903001_total_release,9903001-1_total_release,9903002_total_release,9903002-1_total_release,9903003_total_release,9903003-1_total_release,9903004_total_release,9903004-1_total_release,9903005_total_release,9903005-1_total_release,9903007_total_release,9903007-1_total_release,4403902_evap,4403902-1_evap,4403902-2_evap,4403902-3_evap,4403902-4_evap,4403902-5_evap,4404323_evap,4404323-1_evap,4404323-2_evap,4404323-3_evap,4404325_evap,4404325-1_evap,44_ARY001_evap,44_ARY001-1_evap,44_ARY002_evap,44_ARY002-1_evap,44_ASY001_evap,44_ASY001-1_evap,44_ASY002_evap,44_ASY002-1_evap,44_LBear1_evap,44_LBear1-1_evap,44_MonButte_evap,44_MonButte-1_evap,44_SFrk2_evap,44_SFrk2-1_evap,5404208_evap,5404208-1_evap,55_ARY003_evap,55_ARY003-1_evap,55_ASY003_evap,55_ASY003-1_evap,5704204_evap,5704204-1_evap,5704204-2_evap,5803500_evap,5803500-1_evap,5803508_evap,5803508-1_evap,5803521_evap,5803521-1_evap,5803540_evap,5803540-1_evap,5803540-2_evap,5803540-3_evap,5803540-4_evap,5803540-5_evap,5803540-6_evap,5803540-7_evap,5803540-8_evap,5803631_evap,5803631-1_evap,5803787_evap,5803787-1_evap,5803787-2_evap,5803787-3_evap,5803913_evap,5803913-1_evap,5803913-2_evap,5803913-3_evap,5804213_evap,5804213-1_evap,5804213-2_evap,5804213-3_evap,5804213-4_evap,5804213-5_evap,5804213-6_evap,5804213-7_evap,5804213-8_evap,5804240_evap,5804240-1_evap,5804240-2_evap,5804240-3_evap,5804240-4_evap,5804240-5_evap,5804240-6_evap,9903000_evap,9903000-1_evap,9903001_evap,9903001-1_evap,9903002_evap,9903002-1_evap,9903003_evap,9903003-1_evap,9903004_evap,9903004-1_evap,9903005_evap,9903005-1_evap,9903007_evap,9903007-1_evap,4403902_seep_spill,4403902-1_seep_spill,4403902-2_seep_spill,4403902-3_seep_spill,4403902-4_seep_spill,4403902-5_seep_spill,4404323_seep_spill,4404323-1_seep_spill,4404323-2_seep_spill,4404323-3_seep_spill,4404325_seep_spill,4404325-1_seep_spill,44_ARY001_seep_spill,44_ARY001-1_seep_spill,44_ARY002_seep_spill,44_ARY002-1_seep_spill,44_ASY001_seep_spill,44_ASY001-1_seep_spill,44_ASY002_seep_spill,44_ASY002-1_seep_spill,44_LBear1_seep_spill,44_LBear1-1_seep_spill,44_MonButte_seep_spill,44_MonButte-1_seep_spill,44_SFrk2_seep_spill,44_SFrk2-1_seep_spill,5404208_seep_spill,5404208-1_seep_spill,55_ARY003_seep_spill,55_ARY003-1_seep_spill,55_ASY003_seep_spill,55_ASY003-1_seep_spill,5704204_seep_spill,5704204-1_seep_spill,5704204-2_seep_spill,5803500_seep_spill,5803500-1_seep_spill,5803508_seep_spill,5803508-1_seep_spill,5803521_seep_spill,5803521-1_seep_spill,5803540_seep_spill,5803540-1_seep_spill,5803540-2_seep_spill,5803540-3_seep_spill,5803540-4_seep_spill,5803540-5_seep_spill,5803540-6_seep_spill,5803540-7_seep_spill,5803540-8_seep_spill,5803631_seep_spill,5803631-1_seep_spill,5803787_seep_spill,5803787-1_seep_spill,5803787-2_seep_spill,5803787-3_seep_spill,5803913_seep_spill,5803913-1_seep_spill,5803913-2_seep_spill,5803913-3_seep_spill,5804213_seep_spill,5804213-1_seep_spill,5804213-2_seep_spill,5804213-3_seep_spill,5804213-4_seep_spill,5804213-5_seep_spill,5804213-6_seep_spill,5804213-7_seep_spill,5804213-8_seep_spill,5804240_seep_spill,5804240-1_seep_spill,5804240-2_seep_spill,5804240-3_seep_spill,5804240-4_seep_spill,5804240-5_seep_spill,5804240-6_seep_spill,9903000_seep_spill,9903000-1_seep_spill,9903001_seep_spill,9903001-1_seep_spill,9903002_seep_spill,9903002-1_seep_spill,9903003_seep_spill,9903003-1_seep_spill,9903004_seep_spill,9903004-1_seep_spill,9903005_seep_spill,9903005-1_seep_spill,9903007_seep_spill,9903007-1_seep_spill,4403902_sim_eom,4403902-1_sim_eom,4403902-2_sim_eom,4403902-3_sim_eom,4403902-4_sim_eom,4403902-5_sim_eom,4404323_sim_eom,4404323-1_sim_eom,4404323-2_sim_eom,4404323-3_sim_eom,4404325_sim_eom,4404325-1_sim_eom,44_ARY001_sim_eom,44_ARY001-1_sim_eom,44_ARY002_sim_eom,44_ARY002-1_sim_eom,44_ASY001_sim_eom,44_ASY001-1_sim_eom,44_ASY002_sim_eom,44_ASY002-1_sim_eom,44_LBear1_sim_eom,44_LBear1-1_sim_eom,44_MonButte_sim_eom,44_MonButte-1_sim_eom,44_SFrk2_sim_eom,44_SFrk2-1_sim_eom,5404208_sim_eom,5404208-1_sim_eom,55_ARY003_sim_eom,55_ARY003-1_sim_eom,55_ASY003_sim_eom,55_ASY003-1_sim_eom,5704204_sim_eom,5704204-1_sim_eom,5704204-2_sim_eom,5803500_sim_eom,5803500-1_sim_eom,5803508_sim_eom,5803508-1_sim_eom,5803521_sim_eom,5803521-1_sim_eom,5803540_sim_eom,5803540-1_sim_eom,5803540-2_sim_eom,5803540-3_sim_eom,5803540-4_sim_eom,5803540-5_sim_eom,5803540-6_sim_eom,5803540-7_sim_eom,5803540-8_sim_eom,5803631_sim_eom,5803631-1_sim_eom,5803787_sim_eom,5803787-1_sim_eom,5803787-2_sim_eom,5803787-3_sim_eom,5803913_sim_eom,5803913-1_sim_eom,5803913-2_sim_eom,5803913-3_sim_eom,5804213_sim_eom,5804213-1_sim_eom,5804213-2_sim_eom,5804213-3_sim_eom,5804213-4_sim_eom,5804213-5_sim_eom,5804213-6_sim_eom,5804213-7_sim_eom,5804213-8_sim_eom,5804240_sim_eom,5804240-1_sim_eom,5804240-2_sim_eom,5804240-3_sim_eom,5804240-4_sim_eom,5804240-5_sim_eom,5804240-6_sim_eom,9903000_sim_eom,9903000-1_sim_eom,9903001_sim_eom,9903001-1_sim_eom,9903002_sim_eom,9903002-1_sim_eom,9903003_sim_eom,9903003-1_sim_eom,9903004_sim_eom,9903004-1_sim_eom,9903005_sim_eom,9903005-1_sim_eom,9903007_sim_eom,9903007-1_river_inflow,4403902_river_inflow,4403902-1_river_inflow,4403902-2_river_inflow,4403902-3_river_inflow,4403902-4_river_inflow,4403902-5_river_inflow,4404323_river_inflow,4404323-1_river_inflow,4404323-2_river_inflow,4404323-3_river_inflow,4404325_river_inflow,4404325-1_river_inflow,44_ARY001_river_inflow,44_ARY001-1_river_inflow,44_ARY002_river_inflow,44_ARY002-1_river_inflow,44_ASY001_river_inflow,44_ASY001-1_river_inflow,44_ASY002_river_inflow,44_ASY002-1_river_inflow,44_LBear1_river_inflow,44_LBear1-1_river_inflow,44_MonButte_river_inflow,44_MonButte-1_river_inflow,44_SFrk2_river_inflow,44_SFrk2-1_river_inflow,5404208_river_inflow,5404208-1_river_inflow,55_ARY003_river_inflow,55_ARY003-1_river_inflow,55_ASY003_river_inflow,55_ASY003-1_river_inflow,5704204_river_inflow,5704204-1_river_inflow,5704204-2_river_inflow,5803500_river_inflow,5803500-1_river_inflow,5803508_river_inflow,5803508-1_river_inflow,5803521_river_inflow,5803521-1_river_inflow,5803540_river_inflow,5803540-1_river_inflow,5803540-2_river_inflow,5803540-3_river_inflow,5803540-4_river_inflow,5803540-5_river_inflow,5803540-6_river_inflow,5803540-7_river_inflow,5803540-8_river_inflow,5803631_river_inflow,5803631-1_river_inflow,5803787_river_inflow,5803787-1_river_inflow,5803787-2_river_inflow,5803787-3_river_inflow,5803913_river_inflow,5803913-1_river_inflow,5803913-2_river_inflow,5803913-3_river_inflow,5804213_river_inflow,5804213-1_river_inflow,5804213-2_river_inflow,5804213-3_river_inflow,5804213-4_river_inflow,5804213-5_river_inflow,5804213-6_river_inflow,5804213-7_river_inflow,5804213-8_river_inflow,5804240_river_inflow,5804240-1_river_inflow,5804240-2_river_inflow,5804240-3_river_inflow,5804240-4_river_inflow,5804240-5_river_inflow,5804240-6_river_inflow,9903000_river_inflow,9903000-1_river_inflow,9903001_river_inflow,9903001-1_river_inflow,9903002_river_inflow,9903002-1_river_inflow,9903003_river_inflow,9903003-1_river_inflow,9903004_river_inflow,9903004-1_river_inflow,9903005_river_inflow,9903005-1_river_inflow,9903007_river_inflow,9903007-1_river_inflow,4403902_river_well,4403902-1_river_well,4403902-2_river_well,4403902-3_river_well,4403902-4_river_well,4403902-5_river_well,4404323_river_well,4404323-1_river_well,4404323-2_river_well,4404323-3_river_well,4404325_river_well,4404325-1_river_well,44_ARY001_river_well,44_ARY001-1_river_well,44_ARY002_river_well,44_ARY002-1_river_well,44_ASY001_river_well,44_ASY001-1_river_well,44_ASY002_river_well,44_ASY002-1_river_well,44_LBear1_river_well,44_LBear1-1_river_well,44_MonButte_river_well,44_MonButte-1_river_well,44_SFrk2_river_well,44_SFrk2-1_river_well,5404208_river_well,5404208-1_river_well,55_ARY003_river_well,55_ARY003-1_river_well,55_ASY003_river_well,55_ASY003-1_river_well,5704204_river_well,5704204-1_river_well,5704204-2_river_well,5803500_river_well,5803500-1_river_well,5803508_river_well,5803508-1_river_well,5803521_river_well,5803521-1_river_well,5803540_river_well,5803540-1_river_well,5803540-2_river_well,5803540-3_river_well,5803540-4_river_well,5803540-5_river_well,5803540-6_river_well,5803540-7_river_well,5803540-8_river_well,5803631_river_well,5803631-1_river_well,5803787_river_well,5803787-1_river_well,5803787-2_river_well,5803787-3_river_well,5803913_river_well,5803913-1_river_well,5803913-2_river_well,5803913-3_river_well,5804213_river_well,5804213-1_river_well,5804213-2_river_well,5804213-3_river_well,5804213-4_river_well,5804213-5_river_well,5804213-6_river_well,5804213-7_river_well,5804213-8_river_well,5804240_river_well,5804240-1_river_well,5804240-2_river_well,5804240-3_river_well,5804240-4_river_well,5804240-5_river_well,5804240-6_river_well,9903000_river_well,9903000-1_river_well,9903001_river_well,9903001-1_river_well,9903002_river_well,9903002-1_river_well,9903003_river_well,9903003-1_river_well,9903004_river_well,9903004-1_river_well,9903005_river_well,9903005-1_river_well,9903007_river_well,9903007-1_river_well,4403902_river_outflow,4403902-1_river_outflow,4403902-2_river_outflow,4403902-3_river_outflow,4403902-4_river_outflow,4403902-5_river_outflow,4404323_river_outflow,4404323-1_river_outflow,4404323-2_river_outflow,4404323-3_river_outflow,4404325_river_outflow,4404325-1_river_outflow,44_ARY001_river_outflow,44_ARY001-1_river_outflow,44_ARY002_river_outflow,44_ARY002-1_river_outflow,44_ASY001_river_outflow,44_ASY001-1_river_outflow,44_ASY002_river_outflow,44_ASY002-1_river_outflow,44_LBear1_river_outflow,44_LBear1-1_river_outflow,44_MonButte_river_outflow,44_MonButte-1_river_outflow,44_SFrk2_river_outflow,44_SFrk2-1_river_outflow,5404208_river_outflow,5404208-1_river_outflow,55_ARY003_river_outflow,55_ARY003-1_river_outflow,55_ASY003_river_outflow,55_ASY003-1_river_outflow,5704204_river_outflow,5704204-1_river_outflow,5704204-2_river_outflow,5803500_river_outflow,5803500-1_river_outflow,5803508_river_outflow,5803508-1_river_outflow,5803521_river_outflow,5803521-1_river_outflow,5803540_river_outflow,5803540-1_river_outflow,5803540-2_river_outflow,5803540-3_river_outflow,5803540-4_river_outflow,5803540-5_river_outflow,5803540-6_river_outflow,5803540-7_river_outflow,5803540-8_river_outflow,5803631_river_outflow,5803631-1_river_outflow,5803787_river_outflow,5803787-1_river_outflow,5803787-2_river_outflow,5803787-3_river_outflow,5803913_river_outflow,5803913-1_river_outflow,5803913-2_river_outflow,5803913-3_river_outflow,5804213_river_outflow,5804213-1_river_outflow,5804213-2_river_outflow,5804213-3_river_outflow,5804213-4_river_outflow,5804213-5_river_outflow,5804213-6_river_outflow,5804213-7_river_outflow,5804213-8_river_outflow,5804240_river_outflow,5804240-1_river_outflow,5804240-2_river_outflow,5804240-3_river_outflow,5804240-4_river_outflow,5804240-5_river_outflow,5804240-6_river_outflow,9903000_river_outflow,9903000-1_river_outflow,9903001_river_outflow,9903001-1_river_outflow,9903002_river_outflow,9903002-1_river_outflow,9903003_river_outflow,9903003-1_river_outflow,9903004_river_outflow,9903004-1_river_outflow,9903005_river_outflow,9903005-1_river_outflow,9903007_river_outflow,9903007-1_river_outflow
1970-10,24832.6465,8276.5996,4344.0337,864.2787,4530.9121,6816.8218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21567.2344,21567.2344,8477.4541,8477.4541,6936.1855,6936.1860,3691.5305,3691.5305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1388.4702,1388.4702,2637.8770,2637.8770,0.0000,0.0000,0.0000,1259.9498,1259.9500,3657.8811,3657.8811,5374.2368,5374.2373,2969.1277,.0000,272.0807,246.1606,241.2993,381.7226,355.7835,710.8532,761.2279,7293.0620,7293.0625,25052.4648,4724.9277,17207.2441,3120.2932,0.0000,0.0000,0.0000,0.0000,36258.3945,6961.2939,1988.9412,14917.0576,3256.8909,1988.9412,3977.8823,3167.3884,0.0017,9571.2051,1080.3793,1004.7726,2984.4729,3979.2976,522.2824,0.0000,733.7745,733.7745,332.0538,332.0538,0.0000,0.0000,27.2090,27.2090,241.0490,241.0490,0.0000,0.0000,0.0000,0.0000,354.2668,131.4004,68.9663,13.7214,0.0000,140.1787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,504.0000,504.0000,0.0000,0.0000,0.0000,0.0000,30.8723,4.0046,1.4694,1.3334,1.3051,5.3871,8.9853,4.2765,4.1108,0.0000,0.0000,34.7068,0.0000,0.0000,34.7068,0.0000,0.0000,0.0000,0.0000,403.2114,38.7065,11.0591,82.9424,18.1091,11.0591,22.1182,17.6116,201.6055,99.5898,5.6207,5.2274,15.5269,20.7026,2.7173,49.7949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,201.6060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,201.6060,49.7949,0.0000,0.0000,0.0000,0.0000,0.0000,49.7949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.7379,31.6258,16.5990,3.3025,17.0425,26.1680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.1206,112.1206,44.0973,44.0973,90.1272,90.1272,47.9791,47.9791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2200,7.2200,34.2600,34.2600,0.0000,0.0000,0.0000,10.6929,10.6929,16.6796,16.6796,21.2550,21.2550,14.9529,0.0000,1.3635,1.2336,1.2092,1.9295,1.8181,3.5644,3.8147,63.7829,63.7829,143.8179,27.0867,98.6445,18.0868,0.0000,0.0000,0.0000,0.0000,105.0951,20.1773,5.7650,43.2372,9.4401,5.7650,11.5299,9.1807,0.0000,26.1255,2.9490,2.7426,8.1464,10.8619,1.4256,0.0000,8.2080,8.2080,3.7633,3.7633,0.0000,0.0000,0.2979,0.2979,3.1336,3.1336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1047.0313,1047.0314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25092.1738,8376.3740,4396.4009,874.6975,4513.8696,6930.8325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21455.1152,21455.1152,8433.3564,8433.3564,6846.0586,6846.0586,3643.5513,3643.5513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1381.2501,1381.2501,2603.6172,2603.6172,0.0000,0.0000,0.0000,1753.2571,1753.2571,3641.2017,3641.2017,5352.9824,5352.9824,2985.0671,4.0046,272.1866,246.2604,241.3952,385.1802,362.9507,711.5653,761.5239,6182.2485,6182.2485,24943.3535,4697.8408,17108.5996,3136.9136,0.0000,0.0000,0.0000,0.0000,36354.9063,6979.8228,1994.2350,14956.7627,3265.5601,1994.2350,3988.4700,3175.8193,0.0012,9594.8750,1083.0510,1007.2574,2991.8535,3989.1384,523.5742,0.0000,725.5665,725.5665,328.2905,328.2905,0.0000,0.0000,26.9111,26.9111,237.9154,237.9154,0.0000,0.0000,0.0000,219.9358,836.0508,836.0508,836.0508,836.0508,836.0508,836.0508,1270.4856,1270.4856,1270.4856,1270.4856,473.1750,473.1750,24267.2324,24267.2324,39363.2070,39363.2070,24267.2324,24267.2324,39363.2070,39363.2070,202.0000,202.0000,258.6823,258.6823,159.0000,159.0000,1998.2096,1998.2096,11178.4072,11178.4072,11178.4072,11178.4072,748.2887,748.2887,748.2887,203.0000,203.0000,302.0000,302.0000,132.0000,132.0000,1393.0000,1393.0000,1393.0000,1393.0000,1393.0000,1393.0000,1393.0000,1393.0000,1393.0000,5664.9355,5664.9355,2547.9399,2547.9399,2547.9399,2547.9399,597.1804,597.1804,597.1804,597.1804,4781.3481,4781.3481,4781.3481,4781.3481,4781.3481,4781.3481,4781.3481,4781.3481,4781.3481,1509.1277,1509.1277,1509.1277,1509.1277,1509.1277,1509.1277,1509.1277,8164.2446,8164.2446,10432.2686,10432.2686,1131.3696,1131.3696,1151.5522,1151.5522,10432.2686,10432.2686,10432.2686,10432.2686,219.9358,219.9358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,481.7841,481.7841,481.7841,481.7841,481.7841,481.7841,1270.4856,1270.4856,1270.4856,1270.4856,473.1750,473.1750,24267.2324,24267.2324,39363.2070,39363.2070,24267.2324,24267.2324,39363.2070,39363.2070,202.0000,202.0000,258.6823,258.6823,159.0000,159.0000,1998.2096,1998.2096,11178.4072,11178.4072,11178.4072,11178.4072,748.2887,748.2887,748.2887,9.0000,9.0000,302.0000,302.0000,132.0000,132.0000,1362.1277,1362.1277,1362.1277,1362.1277,1362.1277,1362.1277,1362.1277,1362.1277,1362.1277,6711.9668,6711.9668,2513.2334,2513.2334,2513.2334,2513.2334,597.1805,597.1805,597.1805,597.1805,4579.7427,4579.7427,4579.7427,4579.7427,4579.7427,4579.7427,4579.7427,4579.7427,4579.7427,1459.3328,1459.3328,1459.3328,1459.3328,1459.3328,1459.3328,1459.3328,8164.2446,8164.2446,10432.2686,10432.2686,1131.3696,1131.3696,1151.5522,1151.5522,10432.2686,10432.2686,10432.2686,10432.2686,219.9358,219.9358
