Date,4303633_initial_storage,4303633-1_initial_storage,4304313_initial_storage,4304313-1_initial_storage,4304433_initial_storage,4304433-1_initial_storage,43_ARW001_initial_storage,43_ARW001-1_initial_storage,43_ARW002_initial_storage,43_ARW002-1_initial_storage,43_ASW001_initial_storage,43_ASW001-1_initial_storage,43_ASW002_initial_storage,43_ASW002-1_initial_storage,4303633_total_supply,4303633-1_total_supply,4304313_total_supply,4304313-1_total_supply,4304433_total_supply,4304433-1_total_supply,43_ARW001_total_supply,43_ARW001-1_total_supply,43_ARW002_total_supply,43_ARW002-1_total_supply,43_ASW001_total_supply,43_ASW001-1_total_supply,43_ASW002_total_supply,43_ASW002-1_total_supply,4303633_total_release,4303633-1_total_release,4304313_total_release,4304313-1_total_release,4304433_total_release,4304433-1_total_release,43_ARW001_total_release,43_ARW001-1_total_release,43_ARW002_total_release,43_ARW002-1_total_release,43_ASW001_total_release,43_ASW001-1_total_release,43_ASW002_total_release,43_ASW002-1_total_release,4303633_evap,4303633-1_evap,4304313_evap,4304313-1_evap,4304433_evap,4304433-1_evap,43_ARW001_evap,43_ARW001-1_evap,43_ARW002_evap,43_ARW002-1_evap,43_ASW001_evap,43_ASW001-1_evap,43_ASW002_evap,43_ASW002-1_evap,4303633_seep_spill,4303633-1_seep_spill,4304313_seep_spill,4304313-1_seep_spill,4304433_seep_spill,4304433-1_seep_spill,43_ARW001_seep_spill,43_ARW001-1_seep_spill,43_ARW002_seep_spill,43_ARW002-1_seep_spill,43_ASW001_seep_spill,43_ASW001-1_seep_spill,43_ASW002_seep_spill,43_ASW002-1_seep_spill,4303633_sim_eom,4303633-1_sim_eom,4304313_sim_eom,4304313-1_sim_eom,4304433_sim_eom,4304433-1_sim_eom,43_ARW001_sim_eom,43_ARW001-1_sim_eom,43_ARW002_sim_eom,43_ARW002-1_sim_eom,43_ASW001_sim_eom,43_ASW001-1_sim_eom,43_ASW002_sim_eom,43_ASW002-1_sim_eom,4303633_river_inflow,4303633-1_river_inflow,4304313_river_inflow,4304313-1_river_inflow,4304433_river_inflow,4304433-1_river_inflow,43_ARW001_river_inflow,43_ARW001-1_river_inflow,43_ARW002_river_inflow,43_ARW002-1_river_inflow,43_ASW001_river_inflow,43_ASW001-1_river_inflow,43_ASW002_river_inflow,43_ASW002-1_river_inflow,4303633_river_well,4303633-1_river_well,4304313_river_well,4304313-1_river_well,4304433_river_well,4304433-1_river_well,43_ARW001_river_well,43_ARW001-1_river_well,43_ARW002_river_well,43_ARW002-1_river_well,43_ASW001_river_well,43_ASW001-1_river_well,43_ASW002_river_well,43_ASW002-1_river_well,4303633_river_outflow,4303633-1_river_outflow,4304313_river_outflow,4304313-1_river_outflow,4304433_river_outflow,4304433-1_river_outflow,43_ARW001_river_outflow,43_ARW001-1_river_outflow,43_ARW002_river_outflow,43_ARW002-1_river_outflow,43_ASW001_river_outflow,43_ASW001-1_river_outflow,43_ASW002_river_outflow,43_ASW002-1_river_outflow
1979-01,7187.6045,7187.6045,0.0000,0.0000,13800.0000,13800.0010,2117.0000,2117.0000,2117.0000,2117.0000,2349.6768,2349.6768,2349.6768,2349.6768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.7772,-15.7772,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-14.1099,-14.1099,-14.1099,-14.1099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7203.3823,7203.3823,0.0000,0.0000,13800.0010,13800.0010,2117.0000,2117.0000,2117.0000,2117.0000,2363.7864,2363.7864,2363.7864,2363.7864,721.0000,721.0000,26522.3184,26522.3184,24126.4766,24126.4766,24113.1543,24113.1543,25283.6758,25283.6758,24113.1543,24113.1543,25283.6758,25283.6758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,721.0000,721.0000,26522.3184,26522.3184,24126.4766,24126.4766,24113.1543,24113.1543,25283.6758,25283.6758,24113.1543,24113.1543,25283.6758,25283.6758
1979-02,7203.3818,7203.3818,0.0000,0.0000,13800.0000,13800.0000,2117.0000,2117.0000,2117.0000,2117.0000,2363.7864,2363.7864,2363.7864,2363.7864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2665,5.2665,0.0000,0.0000,11.7400,11.7400,1.7600,1.7600,1.7600,1.7600,4.7315,4.7315,4.7315,4.7315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7198.1147,7198.1147,0.0000,0.0000,13788.2598,13788.2598,2115.2397,2115.2397,2115.2397,2115.2397,2359.0549,2359.0549,2359.0549,2359.0549,0.0000,0.0000,20500.8789,20500.8789,19200.6621,19200.6621,19155.7148,19155.7148,19225.9277,19225.9277,19155.7148,19155.7148,19225.9277,19225.9277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20500.8789,20500.8789,19200.6621,19200.6621,19155.7148,19155.7148,19225.9277,19225.9277,19155.7148,19155.7148,19225.9277,19225.9277
1979-03,7198.1152,7198.1152,0.0000,0.0000,13788.2598,13788.2607,2115.2397,2115.2400,2115.2397,2115.2400,2359.0549,2359.0549,2359.0549,2359.0549,0.0000,0.0000,0.0000,0.0000,11.7402,11.7402,1.7600,1.7600,1.7600,1.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.6880,23.6880,0.0000,0.0000,52.8156,52.8156,7.9167,7.9167,7.9167,7.9167,21.2493,21.2493,21.2493,21.2493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7174.4277,7174.4277,0.0000,0.0000,13747.1846,13747.1846,2109.0833,2109.0833,2109.0833,2109.0833,2337.8057,2337.8057,2337.8057,2337.8057,64.0000,64.0000,24636.1543,24636.1543,25767.8711,25767.8711,27307.1680,27307.1680,22360.0977,22360.0977,27307.1680,27307.1680,22360.0977,22360.0977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.0000,64.0000,24636.1543,24636.1543,25756.1270,25756.1270,27305.4082,27305.4082,22358.3379,22358.3379,27307.1680,27307.1680,22360.0977,22360.0977
1979-04,7174.4272,7174.4272,0.0000,0.0000,13747.1855,13747.1846,2109.0833,2109.0833,2109.0833,2109.0833,2337.8054,2337.8054,2337.8054,2337.8054,219.4400,219.4400,0.0000,0.0000,52.8154,52.8154,7.9167,7.9167,7.9167,7.9167,0.1943,0.1943,0.1943,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.4353,42.4353,0.0000,0.0000,93.8052,93.8052,14.0537,14.0537,14.0537,14.0537,37.4378,37.4378,37.4378,37.4378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7351.4316,7351.4316,0.0000,0.0000,13706.1943,13706.1943,2102.9463,2102.9463,2102.9463,2102.9463,2300.5623,2300.5623,2300.5623,2300.5623,225.0000,225.0000,38315.1172,38315.1172,42677.8398,42677.8398,42909.9180,42909.9180,34572.0586,34572.0586,42910.1133,42910.1133,34572.2578,34572.2578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5600,5.5600,38315.1172,38315.1172,42625.0195,42625.0195,42902.0000,42902.0000,34564.1406,34564.1406,42909.9180,42909.9180,34572.0586,34572.0586
1979-05,7351.4316,7351.4316,0.0000,0.0000,13706.1943,13706.1943,2102.9465,2102.9465,2102.9465,2102.9465,2300.5623,2300.5623,2300.5623,2300.5623,306.5683,306.5683,0.0000,0.0000,93.8057,93.8057,14.0537,14.0537,14.0537,14.0537,37.4377,37.4377,37.4377,37.4377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.1201,81.1201,0.0000,0.0000,175.7177,175.7177,26.3124,26.3124,26.3124,26.3124,69.6367,69.6367,69.6367,69.6367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7576.8799,7576.8799,0.0000,0.0000,13624.2822,13624.2822,2090.6877,2090.6877,2090.6877,2090.6877,2268.3633,2268.3633,2268.3633,2268.3633,4962.0000,4962.0000,116012.3438,116012.3438,143515.6875,143515.6875,142796.6875,142796.6875,107776.4141,107776.4141,142834.1250,142834.1250,107813.8516,107813.8516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4655.4312,4655.4312,116012.3438,116012.3438,143421.8438,143421.8438,142782.6406,142782.6406,107762.3672,107762.3672,142796.6875,142796.6875,107776.4141,107776.4141
1979-06,7576.8799,7576.8799,0.0000,0.0000,13624.2832,13624.2822,2090.6877,2090.6877,2090.6877,2090.6877,2268.3633,2268.3633,2268.3633,2268.3633,81.1201,81.1201,0.0000,0.0000,175.7178,175.7178,26.3123,26.3123,26.3123,26.3123,69.6367,69.6367,69.6367,69.6367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.9495,111.9495,0.0000,0.0000,239.6911,239.6911,35.8558,35.8558,35.8558,35.8558,94.5095,94.5095,94.5095,94.5095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7546.0503,7546.0503,0.0000,0.0000,13560.3086,13560.3086,2081.1443,2081.1443,2081.1443,2081.1443,2243.4905,2243.4905,2243.4905,2243.4905,4163.0005,4163.0005,139167.6875,139167.6875,150670.3281,150670.3281,149338.5469,149338.5469,136686.4375,136686.4375,149408.1563,149408.1563,136756.0625,136756.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4081.8801,4081.8801,139167.6719,139167.6719,150494.5938,150494.5938,149312.2188,149312.2188,136660.1094,136660.1094,149338.5469,149338.5469,136686.4375,136686.4375
1979-07,7546.0503,7546.0503,0.0000,0.0000,13560.3076,13560.3086,2081.1443,2081.1443,2081.1443,2081.1443,2243.4905,2243.4905,2243.4905,2243.4905,111.9497,111.9497,0.0000,0.0000,239.6914,239.6914,35.8557,35.8557,35.8557,35.8557,94.5095,94.5095,94.5095,94.5095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.8011,111.8011,0.0000,0.0000,239.3348,239.3348,35.7745,35.7745,35.7745,35.7745,93.9992,93.9992,93.9992,93.9992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7546.1992,7546.1992,0.0000,0.0000,13560.6650,13560.6650,2081.2258,2081.2258,2081.2258,2081.2258,2244.0005,2244.0005,2244.0005,2244.0005,2257.0000,2257.0000,57534.0586,57534.0586,58450.1445,58450.1445,58151.0742,58151.0742,56494.5078,56494.5078,58245.5781,58245.5781,56589.0156,56589.0156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2145.0505,2145.0505,57534.0547,57534.0547,58210.4570,58210.4570,58115.2227,58115.2227,56458.6602,56458.6602,58151.0742,58151.0742,56494.5078,56494.5078
1979-08,7546.1987,7546.1992,0.0000,0.0000,13560.6650,13560.6650,2081.2258,2081.2258,2081.2258,2081.2258,2244.0005,2244.0005,2244.0005,2244.0005,0.0000,0.0000,0.0000,0.0000,239.3350,239.3350,35.7744,35.7744,35.7744,35.7744,93.9993,93.9993,93.9993,93.9993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.2711,73.2711,0.0000,0.0000,157.6120,157.6120,23.5592,23.5592,23.5592,23.5592,61.9088,61.9088,61.9088,61.9088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7472.9277,7472.9277,0.0000,0.0000,13642.3877,13642.3877,2093.4407,2093.4407,2093.4407,2093.4407,2276.0911,2276.0911,2276.0911,2276.0911,294.0000,294.0000,26941.7852,26941.7852,26091.3066,26091.3066,25341.1934,25341.1934,24858.6055,24858.6055,25435.1973,25435.1973,24952.6074,24952.6074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,294.0000,294.0000,26941.7832,26941.7832,25851.9727,25851.9727,25305.4160,25305.4160,24822.8340,24822.8340,25341.1934,25341.1934,24858.6055,24858.6055
1979-09,7472.9277,7472.9277,0.0000,0.0000,13642.3877,13642.3877,2093.4407,2093.4407,2093.4407,2093.4407,2276.0908,2276.0908,2276.0908,2276.0908,0.0000,0.0000,0.0000,0.0000,157.6123,157.6123,23.5593,23.5593,23.5593,23.5593,61.9089,61.9089,61.9089,61.9089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.7169,64.7169,0.0000,0.0000,140.3660,140.3660,21.0025,21.0025,21.0025,21.0025,55.4155,55.4155,55.4155,55.4155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7408.2109,7408.2109,0.0000,0.0000,13659.6328,13659.6328,2095.9976,2095.9976,2095.9976,2095.9976,2282.5842,2282.5842,2282.5842,2282.5842,817.0000,817.0000,15856.0107,15856.0107,17434.3223,17434.3223,16789.2910,16789.2910,15444.7393,15444.7393,16851.1953,16851.1953,15506.6494,15506.6494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,817.0000,817.0000,15856.0088,15856.0088,17276.7188,17276.7188,16765.7305,16765.7305,15421.1797,15421.1797,16789.2910,16789.2910,15444.7393,15444.7393
1979-10,7408.2109,7408.2109,0.0000,0.0000,13659.6328,13659.6338,2095.9976,2095.9976,2095.9976,2095.9976,2282.5842,2282.5842,2282.5842,2282.5842,0.0000,0.0000,0.0000,0.0000,140.3662,140.3662,21.0024,21.0024,21.0024,21.0024,55.4155,55.4155,55.4155,55.4155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.8574,34.8574,0.0000,0.0000,76.0621,76.0621,11.3833,11.3833,11.3833,11.3833,30.0590,30.0590,30.0590,30.0590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7373.3535,7373.3535,0.0000,0.0000,13723.9375,13723.9375,2105.6169,2105.6169,2105.6169,2105.6169,2307.9414,2307.9414,2307.9414,2307.9414,884.9999,884.9999,32016.6758,32016.6758,32155.9941,32155.9941,32119.2383,32119.2383,30487.9590,30487.9590,32174.6582,32174.6582,30543.3730,30543.3730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,884.9999,884.9999,32016.6758,32016.6758,32015.6289,32015.6289,32098.2402,32098.2402,30466.9570,30466.9570,32119.2383,32119.2383,30487.9590,30487.9590
1979-11,7373.3535,7373.3535,0.0000,0.0000,13723.9375,13723.9375,2105.6167,2105.6165,2105.6167,2105.6165,2307.9412,2307.9412,2307.9412,2307.9412,0.0000,0.0000,0.0000,0.0000,76.0625,76.0625,11.3833,11.3833,11.3833,11.3833,30.0588,30.0588,30.0588,30.0588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6926,10.6926,0.0000,0.0000,23.4387,23.4387,3.5105,3.5105,3.5105,3.5105,9.2997,9.2997,9.2997,9.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7362.6606,7362.6606,0.0000,0.0000,13776.5615,13776.5615,2113.4893,2113.4893,2113.4893,2113.4893,2328.7004,2328.7004,2328.7004,2328.7004,0.0000,0.0000,24378.1914,24378.1914,25458.6621,25458.6621,25464.6133,25464.6133,22739.8398,22739.8398,25494.6738,25494.6738,22769.8984,22769.8984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24378.1914,24378.1914,25382.5996,25382.5996,25453.2285,25453.2285,22728.4551,22728.4551,25464.6133,25464.6133,22739.8398,22739.8398
1979-12,7362.6606,7362.6611,0.0000,0.0000,13776.5615,13776.5615,2113.4895,2113.4897,2113.4895,2113.4897,2328.7004,2328.7004,2328.7004,2328.7004,0.0000,0.0000,0.0000,0.0000,23.4385,23.4385,3.5105,3.5105,3.5105,3.5105,9.2996,9.2996,9.2996,9.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.3532,-13.3532,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-11.6765,-11.6765,-11.6765,-11.6765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7376.0146,7376.0146,0.0000,0.0000,13800.0010,13800.0010,2117.0000,2117.0000,2117.0000,2117.0000,2349.6768,2349.6768,2349.6768,2349.6768,0.0000,0.0000,26725.0020,26725.0020,25670.5293,25670.5293,25697.8008,25697.8008,24874.2207,24874.2207,25707.0996,25707.0996,24883.5215,24883.5215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26725.0020,26725.0020,25647.0898,25647.0898,25694.2891,25694.2891,24870.7090,24870.7090,25697.8008,25697.8008,24874.2207,24874.2207
1980-01,7376.0142,7376.0146,0.0000,0.0000,13800.0000,13800.0010,2117.0000,2117.0000,2117.0000,2117.0000,2349.6768,2349.6768,2349.6768,2349.6768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.0427,-16.0427,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-14.1099,-14.1099,-14.1099,-14.1099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7392.0566,7392.0566,0.0000,0.0000,13800.0010,13800.0010,2117.0000,2117.0000,2117.0000,2117.0000,2363.7864,2363.7864,2363.7864,2363.7864,224.0000,224.0000,24425.9102,24425.9102,24310.2891,24310.2891,24302.8477,24302.8477,22472.2227,22472.2227,24302.8477,24302.8477,22472.2227,22472.2227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,224.0000,224.0000,24425.9102,24425.9102,24310.2891,24310.2891,24302.8477,24302.8477,22472.2227,22472.2227,24302.8477,24302.8477,22472.2227,22472.2227
1980-02,7392.0566,7392.0566,0.0000,0.0000,13800.0000,13800.0000,2117.0000,2117.0000,2117.0000,2117.0000,2363.7864,2363.7864,2363.7864,2363.7864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3551,5.3551,0.0000,0.0000,11.7400,11.7400,1.7600,1.7600,1.7600,1.7600,4.7315,4.7315,4.7315,4.7315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7386.7012,7386.7012,0.0000,0.0000,13788.2598,13788.2598,2115.2397,2115.2397,2115.2397,2115.2397,2359.0549,2359.0549,2359.0549,2359.0549,231.0000,231.0000,23226.1543,23226.1543,26362.0566,26362.0566,28685.9082,28685.9082,20943.1992,20943.1992,28685.9082,28685.9082,20943.1992,20943.1992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,231.0000,231.0000,23226.1543,23226.1543,26362.0566,26362.0566,28685.9082,28685.9082,20943.1992,20943.1992,28685.9082,28685.9082,20943.1992,20943.1992
1980-03,7386.7017,7386.7021,0.0000,0.0000,13788.2598,13788.2607,2115.2397,2115.2400,2115.2397,2115.2400,2359.0549,2359.0549,2359.0549,2359.0549,0.0000,0.0000,0.0000,0.0000,11.7402,11.7402,1.7600,1.7600,1.7600,1.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.0866,24.0866,0.0000,0.0000,52.8156,52.8156,7.9167,7.9167,7.9167,7.9167,21.2493,21.2493,21.2493,21.2493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7362.6152,7362.6152,0.0000,0.0000,13747.1846,13747.1846,2109.0833,2109.0833,2109.0833,2109.0833,2337.8057,2337.8057,2337.8057,2337.8057,298.0000,298.0000,23556.0293,23556.0293,27133.7813,27133.7813,28291.3008,28291.3008,21323.4746,21323.4746,28291.3008,28291.3008,21323.4746,21323.4746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.0000,298.0000,23556.0293,23556.0293,27122.0391,27122.0391,28289.5410,28289.5410,21321.7129,21321.7129,28291.3008,28291.3008,21323.4746,21323.4746
1980-04,7362.6152,7362.6152,0.0000,0.0000,13747.1855,13747.1846,2109.0833,2109.0833,2109.0833,2109.0833,2337.8054,2337.8054,2337.8054,2337.8054,295.3848,295.3848,0.0000,0.0000,52.8154,52.8154,7.9167,7.9167,7.9167,7.9167,0.1943,0.1943,0.1943,0.1943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.2851,43.2851,0.0000,0.0000,93.8052,93.8052,14.0537,14.0537,14.0537,14.0537,37.4378,37.4378,37.4378,37.4378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7614.7148,7614.7148,0.0000,0.0000,13706.1943,13706.1943,2102.9463,2102.9463,2102.9463,2102.9463,2300.5623,2300.5623,2300.5623,2300.5623,1017.0001,1017.0001,36775.5430,36775.5430,38146.5352,38146.5352,37956.1836,37956.1836,33428.8984,33428.8984,37956.3828,37956.3828,33429.0938,33429.0938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,721.6153,721.6153,36775.5430,36775.5430,38093.7148,38093.7148,37948.2695,37948.2695,33420.9805,33420.9805,37956.1836,37956.1836,33428.8984,33428.8984
1980-05,7614.7153,7614.7153,0.0000,0.0000,13706.1943,13706.1943,2102.9465,2102.9465,2102.9465,2102.9465,2300.5623,2300.5623,2300.5623,2300.5623,43.2852,43.2852,0.0000,0.0000,93.8057,93.8057,14.0537,14.0537,14.0537,14.0537,37.4377,37.4377,37.4377,37.4377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.0475,82.0475,0.0000,0.0000,175.7177,175.7177,26.3124,26.3124,26.3124,26.3124,69.6367,69.6367,69.6367,69.6367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7575.9526,7575.9526,0.0000,0.0000,13624.2822,13624.2822,2090.6877,2090.6877,2090.6877,2090.6877,2268.3633,2268.3633,2268.3633,2268.3633,3655.0000,3655.0000,100140.1016,100140.1016,100479.9688,100479.9688,102734.3750,102734.3750,90757.4219,90757.4219,102771.8203,102771.8203,90794.8594,90794.8594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3611.7148,3611.7148,100140.1016,100140.1016,100386.1484,100386.1484,102720.3281,102720.3281,90743.3672,90743.3672,102734.3750,102734.3750,90757.4219,90757.4219
1980-06,7575.9526,7575.9521,0.0000,0.0000,13624.2832,13624.2822,2090.6877,2090.6877,2090.6877,2090.6877,2268.3633,2268.3633,2268.3633,2268.3633,82.0474,82.0474,0.0000,0.0000,175.7178,175.7178,26.3123,26.3123,26.3123,26.3123,69.6367,69.6367,69.6367,69.6367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.9450,111.9450,0.0000,0.0000,239.6911,239.6911,35.8558,35.8558,35.8558,35.8558,94.5095,94.5095,94.5095,94.5095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7546.0552,7546.0552,0.0000,0.0000,13560.3086,13560.3086,2081.1443,2081.1443,2081.1443,2081.1443,2243.4905,2243.4905,2243.4905,2243.4905,2056.0000,2056.0000,116359.7266,116359.7266,130136.7813,130136.7813,128962.6172,128962.6172,114479.3594,114479.3594,129032.2578,129032.2578,114548.9922,114548.9922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1973.9528,1973.9528,116359.6797,116359.6797,129961.0703,129961.0703,128936.2969,128936.2969,114453.0703,114453.0703,128962.6172,128962.6172,114479.3594,114479.3594
