"district","date","variable","value"
"1",1980-01-01,"eddi12",-0.748468376272093
"10",1980-01-01,"eddi12",-0.822659162914052
"11",1980-01-01,"eddi12",0.254139800071716
"12",1980-01-01,"eddi12",-0.202792100417308
"13",1980-01-01,"eddi12",0.0501404205958048
"14",1980-01-01,"eddi12",-0.419832442117774
"15",1980-01-01,"eddi12",-0.404204142093658
"16",1980-01-01,"eddi12",-0.198213676611582
"17",1980-01-01,"eddi12",-0.494840794056654
"18",1980-01-01,"eddi12",-0.348303999219622
"19",1980-01-01,"eddi12",-0.647577834372618
"2",1980-01-01,"eddi12",-0.92109090089798
"20",1980-01-01,"eddi12",0.639075219631195
"21",1980-01-01,"eddi12",0.586838042736053
"22",1980-01-01,"eddi12",0.423942307631175
"23",1980-01-01,"eddi12",-0.197507512569428
"24",1980-01-01,"eddi12",-0.0479122896989187
"25",1980-01-01,"eddi12",0.375224262475967
"26",1980-01-01,"eddi12",0.520268038908641
"27",1980-01-01,"eddi12",0.481859877705574
"28",1980-01-01,"eddi12",0.552672760354148
"29",1980-01-01,"eddi12",0.327110145773206
"3",1980-01-01,"eddi12",-0.300932878797705
"30",1980-01-01,"eddi12",0.0525248740848742
"31",1980-01-01,"eddi12",0.111712371309598
"32",1980-01-01,"eddi12",-0.973340570926666
"33",1980-01-01,"eddi12",-0.841353152479444
"34",1980-01-01,"eddi12",-0.818904256820679
"35",1980-01-01,"eddi12",0.165416324839872
"36",1980-01-01,"eddi12",0.254440287748973
"37",1980-01-01,"eddi12",0.287430461715249
"38",1980-01-01,"eddi12",0.513016566634178
"39",1980-01-01,"eddi12",0.372226815957289
"4",1980-01-01,"eddi12",0.0604552268981934
"40",1980-01-01,"eddi12",0.517280564075563
"41",1980-01-01,"eddi12",0.41874298453331
"42",1980-01-01,"eddi12",0.467332525686784
"43",1980-01-01,"eddi12",-0.47051833756268
"44",1980-01-01,"eddi12",-1.79757397025824
"45",1980-01-01,"eddi12",0.417984247207642
"47",1980-01-01,"eddi12",-0.581328992185921
"48",1980-01-01,"eddi12",0.632040560245514
"49",1980-01-01,"eddi12",-0.353494800627232
"5",1980-01-01,"eddi12",-0.585012279450893
"50",1980-01-01,"eddi12",-1.57856522666083
"51",1980-01-01,"eddi12",0.246922287344933
"52",1980-01-01,"eddi12",0.15774052672916
"53",1980-01-01,"eddi12",-0.780916154384613
"54",1980-01-01,"eddi12",-1.300873508056
"55",1980-01-01,"eddi12",-1.27298423896233
"56",1980-01-01,"eddi12",-1.00332966446877
"57",1980-01-01,"eddi12",-1.93679721653461
"58",1980-01-01,"eddi12",-1.59936039745808
"59",1980-01-01,"eddi12",0.506996115048726
"6",1980-01-01,"eddi12",-0.769284747540951
"60",1980-01-01,"eddi12",0.358244140148163
"61",1980-01-01,"eddi12",-0.191898971796036
"62",1980-01-01,"eddi12",0.651194949150085
"63",1980-01-01,"eddi12",-0.00365636083814833
"64",1980-01-01,"eddi12",-1.05896867781269
"65",1980-01-01,"eddi12",-0.573715725932458
"66",1980-01-01,"eddi12",-0.704917482203907
"67",1980-01-01,"eddi12",-0.39432161804792
"68",1980-01-01,"eddi12",0.624873648990284
"69",1980-01-01,"eddi12",-0.315183186531067
"7",1980-01-01,"eddi12",-0.145931577682495
"70",1980-01-01,"eddi12",0.368023650986808
"71",1980-01-01,"eddi12",-0.0407287374786709
"72",1980-01-01,"eddi12",0.455950687328974
"73",1980-01-01,"eddi12",0.414212584495544
"76",1980-01-01,"eddi12",0.173359394073486
"77",1980-01-01,"eddi12",0.214281916618347
"78",1980-01-01,"eddi12",0.281457513570786
"79",1980-01-01,"eddi12",-0.132665783166885
"8",1980-01-01,"eddi12",-0.738411183158557
"80",1980-01-01,"eddi12",-0.157144020904194
"9",1980-01-01,"eddi12",-0.166313195228577
"1",1980-02-01,"eddi12",-0.660934768071989
"10",1980-02-01,"eddi12",-0.745453215697232
"11",1980-02-01,"eddi12",0.321026782989502
"12",1980-02-01,"eddi12",0.0400906923489693
"13",1980-02-01,"eddi12",0.24444141652849
"14",1980-02-01,"eddi12",-0.313276798828788
"15",1980-02-01,"eddi12",-0.303569412231445
"16",1980-02-01,"eddi12",-0.0515360732873281
"17",1980-02-01,"eddi12",-0.486723525077105
"18",1980-02-01,"eddi12",-0.245073046003069
"19",1980-02-01,"eddi12",-0.58128735362267
"2",1980-02-01,"eddi12",-0.932990896701813
"20",1980-02-01,"eddi12",0.725279736213195
"21",1980-02-01,"eddi12",0.699271214008331
"22",1980-02-01,"eddi12",0.527452066540718
"23",1980-02-01,"eddi12",-0.027945069471995
"24",1980-02-01,"eddi12",0.0635313193003337
"25",1980-02-01,"eddi12",0.505550520760672
"26",1980-02-01,"eddi12",0.622117968400319
"27",1980-02-01,"eddi12",0.506459556519985
"28",1980-02-01,"eddi12",0.624663197331958
"29",1980-02-01,"eddi12",0.366955591099603
"3",1980-02-01,"eddi12",-0.251232755906654
"30",1980-02-01,"eddi12",0.0491642951965332
"31",1980-02-01,"eddi12",0.112561206022898
"32",1980-02-01,"eddi12",-0.992298132494876
"33",1980-02-01,"eddi12",-0.906881979533604
"34",1980-02-01,"eddi12",-0.94433012008667
"35",1980-02-01,"eddi12",0.249467043315663
"36",1980-02-01,"eddi12",0.278964718182882
"37",1980-02-01,"eddi12",0.322090548627517
"38",1980-02-01,"eddi12",0.525852320094903
"39",1980-02-01,"eddi12",0.3667462513997
"4",1980-02-01,"eddi12",0.108495632807414
"40",1980-02-01,"eddi12",0.532956039033285
"41",1980-02-01,"eddi12",0.446342706680298
"42",1980-02-01,"eddi12",0.508029385046525
"43",1980-02-01,"eddi12",-0.399992812424898
"44",1980-02-01,"eddi12",-1.78506162315607
"45",1980-02-01,"eddi12",0.436889886856079
"47",1980-02-01,"eddi12",-0.521136076285921
"48",1980-02-01,"eddi12",0.664989805221558
"49",1980-02-01,"eddi12",-0.333055859431624
"5",1980-02-01,"eddi12",-0.538340523838997
"50",1980-02-01,"eddi12",-1.48309387101067
"51",1980-02-01,"eddi12",0.31271011531353
"52",1980-02-01,"eddi12",0.175634033150143
"53",1980-02-01,"eddi12",-0.694753080606461
"54",1980-02-01,"eddi12",-1.21177766223749
"55",1980-02-01,"eddi12",-1.21835250407457
"56",1980-02-01,"eddi12",-1.00122589298657
"57",1980-02-01,"eddi12",-1.93679721653461
"58",1980-02-01,"eddi12",-1.56711944043636
"59",1980-02-01,"eddi12",0.522061898594811
"6",1980-02-01,"eddi12",-0.807839907705784
"60",1980-02-01,"eddi12",0.495477204322815
"61",1980-02-01,"eddi12",-0.192321449518204
"62",1980-02-01,"eddi12",0.748880386352539
"63",1980-02-01,"eddi12",0.210338433583577
"64",1980-02-01,"eddi12",-0.848318079296423
"65",1980-02-01,"eddi12",-0.426594972610474
"66",1980-02-01,"eddi12",-0.637515723705292
"67",1980-02-01,"eddi12",-0.299435693669964
"68",1980-02-01,"eddi12",0.694358706474304
"69",1980-02-01,"eddi12",-0.287084078788757
"7",1980-02-01,"eddi12",-0.0487612545490265
"70",1980-02-01,"eddi12",0.466130784579686
"71",1980-02-01,"eddi12",0.0333412030468816
"72",1980-02-01,"eddi12",0.507144825326072
"73",1980-02-01,"eddi12",0.464627623558044
"76",1980-02-01,"eddi12",0.315570116043091
"77",1980-02-01,"eddi12",0.204076454043388
"78",1980-02-01,"eddi12",0.324813092748324
"79",1980-02-01,"eddi12",0.133906543254852
"8",1980-02-01,"eddi12",-0.666593765219053
"80",1980-02-01,"eddi12",0.0080338716506958
"9",1980-02-01,"eddi12",-0.0525904417037964
"1",1980-03-01,"eddi12",-0.975333333015442
"10",1980-03-01,"eddi12",-0.886576349244398
"11",1980-03-01,"eddi12",0.30648761510849
"12",1980-03-01,"eddi12",-0.0619626045227051
"13",1980-03-01,"eddi12",0.300145520104302
"14",1980-03-01,"eddi12",-0.618192753066187
"15",1980-03-01,"eddi12",-0.383867543935776
"16",1980-03-01,"eddi12",0.0304217338562012
"17",1980-03-01,"eddi12",-0.803036872297525
"18",1980-03-01,"eddi12",-0.321078726223537
"19",1980-03-01,"eddi12",-0.76200643364264
"2",1980-03-01,"eddi12",-1.08241017659505
"20",1980-03-01,"eddi12",0.854069552360437
"21",1980-03-01,"eddi12",0.884035003185272
"22",1980-03-01,"eddi12",0.643027032415072
"23",1980-03-01,"eddi12",-0.0883599519729614
"24",1980-03-01,"eddi12",0.304968019326528
"25",1980-03-01,"eddi12",0.630730318171637
"26",1980-03-01,"eddi12",0.748174480597178
"27",1980-03-01,"eddi12",0.766850665211678
"28",1980-03-01,"eddi12",0.718566166030036
"29",1980-03-01,"eddi12",0.388100590024676
"3",1980-03-01,"eddi12",-0.4119080991456
"30",1980-03-01,"eddi12",0.0289607173518131
"31",1980-03-01,"eddi12",0.0936749825874964
"32",1980-03-01,"eddi12",-0.941932132369594
"33",1980-03-01,"eddi12",-0.938049163137163
"34",1980-03-01,"eddi12",-0.984731322526932
"35",1980-03-01,"eddi12",0.568411641261157
"36",1980-03-01,"eddi12",0.371451184153557
"37",1980-03-01,"eddi12",0.356836290920482
"38",1980-03-01,"eddi12",0.554178530971209
"39",1980-03-01,"eddi12",0.432999276197874
"4",1980-03-01,"eddi12",-0.0626934250195821
"40",1980-03-01,"eddi12",0.644788390252648
"41",1980-03-01,"eddi12",0.543905228376389
"42",1980-03-01,"eddi12",0.729042405431921
"43",1980-03-01,"eddi12",-0.315181832760572
"44",1980-03-01,"eddi12",-1.79663551300764
"45",1980-03-01,"eddi12",0.42743706703186
"47",1980-03-01,"eddi12",-0.585378747561882
"48",1980-03-01,"eddi12",0.533910036087036
"49",1980-03-01,"eddi12",-0.592671115882695
"5",1980-03-01,"eddi12",-0.57455063611269
"50",1980-03-01,"eddi12",-1.44743749830458
"51",1980-03-01,"eddi12",0.39458495080471
"52",1980-03-01,"eddi12",0.228334758016798
"53",1980-03-01,"eddi12",-0.694317987986973
"54",1980-03-01,"eddi12",-1.17083611090978
"55",1980-03-01,"eddi12",-1.25354740768671
"56",1980-03-01,"eddi12",-0.971712295498167
"57",1980-03-01,"eddi12",-1.8865675330162
"58",1980-03-01,"eddi12",-1.57406517267227
"59",1980-03-01,"eddi12",0.618737635158357
"6",1980-03-01,"eddi12",-0.807357743382454
"60",1980-03-01,"eddi12",0.623974390029907
"61",1980-03-01,"eddi12",0.106302201747894
"62",1980-03-01,"eddi12",0.820055706501007
"63",1980-03-01,"eddi12",0.452407095167372
"64",1980-03-01,"eddi12",-1.07795082306375
"65",1980-03-01,"eddi12",-0.705212314321537
"66",1980-03-01,"eddi12",-0.739089296923743
"67",1980-03-01,"eddi12",-0.546567560047717
"68",1980-03-01,"eddi12",0.695022913542661
"69",1980-03-01,"eddi12",-0.145296907424927
"7",1980-03-01,"eddi12",-0.0320192575454712
"70",1980-03-01,"eddi12",0.777006115232195
"71",1980-03-01,"eddi12",0.0782421386760214
"72",1980-03-01,"eddi12",0.708395173152288
"73",1980-03-01,"eddi12",0.711282074451447
"76",1980-03-01,"eddi12",0.173359394073486
"77",1980-03-01,"eddi12",0.24456200003624
"78",1980-03-01,"eddi12",0.331396490335464
"79",1980-03-01,"eddi12",0.228942195574443
"8",1980-03-01,"eddi12",-0.744290394087633
"80",1980-03-01,"eddi12",0.00455609234896573
"9",1980-03-01,"eddi12",-0.0944019317626953
"1",1980-04-01,"eddi12",-0.970776620919142
"10",1980-04-01,"eddi12",-0.728167507578345
"11",1980-04-01,"eddi12",0.367980980873108
"12",1980-04-01,"eddi12",0.137547275958917
"13",1980-04-01,"eddi12",0.340236730045742
"14",1980-04-01,"eddi12",-0.530100936475007
"15",1980-04-01,"eddi12",-0.272851622104645
"16",1980-04-01,"eddi12",0.155478874842326
"17",1980-04-01,"eddi12",-0.72401177585125
"18",1980-04-01,"eddi12",-0.172419539519719
"19",1980-04-01,"eddi12",-0.601688830219969
"2",1980-04-01,"eddi12",-1.13141326506933
"20",1980-04-01,"eddi12",0.930689681798984
"21",1980-04-01,"eddi12",0.919263106584549
"22",1980-04-01,"eddi12",0.781519696116447
"23",1980-04-01,"eddi12",0.0764763315518697
"24",1980-04-01,"eddi12",0.548031543691953
"25",1980-04-01,"eddi12",0.664357777152743
"26",1980-04-01,"eddi12",0.702275029818217
"27",1980-04-01,"eddi12",0.809433281421661
"28",1980-04-01,"eddi12",0.648396478758918
"29",1980-04-01,"eddi12",0.469612883669989
"3",1980-04-01,"eddi12",-0.447045839194096
"30",1980-04-01,"eddi12",0.0778891820656626
"31",1980-04-01,"eddi12",0.157489880919456
"32",1980-04-01,"eddi12",-0.963188121193334
"33",1980-04-01,"eddi12",-1.14310424668448
"34",1980-04-01,"eddi12",-1.02541578412056
"35",1980-04-01,"eddi12",0.703446837032543
"36",1980-04-01,"eddi12",0.473628515998522
"37",1980-04-01,"eddi12",0.461462722105138
"38",1980-04-01,"eddi12",0.654273070394993
"39",1980-04-01,"eddi12",0.563564516030825
"4",1980-04-01,"eddi12",-0.136107993125916
"40",1980-04-01,"eddi12",0.729447367714673
"41",1980-04-01,"eddi12",0.586754366755486
"42",1980-04-01,"eddi12",0.791193143887953
"43",1980-04-01,"eddi12",-0.0770026259124279
"44",1980-04-01,"eddi12",-1.6169506624341
"45",1980-04-01,"eddi12",0.594659432768822
"47",1980-04-01,"eddi12",-0.57517967347441
"48",1980-04-01,"eddi12",0.471940648555756
"49",1980-04-01,"eddi12",-0.641495211981237
"5",1980-04-01,"eddi12",-0.618750594556332
"50",1980-04-01,"eddi12",-1.36488260163201
"51",1980-04-01,"eddi12",0.435227856040001
"52",1980-04-01,"eddi12",0.328839878241221
"53",1980-04-01,"eddi12",-0.593423907245908
"54",1980-04-01,"eddi12",-1.11262025435766
"55",1980-04-01,"eddi12",-1.13680626203616
"56",1980-04-01,"eddi12",-0.745027823107583
"57",1980-04-01,"eddi12",-1.73587848246098
"58",1980-04-01,"eddi12",-1.54403119385242
"59",1980-04-01,"eddi12",0.654730629353296
"6",1980-04-01,"eddi12",-0.768283382058144
"60",1980-04-01,"eddi12",0.694147043228149
"61",1980-04-01,"eddi12",0.229142785072327
"62",1980-04-01,"eddi12",0.813744781017304
"63",1980-04-01,"eddi12",0.527245852682326
"64",1980-04-01,"eddi12",-1.23201415246847
"65",1980-04-01,"eddi12",-0.806480418552052
"66",1980-04-01,"eddi12",-0.646712702181604
"67",1980-04-01,"eddi12",-0.488080368251414
"68",1980-04-01,"eddi12",0.834116133776578
"69",1980-04-01,"eddi12",-0.103964066505432
"7",1980-04-01,"eddi12",-0.0226861119270325
"70",1980-04-01,"eddi12",0.763861307076045
"71",1980-04-01,"eddi12",0.0771730075711789
"72",1980-04-01,"eddi12",0.827646017074585
"73",1980-04-01,"eddi12",0.803295731544495
"76",1980-04-01,"eddi12",0.103782176971436
"77",1980-04-01,"eddi12",0.297508984804153
"78",1980-04-01,"eddi12",0.389227996269862
"79",1980-04-01,"eddi12",0.349446803331375
"8",1980-04-01,"eddi12",-0.552086626489957
"80",1980-04-01,"eddi12",0.148208824071017
"9",1980-04-01,"eddi12",-0.0929357290267944
"1",1980-05-01,"eddi12",-1.10450162732504
"10",1980-05-01,"eddi12",-0.861752022715176
"11",1980-05-01,"eddi12",0.0771885299682617
"12",1980-05-01,"eddi12",-0.19758115364955
"13",1980-05-01,"eddi12",0.0272148450215658
"14",1980-05-01,"eddi12",-0.789762403654016
"15",1980-05-01,"eddi12",-0.538312017917633
"16",1980-05-01,"eddi12",-0.161366254091263
"17",1980-05-01,"eddi12",-0.97550487741828
"18",1980-05-01,"eddi12",-0.507380996431623
"19",1980-05-01,"eddi12",-0.80543985293836
"2",1980-05-01,"eddi12",-1.13264355659485
"20",1980-05-01,"eddi12",0.731340620762263
"21",1980-05-01,"eddi12",0.713892531394958
"22",1980-05-01,"eddi12",0.582642545302709
"23",1980-05-01,"eddi12",-0.26759601632754
"24",1980-05-01,"eddi12",0.140980790058772
"25",1980-05-01,"eddi12",0.35095568214144
"26",1980-05-01,"eddi12",0.372460230191549
"27",1980-05-01,"eddi12",0.564729556441307
"28",1980-05-01,"eddi12",0.255456248919169
"29",1980-05-01,"eddi12",0.261404782533646
"3",1980-05-01,"eddi12",-0.60047483624834
"30",1980-05-01,"eddi12",-0.197993736518057
"31",1980-05-01,"eddi12",-0.205015088121096
"32",1980-05-01,"eddi12",-1.10351365177255
"33",1980-05-01,"eddi12",-1.57291151796068
"34",1980-05-01,"eddi12",-1.2259844481945
"35",1980-05-01,"eddi12",0.386369726237129
"36",1980-05-01,"eddi12",0.213821977376938
"37",1980-05-01,"eddi12",0.307777909671559
"38",1980-05-01,"eddi12",0.485797300934792
"39",1980-05-01,"eddi12",0.613629107291882
"4",1980-05-01,"eddi12",-0.3034148534139
"40",1980-05-01,"eddi12",0.586396753787994
"41",1980-05-01,"eddi12",0.425499014556408
"42",1980-05-01,"eddi12",0.644425803964788
"43",1980-05-01,"eddi12",-0.172707066871226
"44",1980-05-01,"eddi12",-1.70028653144836
"45",1980-05-01,"eddi12",0.584975562989712
"47",1980-05-01,"eddi12",-0.616076070686867
"48",1980-05-01,"eddi12",0.156296575069427
"49",1980-05-01,"eddi12",-1.08149222657084
"5",1980-05-01,"eddi12",-0.729066111147404
"50",1980-05-01,"eddi12",-1.39535051584244
"51",1980-05-01,"eddi12",0.176825165748596
"52",1980-05-01,"eddi12",0.20102149910397
"53",1980-05-01,"eddi12",-0.641829162836075
"54",1980-05-01,"eddi12",-1.06894560158253
"55",1980-05-01,"eddi12",-1.12612317750851
"56",1980-05-01,"eddi12",-0.711539430277688
"57",1980-05-01,"eddi12",-1.8865675330162
"58",1980-05-01,"eddi12",-1.52409454584122
"59",1980-05-01,"eddi12",0.365742217926752
"6",1980-05-01,"eddi12",-0.906143546104431
"60",1980-05-01,"eddi12",0.330076267719269
"61",1980-05-01,"eddi12",-0.227141380310059
"62",1980-05-01,"eddi12",0.627564032077789
"63",1980-05-01,"eddi12",0.129272262255351
"64",1980-05-01,"eddi12",-1.24932586416906
"65",1980-05-01,"eddi12",-1.11608913932184
"66",1980-05-01,"eddi12",-0.870850471986665
"67",1980-05-01,"eddi12",-0.854516691452748
"68",1980-05-01,"eddi12",0.706169469790025
