"district","date","eddi1","eddi3","eddi6","eddi9","eddi12"
1,1980-01-01,-0.130304354962295,-0.367545517479501,0.0484772591086907,-0.423860182607077,-0.748468376272093
10,1980-01-01,0.648867952473023,-0.294028269893983,0.204301350256976,-0.443378820138819,-0.822659162914052
11,1980-01-01,1.56168484687805,0.980065848827362,1.37808390617371,0.659638118743896,0.254139800071716
12,1980-01-01,1.44155581333698,0.457905978728563,0.754096321570568,0.14296418428421,-0.202792100417308
13,1980-01-01,1.60984444618225,0.536184734768338,0.742771546045939,0.374223351478577,0.0501404205958048
14,1980-01-01,0.800188854984615,-0.00434208952862283,0.341834996057593,-0.29717172747073,-0.419832442117774
15,1980-01-01,0.800336027145386,0.0348719477653503,0.390546154975891,-0.216096484661102,-0.404204142093658
16,1980-01-01,1.16308952867985,0.164044886827469,0.512826378146807,0.160681784152985,-0.198213676611582
17,1980-01-01,0.617396529763937,-0.111432820558548,0.174310974776745,-0.378370560705662,-0.494840794056654
18,1980-01-01,0.823308399745396,-0.00460008212498256,0.357775041035243,-0.12439044884273,-0.348303999219622
19,1980-01-01,0.456390720240924,-0.204653056300416,0.118854267256601,-0.421685814857483,-0.647577834372618
2,1980-01-01,-0.0316147327423096,-0.488589898745219,-0.0251467863718669,-0.525910739103953,-0.92109090089798
20,1980-01-01,1.31089492180409,0.940833099377461,1.44827233522366,0.949648851003402,0.639075219631195
21,1980-01-01,1.25207540392876,0.930861240625381,1.39208340644836,0.856319344043732,0.586838042736053
22,1980-01-01,1.24341319998105,0.928983375430107,1.18932529290517,0.70408684015274,0.423942307631175
23,1980-01-01,1.17823983430862,0.668128329515457,1.06840495069822,0.333676987886429,-0.197507512569428
24,1980-01-01,0.730099002520243,0.555579379200935,0.817391067743301,0.266434401273727,-0.0479122896989187
25,1980-01-01,1.44982009700366,0.871045159442084,1.17482162373407,0.744049889700753,0.375224262475967
26,1980-01-01,1.39899875322978,0.96910107533137,1.4416025797526,0.941037853558858,0.520268038908641
27,1980-01-01,1.24664158374071,0.958501160144806,1.28245040029287,0.879267051815987,0.481859877705574
28,1980-01-01,1.00806183285183,0.82248153951433,1.50495680173238,1.02302385369937,0.552672760354148
29,1980-01-01,1.09687816670963,0.889405276094164,1.30005539740835,0.777218158755984,0.327110145773206
3,1980-01-01,0.412336304332271,0.0416977947408503,0.494391338391737,0.0932765007019043,-0.300932878797705
30,1980-01-01,1.06607375646892,0.745605023283707,1.20065555447026,0.504669211412731,0.0525248740848742
31,1980-01-01,0.967378377914429,0.796258782347043,1.22515029708544,0.603056952357292,0.111712371309598
32,1980-01-01,-0.688371808905351,-0.414235190341347,0.296241782213512,-0.567320390751487,-0.973340570926666
33,1980-01-01,-0.291579638208662,0.0771277972630092,0.655084899493626,-0.426837461335318,-0.841353152479444
34,1980-01-01,-0.805897414684296,-0.315774363279343,0.432350170612335,-0.490100657939911,-0.818904256820679
35,1980-01-01,0.984716268146739,0.646503553670995,0.92468834624571,0.622151883209453,0.165416324839872
36,1980-01-01,1.43177206317584,1.06864841779073,1.37959176301956,0.752907519539197,0.254440287748973
37,1980-01-01,0.54644055927501,0.939270282492918,1.12713788537418,0.562638216158923,0.287430461715249
38,1980-01-01,0.890715673565865,1.03989783426126,1.3883322874705,0.738827911516031,0.513016566634178
39,1980-01-01,0.7700131718929,0.587815440618075,1.26717304266416,0.665129675314977,0.372226815957289
4,1980-01-01,0.913507982095083,0.280891454219818,0.721563760439555,0.28867636124293,0.0604552268981934
40,1980-01-01,0.395566290471612,0.472235574954894,1.29856527723917,0.770129679179773,0.517280564075563
41,1980-01-01,0.139026537537575,0.122341379523277,1.19074310362339,0.60700037330389,0.41874298453331
42,1980-01-01,0.556777889078314,0.338394392620433,1.41032693602822,0.794930853626945,0.467332525686784
43,1980-01-01,0.771632954478264,0.393216362223029,0.753815393894911,0.0545524032786489,-0.47051833756268
44,1980-01-01,0.122702486813068,-0.258705754578114,-0.364852787554264,-1.48783380836248,-1.79757397025824
45,1980-01-01,0.748679429292679,0.766815192997456,1.32930395007133,0.689695701003075,0.417984247207642
47,1980-01-01,1.15099868897734,0.615955747407058,1.13249204693169,-0.278468514310903,-0.581328992185921
48,1980-01-01,1.2194149851799,0.67405241727829,1.25537853240967,0.815499579906464,0.632040560245514
49,1980-01-01,0.513929847627878,-0.158633194863796,0.213157914578915,-0.0938343349844217,-0.353494800627232
5,1980-01-01,0.416535131633282,-0.0253492891788483,0.402066253125668,-0.0725366100668907,-0.585012279450893
50,1980-01-01,1.08161631557677,0.802578045262231,1.03266168965234,-1.11275089449353,-1.57856522666083
51,1980-01-01,1.20592584908009,0.9195446819067,1.30536352992058,0.710287475585938,0.246922287344933
52,1980-01-01,0.727632933192783,0.944274624188741,1.07220215929879,0.457631952232785,0.15774052672916
53,1980-01-01,0.780853773866381,0.663811726229531,0.736479197229658,-0.446718956742968,-0.780916154384613
54,1980-01-01,0.710866043965022,0.273016393184662,0.320148020982742,-0.82319497068723,-1.300873508056
55,1980-01-01,0.00164454678694407,-0.223937998215357,-0.0792786478996277,-0.927867412567139,-1.27298423896233
56,1980-01-01,0.719663036721093,0.104527354240417,0.134652835982186,-0.491177520581654,-1.00332966446877
57,1980-01-01,1.00734918564558,0.394357472658157,0.0607270747423172,-1.65625955164433,-1.93679721653461
58,1980-01-01,1.16385944485664,0.537090960144997,0.548240551352501,-1.32524404227734,-1.59936039745808
59,1980-01-01,1.0195004088538,1.05458142643883,1.48913097381592,0.846821668602171,0.506996115048726
6,1980-01-01,0.299222767353058,-0.200618892908096,0.210680291056633,-0.21093162894249,-0.769284747540951
60,1980-01-01,-0.23042941570282,0.189934742450714,1.49971241950989,0.8247820520401,0.358244140148163
61,1980-01-01,-0.756367862224579,-0.120618790388107,1.32930395007133,0.359972149133682,-0.191898971796036
62,1980-01-01,1.00638956785202,0.92413405418396,1.66019051551819,0.978986170291901,0.651194949150085
63,1980-01-01,-0.273794273535411,0.120278411441379,1.33583903312683,0.608808941311306,-0.00365636083814833
