"district","date","variable","value"
"1",1980-01-01,"eddi9",-0.423860182607077
"10",1980-01-01,"eddi9",-0.443378820138819
"11",1980-01-01,"eddi9",0.659638118743896
"12",1980-01-01,"eddi9",0.14296418428421
"13",1980-01-01,"eddi9",0.374223351478577
"14",1980-01-01,"eddi9",-0.29717172747073
"15",1980-01-01,"eddi9",-0.216096484661102
"16",1980-01-01,"eddi9",0.160681784152985
"17",1980-01-01,"eddi9",-0.378370560705662
"18",1980-01-01,"eddi9",-0.12439044884273
"19",1980-01-01,"eddi9",-0.421685814857483
"2",1980-01-01,"eddi9",-0.525910739103953
"20",1980-01-01,"eddi9",0.949648851003402
"21",1980-01-01,"eddi9",0.856319344043732
"22",1980-01-01,"eddi9",0.70408684015274
"23",1980-01-01,"eddi9",0.333676987886429
"24",1980-01-01,"eddi9",0.266434401273727
"25",1980-01-01,"eddi9",0.744049889700753
"26",1980-01-01,"eddi9",0.941037853558858
"27",1980-01-01,"eddi9",0.879267051815987
"28",1980-01-01,"eddi9",1.02302385369937
"29",1980-01-01,"eddi9",0.777218158755984
"3",1980-01-01,"eddi9",0.0932765007019043
"30",1980-01-01,"eddi9",0.504669211412731
"31",1980-01-01,"eddi9",0.603056952357292
"32",1980-01-01,"eddi9",-0.567320390751487
"33",1980-01-01,"eddi9",-0.426837461335318
"34",1980-01-01,"eddi9",-0.490100657939911
"35",1980-01-01,"eddi9",0.622151883209453
"36",1980-01-01,"eddi9",0.752907519539197
"37",1980-01-01,"eddi9",0.562638216158923
"38",1980-01-01,"eddi9",0.738827911516031
"39",1980-01-01,"eddi9",0.665129675314977
"4",1980-01-01,"eddi9",0.28867636124293
"40",1980-01-01,"eddi9",0.770129679179773
"41",1980-01-01,"eddi9",0.60700037330389
"42",1980-01-01,"eddi9",0.794930853626945
"43",1980-01-01,"eddi9",0.0545524032786489
"44",1980-01-01,"eddi9",-1.48783380836248
"45",1980-01-01,"eddi9",0.689695701003075
"47",1980-01-01,"eddi9",-0.278468514310903
"48",1980-01-01,"eddi9",0.815499579906464
"49",1980-01-01,"eddi9",-0.0938343349844217
"5",1980-01-01,"eddi9",-0.0725366100668907
"50",1980-01-01,"eddi9",-1.11275089449353
"51",1980-01-01,"eddi9",0.710287475585938
"52",1980-01-01,"eddi9",0.457631952232785
"53",1980-01-01,"eddi9",-0.446718956742968
"54",1980-01-01,"eddi9",-0.82319497068723
"55",1980-01-01,"eddi9",-0.927867412567139
