"district","date","variable","value"
"1",1980-01-01,"eddi6",0.0484772591086907
"10",1980-01-01,"eddi6",0.204301350256976
"11",1980-01-01,"eddi6",1.37808390617371
"12",1980-01-01,"eddi6",0.754096321570568
"13",1980-01-01,"eddi6",0.742771546045939
"14",1980-01-01,"eddi6",0.341834996057593
"15",1980-01-01,"eddi6",0.390546154975891
"16",1980-01-01,"eddi6",0.512826378146807
"17",1980-01-01,"eddi6",0.174310974776745
"18",1980-01-01,"eddi6",0.357775041035243
"19",1980-01-01,"eddi6",0.118854267256601
"2",1980-01-01,"eddi6",-0.0251467863718669
"20",1980-01-01,"eddi6",1.44827233522366
"21",1980-01-01,"eddi6",1.39208340644836
"22",1980-01-01,"eddi6",1.18932529290517
"23",1980-01-01,"eddi6",1.06840495069822
"24",1980-01-01,"eddi6",0.817391067743301
"25",1980-01-01,"eddi6",1.17482162373407
"26",1980-01-01,"eddi6",1.4416025797526
"27",1980-01-01,"eddi6",1.28245040029287
"28",1980-01-01,"eddi6",1.50495680173238
"29",1980-01-01,"eddi6",1.30005539740835
"3",1980-01-01,"eddi6",0.494391338391737
"30",1980-01-01,"eddi6",1.20065555447026
"31",1980-01-01,"eddi6",1.22515029708544
"32",1980-01-01,"eddi6",0.296241782213512
"33",1980-01-01,"eddi6",0.655084899493626
"34",1980-01-01,"eddi6",0.432350170612335
"35",1980-01-01,"eddi6",0.92468834624571
"36",1980-01-01,"eddi6",1.37959176301956
"37",1980-01-01,"eddi6",1.12713788537418
"38",1980-01-01,"eddi6",1.3883322874705
"39",1980-01-01,"eddi6",1.26717304266416
"4",1980-01-01,"eddi6",0.721563760439555
"40",1980-01-01,"eddi6",1.29856527723917
"41",1980-01-01,"eddi6",1.19074310362339
"42",1980-01-01,"eddi6",1.41032693602822
"43",1980-01-01,"eddi6",0.753815393894911
"44",1980-01-01,"eddi6",-0.364852787554264
"45",1980-01-01,"eddi6",1.32930395007133
"47",1980-01-01,"eddi6",1.13249204693169
"48",1980-01-01,"eddi6",1.25537853240967
"49",1980-01-01,"eddi6",0.213157914578915
"5",1980-01-01,"eddi6",0.402066253125668
"50",1980-01-01,"eddi6",1.03266168965234
"51",1980-01-01,"eddi6",1.30536352992058
"52",1980-01-01,"eddi6",1.07220215929879
"53",1980-01-01,"eddi6",0.736479197229658
"54",1980-01-01,"eddi6",0.320148020982742
"55",1980-01-01,"eddi6",-0.0792786478996277
"56",1980-01-01,"eddi6",0.134652835982186
"57",1980-01-01,"eddi6",0.0607270747423172
"58",1980-01-01,"eddi6",0.548240551352501
"59",1980-01-01,"eddi6",1.48913097381592
"6",1980-01-01,"eddi6",0.210680291056633
"60",1980-01-01,"eddi6",1.49971241950989
"61",1980-01-01,"eddi6",1.32930395007133
"62",1980-01-01,"eddi6",1.66019051551819
"63",1980-01-01,"eddi6",1.33583903312683
"64",1980-01-01,"eddi6",-0.273508585229212
"65",1980-01-01,"eddi6",0.121777504381507
"66",1980-01-01,"eddi6",0.151682019233704
"67",1980-01-01,"eddi6",0.351147273102322
"68",1980-01-01,"eddi6",1.49907106702978
"69",1980-01-01,"eddi6",1.1558499455452
"7",1980-01-01,"eddi6",0.817415702342987
"70",1980-01-01,"eddi6",1.35250673975263
"71",1980-01-01,"eddi6",1.16683900615443
"72",1980-01-01,"eddi6",1.27096697688103
"73",1980-01-01,"eddi6",1.27750205993652
"76",1980-01-01,"eddi6",1.01187324523926
"77",1980-01-01,"eddi6",1.2855512201786
"78",1980-01-01,"eddi6",1.30926671127478
"79",1980-01-01,"eddi6",0.685373092691104
"8",1980-01-01,"eddi6",0.30006106197834
"80",1980-01-01,"eddi6",0.997882588343187
"9",1980-01-01,"eddi6",0.78057347536087
"1",1980-02-01,"eddi6",-0.549726907799884
"10",1980-02-01,"eddi6",-0.305119763402378
"11",1980-02-01,"eddi6",1.09900545358658
"12",1980-02-01,"eddi6",0.478405081308805
"13",1980-02-01,"eddi6",0.573000384701623
"14",1980-02-01,"eddi6",-0.130840073461118
"15",1980-02-01,"eddi6",0.000492560863494873
"16",1980-02-01,"eddi6",0.203693201144536
"17",1980-02-01,"eddi6",-0.344123156368732
"18",1980-02-01,"eddi6",-0.0539226872580392
"19",1980-02-01,"eddi6",-0.353084858582944
"2",1980-02-01,"eddi6",-0.736715785662333
"20",1980-02-01,"eddi6",1.10044050980837
"21",1980-02-01,"eddi6",0.980111438035965
"22",1980-02-01,"eddi6",0.951416691144307
"23",1980-02-01,"eddi6",0.675765905777613
"24",1980-02-01,"eddi6",0.479963069160779
"25",1980-02-01,"eddi6",0.823554060288838
"26",1980-02-01,"eddi6",1.18364293177923
"27",1980-02-01,"eddi6",0.968325942754745
"28",1980-02-01,"eddi6",1.38803058200412
"29",1980-02-01,"eddi6",1.03496756298201
"3",1980-02-01,"eddi6",-0.109316199114828
"30",1980-02-01,"eddi6",0.709581026905461
"31",1980-02-01,"eddi6",0.825324873129527
"32",1980-02-01,"eddi6",-0.37916048890666
"33",1980-02-01,"eddi6",-0.382610406194414
"34",1980-02-01,"eddi6",-0.386717814207077
"35",1980-02-01,"eddi6",0.57859943894779
"36",1980-02-01,"eddi6",1.15427196025848
"37",1980-02-01,"eddi6",1.10779467400383
"38",1980-02-01,"eddi6",1.32016209761302
"39",1980-02-01,"eddi6",1.14721193680396
"4",1980-02-01,"eddi6",0.253208708763123
"40",1980-02-01,"eddi6",1.2580557378327
"41",1980-02-01,"eddi6",1.04970829188824
"42",1980-02-01,"eddi6",1.30108423666521
"43",1980-02-01,"eddi6",0.586555692367256
"44",1980-02-01,"eddi6",-0.521282163262367
"45",1980-02-01,"eddi6",1.2596502751112
"47",1980-02-01,"eddi6",0.625421725470444
"48",1980-02-01,"eddi6",0.754187965393066
"49",1980-02-01,"eddi6",-0.172993630170822
"5",1980-02-01,"eddi6",-0.179041564464569
"50",1980-02-01,"eddi6",0.669617758856879
"51",1980-02-01,"eddi6",0.99275631904602
"52",1980-02-01,"eddi6",1.0265156560474
"53",1980-02-01,"eddi6",0.611420456852232
"54",1980-02-01,"eddi6",0.0288679798444112
"55",1980-02-01,"eddi6",-0.249596742292245
"56",1980-02-01,"eddi6",-0.0686987383025033
"57",1980-02-01,"eddi6",-0.176113933324814
"58",1980-02-01,"eddi6",0.199157100915909
"59",1980-02-01,"eddi6",1.36237376644498
"6",1980-02-01,"eddi6",-0.52657412737608
"60",1980-02-01,"eddi6",1.10664380311966
"61",1980-02-01,"eddi6",0.656974345445633
"62",1980-02-01,"eddi6",1.37550817489624
"63",1980-02-01,"eddi6",1.01204065481822
"64",1980-02-01,"eddi6",-0.796382029445804
"65",1980-02-01,"eddi6",-0.248160423654498
"66",1980-02-01,"eddi6",-0.0191740228070153
"67",1980-02-01,"eddi6",-0.026042593492044
"68",1980-02-01,"eddi6",1.37319574572823
"69",1980-02-01,"eddi6",0.347089910507202
"7",1980-02-01,"eddi6",0.299611455202103
"70",1980-02-01,"eddi6",1.19589390073504
"71",1980-02-01,"eddi6",0.566917986973472
"72",1980-02-01,"eddi6",1.22196317381329
"73",1980-02-01,"eddi6",1.22989730040232
"76",1980-02-01,"eddi6",0.389005064964294
"77",1980-02-01,"eddi6",0.84339502453804
"78",1980-02-01,"eddi6",1.01106572151184
"79",1980-02-01,"eddi6",0.341068218151728
"8",1980-02-01,"eddi6",-0.265590806802114
"80",1980-02-01,"eddi6",0.52032590454275
"9",1980-02-01,"eddi6",0.297996890544891
"1",1980-03-01,"eddi6",-0.466468762576095
"10",1980-03-01,"eddi6",-0.255056914161233
"11",1980-03-01,"eddi6",1.10106503725052
"12",1980-03-01,"eddi6",0.583289867792374
"13",1980-03-01,"eddi6",0.728758374849955
"14",1980-03-01,"eddi6",-0.198144254477128
"15",1980-03-01,"eddi6",-0.0477660536766052
"16",1980-03-01,"eddi6",0.204697117209435
"17",1980-03-01,"eddi6",-0.359390823543072
"18",1980-03-01,"eddi6",-0.0939316579273769
"19",1980-03-01,"eddi6",-0.319391532820098
"2",1980-03-01,"eddi6",-0.61973758538564
"20",1980-03-01,"eddi6",1.11837529066281
"21",1980-03-01,"eddi6",1.11701042056084
"22",1980-03-01,"eddi6",0.974170123537382
"23",1980-03-01,"eddi6",0.793564675251643
"24",1980-03-01,"eddi6",0.621312628189723
"25",1980-03-01,"eddi6",1.04294442278998
"26",1980-03-01,"eddi6",1.15044966141383
"27",1980-03-01,"eddi6",1.09113831073046
"28",1980-03-01,"eddi6",1.27750205993652
"29",1980-03-01,"eddi6",0.911898085049221
"3",1980-03-01,"eddi6",-0.0235453428644123
"30",1980-03-01,"eddi6",0.515717261715939
"31",1980-03-01,"eddi6",0.609624286492666
"32",1980-03-01,"eddi6",-0.414875356774581
"33",1980-03-01,"eddi6",-0.474879017898015
"34",1980-03-01,"eddi6",-0.541666769981384
"35",1980-03-01,"eddi6",0.795636822195614
"36",1980-03-01,"eddi6",1.25369968016942
"37",1980-03-01,"eddi6",1.28969073996824
"38",1980-03-01,"eddi6",1.3577153980732
"39",1980-03-01,"eddi6",1.23355920498188
"4",1980-03-01,"eddi6",0.378224941094716
"40",1980-03-01,"eddi6",1.28648232250679
"41",1980-03-01,"eddi6",1.13146731257439
"42",1980-03-01,"eddi6",1.30932222713124
"43",1980-03-01,"eddi6",0.777682890184224
"44",1980-03-01,"eddi6",-0.153200708329678
"45",1980-03-01,"eddi6",1.29937842488289
"47",1980-03-01,"eddi6",0.894868575293442
"48",1980-03-01,"eddi6",1.01459623575211
