"ID","Name/ Description","Data Type","Time Step","Sequence ID","Units","Start","End","Input Type","Input Name"
0203903-2,Standley Lake - Account 2,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
0203903-3,Standley Lake - Account 3,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
0203903-4,Standley Lake - Account 4,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
0203903-5,Standley Lake - Account 5,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
0203903-6,Standley Lake - Account 6,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
02_ARP002,WD2 Agg Rsvr,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
02_ARP002-1,WD2 Agg Rsvr - Account 1,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
02_ASP002,WD2 Agg Stock Pond,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
02_ASP002-1,WD2 Agg Stock Pond - Account 1,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
0403659,Green Ridge Glade Res,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
0403659-1,Green Ridge Glade Res - Account 1,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
0403659-2,Green Ridge Glade Res - Account 2,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
0403659-3,Green Ridge Glade Res - Account 3,Initial_Storage,Month,,ACFT,1970-01,2012-12,StateModB,P:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b44
