"Date","29_AGG_IrrigDemand","29_AGG_IrrigSupply","29_AGG_IrrigShortage","29_AGG_IrrigSupDirectFlow","29_AGG_MunDemand","29_AGG_MunSupply","29_AGG_MunShortage","29_ADS002_IrrigDemand","29_ADS003_IrrigDemand","29_ADS002_IrrigSupply","29_ADS003_IrrigSupply","29_ADS002_IrrigShortage","29_ADS003_IrrigShortage","29_ADS002_IrrigSupDirectFlow","29_ADS003_IrrigSupDirectFlow"
"1994-06",3958,3958,0,3958,NA,NA,NA,1709,2249,1709,2249,0,0,1709,2249
"1994-07",3136,3136,0,3136,NA,NA,NA,1338,1798,1338,1798,0,0,1338,1798
"1994-08",2133,2133,0,2133,NA,NA,NA,938,1195,938,1195,0,0,938,1195
"1994-09",1359,1359,0,1359,NA,NA,NA,705,654,705,654,0,0,705,654
"1994-10",732,732,0,732,NA,NA,NA,418,314,418,314,0,0,418,314
"1994-11",82,82,0,82,NA,NA,NA,59,23,59,23,0,0,59,23
"1994-12",169,169,0,169,NA,NA,NA,145,24,145,24,0,0,145,24
"1995-01",128,128,0,128,NA,NA,NA,104,24,104,24,0,0,104,24
"1995-02",131,131,0,131,NA,NA,NA,109,22,109,22,0,0,109,22
"1995-03",173,173,0,173,NA,NA,NA,149,24,149,24,0,0,149,24
"1995-04",386,386,0,386,NA,NA,NA,156,230,156,230,0,0,156,230
"1995-05",1943,1942.9999,1e-04,1942.9999,NA,NA,NA,839,1104,838.9999,1104,1e-04,0,838.9999,1104
"1995-06",5057.9998,5057.9998,0,5057.9998,NA,NA,NA,1206,3851.9998,1206,3851.9998,0,0,1206,3851.9998
"1995-07",3677,3677,0,3677,NA,NA,NA,1406,2271,1406,2271,0,0,1406,2271
"1995-08",1852,1852,0,1852,NA,NA,NA,680,1172,680,1172,0,0,680,1172
"1995-09",1293,1293.0946,0,1293,NA,NA,NA,671,622,671,622.0946,0,0,671,622
"1995-10",991,991,0,991,NA,NA,NA,589,402,589,402,0,0,589,402
"1995-11",153,153,0,153,NA,NA,NA,113,40,113,40,0,0,113,40
"1995-12",140,140,0,140,NA,NA,NA,98,42,98,42,0,0,98,42
"1996-01",116,116,0,116,NA,NA,NA,74,42,74,42,0,0,74,42
"1996-02",120,120,0,120,NA,NA,NA,81,39,81,39,0,0,81,39
"1996-03",134,134,0,134,NA,NA,NA,96,38,96,38,0,0,96,38
"1996-04",535,535,0,535,NA,NA,NA,258,277,258,277,0,0,258,277
"1996-05",2896.0001,2896.1799,0,2896.0001,NA,NA,NA,1183.0001,1713,1183.1799,1713,0,0,1183.0001,1713
"1996-06",3291,3291,0,3291,NA,NA,NA,1421,1870,1421,1870,0,0,1421,1870
"1996-07",3498,3498,0,3498,NA,NA,NA,1492,2006,1492,2006,0,0,1492,2006
"1996-08",2438,2438,0,2438,NA,NA,NA,1088,1350,1088,1350,0,0,1088,1350
"1996-09",1278,1278,0,1278,NA,NA,NA,663,615,663,615,0,0,663,615
"1996-10",463,463,0,463,NA,NA,NA,246,217,246,217,0,0,246,217
"1996-11",114,114,0,114,NA,NA,NA,93,21,93,21,0,0,93,21
"1996-12",135,135,0,135,NA,NA,NA,113,22,113,22,0,0,113,22
"1997-01",120,120,0,120,NA,NA,NA,98,22,98,22,0,0,98,22
"1997-02",107,107,0,107,NA,NA,NA,88,19,88,19,0,0,88,19
"1997-03",133,133,0,133,NA,NA,NA,111,22,111,22,0,0,111,22
"1997-04",351,351,0,351,NA,NA,NA,169,182,169,182,0,0,169,182
"1997-05",1454,1454,0,1454,NA,NA,NA,628,826,628,826,0,0,628,826
"1997-06",3317,3317,0,3317,NA,NA,NA,1419,1898,1419,1898,0,0,1419,1898
"1997-07",3001,3001,0,3001,NA,NA,NA,1046,1955,1046,1955,0,0,1046,1955
"1997-08",2117.0001,2117.0001,0,2117.0001,NA,NA,NA,954.0001,1163,954.0001,1163,0,0,954.0001,1163
"1997-09",730,730.0278,0,730,NA,NA,NA,406,324,406,324.0278,0,0,406,324
"1997-10",487,487.0701,0,487,NA,NA,NA,289,198,289,198.0701,0,0,289,198
"1997-11",170,170,0,170,NA,NA,NA,122,48,122,48,0,0,122,48
"1997-12",149,149,0,149,NA,NA,NA,127,22,127,22,0,0,127,22
"1998-01",144,144,0,144,NA,NA,NA,122,22,122,22,0,0,122,22
"1998-02",116,116,0,116,NA,NA,NA,96,20,96,20,0,0,96,20
"1998-03",129,129,0,129,NA,NA,NA,107,22,107,22,0,0,107,22
"1998-04",438,438,0,438,NA,NA,NA,211,227,211,227,0,0,211,227
"1998-05",2665,2665,0,2665,NA,NA,NA,1150,1515,1150,1515,0,0,1150,1515
"1998-06",4066.0002,4066.0002,0,4066.0002,NA,NA,NA,1755,2311.0002,1755,2311.0002,0,0,1755,2311.0002
"1998-07",3799,3799,0,3799,NA,NA,NA,1651,2148,1651,2148,0,0,1651,2148
"1998-08",2837.0001,2837.0001,0,2837.0001,NA,NA,NA,1266,1571.0001,1266,1571.0001,0,0,1266,1571.0001
"1998-09",1957.0001,1957.0001,0,1957.0001,NA,NA,NA,1016.0001,941,1016.0001,941,0,0,1016.0001,941
"1998-10",378,378,0,378,NA,NA,NA,242,136,242,136,0,0,242,136
"1998-11",167,167,0,167,NA,NA,NA,121,46,121,46,0,0,121,46
"1998-12",155,155,0,155,NA,NA,NA,125,30,125,30,0,0,125,30
"1999-01",155,155,0,155,NA,NA,NA,125,30,125,30,0,0,125,30
"1999-02",140,140,0,140,NA,NA,NA,113,27,113,27,0,0,113,27
"1999-03",155,155,0,155,NA,NA,NA,125,30,125,30,0,0,125,30
"1999-04",316,316,0,316,NA,NA,NA,209,107,209,107,0,0,209,107
"1999-05",2241,2240.9999,1e-04,2240.9999,NA,NA,NA,967,1274,966.9999,1274,1e-04,0,966.9999,1274
"1999-06",3751,3751,0,3751,NA,NA,NA,1619,2132,1619,2132,0,0,1619,2132
"1999-07",3884,3883.9998,2e-04,3883.9998,NA,NA,NA,1358,2526,1358,2525.9998,0,2e-04,1358,2525.9998
"1999-08",2497,2497,0,2497,NA,NA,NA,881,1616,881,1616,0,0,881,1616
"1999-09",1272,1272.0375,0,1272,NA,NA,NA,661,611,661,611.0375,0,0,661,611
"1999-10",1714,1714.1304,0,1714,NA,NA,NA,1017.9999,696.0001,1017.9999,696.1305,0,0,1017.9999,696.0001
"1999-11",141,141,0,141,NA,NA,NA,89,52,89,52,0,0,89,52
"1999-12",130,130,0,130,NA,NA,NA,92,38,92,38,0,0,92,38
"2000-01",135,135,0,135,NA,NA,NA,97,38,97,38,0,0,97,38
"2000-02",150,150,0,150,NA,NA,NA,115,35,115,35,0,0,115,35
"2000-03",161,161,0,161,NA,NA,NA,123,38,123,38,0,0,123,38
"2000-04",215,215,0,215,NA,NA,NA,101,114,101,114,0,0,101,114
"2000-05",2805,2805.2378,0,2805,NA,NA,NA,1211,1594,1211.0601,1594.1777,0,0,1211,1594
"2000-06",3646,3646,0,3646,NA,NA,NA,1574,2072,1574,2072,0,0,1574,2072
"2000-07",3745.0001,3745.0001,0,3745.0001,NA,NA,NA,1598.0001,2147,1598.0001,2147,0,0,1598.0001,2147
"2000-08",2042,2042,0,2042,NA,NA,NA,913,1129,913,1129,0,0,913,1129
"2000-09",1880,1880,0,1880,NA,NA,NA,976,904,976,904,0,0,976,904
"2000-10",447,447,0,447,NA,NA,NA,228,219,228,219,0,0,228,219
"2000-11",153,153,0,153,NA,NA,NA,89,64,89,64,0,0,89,64
"2000-12",131,131,0,131,NA,NA,NA,92,39,92,39,0,0,92,39
"2001-01",122,122,0,122,NA,NA,NA,92,30,92,30,0,0,92,30
"2001-02",110,110,0,110,NA,NA,NA,83,27,83,27,0,0,83,27
"2001-03",122,122,0,122,NA,NA,NA,92,30,92,30,0,0,92,30
"2001-04",209,209,0,209,NA,NA,NA,103,106,103,106,0,0,103,106
"2001-05",2518,2518.222,0,2518,NA,NA,NA,1087,1431,1087.0199,1431.2021,0,0,1087,1431
"2001-06",4353,4353,0,4353,NA,NA,NA,1879,2474,1879,2474,0,0,1879,2474
"2001-07",3302,3302,0,3302,NA,NA,NA,1408,1894,1408,1894,0,0,1408,1894
"2001-08",1936.0001,1936.0001,0,1936.0001,NA,NA,NA,838,1098.0001,838,1098.0001,0,0,838,1098.0001
"2001-09",1895,1895.0278,0,1895,NA,NA,NA,984,911,984,911.0278,0,0,984,911
"2001-10",1411,1411.0961,1e-04,1410.9999,NA,NA,NA,839,572,838.9999,572.0962,1e-04,0,838.9999,572
"2001-11",208,208,0,208,NA,NA,NA,92,116,92,116,0,0,92,116
"2001-12",121,121,0,121,NA,NA,NA,92,29,92,29,0,0,92,29
"2002-01",121,121,0,121,NA,NA,NA,92,29,92,29,0,0,92,29
"2002-02",109,109,0,109,NA,NA,NA,83,26,83,26,0,0,83,26
"2002-03",121,121,0,121,NA,NA,NA,92,29,92,29,0,0,92,29
"2002-04",659,659,0,659,NA,NA,NA,334,325,334,325,0,0,334,325
"2002-05",2780,2780,0,2780,NA,NA,NA,1200,1580,1200,1580,0,0,1200,1580
"2002-06",4485,4484.9998,2e-04,4484.9998,NA,NA,NA,1936,2549,1936,2548.9998,0,2e-04,1936,2548.9998
"2002-07",4063,3493.4146,569.5854,3175.1125,NA,NA,NA,1733,2330,1269.5945,2223.8201,463.4055,106.1799,951.2924,2223.8201
"2002-08",2407.0001,1891.6917,515.3084,1807.542,NA,NA,NA,1075.0001,1332,559.6917,1332,515.3084,0,475.542,1332
"2002-09",1374,1374.0358,1e-04,1373.9999,NA,NA,NA,713,661,712.9999,661.0359,1e-04,0,712.9999,661
"2002-10",685,685,0,685,NA,NA,NA,314,371,314,371,0,0,314,371
"2002-11",130,130,0,130,NA,NA,NA,108,22,108,22,0,0,108,22
"2002-12",61,61,0,61,NA,NA,NA,61,0,61,0,0,0,61,0
"2003-01",61,61,0,61,NA,NA,NA,61,0,61,0,0,0,61,0
"2003-02",56,56,0,56,NA,NA,NA,56,0,56,0,0,0,56,0
"2003-03",61,61,0,61,NA,NA,NA,61,0,61,0,0,0,61,0
"2003-04",501,501,0,501,NA,NA,NA,242,259,242,259,0,0,242,259
"2003-05",2174,2174.0557,0,2174,NA,NA,NA,939,1235,939,1235.0557,0,0,939,1235
"2003-06",4112,4112,0,4112,NA,NA,NA,1774,2338,1774,2338,0,0,1774,2338
"2003-07",3739,3739,0,3739,NA,NA,NA,1594,2145,1594,2145,0,0,1594,2145
"2003-08",1834,1833.9999,1e-04,1833.9999,NA,NA,NA,819,1015,818.9999,1015,1e-04,0,818.9999,1015
"2003-09",1123,1123,0,1123,NA,NA,NA,574,549,574,549,0,0,574,549
"2003-10",1455,1454.9999,1e-04,1454.9999,NA,NA,NA,864,591,863.9999,591,1e-04,0,863.9999,591
"2003-11",419,419,0,419,NA,NA,NA,231,188,231,188,0,0,231,188
"2003-12",244,244,0,244,NA,NA,NA,198,46,198,46,0,0,198,46
"2004-01",212,212,0,212,NA,NA,NA,188,24,188,24,0,0,188,24
"2004-02",197,197,0,197,NA,NA,NA,175,22,175,22,0,0,175,22
"2004-03",212,212,0,212,NA,NA,NA,188,24,188,24,0,0,188,24
"2004-04",587,587,0,587,NA,NA,NA,173,414,173,414,0,0,173,414
"2004-05",2721,2721,0,2721,NA,NA,NA,1039,1682,1039,1682,0,0,1039,1682
"2004-06",3790.9998,3790.9998,0,3790.9998,NA,NA,NA,1636,2154.9998,1636,2154.9998,0,0,1636,2154.9998
"2004-07",3138,3138,0,3138,NA,NA,NA,1338,1800,1338,1800,0,0,1338,1800
"2004-08",2284.9999,2284.9999,0,2284.9999,NA,NA,NA,1249.9999,1035,1249.9999,1035,0,0,1249.9999,1035
"2004-09",1504,1504,0,1504,NA,NA,NA,692,812,692,812,0,0,692,812
"2004-10",1168,1168,0,1168,NA,NA,NA,496,672,496,672,0,0,496,672
"2004-11",122,122,0,122,NA,NA,NA,95,27,95,27,0,0,95,27
"2004-12",126,126,0,126,NA,NA,NA,98,28,98,28,0,0,98,28
"2005-01",126,126,0,126,NA,NA,NA,98,28,98,28,0,0,98,28
"2005-02",114,114,0,114,NA,NA,NA,89,25,89,25,0,0,89,25
"2005-03",127,127,0,127,NA,NA,NA,98,29,98,29,0,0,98,29
"2005-04",656,656,0,656,NA,NA,NA,317,339,317,339,0,0,317,339
"2005-05",2608.9999,2609.1239,0,2608.9999,NA,NA,NA,1125.9999,1483,1125.9999,1483.124,0,0,1125.9999,1483
"2005-06",4092,4091.9998,2e-04,4091.9998,NA,NA,NA,1766,2326,1766,2325.9998,0,2e-04,1766,2325.9998
"2005-07",3931.0001,3931.0001,0,3931.0001,NA,NA,NA,1629.0001,2302,1629.0001,2302,0,0,1629.0001,2302
"2005-08",1997,1997,0,1997,NA,NA,NA,891,1106,891,1106,0,0,891,1106
"2005-09",1326,1326,0,1326,NA,NA,NA,709,617,709,617,0,0,709,617
"2005-10",904.0001,904.0001,0,904.0001,NA,NA,NA,648.0001,256,648.0001,256,0,0,648.0001,256
"2005-11",173,173,0,173,NA,NA,NA,127,46,127,46,0,0,127,46
"2005-12",145,145,0,145,NA,NA,NA,131,14,131,14,0,0,131,14
"2006-01",134,134,0,134,NA,NA,NA,131,3,131,3,0,0,131,3
"2006-02",118,118,0,118,NA,NA,NA,118,0,118,0,0,0,118,0
"2006-03",137,137,0,137,NA,NA,NA,131,6,131,6,0,0,131,6
"2006-04",232,232,0,232,NA,NA,NA,135,97,135,97,0,0,135,97
"2006-05",2719.9999,2720.1427,0,2719.9999,NA,NA,NA,1174,1545.9999,1174.0399,1546.1028,0,0,1174,1545.9999
"2006-06",4214.0002,4214,2e-04,4214,NA,NA,NA,1779,2435.0002,1779,2435,0,2e-04,1779,2435
"2006-07",2907,2907,0,2907,NA,NA,NA,1070,1837,1070,1837,0,0,1070,1837
"2006-08",2092.9998,2092.9998,0,2092.9998,NA,NA,NA,601.9999,1490.9999,601.9999,1490.9999,0,0,601.9999,1490.9999
"2006-09",1111,1111,0,1111,NA,NA,NA,392,719,392,719,0,0,392,719
"2006-10",563,563,0,563,NA,NA,NA,319,244,319,244,0,0,319,244
"2006-11",189,189,0,189,NA,NA,NA,74,115,74,115,0,0,74,115
"2006-12",108,108,0,108,NA,NA,NA,77,31,77,31,0,0,77,31
"2007-01",108,108,0,108,NA,NA,NA,77,31,77,31,0,0,77,31
"2007-02",97,97,0,97,NA,NA,NA,69,28,69,28,0,0,69,28
"2007-03",108,108,0,108,NA,NA,NA,77,31,77,31,0,0,77,31
"2007-04",256,256,0,256,NA,NA,NA,74,182,74,182,0,0,74,182
"2007-05",1707,1707.1797,0,1707,NA,NA,NA,737,970,737.02,970.1598,0,0,737,970
"2007-06",3743.0001,3743.0001,0,3743.0001,NA,NA,NA,1615.0001,2128,1615.0001,2128,0,0,1615.0001,2128
"2007-07",3747,3747,0,3747,NA,NA,NA,1790,1957,1790,1957,0,0,1790,1957
"2007-08",2639,2639,0,2639,NA,NA,NA,1186,1453,1186,1453,0,0,1186,1453
"2007-09",1259,1259,0,1259,NA,NA,NA,653,606,653,606,0,0,653,606
"2007-10",1387.9999,1387.9999,0,1387.9999,NA,NA,NA,825,562.9999,825,562.9999,0,0,825,562.9999
"2007-11",219,219,0,219,NA,NA,NA,206,13,206,13,0,0,206,13
"2007-12",213,213,0,213,NA,NA,NA,213,0,213,0,0,0,213,0
"2008-01",214,214,0,214,NA,NA,NA,213,1,213,1,0,0,213,1
"2008-02",202,202,0,202,NA,NA,NA,200,2,200,2,0,0,200,2
"2008-03",213,213,0,213,NA,NA,NA,213,0,213,0,0,0,213,0
"2008-04",727,727,0,727,NA,NA,NA,350,377,350,377,0,0,350,377
"2008-05",2123,2123,1e-04,2123,NA,NA,NA,900,1223,900,1223,1e-04,0,900,1223
"2008-06",4632,4631.9998,2e-04,4631.9998,NA,NA,NA,1787,2845,1787,2844.9998,0,2e-04,1787,2844.9998
"2008-07",3250,3250,0,3250,NA,NA,NA,1711,1539,1711,1539,0,0,1711,1539
"2008-08",2325.0001,2325.0001,0,2325.0001,NA,NA,NA,1090.0001,1235,1090.0001,1235,0,0,1090.0001,1235
"2008-09",1571.9999,1571.9999,0,1571.9999,NA,NA,NA,815.9999,756,815.9999,756,0,0,815.9999,756
"2008-10",1305,1305,0,1305,NA,NA,NA,775,530,775,530,0,0,775,530
"2008-11",124,124,0,124,NA,NA,NA,124,0,124,0,0,0,124,0
"2008-12",128,128,0,128,NA,NA,NA,128,0,128,0,0,0,128,0
"2009-01",128,128,0,128,NA,NA,NA,128,0,128,0,0,0,128,0
"2009-02",116,116,0,116,NA,NA,NA,116,0,116,0,0,0,116,0
"2009-03",97,97,0,97,NA,NA,NA,97,0,97,0,0,0,97,0
"2009-04",556,556,0,556,NA,NA,NA,267,289,267,289,0,0,267,289
"2009-05",2420,2420.24,0,2420,NA,NA,NA,1044,1376,1044.24,1376,0,0,1044,1376
"2009-06",3950,3950,0,3950,NA,NA,NA,1484,2466,1484,2466,0,0,1484,2466
"2009-07",3228,3228,0,3228,NA,NA,NA,1377.0001,1850.9999,1377.0001,1850.9999,0,0,1377.0001,1850.9999
"2009-08",3015,3015,0,3015,NA,NA,NA,1347,1668,1347,1668,0,0,1347,1668
"2009-09",1417,1417.0555,1e-04,1416.9999,NA,NA,NA,769,648,768.9999,648.0555,1e-04,0,768.9999,648
"2009-10",610,610,0,610,NA,NA,NA,432,178,432,178,0,0,432,178
"2009-11",107,107,0,107,NA,NA,NA,107,0,107,0,0,0,107,0
"2009-12",111,111,0,111,NA,NA,NA,111,0,111,0,0,0,111,0
"2010-01",114,114,0,114,NA,NA,NA,111,3,111,3,0,0,111,3
"2010-02",100,100,0,100,NA,NA,NA,100,0,100,0,0,0,100,0
"2010-03",111,111,0,111,NA,NA,NA,111,0,111,0,0,0,111,0
"2010-04",485,485,0,485,NA,NA,NA,233,252,233,252,0,0,233,252
"2010-05",2218.0001,2218.2363,0,2218.0001,NA,NA,NA,957,1261.0001,957.2199,1261.0164,0,0,956.9999,1261.0001
"2010-06",4279,4278.9999,1e-04,4278.9999,NA,NA,NA,1847,2432,1846.9999,2432,1e-04,0,1846.9999,2432
"2010-07",3243,3243,0,3243,NA,NA,NA,1383,1860,1383,1860,0,0,1383,1860
"2010-08",1740,1740,0,1740,NA,NA,NA,866,874,866,874,0,0,866,874
"2010-09",1512,1512,0,1512,NA,NA,NA,784,728,784,728,0,0,784,728
"2010-10",1045,1045.0245,0,1045,NA,NA,NA,621,424,621,424.0245,0,0,621,424
"2010-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-02",1,1,0,1,NA,NA,NA,0,1,0,1,0,0,0,1
"2011-03",22,22,0,22,NA,NA,NA,22,0,22,0,0,0,22,0
"2011-04",550,550,0,550,NA,NA,NA,242,308,242,308,0,0,242,308
"2011-05",2316,2315.9999,1e-04,2315.9999,NA,NA,NA,930,1386,929.9999,1386,1e-04,0,929.9999,1386
"2011-06",3740.9999,3740.9999,0,3740.9999,NA,NA,NA,1615.0001,2125.9998,1615.0001,2125.9998,0,0,1615.0001,2125.9998
"2011-07",3555.0001,3555.0001,0,3555.0001,NA,NA,NA,1740,1815.0001,1740,1815.0001,0,0,1740,1815.0001
"2011-08",2259.9998,2259.9998,0,2259.9998,NA,NA,NA,1133.9999,1125.9999,1133.9999,1125.9999,0,0,1133.9999,1125.9999
"2011-09",1829,1829,0,1829,NA,NA,NA,1177,652,1177,652,0,0,1177,652
"2011-10",1052,1052.0276,1e-04,1051.9999,NA,NA,NA,727.9999,324,727.9999,324.0277,1e-04,0,727.9999,324
"2011-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2012-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2012-02",6,6,0,6,NA,NA,NA,0,6,0,6,0,0,0,6
"2012-03",1,1,0,1,NA,NA,NA,0,1,0,1,0,0,0,1
"2012-04",219,219,0,219,NA,NA,NA,100,119,100,119,0,0,100,119
"2012-05",3272,3272,0,3272,NA,NA,NA,1870,1402,1870,1402,0,0,1870,1402
"2012-06",8993.0002,5872.7131,3120.2871,5872.7131,NA,NA,NA,6665,2328.0002,3544.7129,2328.0002,3120.2871,0,3544.7129,2328.0002
"2012-07",3286,3286,0,3286,NA,NA,NA,1409,1877,1409,1877,0,0,1409,1877
"2012-08",2119,2118.9999,1e-04,2118.9999,NA,NA,NA,975,1144,974.9999,1144,1e-04,0,974.9999,1144
"2012-09",1374,1374.0358,1e-04,1373.9999,NA,NA,NA,713,661,712.9999,661.0359,1e-04,0,712.9999,661
"2012-10",885.9999,885.9999,0,885.9999,NA,NA,NA,533.9999,352,533.9999,352,0,0,533.9999,352
"2012-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2012-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
