"Date","61_AGG_IrrigDemand","61_AGG_IrrigSupply","61_AGG_IrrigShortage","61_AGG_IrrigSupDirectFlow","61_AGG_MunDemand","61_AGG_MunSupply","61_AGG_MunShortage","61_ADS019_IrrigDemand","61_ADS019_IrrigSupply","61_ADS019_IrrigShortage","61_ADS019_IrrigSupDirectFlow"
"1978-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1978-02",97,97,0,97,NA,NA,NA,97,97,0,97
"1978-03",683,683,0,683,NA,NA,NA,683,683,0,683
"1978-04",1139,1139.0001,0,1139.0001,NA,NA,NA,1139,1139.0001,0,1139.0001
"1978-05",1101,1101,0,1101,NA,NA,NA,1101,1101,0,1101
"1978-06",1281,1281,0,1281,NA,NA,NA,1281,1281,0,1281
"1978-07",1125.9999,1126,0,1126,NA,NA,NA,1125.9999,1126,0,1126
"1978-08",878,878.0001,0,878,NA,NA,NA,878,878.0001,0,878
"1978-09",846,846,0,846,NA,NA,NA,846,846,0,846
"1978-10",688.9999,688.9999,0,688.9999,NA,NA,NA,688.9999,688.9999,0,688.9999
"1978-11",103,103,0,103,NA,NA,NA,103,103,0,103
"1978-12",83,83,0,83,NA,NA,NA,83,83,0,83
"1979-01",83,83,0,83,NA,NA,NA,83,83,0,83
"1979-02",75,75,0,75,NA,NA,NA,75,75,0,75
"1979-03",659,659,0,659,NA,NA,NA,659,659,0,659
"1979-04",1500,1500,0,1500,NA,NA,NA,1500,1500,0,1500
"1979-05",973.0001,973.0001,0,973.0001,NA,NA,NA,973.0001,973.0001,0,973.0001
"1979-06",1175.9999,1176,0,1176,NA,NA,NA,1175.9999,1176,0,1176
"1979-07",1087,1087,0,1087,NA,NA,NA,1087,1087,0,1087
"1979-08",714,714,0,714,NA,NA,NA,714,714,0,714
"1979-09",1034,1034,0,1034,NA,NA,NA,1034,1034,0,1034
"1979-10",839,839.0001,0,839.0001,NA,NA,NA,839,839.0001,0,839.0001
"1979-11",103,103,0,103,NA,NA,NA,103,103,0,103
"1979-12",83,83,0,83,NA,NA,NA,83,83,0,83
"1980-01",83,83,0,83,NA,NA,NA,83,83,0,83
"1980-02",78,78,0,78,NA,NA,NA,78,78,0,78
"1980-03",659,659,0,659,NA,NA,NA,659,659,0,659
"1980-04",968,968,0,968,NA,NA,NA,968,968,0,968
"1980-05",1090.9999,1090.9999,0,1090.9999,NA,NA,NA,1090.9999,1090.9999,0,1090.9999
"1980-06",1324,1324,0,1324,NA,NA,NA,1324,1324,0,1324
"1980-07",1151,1123.4158,27.5842,1121.5503,NA,NA,NA,1151,1123.4158,27.5842,1121.5503
"1980-08",730,730.0001,0,730,NA,NA,NA,730,730.0001,0,730
"1980-09",857,857,0,857,NA,NA,NA,857,857,0,857
"1980-10",512,512,0,512,NA,NA,NA,512,512,0,512
"1980-11",103,103,0,103,NA,NA,NA,103,103,0,103
"1980-12",83,83,0,83,NA,NA,NA,83,83,0,83
"1981-01",83,83,0,83,NA,NA,NA,83,83,0,83
"1981-02",75,75,0,75,NA,NA,NA,75,75,0,75
"1981-03",657,657,0,657,NA,NA,NA,657,657,0,657
"1981-04",1555,1555.0001,0,1555.0001,NA,NA,NA,1555,1555.0001,0,1555.0001
"1981-05",1185,1185,0,1185,NA,NA,NA,1185,1185,0,1185
"1981-06",1264,1264,0,1264,NA,NA,NA,1264,1264,0,1264
"1981-07",848,848,0,848,NA,NA,NA,848,848,0,848
"1981-08",710.0001,710.0001,0,710.0001,NA,NA,NA,710.0001,710.0001,0,710.0001
"1981-09",669.9999,669.9999,0,669.9999,NA,NA,NA,669.9999,669.9999,0,669.9999
"1981-10",441,441,0,441,NA,NA,NA,441,441,0,441
"1981-11",400,400,0,400,NA,NA,NA,400,400,0,400
"1981-12",83,83,0,83,NA,NA,NA,83,83,0,83
"1982-01",83,83,0,83,NA,NA,NA,83,83,0,83
"1982-02",75,75,0,75,NA,NA,NA,75,75,0,75
"1982-03",657,657,0,657,NA,NA,NA,657,657,0,657
"1982-04",1555,1555.0001,0,1555.0001,NA,NA,NA,1555,1555.0001,0,1555.0001
"1982-05",1207,1207,0,1207,NA,NA,NA,1207,1207,0,1207
"1982-06",1188,1188.0001,0,1188.0001,NA,NA,NA,1188,1188.0001,0,1188.0001
"1982-07",922,922.0001,0,922.0001,NA,NA,NA,922,922.0001,0,922.0001
"1982-08",744,744.1027,0,744.0001,NA,NA,NA,744,744.1027,0,744.0001
"1982-09",604,604,0,604,NA,NA,NA,604,604,0,604
"1982-10",371,371,0,371,NA,NA,NA,371,371,0,371
"1982-11",103,103,0,103,NA,NA,NA,103,103,0,103
"1982-12",83,83,0,83,NA,NA,NA,83,83,0,83
"1983-01",83,83,0,83,NA,NA,NA,83,83,0,83
"1983-02",75,75,0,75,NA,NA,NA,75,75,0,75
"1983-03",659,659,0,659,NA,NA,NA,659,659,0,659
"1983-04",984.9999,984.9999,0,984.9999,NA,NA,NA,984.9999,984.9999,0,984.9999
"1983-05",946,946,0,946,NA,NA,NA,946,946,0,946
"1983-06",1195,1195.0001,0,1195.0001,NA,NA,NA,1195,1195.0001,0,1195.0001
"1983-07",948,948.0001,0,948,NA,NA,NA,948,948.0001,0,948
"1983-08",826,826.0001,0,826.0001,NA,NA,NA,826,826.0001,0,826.0001
"1983-09",677,677,0,677,NA,NA,NA,677,677,0,677
"1983-10",722,722,0,722,NA,NA,NA,722,722,0,722
"1983-11",103,103,0,103,NA,NA,NA,103,103,0,103
"1983-12",83,83,0,83,NA,NA,NA,83,83,0,83
"1984-01",83,83,0,83,NA,NA,NA,83,83,0,83
"1984-02",78,78,0,78,NA,NA,NA,78,78,0,78
"1984-03",659,659,0,659,NA,NA,NA,659,659,0,659
"1984-04",1074,1074,0,1074,NA,NA,NA,1074,1074,0,1074
"1984-05",1633.0001,1633.0001,0,1633.0001,NA,NA,NA,1633.0001,1633.0001,0,1633.0001
"1984-06",1219,1219.0001,0,1219.0001,NA,NA,NA,1219,1219.0001,0,1219.0001
"1984-07",1077,1077,0,1077,NA,NA,NA,1077,1077,0,1077
"1984-08",745,745,0,745,NA,NA,NA,745,745,0,745
"1984-09",694,694,0,694,NA,NA,NA,694,694,0,694
"1984-10",298,298,0,298,NA,NA,NA,298,298,0,298
"1984-11",103,103,0,103,NA,NA,NA,103,103,0,103
"1984-12",83,83,0,83,NA,NA,NA,83,83,0,83
"1985-01",83,83,0,83,NA,NA,NA,83,83,0,83
"1985-02",75,75,0,75,NA,NA,NA,75,75,0,75
"1985-03",651,651,0,651,NA,NA,NA,651,651,0,651
"1985-04",1217,1217.0001,0,1217.0001,NA,NA,NA,1217,1217.0001,0,1217.0001
"1985-05",1123,1123.0001,0,1123.0001,NA,NA,NA,1123,1123.0001,0,1123.0001
"1985-06",1290,1290.0001,0,1290.0001,NA,NA,NA,1290,1290.0001,0,1290.0001
"1985-07",832.0001,832.0001,0,832.0001,NA,NA,NA,832.0001,832.0001,0,832.0001
"1985-08",950.0001,950.0002,0,950.0001,NA,NA,NA,950.0001,950.0002,0,950.0001
"1985-09",652,652,0,652,NA,NA,NA,652,652,0,652
"1985-10",456,456,0,456,NA,NA,NA,456,456,0,456
"1985-11",133,133,0,133,NA,NA,NA,133,133,0,133
"1985-12",114,114,0,114,NA,NA,NA,114,114,0,114
"1986-01",114,114,0,114,NA,NA,NA,114,114,0,114
"1986-02",103,103,0,103,NA,NA,NA,103,103,0,103
"1986-03",1432.9999,1433,0,1433,NA,NA,NA,1432.9999,1433,0,1433
"1986-04",1167,1167,0,1167,NA,NA,NA,1167,1167,0,1167
"1986-05",1338,1338,0,1338,NA,NA,NA,1338,1338,0,1338
"1986-06",1210,1210.0001,0,1210.0001,NA,NA,NA,1210,1210.0001,0,1210.0001
"1986-07",824,824.0001,0,824.0001,NA,NA,NA,824,824.0001,0,824.0001
"1986-08",835,835.0001,0,835,NA,NA,NA,835,835.0001,0,835
"1986-09",592,592,0,592,NA,NA,NA,592,592,0,592
"1986-10",355,355,0,355,NA,NA,NA,355,355,0,355
"1986-11",103,103,0,103,NA,NA,NA,103,103,0,103
"1986-12",83,83,0,83,NA,NA,NA,83,83,0,83
"1987-01",83,83,0,83,NA,NA,NA,83,83,0,83
"1987-02",75,75,0,75,NA,NA,NA,75,75,0,75
"1987-03",656,656,0,656,NA,NA,NA,656,656,0,656
"1987-04",1818,1689.942,128.0578,1689.942,NA,NA,NA,1818,1689.942,128.0578,1689.942
"1987-05",1103,1103,0,1103,NA,NA,NA,1103,1103,0,1103
"1987-06",1319,1319.0001,0,1319.0001,NA,NA,NA,1319,1319.0001,0,1319.0001
"1987-07",964,964.0001,0,964,NA,NA,NA,964,964.0001,0,964
"1987-08",683,683.077,0,683,NA,NA,NA,683,683.077,0,683
"1987-09",709,709,0,709,NA,NA,NA,709,709,0,709
"1987-10",578.0001,578.0001,0,578.0001,NA,NA,NA,578.0001,578.0001,0,578.0001
"1987-11",104,104,0,104,NA,NA,NA,104,104,0,104
"1987-12",108,108,0,108,NA,NA,NA,108,108,0,108
"1988-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1988-02",101,101,0,101,NA,NA,NA,101,101,0,101
"1988-03",719,719,0,719,NA,NA,NA,719,719,0,719
"1988-04",1217,1217.0001,0,1217.0001,NA,NA,NA,1217,1217.0001,0,1217.0001
"1988-05",1258,1258,0,1258,NA,NA,NA,1258,1258,0,1258
"1988-06",1307,1307.0001,0,1307.0001,NA,NA,NA,1307,1307.0001,0,1307.0001
"1988-07",1000.0001,1000.0002,0,1000.0001,NA,NA,NA,1000.0001,1000.0002,0,1000.0001
"1988-08",865,865.0001,0,865,NA,NA,NA,865,865.0001,0,865
"1988-09",614,614,0,614,NA,NA,NA,614,614,0,614
"1988-10",789,789.0001,0,789.0001,NA,NA,NA,789,789.0001,0,789.0001
"1988-11",400,400,0,400,NA,NA,NA,400,400,0,400
"1988-12",108,108,0,108,NA,NA,NA,108,108,0,108
"1989-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1989-02",97,97,0,97,NA,NA,NA,97,97,0,97
"1989-03",2067,1746.2734,320.7266,1746.2734,NA,NA,NA,2067,1746.2734,320.7266,1746.2734
"1989-04",2290.9998,1689.942,601.0579,1689.942,NA,NA,NA,2290.9998,1689.942,601.0579,1689.942
"1989-05",1638,1638.0001,0,1638.0001,NA,NA,NA,1638,1638.0001,0,1638.0001
"1989-06",1240,1085.3713,154.6287,1085.3713,NA,NA,NA,1240,1085.3713,154.6287,1085.3713
"1989-07",894,894.0001,0,894.0001,NA,NA,NA,894,894.0001,0,894.0001
"1989-08",730,730.0001,0,730,NA,NA,NA,730,730.0001,0,730
"1989-09",900,900.0001,0,900.0001,NA,NA,NA,900,900.0001,0,900.0001
"1989-10",644,644,0,644,NA,NA,NA,644,644,0,644
"1989-11",400,400,0,400,NA,NA,NA,400,400,0,400
"1989-12",108,108,0,108,NA,NA,NA,108,108,0,108
"1990-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1990-02",94,94,0,94,NA,NA,NA,94,94,0,94
"1990-03",1800,1448.4382,351.5617,1448.4382,NA,NA,NA,1800,1448.4382,351.5617,1448.4382
"1990-04",1673,1633.1295,39.8705,1633.1295,NA,NA,NA,1673,1633.1295,39.8705,1633.1295
"1990-05",1371,1121.5503,249.4496,1121.5503,NA,NA,NA,1371,1121.5503,249.4496,1121.5503
"1990-06",1398,1085.7559,312.244,1085.3713,NA,NA,NA,1398,1085.7559,312.244,1085.3713
"1990-07",942,942.0001,0,942.0001,NA,NA,NA,942,942.0001,0,942.0001
"1990-08",702,702.0001,0,702,NA,NA,NA,702,702.0001,0,702
"1990-09",677,677,0,677,NA,NA,NA,677,677,0,677
"1990-10",441,441,0,441,NA,NA,NA,441,441,0,441
"1990-11",103,103,0,103,NA,NA,NA,103,103,0,103
"1990-12",108,108,0,108,NA,NA,NA,108,108,0,108
"1991-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1991-02",94,94,0,94,NA,NA,NA,94,94,0,94
"1991-03",639,639,0,639,NA,NA,NA,639,639,0,639
"1991-04",1112.0001,1112.0002,0,1112.0002,NA,NA,NA,1112.0001,1112.0002,0,1112.0002
"1991-05",1242,1242,0,1242,NA,NA,NA,1242,1242,0,1242
"1991-06",1143,1085.3713,57.6286,1085.3713,NA,NA,NA,1143,1085.3713,57.6286,1085.3713
"1991-07",819,819.0001,0,819.0001,NA,NA,NA,819,819.0001,0,819.0001
"1991-08",878,878.0001,0,878,NA,NA,NA,878,878.0001,0,878
"1991-09",785.9999,786,0,786,NA,NA,NA,785.9999,786,0,786
"1991-10",700.0001,700.0001,0,700.0001,NA,NA,NA,700.0001,700.0001,0,700.0001
"1991-11",104,104,0,104,NA,NA,NA,104,104,0,104
"1991-12",107,107,0,107,NA,NA,NA,107,107,0,107
"1992-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1992-02",101,101,0,101,NA,NA,NA,101,101,0,101
"1992-03",1267,1267.0001,0,1267.0001,NA,NA,NA,1267,1267.0001,0,1267.0001
"1992-04",2100,1689.942,410.058,1689.942,NA,NA,NA,2100,1689.942,410.058,1689.942
"1992-05",1234.0001,1234.0001,0,1234.0001,NA,NA,NA,1234.0001,1234.0001,0,1234.0001
"1992-06",1212,1212.0002,0,1212.0001,NA,NA,NA,1212,1212.0002,0,1212.0001
"1992-07",832.0001,832.0001,0,832.0001,NA,NA,NA,832.0001,832.0001,0,832.0001
"1992-08",794,794.1027,0,794.0001,NA,NA,NA,794,794.1027,0,794.0001
"1992-09",851,851,0,851,NA,NA,NA,851,851,0,851
"1992-10",461,461,0,461,NA,NA,NA,461,461,0,461
"1992-11",102,102,0,102,NA,NA,NA,102,102,0,102
"1992-12",109,109,0,109,NA,NA,NA,109,109,0,109
"1993-01",109,109,0,109,NA,NA,NA,109,109,0,109
"1993-02",99,99,0,99,NA,NA,NA,99,99,0,99
"1993-03",1133.0001,1133.0002,0,1133.0002,NA,NA,NA,1133.0001,1133.0002,0,1133.0002
"1993-04",1188,1188.0001,0,1188.0001,NA,NA,NA,1188,1188.0001,0,1188.0001
"1993-05",1280,1280.0001,0,1280.0001,NA,NA,NA,1280,1280.0001,0,1280.0001
"1993-06",1315.0001,1315.0001,0,1315.0001,NA,NA,NA,1315.0001,1315.0001,0,1315.0001
"1993-07",1092,1092,0,1092,NA,NA,NA,1092,1092,0,1092
"1993-08",762,762,0,762,NA,NA,NA,762,762,0,762
"1993-09",700,700,0,700,NA,NA,NA,700,700,0,700
"1993-10",322,322,0,322,NA,NA,NA,322,322,0,322
"1993-11",49,49,0,49,NA,NA,NA,49,49,0,49
"1993-12",52,52,0,52,NA,NA,NA,52,52,0,52
"1994-01",52,52,0,52,NA,NA,NA,52,52,0,52
"1994-02",47,47,0,47,NA,NA,NA,47,47,0,47
"1994-03",2133.0002,1746.2734,386.7266,1746.2734,NA,NA,NA,2133.0002,1746.2734,386.7266,1746.2734
"1994-04",1085.9999,1086,0,1086,NA,NA,NA,1085.9999,1086,0,1086
"1994-05",1567,1567,0,1567,NA,NA,NA,1567,1567,0,1567
"1994-06",1431,1431.0001,0,1431.0001,NA,NA,NA,1431,1431.0001,0,1431.0001
"1994-07",1138,1121.5504,16.4496,1121.5503,NA,NA,NA,1138,1121.5504,16.4496,1121.5503
"1994-08",707,707.0941,0,707,NA,NA,NA,707,707.0941,0,707
"1994-09",571,571,0,571,NA,NA,NA,571,571,0,571
"1994-10",483,483,0,483,NA,NA,NA,483,483,0,483
"1994-11",104,104,0,104,NA,NA,NA,104,104,0,104
"1994-12",108,108,0,108,NA,NA,NA,108,108,0,108
"1995-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1995-02",97,97,0,97,NA,NA,NA,97,97,0,97
"1995-03",684,684,0,684,NA,NA,NA,684,684,0,684
"1995-04",1203.0001,1203.0001,0,1203.0001,NA,NA,NA,1203.0001,1203.0001,0,1203.0001
"1995-05",1312,1312.0001,0,1312.0001,NA,NA,NA,1312,1312.0001,0,1312.0001
"1995-06",1382,1382.0001,0,1382.0001,NA,NA,NA,1382,1382.0001,0,1382.0001
"1995-07",1185,1185,0,1185,NA,NA,NA,1185,1185,0,1185
"1995-08",939,939.0001,0,939,NA,NA,NA,939,939.0001,0,939
"1995-09",770.0001,770.0001,0,770.0001,NA,NA,NA,770.0001,770.0001,0,770.0001
"1995-10",537,537,0,537,NA,NA,NA,537,537,0,537
"1995-11",267,267,0,267,NA,NA,NA,267,267,0,267
"1995-12",93,93,0,93,NA,NA,NA,93,93,0,93
"1996-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1996-02",101,101,0,101,NA,NA,NA,101,101,0,101
"1996-03",638,638,0,638,NA,NA,NA,638,638,0,638
"1996-04",1204,1204,0,1204,NA,NA,NA,1204,1204,0,1204
"1996-05",1383,1383.0001,0,1383.0001,NA,NA,NA,1383,1383.0001,0,1383.0001
"1996-06",1179,1085.3713,93.6287,1085.3713,NA,NA,NA,1179,1085.3713,93.6287,1085.3713
"1996-07",984.9999,985.0001,0,984.9999,NA,NA,NA,984.9999,985.0001,0,984.9999
"1996-08",758,758.0001,0,758.0001,NA,NA,NA,758,758.0001,0,758.0001
"1996-09",728,728,0,728,NA,NA,NA,728,728,0,728
"1996-10",497,497,0,497,NA,NA,NA,497,497,0,497
"1996-11",87,87,0,87,NA,NA,NA,87,87,0,87
"1996-12",108,108,0,108,NA,NA,NA,108,108,0,108
"1997-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1997-02",97,97,0,97,NA,NA,NA,97,97,0,97
"1997-03",616,616,0,616,NA,NA,NA,616,616,0,616
"1997-04",1185,1185.0001,0,1185.0001,NA,NA,NA,1185,1185.0001,0,1185.0001
"1997-05",1322.0001,1322.0002,0,1322.0002,NA,NA,NA,1322.0001,1322.0002,0,1322.0002
"1997-06",1239,1239.0001,0,1239.0001,NA,NA,NA,1239,1239.0001,0,1239.0001
"1997-07",963,963.0001,0,963,NA,NA,NA,963,963.0001,0,963
"1997-08",815,815,0,815,NA,NA,NA,815,815,0,815
"1997-09",697,697.0001,0,697,NA,NA,NA,697,697.0001,0,697
"1997-10",411,411,0,411,NA,NA,NA,411,411,0,411
"1997-11",97,97,0,97,NA,NA,NA,97,97,0,97
"1997-12",108,108,0,108,NA,NA,NA,108,108,0,108
"1998-01",108,108,0,108,NA,NA,NA,108,108,0,108
"1998-02",97,97,0,97,NA,NA,NA,97,97,0,97
"1998-03",681,681,0,681,NA,NA,NA,681,681,0,681
"1998-04",1149,1149.0001,0,1149.0001,NA,NA,NA,1149,1149.0001,0,1149.0001
"1998-05",1246,1246.0001,0,1246.0001,NA,NA,NA,1246,1246.0001,0,1246.0001
"1998-06",1001.9999,1001.9999,0,1001.9999,NA,NA,NA,1001.9999,1001.9999,0,1001.9999
"1998-07",1012.9999,1012.9999,0,1012.9999,NA,NA,NA,1012.9999,1012.9999,0,1012.9999
"1998-08",837,837.0001,0,837.0001,NA,NA,NA,837,837.0001,0,837.0001
"1998-09",800,800,0,800,NA,NA,NA,800,800,0,800
"1998-10",483,483,0,483,NA,NA,NA,483,483,0,483
"1998-11",104,104,0,104,NA,NA,NA,104,104,0,104
"1998-12",100,100,0,100,NA,NA,NA,100,100,0,100
"1999-01",106,106,0,106,NA,NA,NA,106,106,0,106
"1999-02",95,95,0,95,NA,NA,NA,95,95,0,95
"1999-03",741.0001,741.0001,0,741.0001,NA,NA,NA,741.0001,741.0001,0,741.0001
"1999-04",1637.0001,1637.0002,0,1637.0002,NA,NA,NA,1637.0001,1637.0002,0,1637.0002
"1999-05",1188,1188,0,1188,NA,NA,NA,1188,1188,0,1188
"1999-06",1445,1445.0001,0,1445.0001,NA,NA,NA,1445,1445.0001,0,1445.0001
"1999-07",1722.0001,1121.5504,600.4496,1121.5503,NA,NA,NA,1722.0001,1121.5504,600.4496,1121.5503
"1999-08",1213,1213.0001,0,1213.0001,NA,NA,NA,1213,1213.0001,0,1213.0001
"1999-09",1022.0001,1022.0001,0,1022.0001,NA,NA,NA,1022.0001,1022.0001,0,1022.0001
"1999-10",697,697,0,697,NA,NA,NA,697,697,0,697
"1999-11",267,267,0,267,NA,NA,NA,267,267,0,267
"1999-12",107,107,0,107,NA,NA,NA,107,107,0,107
"2000-01",84,84,0,84,NA,NA,NA,84,84,0,84
"2000-02",106,106,0,106,NA,NA,NA,106,106,0,106
"2000-03",800,800,0,800,NA,NA,NA,800,800,0,800
"2000-04",1654.9999,1655,0,1655,NA,NA,NA,1654.9999,1655,0,1655
"2000-05",1516,1516.0001,0,1516.0001,NA,NA,NA,1516,1516.0001,0,1516.0001
"2000-06",1283,1085.3713,197.6286,1085.3713,NA,NA,NA,1283,1085.3713,197.6286,1085.3713
