"Date","51_AGG_IrrigDemand","51_AGG_IrrigSupply","51_AGG_IrrigShortage","51_AGG_IrrigSupDirectFlow","51_AGG_MunDemand","51_AGG_MunSupply","51_AGG_MunShortage","5100529_D_IrrigDemand","5100529_D_IrrigSupply","5100529_D_IrrigShortage","5100529_D_IrrigSupDirectFlow","51_ADC001_IrrigDemand","51_ADC002_IrrigDemand","51_ADC003_IrrigDemand","51_ADC004_IrrigDemand","51_ADC005_IrrigDemand","51_ADC006_IrrigDemand","51_ADC007_IrrigDemand","51_ADC008_IrrigDemand","51_ADC009_IrrigDemand","51_ADC010_IrrigDemand","51_ADC011_IrrigDemand","51_ADC001_IrrigSupply","51_ADC002_IrrigSupply","51_ADC003_IrrigSupply","51_ADC004_IrrigSupply","51_ADC005_IrrigSupply","51_ADC006_IrrigSupply","51_ADC007_IrrigSupply","51_ADC008_IrrigSupply","51_ADC009_IrrigSupply","51_ADC010_IrrigSupply","51_ADC011_IrrigSupply","51_ADC001_IrrigShortage","51_ADC002_IrrigShortage","51_ADC003_IrrigShortage","51_ADC004_IrrigShortage","51_ADC005_IrrigShortage","51_ADC006_IrrigShortage","51_ADC007_IrrigShortage","51_ADC008_IrrigShortage","51_ADC009_IrrigShortage","51_ADC010_IrrigShortage","51_ADC011_IrrigShortage","51_ADC001_IrrigSupDirectFlow","51_ADC002_IrrigSupDirectFlow","51_ADC003_IrrigSupDirectFlow","51_ADC004_IrrigSupDirectFlow","51_ADC005_IrrigSupDirectFlow","51_ADC006_IrrigSupDirectFlow","51_ADC007_IrrigSupDirectFlow","51_ADC008_IrrigSupDirectFlow","51_ADC009_IrrigSupDirectFlow","51_ADC010_IrrigSupDirectFlow","51_ADC011_IrrigSupDirectFlow","5100880_D_IrrigDemand","5100880_D_IrrigSupply","5100880_D_IrrigShortage","5100880_D_IrrigSupDirectFlow"
"1978-05",17225.0002,17255.7072,0,17225.0002,NA,NA,NA,6280,6280,0,6280,740,611.9999,508,756,1586.0001,621,1065,981,1062,939,1795.0001,740,611.9999,538.68,756,1586.0001,621.027,1065,981,1062,939,1795.0001,0,0,0,0,0,0,0,0,0,0,0,740,611.9999,508,756,1586.0001,621,1065,981,1062,939,1795.0001,280,280,0,280
"1978-06",34735.0002,34696.1354,38.9185,34696.0819,NA,NA,NA,12038,12038,0,12038,2794,1738,1098,1967,2588,1547.0001,1788.0001,2106,1554,1316,3121,2755.0815,1738,1098,1967,2588,1547.0537,1788.0001,2106,1554,1316,3121,38.9185,0,0,0,0,0,0,0,0,0,0,2755.0815,1738,1098,1967,2588,1547.0002,1788.0001,2106,1554,1316,3121,1080,1080,0,1080
"1978-07",26395.0004,26561.9344,0,26395.0005,NA,NA,NA,9558,9558,0,9558,2054,1140,983.0001,1317,1853,1183.9999,1400.0001,1721,813,925.0001,2522.0002,2054,1140,983.0001,1317,1964.38,1184.0537,1400.0001,1721.0001,813,980.5001,2522.0002,0,0,0,0,0,0,0,0,0,0,0,2054,1140,983.0001,1317,1853,1183.9999,1400.0001,1721.0001,813,925.0001,2522.0002,925.0001,925.0001,0,925.0001
"1978-08",9611.9998,9794.1704,0,9611.9998,NA,NA,NA,3429.9998,3429.9998,0,3429.9998,752,428,428,807,1005.0001,282,447,508,397,502,527,752,453.88,453.88,807,1065.3,297.0307,447,508,420.62,531.92,527,0,0,0,0,0,0,0,0,0,0,0,752,428,428,807,1005.0001,282,447,508,397,502,527,99,100.54,0,99
"1978-09",6278.9999,6393.2674,72.32,6074,NA,NA,NA,1763,1763,0,1763,378,363,363,340,852,177,215,330,337,425,679,400.88,384.98,290.68,340,902.92,186.3673,227.9,349.8,357.02,450.5,679,0,0,72.32,0,0,0,0,0,0,0,0,378,363,158,340,852,177,215,330,337,425,679,57,60.22,0,57
"1978-10",2411,2366.6581,83,2328,NA,NA,NA,529,529,0,529,256,119,208,271,253,53,191,98,100,127,200,256,119.74,125,271,268.38,56.0381,191,104.08,106,134.42,200,0,0,83,0,0,0,0,0,0,0,0,256,119,125,271,253,53,191,98,100,127,200,6,6,0,6
"1978-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-04",112,112,0,112,NA,NA,NA,0,0,0,0,9,12,0,7,30,2,8,37,0,5,2,9,12,0,7,30,2,8,37,0,5,2,0,0,0,0,0,0,0,0,0,0,0,9,12,0,7,30,2,8,37,0,5,2,0,0,0,0
"1979-05",15243.9998,15266.4398,0,15243.9998,NA,NA,NA,4332,4332,0,4332,653,595.9999,377,810.9999,1106,488,1920.9999,1062,1469,741.0001,1313,653,595.9999,399.42,810.9999,1106,488.02,1920.9999,1062,1469,741.0001,1313,0,0,0,0,0,0,0,0,0,0,0,653,595.9999,377,810.9999,1106,488,1920.9999,1062,1469,741.0001,1313,375,375,0,375
"1979-06",35143.9998,35011.1267,132.9188,35011.0811,NA,NA,NA,9866,9866,0,9866,2888,1657,1474,2171.9998,3233,1415,2571,1875,2422,1159,3319,2755.0815,1657,1474,2171.9995,3233,1415.0457,2571,1875,2422,1159,3319,132.9186,0,0,2e-04,0,0,0,0,0,0,0,2755.0815,1657,1474,2171.9995,3233,1415,2571,1875,2422,1159,3319,1093,1093,0,1093
"1979-07",25101.9999,25291.9135,0,25101.9999,NA,NA,NA,8850,8850,0,8850,2178,1372,828.0001,1357.0001,1842.9999,1176,1395,979.0001,1118,920,2197.9998,2178,1372,851.88,1357.0001,1953.7799,1176.0536,1395,979.0001,1118,975.2,2197.9998,0,0,0,0,0,0,0,0,0,0,0,2178,1372,828.0001,1357.0001,1842.9999,1176,1395,979.0001,1118,920,2197.9998,888,888,0,888
"1979-08",8272.0001,8401.823,0,8272.0001,NA,NA,NA,2835,2835,0,2835,759,350,348,576,818,247,365,379,578.0001,408,525,759,371,369.08,576,867.28,260.1429,365,379,578.0001,432.68,525,0,0,0,0,0,0,0,0,0,0,0,759,350,348,576,818,247,365,379,578.0001,408,525,84,84.64,0,84
"1979-09",7800,7974.6391,74.04,7504,NA,NA,NA,2404,2404,0,2404,463,445,445,357,1043,255,263,405,412,522,709,490.98,471.7,370.96,374.125,1105.7802,268.7538,278.98,429.3,436.52,553.12,709,0,0,74.04,0,0,0,0,0,0,0,0,463,445,226,357,1043,255,263,405,412,522,709,77,81.42,0,0
"1979-10",3605.9999,3676.5767,0,3587.9999,NA,NA,NA,1528.9999,1528.9999,0,1528.9999,155,148,202,278,350,73,212,135,138,175,193,164.3,157.08,202,278,371,77.1168,212,143.1,146.48,185.5,193,0,0,0,0,0,0,0,0,0,0,0,155,148,202,278,350,73,212,135,138,175,193,18,18,0,0
"1979-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-04",428,428,0,428,NA,NA,NA,260,260,0,260,3,0,4,13,6,9,19,0,40,47,25,3,0,4,13,6,9,19,0,40,47,25,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,6,9,19,0,40,47,25,2,2,0,2
"1980-05",13548.0002,13574.5048,0,13548.0002,NA,NA,NA,3099,3099,0,3099,637,528,438,511,1288,562.9999,1014.0001,828.0001,1966.0001,751,1560,637,528,464.48,511,1288,563.0245,1014.0001,828.0001,1966.0001,751,1560,0,0,0,0,0,0,0,0,0,0,0,637,528,438,511,1288,562.9999,1014.0001,828.0001,1966.0001,751,1560,365,365,0,365
"1980-06",34721.0001,34721.0598,0,34721.0001,NA,NA,NA,10113,10113,0,10113,3146,1597,1232,1925.0001,2920,1726,2055,1976,2420,1477,2834,3146,1597,1232,1925.0001,2920,1726.0597,2055,1976,2420,1477,2834,0,0,0,0,0,0,0,0,0,0,0,3146,1597,1232,1925.0001,2920,1726,2055,1976,2420,1477,2834,1300,1300,0,1300
"1980-07",24715.9998,24900.6317,0,24715.9998,NA,NA,NA,8820,8820,0,8820,2120,993,800,1003,1783,1144,1356,1293,1434,890,2191.9998,2120,993,824,1003,1890.1801,1144.052,1356,1293,1434,943.3999,2191.9998,0,0,0,0,0,0,0,0,0,0,0,2120,993,800,1003,1783,1144,1356,1293,1434,890,2191.9998,888,888,0,888
"1980-08",8951,9121.1028,0,8951,NA,NA,NA,3140,3140,0,3140,823,390,390,558,915.0001,270,409,437,362,457,715,823,413.4,413.4,558,969.9,284.5629,409,437,383.52,484.22,715,0,0,0,0,0,0,0,0,0,0,0,823,390,390,558,915.0001,270,409,437,362,457,715,85,90.1,0,85
"1980-09",5730.9998,5921.8948,0,5696.9999,NA,NA,NA,1616.9999,1616.9999,0,1616.9999,348,335,335,267,787,190,198,305,310,392,595,369.08,355.1,339.46,279.7671,834.02,200.2479,210.08,323.3,328.6,415.32,595,0,0,0,0,0,0,0,0,0,0,0,348,335,301,267,787,190,198,305,310,392,595,52,54.92,0,52
"1980-10",1735,1777.4787,0,1731,NA,NA,NA,429,429,0,429,93,90,185,165,210,43,128,82,83,105,118,98.78,95.4,185,165,222.6,45.4987,128,86.72,88.18,111.3,118,0,0,0,0,0,0,0,0,0,0,0,93,90,185,165,210,43,128,82,83,105,118,4,4,0,0
"1980-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-04",5539.9999,5563.0465,0,5539.9999,NA,NA,NA,2267,2267,0,2267,128,123,123,115,756.9999,151,400,324,646,229,231,135.88,130.58,130.58,115,756.9999,151.0066,400,324,646,229,231,0,0,0,0,0,0,0,0,0,0,0,128,123,123,115,756.9999,151,400,324,646,229,231,46,46,0,46
"1981-05",23813.9996,23814.023,0,23813.9996,NA,NA,NA,7977.9995,7977.9995,0,7977.9995,1325,861.0001,905.0001,635,2537,1196,1489,1205,1500,799.0001,1951,1325,861.0001,905.0001,635,2537,1196.0234,1489,1205,1500,799.0001,1951,0,0,0,0,0,0,0,0,0,0,0,1325,861.0001,905.0001,635,2537,1196,1489,1205,1500,799.0001,1951,1432.9999,1432.9999,0,1432.9999
"1981-06",32888.9998,32655.1387,233.9185,32655.0813,NA,NA,NA,10566,10566,0,10566,2989,1524.0001,1175,1397,2757,1658,1913,1884,1496.9999,1409,2859.9998,2755.0815,1524.0001,1175,1397,2757,1658.0574,1913,1884,1496.9999,1409,2859.9998,233.9185,0,0,0,0,0,0,0,0,0,0,2755.0815,1524.0001,1175,1397,2757,1658,1913,1884,1496.9999,1409,2859.9998,1260,1260,0,1260
"1981-07",20445.0004,20609.6473,0,20445.0004,NA,NA,NA,7540.0005,7540.0005,0,7540.0005,1771,889,716,900,1597,1028,1210,845,702,797,1687,1771,889,737.36,900,1692.6201,1028.0468,1210,845,702,844.62,1687,0,0,0,0,0,0,0,0,0,0,0,1771,889,716,900,1597,1028,1210,845,702,797,1687,762.9999,762.9999,0,762.9999
"1981-08",7855.0001,8060.3435,0,7773.0001,NA,NA,NA,3030,3030,0,3030,385,372,370,440,870,260,388,337,343,433,545.0001,408.1,394.12,392.2,440,922.2,274.0235,388,357.02,363.78,459.18,545.0001,0,0,0,0,0,0,0,0,0,0,0,385,372,370,440,870,260,388,337,343,433,545.0001,82,86.72,0,0
"1981-09",6971.0001,7164.6154,30.2,6785.0001,NA,NA,NA,2125,2125,0,2125,415,400,398,323,937,232,237,363,370,468,635.0001,439.9,424,367.8,338.8015,993.02,244.3338,251.02,384.98,392.2,496.28,635.0001,0,0,30.2,0,0,0,0,0,0,0,0,415,400,280,323,937,232,237,363,370,468,635.0001,68,72.28,0,0
"1981-10",1458,1493.5762,0,1458,NA,NA,NA,414,414,0,414,78,75,102,139,177,37,108,68,70,88,98,82.88,79.5,102,139,187.42,38.8162,108,72.28,74.2,93.48,98,0,0,0,0,0,0,0,0,0,0,0,78,75,102,139,177,37,108,68,70,88,98,4,4,0,4
"1981-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-01",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1982-02",106,106,0,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
"1982-03",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1982-04",741,741,0,741,NA,NA,NA,0,0,0,0,0,10,0,12,438,9,155,0,0,6,111,0,10,0,12,438,9,155,0,0,6,111,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,438,9,155,0,0,6,111,0,0,0,0
"1982-05",18761.0001,18761.0206,0,18761.0001,NA,NA,NA,6076,6076,0,6076,1070,739.0001,816,561,1520,541,1745,1188.9999,1753,851,1513.0001,1070,739.0001,816,561,1520,541.0206,1745,1188.9999,1753,851,1513.0001,0,0,0,0,0,0,0,0,0,0,0,1070,739.0001,816,561,1520,541,1745,1188.9999,1753,851,1513.0001,387,387,0,387
"1982-06",36862.9999,36499.1306,363.9186,36499.0815,NA,NA,NA,10685,10685,0,10685,3119,1458,1513.9999,2073.0002,3102,1824,2913,1834.9999,2779,1695,2414,2755.0815,1458,1513.9999,2073.0002,3102,1824.0491,2913,1835,2779,1695,2414,363.9186,0,0,0,0,0,0,0,0,0,0,2755.0815,1458,1513.9999,2073.0002,3102,1824,2913,1835,2779,1695,2414,1451.9999,1451.9999,0,1451.9999
"1982-07",26862.0002,26913.8708,0,26862.0002,NA,NA,NA,8478,8478,0,8478,2157.0002,1214,1412.9999,1426,2468.0002,1108,2009,1422,1117,867,1720,2157.0002,1214,1412.9999,1426,2468.0002,1108.0505,2009,1422,1117,918.82,1720,0,0,0,0,0,0,0,0,0,0,0,2157.0002,1214,1412.9999,1426,2468.0002,1108,2009,1422,1117,867,1720,1462.9999,1462.9999,0,1462.9999
"1982-08",10127.9997,10304.9348,0,10127.9997,NA,NA,NA,3724.9998,3724.9998,0,3724.9998,535,418,720,819,981.9999,212,845,380,388,490,514,535,443.28,720,819,1040.72,223.2551,845,402.8,411.48,519.4,514,0,0,0,0,0,0,0,0,0,0,0,535,418,720,819,981.9999,212,845,380,388,490,514,100,106,0,100
"1982-09",4163.9999,4294.5922,0,4163.9999,NA,NA,NA,992,992,0,992,257,247,265,386,579.9999,120,148,225,228,290,394,272.22,261.62,269.9,386,614.7999,126.4724,156.08,238.5,241.88,307.4,394,0,0,0,0,0,0,0,0,0,0,0,257,247,265,386,579.9999,120,148,225,228,290,394,32,33.72,0,32
"1982-10",1790,1815.4168,0,1790,NA,NA,NA,517,517,0,517,57,55,262,360,130,27,144,50,52,65,71,60.22,58.3,262,360,137.8,28.2768,144,53,54.92,68.9,71,0,0,0,0,0,0,0,0,0,0,0,57,55,262,360,130,27,144,50,52,65,71,0,0,0,0
"1982-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-04",111,111,0,111,NA,NA,NA,0,0,0,0,0,10,0,13,4,16,16,19,0,6,25,0,10,0,13,4,16,16,19,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,4,16,16,19,0,6,25,2,2,0,2
"1983-05",9374,9374.0148,0,9374,NA,NA,NA,789,789,0,789,599,332,484,1118,1685,408,1387,572,528,476,754.0001,599,332,484,1118,1685,408.0147,1387,572,528,476,754.0001,0,0,0,0,0,0,0,0,0,0,0,599,332,484,1118,1685,408,1387,572,528,476,754.0001,242,242,0,242
"1983-06",35476.9995,34988.745,488.3019,34988.6978,NA,NA,NA,6900,6900,0,6900,3113,2679.9998,1263,3024.9998,4050,1802,2982,2446,1758,1656,2682,3113,2679.9998,1263,2536.698,4050,1802.0472,2982,2446,1758,1656,2682,0,0,0,488.3019,0,0,0,0,0,0,0,3113,2679.9998,1263,2536.698,4050,1802,2982,2446,1758,1656,2682,1120,1120,0,1120
"1983-07",37623.9996,37077.2992,546.7453,37077.2548,NA,NA,NA,11380,11380,0,11380,3739,2983,1148.0001,3167.9998,4083.0002,1229,2686.9998,1726,930,976,2098.9998,3739.0002,2983,1148.0001,2621.2546,4083.0002,1229.0444,2686.9998,1726,930,976,2098.9998,0,0,0,546.7453,0,0,0,0,0,0,0,3739.0002,2983,1148.0001,2621.2546,4083.0002,1229,2686.9998,1726,930,976,2098.9998,1476,1476,0,1476
"1983-08",11554.0002,11625.116,0,11554.0002,NA,NA,NA,3195.0002,3195.0002,0,3195.0002,487,365,680,2153,1542,248,1138,344,322,405,425,487,375.9,680,2153,1542,261.5558,1138,347.24,341.12,429.3,425,0,0,0,0,0,0,0,0,0,0,0,487,365,680,2153,1542,248,1138,344,322,405,425,250,250,0,250
"1983-09",8074,8198.6854,0,8074,NA,NA,NA,1867,1867,0,1867,378,363,495,1528,991,207,512,332,337,425,579.0001,400.88,384.98,495,1528,991,217.9854,512,351.72,357.02,450.5,579.0001,0,0,0,0,0,0,0,0,0,0,0,378,363,495,1528,991,207,512,332,337,425,579.0001,60,63.6,0,60
"1983-10",4457.9999,4519.3174,0,4457.9999,NA,NA,NA,1057,1057,0,1057,137,132,503,1484,307,63,184,118,122,153,186,145.02,139.72,503,1484,325.22,66.5775,184,125.28,129.12,162.38,186,0,0,0,0,0,0,0,0,0,0,0,137,132,503,1484,307,63,184,118,122,153,186,12,12,0,12
"1983-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-04",269,269,0,269,NA,NA,NA,0,0,0,0,0,0,0,24,0,3,0,208,4,30,0,0,0,0,24,0,3,0,208,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,208,4,30,0,0,0,0,0
"1984-05",12426.9998,12457.1068,0,12426.9998,NA,NA,NA,3111,3111,0,3111,723,598,498,571,1462.9999,621,1040.9999,938,749,854,931,723,598,528.08,571,1462.9999,621.027,1040.9999,938,749,854,931,0,0,0,0,0,0,0,0,0,0,0,723,598,498,571,1462.9999,621,1040.9999,938,749,854,931,329,329,0,329
"1984-06",28792,28792.0417,0,28792,NA,NA,NA,6885,6885,0,6885,4231,1437,849.9999,1016.0001,2806,1204.9999,1793,2044.0001,1414,1715,2745,4231,1437,849.9999,1016.0001,2806,1205.0416,1793,2044.0001,1414,1715,2745,0,0,0,0,0,0,0,0,0,0,0,4231,1437,849.9999,1016.0001,2806,1204.9999,1793,2044.0001,1414,1715,2745,651,651,0,651
"1984-07",25800.0002,25800.0434,0,25800.0004,NA,NA,NA,6711,6711,0,6711,2795,1031,1505.9999,1005.0001,2628,1165,1590,1358,1634,1213,2057.0002,2795.0002,1031,1505.9999,1005.0001,2628,1165.043,1590,1358,1634,1213,2057.0002,0,0,0,0,0,0,0,0,0,0,0,2795.0002,1031,1505.9999,1005.0001,2628,1165,1590,1358,1634,1213,2057.0002,1107,1107,0,1107
"1984-08",7130.0002,7296.2038,0,7130.0002,NA,NA,NA,2830.0002,2830.0002,0,2830.0002,345,332,332,402,778,237,347,345,308,388,409,365.7,351.72,351.72,402,824.8801,249.6035,347,345,326.68,411.48,409,0,0,0,0,0,0,0,0,0,0,0,345,332,332,402,778,237,347,345,308,388,409,77,81.42,0,77
"1984-09",4869,5054.5622,0,4869,NA,NA,NA,1242,1242,0,1242,312,300,298,245,703,175,177,273,278,350,476,330.52,318,316.08,256.8633,745.38,184.4389,187.42,289.58,294.88,371,476,0,0,0,0,0,0,0,0,0,0,0,312,300,298,245,703,175,177,273,278,350,476,40,42.4,0,40
"1984-10",1007,1011.0611,0,1007,NA,NA,NA,0,0,0,0,238,20,65,60,242,12,28,183,18,23,108,238,21.2,65,60,242,12.0011,28,183,19.28,24.58,108,0,0,0,0,0,0,0,0,0,0,0,238,20,65,60,242,12,28,183,18,23,108,10,10,0,10
"1984-11",113,113,0,113,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
"1984-12",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1985-01",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1985-02",106,106,0,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
"1985-03",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1985-04",1555,1563.7838,0,1555,NA,NA,NA,0,0,0,0,73,70,119,65,430,53,227,181,74,132,131,77.58,74.2,119,65,430,53.0038,227,181,74,132,131,0,0,0,0,0,0,0,0,0,0,0,73,70,119,65,430,53,227,181,74,132,131,0,0,0,0
