"Date","51_AGG_IrrigDemand","51_AGG_IrrigSupply","51_AGG_IrrigShortage","51_AGG_IrrigSupDirectFlow","51_AGG_MunDemand","51_AGG_MunSupply","51_AGG_MunShortage","5100529_D_IrrigDemand","5100529_D_IrrigSupply","5100529_D_IrrigShortage","5100529_D_IrrigSupDirectFlow","51_ADC001_IrrigDemand","51_ADC002_IrrigDemand","51_ADC003_IrrigDemand","51_ADC004_IrrigDemand","51_ADC005_IrrigDemand","51_ADC006_IrrigDemand","51_ADC007_IrrigDemand","51_ADC008_IrrigDemand","51_ADC009_IrrigDemand","51_ADC010_IrrigDemand","51_ADC011_IrrigDemand","51_ADC001_IrrigSupply","51_ADC002_IrrigSupply","51_ADC003_IrrigSupply","51_ADC004_IrrigSupply","51_ADC005_IrrigSupply","51_ADC006_IrrigSupply","51_ADC007_IrrigSupply","51_ADC008_IrrigSupply","51_ADC009_IrrigSupply","51_ADC010_IrrigSupply","51_ADC011_IrrigSupply","51_ADC001_IrrigShortage","51_ADC002_IrrigShortage","51_ADC003_IrrigShortage","51_ADC004_IrrigShortage","51_ADC005_IrrigShortage","51_ADC006_IrrigShortage","51_ADC007_IrrigShortage","51_ADC008_IrrigShortage","51_ADC009_IrrigShortage","51_ADC010_IrrigShortage","51_ADC011_IrrigShortage","51_ADC001_IrrigSupDirectFlow","51_ADC002_IrrigSupDirectFlow","51_ADC003_IrrigSupDirectFlow","51_ADC004_IrrigSupDirectFlow","51_ADC005_IrrigSupDirectFlow","51_ADC006_IrrigSupDirectFlow","51_ADC007_IrrigSupDirectFlow","51_ADC008_IrrigSupDirectFlow","51_ADC009_IrrigSupDirectFlow","51_ADC010_IrrigSupDirectFlow","51_ADC011_IrrigSupDirectFlow","5100880_D_IrrigDemand","5100880_D_IrrigSupply","5100880_D_IrrigShortage","5100880_D_IrrigSupDirectFlow"
"1985-05",15390.9998,15391.0308,0,15390.9998,NA,NA,NA,3622,3622,0,3622,860,711,616,645,1915,708,1994.9999,1164,824,939,1020.9999,860,711,616,645,1915,708.0309,1994.9999,1164,824,939,1020.9999,0,0,0,0,0,0,0,0,0,0,0,860,711,616,645,1915,708,1994.9999,1164,824,939,1020.9999,371,371,0,371
"1985-06",35422.9993,35423.0538,0,35422.9994,NA,NA,NA,9883.999,9883.999,0,9883.999,3666.0002,1624,1242.9999,1329,3585,2086,2432,1878.0001,2011,1719,2518,3666.0002,1624,1242.9999,1329,3585,2086.0544,2432,1878.0002,2011,1719,2518,0,0,0,0,0,0,0,0,0,0,0,3666.0002,1624,1242.9999,1329,3585,2086,2432,1878.0002,2011,1719,2518,1448,1448,0,1448
"1985-07",26221.0012,26288.767,0,26221.0012,NA,NA,NA,8687.001,8687.001,0,8687.001,2072,1478.0001,702,882,3135,1543.0001,1765,1217,1228,780,1740,2072,1478.0001,722.92,882,3135,1543.0459,1765,1217,1228,826.8,1740,0,0,0,0,0,0,0,0,0,0,0,2072,1478.0001,702,882,3135,1543.0001,1765,1217,1228,780,1740,992,992,0,992
"1985-08",10284.0001,10479.6879,0,10284.0001,NA,NA,NA,3835,3835,0,3835,493,475,475,551,1469,322,547.9999,432,440,557,584.0001,522.78,503.4999,503.4999,551,1469,339.1881,547.9999,457.72,466.4,590.22,584.0001,0,0,0,0,0,0,0,0,0,0,0,493,475,475,551,1469,322,547.9999,432,440,557,584.0001,103,109.38,0,103
"1985-09",4746,4918.3991,0,4746,NA,NA,NA,1058,1058,0,1058,307,295,295,228,692,249,175,268,273,345,528,325.22,312.7,312.7,239.2015,733.3199,249.0177,185.5,284.28,289.58,365.7,528,0,0,0,0,0,0,0,0,0,0,0,307,295,295,228,692,249,175,268,273,345,528,33,35.18,0,33
"1985-10",1264,1273.3775,0,1264,NA,NA,NA,167,167,0,167,33,33,290,80,207,17,129,177,30,38,63,35.18,35.18,290,80,207,17.7375,129,177,31.8,40.48,63,0,0,0,0,0,0,0,0,0,0,0,33,33,290,80,207,17,129,177,30,38,63,0,0,0,0
"1985-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-04",324,324,0,324,NA,NA,NA,0,0,0,0,0,0,91,0,0,7,0,190,4,32,0,0,0,91,0,0,7,0,190,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,7,0,190,4,32,0,0,0,0,0
"1986-05",13666.9998,13667.028,0,13666.9998,NA,NA,NA,2422,2422,0,2422,730,1170,801.9999,587,1490.9999,766,1213,967.9999,1028,900,1272,730,1170,801.9999,587,1490.9999,766.0282,1213,967.9999,1028,900,1272,0,0,0,0,0,0,0,0,0,0,0,730,1170,801.9999,587,1490.9999,766,1213,967.9999,1028,900,1272,318,318,0,318
"1986-06",36818.0004,36818.0587,2e-04,36818.0001,NA,NA,NA,10013,10013,0,10013,3078,2354,1945.0001,1510,3866,2070,1969,1936,1780,1721,2841.0002,3077.9998,2354,1945.0001,1510,3866,2070.0586,1969,1936,1780,1721,2841.0002,2e-04,0,0,0,0,0,0,0,0,0,0,3077.9998,2354,1945.0001,1510,3866,2070,1969,1936,1780,1721,2841.0002,1735,1735,0,1735
"1986-07",28268.9998,28315.6452,0,28268.9998,NA,NA,NA,10697,10697,0,10697,1725,1985,1462,1060,3708,1563.9999,1307.9999,823,683,777,1218,1725,1985,1462,1060,3708,1564.0454,1307.9999,823,683.1799,823.42,1218,0,0,0,0,0,0,0,0,0,0,0,1725,1985,1462,1060,3708,1563.9999,1307.9999,823,683,777,1218,1259,1259,0,1259
"1986-08",14953.001,15070.8496,0,14953.001,NA,NA,NA,8812.001,8812.001,0,8812.001,388,516.0001,373,445,1897,411,391,340,347,437,514,411.48,516.0001,395.58,445,1897,411.0286,391,360.4,367.62,463.02,514,0,0,0,0,0,0,0,0,0,0,0,388,516.0001,373,445,1897,411,391,340,347,437,514,82,86.72,0,82
"1986-09",4998.9999,5130.28,0,4998.9999,NA,NA,NA,1208,1208,0,1208,305,293,293,240,849.9999,249,173,267,272,343,468,323.3,310.78,310.78,251.6212,849.9999,249.0189,183.58,282.82,288.12,363.78,468,0,0,0,0,0,0,0,0,0,0,0,305,293,293,240,849.9999,249,173,267,272,343,468,38,40.48,0,38
"1986-10",1839,1855.4697,0,1839,NA,NA,NA,345,345,0,345,62,58,270,141,509,28,84,133,55,68,76,65.52,61.68,270,141,509,29.6897,84,133,58.3,72.28,76,0,0,0,0,0,0,0,0,0,0,0,62,58,270,141,509,28,84,133,55,68,76,10,10,0,10
"1986-11",133,133,0,133,NA,NA,NA,0,0,0,0,0,0,0,20,0,0,113,0,0,0,0,0,0,0,20,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,113,0,0,0,0,0,0,0,0
"1986-12",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1987-01",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1987-02",106,106,0,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
"1987-03",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1987-04",904,910.0818,0,904,NA,NA,NA,0,0,0,0,33,33,32,30,200,25,253,141,34,61,62,35.18,35.18,33.72,30,200,25.0018,253,141,34,61,62,0,0,0,0,0,0,0,0,0,0,0,33,33,32,30,200,25,253,141,34,61,62,0,0,0,0
"1987-05",17585.0001,17585.0311,0,17585.0001,NA,NA,NA,5505,5505,0,5505,781,646,889,642.0001,1579,1177,1453,1823,808,922,1003,781,646,889,642.0001,1579,1177.031,1453,1823,808,922,1003,0,0,0,0,0,0,0,0,0,0,0,781,646,889,642.0001,1579,1177,1453,1823,808,922,1003,357,357,0,357
"1987-06",33986.9999,33603.1412,383.9185,33603.0814,NA,NA,NA,10300,10300,0,10300,3139,1597,1461,1461,2893,2340,2006,1976,1571.9999,1477,2445,2755.0815,1597,1461,1461,2893,2340.0598,2006,1976,1571.9999,1477,2445,383.9185,0,0,0,0,0,0,0,0,0,0,2755.0815,1597,1461,1461,2893,2340,2006,1976,1571.9999,1477,2445,1320,1320,0,1320
"1987-07",22491.9997,22662.8501,0,22491.9997,NA,NA,NA,8793,8793,0,8793,1913,959,788,967,1725,1276.9999,1304.9999,911,756.9999,860,1424,1913,959,803.48,967,1828.4999,1277.0503,1304.9999,911,757.22,911.6,1424,0,0,0,0,0,0,0,0,0,0,0,1913,959,788,967,1725,1276.9999,1304.9999,911,756.9999,860,1424,813,813,0,813
"1987-08",8132,8341.8731,0,8132,NA,NA,NA,3184,3184,0,3184,395,380,380,451,892,265,484,347,352,445,475,418.7,402.8,402.8,451,945.32,279.2932,484,367.62,372.92,471.7,475,0,0,0,0,0,0,0,0,0,0,0,395,380,380,451,892,265,484,347,352,445,475,82,86.72,0,82
"1987-09",6461.0002,6691.5183,0,6389.0002,NA,NA,NA,1817.0001,1817.0001,0,1817.0001,400,385,385,302,902,215,228,350,357,450,612,424,408.1,401.66,316.4619,955.92,226.5964,241.88,371,378.22,477,612,0,0,0,0,0,0,0,0,0,0,0,400,385,371,302,902,215,228,350,357,450,612,58,61.68,0,0
"1987-10",2558,2616.2962,0,2548,NA,NA,NA,843,843,0,843,128,123,168,230,288,60,176,112,115,145,160,135.88,130.58,168,230,305.48,63.2362,176,118.52,121.9,153.7,160,0,0,0,0,0,0,0,0,0,0,0,128,123,168,230,288,60,176,112,115,145,160,10,10,0,0
"1987-11",89,89,0,89,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
"1987-12",92,92,0,92,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
"1988-01",92,92,0,92,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
"1988-02",86,86,0,86,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
"1988-03",92,92,0,92,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
"1988-04",350,352.8607,0,350,NA,NA,NA,0,0,0,0,15,13,13,13,83,10,101,37,15,26,24,15.9,13.98,13.98,13,83,10.0007,101,37,15,26,24,0,0,0,0,0,0,0,0,0,0,0,15,13,13,13,83,10,101,37,15,26,24,0,0,0,0
"1988-05",12682.0001,12712.5499,0,12682.0001,NA,NA,NA,3044,3044,0,3044,744,616,512,616,1502,683,1071,977,770.0001,878,955,744,616,542.52,616,1502,683.0298,1071,977,770.0001,878,955,0,0,0,0,0,0,0,0,0,0,0,744,616,512,616,1502,683,1071,977,770.0001,878,955,314,314,0,314
"1988-06",34706.0001,34706.0565,0,34706.0002,NA,NA,NA,11199,11199,0,11199,2933,1965,1652,1374,3045,1638,2232,2273,1468.9999,1381,2285.0002,2933,1965,1652,1374,3045,1638.0564,2232,2273,1468.9999,1381,2285.0002,0,0,0,0,0,0,0,0,0,0,0,2933,1965,1652,1374,3045,1638.0001,2232,2273,1468.9999,1381,2285.0002,1260,1260,0,1260
"1988-07",25605.9999,25810.0569,0,25606.0001,NA,NA,NA,9840,9840,0,9840,2191.9998,1118,886.0001,1103,1977.0001,1588,1495,1045,867,987.0001,1520,2191.9998,1118,912.56,1103,2095.4199,1588.0574,1495,1045,867,1046.0199,1520,0,0,0,0,0,0,0,0,0,0,0,2191.9998,1118,886.0001,1103,1977.0001,1588.0001,1495,1045,867,987.0001,1520,987.9999,987.9999,0,987.9999
"1988-08",11662.0001,11891.5331,0,11662.0001,NA,NA,NA,5624,5624,0,5624,462,443,443,518.9999,1040.0001,437,462,403,412,520.0001,795,489.52,469.78,469.78,518.9999,1102.3999,437.0334,462,427.38,436.52,551.2,795,0,0,0,0,0,0,0,0,0,0,0,462,443,443,518.9999,1040.0001,437,462,403,412,520.0001,795,102,107.92,0,102
"1988-09",6225,6385.0501,29,6146,NA,NA,NA,1546,1546,0,1546,355,342,569,270,801.9999,192,202,312,317,400,868,376.3,362.32,540,283.0738,849.92,202.1764,213.92,330.52,335.82,424,868,0,0,29,0,0,0,0,0,0,0,0,355,342,540,270,801.9999,192,202,312,317,400,868,50,53,0,0
"1988-10",3942,4019.5149,0,3924,NA,NA,NA,1600,1600,0,1600,172,165,225,304,387,80,232,150,153,193,263,182.12,174.9,225,304,410.02,84.3149,232,159,162.38,204.78,263,0,0,0,0,0,0,0,0,0,0,0,172,165,225,304,387,80,232,150,153,193,263,18,18,0,0
"1988-11",113,113,0,113,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
"1988-12",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1989-01",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1989-02",106,106,0,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
"1989-03",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1989-04",2741,2752.1049,0,2741,NA,NA,NA,0,0,0,0,536,93,92,87,565,176,300,408,96,216,172,536,98.78,97.32,87,565,176.0049,300,408,96,216,172,0,0,0,0,0,0,0,0,0,0,0,536,93,92,87,565,176,300,408,96,216,172,0,0,0,0
"1989-05",16671.0005,16704.7112,1e-04,16671.0004,NA,NA,NA,4000.0005,4000.0005,0,4000.0005,1185,672,558,647,1641.9999,1265,1171.0001,1502,841,959,1801,1185,672,591.68,647,1641.9999,1265.0309,1171.0001,1502,841,959,1800.9999,0,0,0,0,0,0,0,0,0,0,1e-04,1185,672,558,647,1641.9999,1265,1171.0001,1502,841,959,1800.9999,428,428,0,428
"1989-06",31398.9998,30968.9614,430.0384,30968.9109,NA,NA,NA,9626,9626,0,9626,2644,1378,1286,1235,2603,2821,1693.9999,1986.9999,1325,1247,2432,2644.0002,1378,1286,1235,2603,2390.9614,1693.9999,1986.9999,1325,1247,2432,0,0,0,0,0,430.0384,0,0,0,0,0,2644.0002,1378,1286,1235,2603,2390.9109,1693.9999,1986.9999,1325,1247,2432,1121,1121,0,1121
"1989-07",24111.0011,24269.892,1e-04,24111.001,NA,NA,NA,9311.001,9311.001,0,9311.001,1942,976,827,984.9999,1752.0001,1683,1325,1086,769,874.9999,1717.0001,1942,976,828.42,984.9999,1856.9199,1683.0511,1325,1086,769,927.5,1717,0,0,0,0,0,0,0,0,0,0,1e-04,1942,976,827,984.9999,1752.0001,1683,1325,1086,769,874.9999,1717,863,863,0,863
"1989-08",10654.9999,10861.8899,0,10654.9999,NA,NA,NA,4901,4901,0,4901,417,400,400,470,938,397,776,363,370,468,669.9999,441.82,424,424,470,994.4799,397.0301,776,384.98,392.2,496.28,669.9999,0,0,0,0,0,0,0,0,0,0,0,417,400,400,470,938,397,776,363,370,468,669.9999,85,90.1,0,85
"1989-09",5886,6074.048,0,5635.4112,NA,NA,NA,1521,1521,0,1521,338,327,325,252,765,177,634,297,302,382,518,358.48,346.42,344.5,264.0408,810.9,186.3673,634,314.62,319.92,404.72,518,0,0,0,0,0,0,0,0,0,0,0,338,327,325,252,765,177,431.4113,297,302,382,518,48,51.08,0,0
"1989-10",2192,2231.2556,0,2192,NA,NA,NA,371,371,0,371,208,97,132,178,227,47,411,88,90,113,226,208,102.62,132,178,240.42,49.3556,411,93.48,95.4,119.98,226,0,0,0,0,0,0,0,0,0,0,0,208,97,132,178,227,47,411,88,90,113,226,4,4,0,4
"1989-11",113,113,0,113,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
"1989-12",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1990-01",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1990-02",106,106,0,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
"1990-03",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1990-04",1959,1959.9807,0,1959,NA,NA,NA,952,952,0,952,40,13,202,13,251,10,193,136,29,57,63,40,13.98,202,13,251,10.0007,193,136,29,57,63,0,0,0,0,0,0,0,0,0,0,0,40,13,202,13,251,10,193,136,29,57,63,0,0,0,0
"1990-05",14675,14675.0271,0,14675,NA,NA,NA,4075,4075,0,4075,1196,591.9999,703,627,1612,1029,1139,981.9999,741.0001,844,921.0001,1196,591.9999,703,627,1612,1029.0271,1139,981.9999,741.0001,844,921.0001,0,0,0,0,0,0,0,0,0,0,0,1196,591.9999,703,627,1612,1029,1139,981.9999,741.0001,844,921.0001,214,214,0,214
"1990-06",35389.001,35016.0825,372.9186,35016.0227,NA,NA,NA,10973.001,10973.001,0,10973.001,3128,1594,1564.9999,1458,3014,2806,2000.0001,2047.9999,1569.0001,1474,2440,2755.0815,1594,1564.9999,1458,3014,2806,2000.0001,2047.9999,1569.0001,1474,2440,372.9186,0,0,0,0,0,0,0,0,0,0,2755.0815,1594,1564.9999,1458,3014,2805.9402,2000.0001,2047.9999,1569.0001,1474,2440,1320,1320,0,1320
"1990-07",25254.9999,25330.2476,0,25254.9999,NA,NA,NA,10201,10201,0,10201,2177,903.9999,1202,975,1757.9999,2274,1266,957,715,812,1264.0001,2177,903.9999,1202,975,1784.6799,2274.0476,1266,957,715,860.52,1264.0001,0,0,0,0,0,0,0,0,0,0,0,2177,903.9999,1202,975,1757.9999,2274,1266,957,715,812,1264.0001,750,750,0,750
"1990-08",9599,9834.3137,0,9499,NA,NA,NA,3740,3740,0,3740,473,455,455,530,1067,376,476,413,422,533,559,501.58,482.3,482.3,530,1130.8199,376.0338,476,437.98,447.12,565.1799,559,0,0,0,0,0,0,0,0,0,0,0,473,455,455,530,1067,376,476,413,422,533,559,100,106,0,0
"1990-09",6870.0002,7064.7093,0,6813.0002,NA,NA,NA,2418.0002,2418.0002,0,2418.0002,348,337,335,459,787,193,198,305,312,393,728,369.08,357.02,355.1,459,834.02,203.5892,210.08,323.3,330.52,416.78,728,0,0,0,0,0,0,0,0,0,0,0,348,337,335,459,787,193,198,305,312,393,728,57,60.22,0,0
"1990-10",2511,2550.8555,0,2511,NA,NA,NA,771,771,0,771,100,97,132,178,227,47,161,88,170,113,419,106,102.62,132,178,240.42,49.3556,161,93.48,170,119.98,419,0,0,0,0,0,0,0,0,0,0,0,100,97,132,178,227,47,161,88,170,113,419,8,8,0,8
"1990-11",113,113,0,113,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
"1990-12",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1991-01",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1991-02",106,106,0,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
"1991-03",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1991-04",1568,1568,0,1568,NA,NA,NA,0,0,0,0,0,10,0,12,922,2,113,250,161,98,0,0,10,0,12,922,2,113,250,161,98,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,922,2,113,250,161,98,0,0,0,0,0
"1991-05",14825.9998,14855.9484,0,14825.9998,NA,NA,NA,4602,4602,0,4602,781,601.9999,502,591.9999,1636,1094,1047,945,762.9999,1004,958,781,601.9999,531.92,591.9999,1636,1094.0286,1047,945,762.9999,1004,958,0,0,0,0,0,0,0,0,0,0,0,781,601.9999,502,591.9999,1636,1094,1047,945,762.9999,1004,958,300,300,0,300
"1991-06",34592,34592.0483,0,34592.0002,NA,NA,NA,10590,10590,0,10590,2736,1462,1421,1394,3007,2336,1859,2449,2084,1482,2844,2736.0002,1462,1421,1394,3007,2336.0481,1859,2449,2084,1482,2844,0,0,0,0,0,0,0,0,0,0,0,2736.0002,1462,1421,1394,3007,2336,1859,2449,2084,1482,2844,928,928,0,928
"1991-07",24369.9999,24434.8638,0,24369.9999,NA,NA,NA,10288,10288,0,10288,1779,833,669.9999,897,1672,1257,1130,1915,787,746.9999,1732,1779,833,690.2,897,1672,1257.0438,1130,1915,787,791.62,1732,0,0,0,0,0,0,0,0,0,0,0,1779,833,669.9999,897,1672,1257,1130,1915,787,746.9999,1732,663,663,0,663
"1991-08",7419.9999,7592.906,0,7419.9999,NA,NA,NA,2790,2790,0,2790,358,345,345,413,808,243,359,313,543,403,425,379.68,365.7,365.7,413,856.6801,256.2861,359,331.98,543,427.38,425,0,0,0,0,0,0,0,0,0,0,0,358,345,345,413,808,243,359,313,543,403,425,75,79.5,0,75
"1991-09",6595.0001,6833.5169,0,6595.0001,NA,NA,NA,1921,1921,0,1921,400,385,385,315,903,227,228,350,357,450,612,424,408.1,408.1,330.2528,957.3801,239.0641,241.88,371,378.22,477,612,0,0,0,0,0,0,0,0,0,0,0,400,385,385,315,903,227,228,350,357,450,612,62,65.52,0,62
"1991-10",3181,3046.1471,178,2997,NA,NA,NA,1681,1681,0,1681,97,92,342,174,217,45,132,83,85,108,119,102.62,97.32,164,174,229.82,47.4271,132,88.18,90.1,114.68,119,0,0,178,0,0,0,0,0,0,0,0,97,92,164,174,217,45,132,83,85,108,119,6,6,0,0
"1991-11",113,113,0,113,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
"1991-12",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1992-01",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1992-02",109,109,0,109,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0
"1992-03",117,117,0,117,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"1992-04",3133,3144.7851,0,3133,NA,NA,NA,900,900,0,900,98,95,266,89,583,70,309,248,100,176,179,104.08,100.7,266,89,583,70.0051,309,248,100,176,179,0,0,0,0,0,0,0,0,0,0,0,98,95,266,89,583,70,309,248,100,176,179,20,20,0,20
