Date,36_AGG_IrrigDemand,36_AGG_IrrigSupply,36_AGG_IrrigShortage,36_AGG_IrrigSupDirectFlow,36_AGG_MunDemand,36_AGG_MunSupply,36_AGG_MunShortage,36_ADC017_IrrigDemand,36_ADC018_IrrigDemand,36_ADC019_IrrigDemand,36_ADC017_IrrigSupply,36_ADC018_IrrigSupply,36_ADC019_IrrigSupply,36_ADC017_IrrigShortage,36_ADC018_IrrigShortage,36_ADC019_IrrigShortage,36_ADC017_IrrigSupDirectFlow,36_ADC018_IrrigSupDirectFlow,36_ADC019_IrrigSupDirectFlow,3600649_D_IrrigDemand,3600649_D_IrrigSupply,3600649_D_IrrigShortage,3600649_D_IrrigSupDirectFlow,3600662_D_IrrigDemand,3600662_D_IrrigSupply,3600662_D_IrrigShortage,3600662_D_IrrigSupDirectFlow,3600776_D_IrrigDemand,3600776_D_IrrigSupply,3600776_D_IrrigShortage,3600776_D_IrrigSupDirectFlow,3600868_D_IrrigDemand,3600868_D_IrrigSupply,3600868_D_IrrigShortage,3600868_D_IrrigSupDirectFlow,36_KeyMun_MunDemand,36_KeyMun_MunSupply,36_KeyMun_MunShortage
1975-05,6578.0000,6578.0001,0.0000,6578.0001,29.0000,29.0000,.0000,1423.0000,1008.0000,1452.0000,1423.0000,1008.0000,1452.0001,0.0000,0.0000,0.0000,1423.0000,1008.0000,1452.0001,618.0000,618.0000,0.0000,618.0000,1483.0000,1483.0000,0.0000,1483.0000,380.0000,380.0000,0.0000,380.0000,214.0000,214.0000,0.0000,214.0000,29.0000,29.0000,.0000
1975-06,18223.0002,18108.2557,114.7447,18108.2557,46.0000,46.0000,0.0000,5129.0000,2914.0002,1968.0000,5129.0000,2914.0002,1968.0000,0.0000,0.0000,0.0000,5129.0000,2914.0002,1968.0000,3240.0000,3240.0002,0.0000,3240.0002,2822.0000,2822.0000,0.0000,2822.0000,960.0000,960.0000,0.0000,960.0000,1190.0000,1075.2552,114.7447,1075.2552,46.0000,46.0000,0.0000
1975-07,19376.0001,19376.0001,0.0000,19376.0001,67.0000,67.0000,0.0000,6445.0000,3003.0000,1699.9999,6445.0000,3003.0000,1699.9999,0.0000,0.0000,0.0000,6445.0000,3003.0000,1699.9999,3991.0002,3991.0002,0.0000,3991.0002,2062.0000,2062.0000,0.0000,2062.0000,989.9999,989.9999,0.0000,989.9999,1185.0000,1185.0000,0.0000,1185.0000,67.0000,67.0000,0.0000
1975-08,17085.0000,15620.1627,1464.8373,15620.1627,47.0000,47.0000,0.0000,5408.0000,2467.0000,1618.0000,5408.0000,2467.0000,1618.0001,0.0000,0.0000,0.0000,5408.0000,2467.0000,1618.0001,3924.0000,2515.1626,1408.8373,2515.1626,1569.0000,1569.0000,0.0000,1569.0000,1012.0000,1012.0000,0.0000,1012.0000,1087.0000,1031.0000,56.0000,1031.0000,47.0000,47.0000,0.0000
1975-09,9379.9999,7363.0000,2017.0001,7363.0000,31.0000,31.0000,.0000,3006.0000,1069.9999,703.0000,3006.0000,1069.9999,703.0000,0.0000,0.0000,0.0000,3006.0000,1069.9999,703.0000,2890.0000,873.0001,2017.0001,873.0001,1061.0000,1061.0000,0.0000,1061.0000,500.0000,500.0000,0.0000,500.0000,150.0000,150.0000,0.0000,150.0000,31.0000,31.0000,.0000
1975-10,4069.0000,1857.3800,2215.0000,1854.0000,22.0000,22.0000,.0000,1145.0000,150.0000,53.0000,1145.0000,150.0000,56.3800,0.0000,0.0000,0.0000,1145.0000,150.0000,53.0000,2718.0000,503.0000,2215.0000,503.0000,3.0000,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.0000,22.0000,.0000
1975-11,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000
1975-12,1.0000,1.0000,0.0000,1.0000,30.0000,30.0000,.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000
1976-01,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000
1976-02,1.0000,1.0000,0.0000,1.0000,29.0000,29.0000,.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000
1976-03,1.0000,1.0000,0.0000,1.0000,35.0000,35.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0000
1976-04,968.0000,974.4323,0.0000,968.0000,26.0000,26.0000,.0000,115.0000,100.0000,620.0000,121.4323,100.0000,620.0000,0.0000,0.0000,0.0000,115.0000,100.0000,620.0000,0.0000,0.0000,0.0000,0.0000,133.0000,133.0000,0.0000,133.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000,26.0000,.0000
1976-05,8653.0001,8653.0001,.0001,8653.0001,29.0000,29.0000,.0000,1302.0000,2114.0000,1156.0001,1302.0000,2114.0000,1156.0001,0.0000,0.0000,0.0000,1302.0000,2114.0000,1156.0001,409.0000,409.0000,0.0000,409.0000,2741.0000,2741.0000,0.0000,2741.0000,240.0000,240.0000,0.0000,240.0000,691.0000,690.9999,.0001,690.9999,29.0000,29.0000,.0000
1976-06,28752.9995,27530.2548,1222.7448,27530.2548,46.0000,46.0000,0.0000,8619.0000,4091.0000,3027.0000,8619.0000,4091.0000,3027.0000,0.0000,0.0000,0.0000,8619.0000,4091.0000,3027.0000,5783.9995,4705.9995,1078.0001,4705.9995,4912.0000,4912.0000,0.0000,4912.0000,1100.0000,1100.0000,0.0000,1100.0000,1220.0000,1075.2552,144.7447,1075.2552,46.0000,46.0000,0.0000
1976-07,25865.0002,24919.9998,945.0005,24919.9998,67.0000,67.0000,0.0000,8531.0000,3548.0000,3050.0000,8531.0000,3548.0000,3050.0000,0.0000,0.0000,0.0000,8531.0000,3548.0000,3050.0000,5296.0000,4350.9995,945.0005,4350.9995,3335.0002,3335.0002,0.0000,3335.0002,1025.0000,1025.0000,0.0000,1025.0000,1080.0000,1080.0000,0.0000,1080.0000,67.0000,67.0000,0.0000
1976-08,20631.0000,18317.1624,2313.8374,18317.1624,47.0000,47.0000,0.0000,8260.0000,3006.0000,1940.0000,8260.0000,3006.0000,1940.0001,0.0000,0.0000,0.0000,8260.0000,3006.0000,1940.0001,4390.0000,2156.1624,2233.8374,2156.1624,1581.0000,1581.0000,0.0000,1581.0000,489.0000,489.0000,0.0000,489.0000,965.0000,884.9999,80.0000,884.9999,47.0000,47.0000,0.0000
1976-09,17780.0000,13785.6088,3994.3912,13785.6088,31.0000,31.0000,.0000,7109.0000,2675.0000,1235.0000,7109.0000,2675.0000,1235.0000,0.0000,0.0000,0.0000,7109.0000,2675.0000,1235.0000,4249.0000,818.6088,3430.3911,818.6088,1145.0000,1145.0000,0.0000,1145.0000,433.0000,433.0000,0.0000,433.0000,934.0000,370.0000,564.0001,370.0000,31.0000,31.0000,.0000
1976-10,15204.9998,11109.1621,4095.8376,11109.1621,22.0000,22.0000,.0000,5934.0000,2702.9998,313.0000,5934.0000,2702.9998,313.0000,0.0000,0.0000,0.0000,5934.0000,2702.9998,313.0000,4168.0000,662.1624,3505.8376,662.1624,1122.0000,1122.0000,0.0000,1122.0000,0.0000,0.0000,0.0000,0.0000,965.0000,375.0000,590.0000,375.0000,22.0000,22.0000,.0000
1976-11,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000
1976-12,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000
1977-01,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000
1977-02,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000
1977-03,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0000
1977-04,1450.0000,1460.1445,0.0000,1450.0000,26.0000,26.0000,0.0000,148.0000,129.0000,790.0000,156.4645,129.0000,790.0000,0.0000,0.0000,0.0000,148.0000,129.0000,790.0000,8.0000,8.6800,0.0000,8.0000,350.0000,350.0000,0.0000,350.0000,0.0000,1.0000,0.0000,0.0000,25.0000,25.0000,0.0000,25.0000,26.0000,26.0000,0.0000
1977-05,10281.0001,10281.0001,0.0000,10281.0001,29.0000,29.0000,.0000,1690.0000,1162.0000,1670.0000,1690.0000,1162.0000,1670.0000,0.0000,0.0000,0.0000,1690.0000,1162.0000,1670.0000,1676.0000,1676.0000,0.0000,1676.0000,2983.0000,2983.0000,0.0000,2983.0000,700.0001,700.0001,0.0000,700.0001,400.0000,400.0000,0.0000,400.0000,29.0000,29.0000,.0000
1977-06,22925.9999,22838.9994,87.0004,21322.1556,46.0000,46.0000,0.0000,6100.0000,3443.0000,2326.0000,6100.0000,3443.0000,2326.0000,0.0000,0.0000,0.0000,6100.0000,3443.0000,2326.0000,4350.0000,4262.9995,87.0004,2746.1558,4300.0000,4300.0000,0.0000,4300.0000,1440.0000,1440.0000,0.0000,1440.0000,966.9999,966.9999,0.0000,966.9999,46.0000,46.0000,0.0000
1977-07,15410.0005,13856.3828,1613.8377,13796.1628,67.0000,67.0000,0.0000,5150.0005,2693.0000,1007.0000,5150.0005,2693.0000,1067.2200,0.0000,0.0000,0.0000,5150.0005,2693.0000,1007.0000,3117.0000,1783.1624,1333.8376,1783.1624,1467.0000,1467.0000,0.0000,1467.0000,925.0001,925.0001,0.0000,925.0001,1051.0000,770.9999,280.0000,770.9999,67.0000,67.0000,0.0000
1977-08,11469.0000,9535.1624,1933.8376,9535.1624,47.0000,47.0000,0.0000,4108.0000,1097.0000,646.0000,4108.0000,1097.0000,646.0000,0.0000,0.0000,0.0000,4108.0000,1097.0000,646.0000,3117.0000,1183.1624,1933.8376,1183.1624,1569.0000,1569.0000,0.0000,1569.0000,676.0000,676.0000,0.0000,676.0000,256.0000,256.0000,0.0000,256.0000,47.0000,47.0000,0.0000
1977-09,6106.0002,5993.9803,140.0000,4833.0003,31.0000,31.0000,.0000,2328.0002,744.0000,463.0000,2328.0002,744.0000,490.9800,0.0000,0.0000,0.0000,2328.0002,744.0000,463.0000,674.0000,534.0001,140.0000,534.0001,1133.0000,1133.0000,0.0000,0.0000,583.0000,583.0000,0.0000,583.0000,181.0000,181.0000,0.0000,181.0000,31.0000,31.0000,.0000
1977-10,2253.0000,2260.8800,0.0000,2224.2923,22.0000,22.0000,.0000,791.0000,364.0000,128.0000,791.0000,364.0000,135.8800,0.0000,0.0000,0.0000,791.0000,364.0000,128.0000,375.0000,375.0000,0.0000,375.0000,95.0000,95.0000,0.0000,66.2923,400.0000,400.0000,0.0000,400.0000,100.0000,100.0000,0.0000,100.0000,22.0000,22.0000,.0000
1977-11,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000
1977-12,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000
1978-01,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000
1978-02,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000
1978-03,1.0000,1.0000,0.0000,1.0000,35.0000,35.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0000
1978-04,876.0000,881.9475,0.0000,876.0000,26.0000,26.0000,.0000,103.0000,90.0000,550.0000,108.9475,90.0000,550.0000,0.0000,0.0000,0.0000,103.0000,90.0000,550.0000,0.0000,0.0000,0.0000,0.0000,133.0000,133.0000,0.0000,133.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000,26.0000,.0000
1978-05,6918.0000,6918.0000,0.0000,6918.0000,29.0000,29.0000,.0000,1432.0000,1000.0001,1441.0000,1432.0000,1000.0001,1441.0000,0.0000,0.0000,0.0000,1432.0000,1000.0001,1441.0000,682.0000,682.0000,0.0000,682.0000,1699.9999,1699.9999,0.0000,1699.9999,420.0000,420.0000,0.0000,420.0000,243.0000,243.0000,0.0000,243.0000,29.0000,29.0000,.0000
1978-06,23897.0000,23663.2552,233.7447,23663.2552,46.0000,46.0000,0.0000,6673.0000,3503.0000,3065.0002,6673.0000,3503.0000,3065.0002,0.0000,0.0000,0.0000,6673.0000,3503.0000,3065.0002,4374.0000,4374.0000,0.0000,4374.0000,3732.9998,3732.9998,0.0000,3732.9998,1240.0000,1240.0000,0.0000,1240.0000,1309.0000,1075.2552,233.7447,1075.2552,46.0000,46.0000,0.0000
1978-07,17482.9999,17483.0002,0.0000,17483.0002,67.0000,67.0000,0.0000,5762.0000,2953.0000,1592.0000,5762.0000,2953.0000,1592.0001,0.0000,0.0000,0.0000,5762.0000,2953.0000,1592.0001,3322.0000,3322.0002,0.0000,3322.0002,1762.0000,1762.0000,0.0000,1762.0000,1037.9999,1037.9999,0.0000,1037.9999,1054.0000,1054.0000,0.0000,1054.0000,67.0000,67.0000,0.0000
1978-08,10902.0001,10765.0000,137.0000,10765.0000,47.0000,47.0000,0.0000,3543.0000,1705.0000,797.0000,3543.0000,1705.0000,797.0000,0.0000,0.0000,0.0000,3543.0000,1705.0000,797.0000,1992.0000,1992.0000,0.0000,1992.0000,1218.0000,1218.0000,0.0000,1218.0000,722.0000,722.0000,0.0000,722.0000,925.0001,788.0000,137.0000,788.0000,47.0000,47.0000,0.0000
1978-09,8675.0000,6725.9287,1978.3912,6083.9692,31.0000,31.0000,.0000,2428.0000,1577.0000,492.0000,2428.0000,1577.0000,521.3200,0.0000,0.0000,0.0000,2428.0000,1577.0000,492.0000,1928.0001,564.6088,1363.3912,564.6088,793.9999,793.9999,0.0000,181.3605,617.0000,617.0000,0.0000,617.0000,838.9999,224.0000,615.0000,224.0000,31.0000,31.0000,.0000
1978-10,8091.0001,5552.1624,2538.8375,5552.1624,22.0000,22.0000,.0000,2098.0000,1562.0000,314.0000,2098.0000,1562.0000,314.0000,0.0000,0.0000,0.0000,2098.0000,1562.0000,314.0000,1992.0000,198.1624,1793.8375,198.1624,758.0000,758.0000,0.0000,758.0000,500.0001,500.0001,0.0000,500.0001,867.0000,122.0000,745.0000,122.0000,22.0000,22.0000,.0000
1978-11,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000
1978-12,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000
1979-01,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000
1979-02,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000
1979-03,15.0000,15.0000,0.0000,15.0000,35.0000,35.0000,0.0000,0.0000,1.0000,12.0000,0.0000,1.0000,12.0000,0.0000,0.0000,0.0000,0.0000,1.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,35.0000,35.0000,0.0000
1979-04,526.0000,526.0000,0.0000,526.0000,26.0000,26.0000,.0000,16.0000,89.0000,206.0000,16.0000,89.0000,206.0000,0.0000,0.0000,0.0000,16.0000,89.0000,206.0000,2.0000,2.0000,0.0000,2.0000,202.0000,202.0000,0.0000,202.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,11.0000,26.0000,26.0000,.0000
1979-05,6395.0001,6395.0001,0.0000,6395.0001,29.0000,29.0000,.0000,1135.0000,796.0000,1148.0001,1135.0000,796.0000,1148.0001,0.0000,0.0000,0.0000,1135.0000,796.0000,1148.0001,650.0000,650.0000,0.0000,650.0000,2261.0000,2261.0000,0.0000,2261.0000,200.0000,200.0000,0.0000,200.0000,205.0000,205.0000,0.0000,205.0000,29.0000,29.0000,.0000
1979-06,18423.0000,18423.0002,0.0000,18423.0002,46.0000,46.0000,0.0000,5048.0000,3168.0000,1714.0000,5048.0000,3168.0000,1714.0000,0.0000,0.0000,0.0000,5048.0000,3168.0000,1714.0000,3311.0000,3311.0002,0.0000,3311.0002,3620.0000,3620.0000,0.0000,3620.0000,740.0000,740.0000,0.0000,740.0000,822.0000,822.0000,0.0000,822.0000,46.0000,46.0000,0.0000
1979-07,17154.0002,17220.0001,0.0000,17154.0002,67.0000,67.0000,0.0000,6061.0000,2948.0000,1100.0000,6061.0000,2948.0000,1165.9999,0.0000,0.0000,0.0000,6061.0000,2948.0000,1100.0000,3266.0002,3266.0002,0.0000,3266.0002,1908.9999,1908.9999,0.0000,1908.9999,1000.0001,1000.0001,0.0000,1000.0001,870.0000,870.0000,0.0000,870.0000,67.0000,67.0000,0.0000
1979-08,10149.0000,10149.0000,0.0000,10149.0000,47.0000,47.0000,0.0000,4117.0000,1751.0000,658.0000,4117.0000,1751.0000,658.0000,0.0000,0.0000,0.0000,4117.0000,1751.0000,658.0000,1579.0000,1579.0000,0.0000,1579.0000,930.0000,930.0000,0.0000,930.0000,556.0000,556.0000,0.0000,556.0000,558.0000,558.0000,0.0000,558.0000,47.0000,47.0000,0.0000
1979-09,6128.0001,5898.2115,288.0000,5401.4413,31.0000,31.0000,.0000,2150.0000,964.0001,600.0000,2150.0000,964.0001,635.9999,0.0000,0.0000,0.0000,2150.0000,964.0001,600.0000,937.0000,671.0000,266.0000,671.0000,410.0000,432.2115,0.0000,0.0000,817.0000,817.0000,0.0000,788.4413,250.0000,228.0000,22.0000,228.0000,31.0000,31.0000,.0000
1979-10,4751.0000,4031.0001,720.0000,3615.7227,22.0000,22.0000,.0000,1446.0000,579.0000,354.0000,1446.0000,579.0000,354.0000,0.0000,0.0000,0.0000,1446.0000,579.0000,354.0000,874.9999,362.0000,513.0000,362.0000,230.0000,230.0000,0.0000,0.0000,1000.0001,1000.0001,0.0000,814.7227,267.0000,60.0000,207.0000,60.0000,22.0000,22.0000,.0000
1979-11,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,.0000
1979-12,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,.0000
1980-01,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.0000,28.0000,.0000
1980-02,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0000,29.0000,.0000
1980-03,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0000
1980-04,459.0000,461.5170,0.0000,459.0000,26.0000,26.0000,.0000,45.0000,39.0000,240.0000,47.5170,39.0000,240.0000,0.0000,0.0000,0.0000,45.0000,39.0000,240.0000,0.0000,0.0000,0.0000,0.0000,135.0000,135.0000,0.0000,135.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000,26.0000,.0000
1980-05,7930.0002,7930.0002,0.0000,7930.0002,29.0000,29.0000,.0000,1548.0000,1069.0000,1540.9999,1548.0000,1069.0000,1540.9999,0.0000,0.0000,0.0000,1548.0000,1069.0000,1540.9999,836.0000,836.0000,0.0000,836.0000,2150.0002,2150.0002,0.0000,2150.0002,500.0001,500.0001,0.0000,500.0001,286.0000,286.0000,0.0000,286.0000,29.0000,29.0000,.0000
1980-06,23745.9999,23745.9999,0.0000,23745.9999,46.0000,46.0000,0.0000,6336.0000,3579.0000,2416.0000,6336.0000,3579.0000,2416.0000,0.0000,0.0000,0.0000,6336.0000,3579.0000,2416.0000,4383.0000,4383.0000,0.0000,4383.0000,4322.0000,4322.0000,0.0000,4322.0000,1460.0000,1460.0000,0.0000,1460.0000,1249.9999,1249.9999,0.0000,1249.9999,46.0000,46.0000,0.0000
1980-07,17196.0001,17256.8203,0.0000,17196.0004,67.0000,67.0000,0.0000,5977.0000,2720.0000,1017.0001,5977.0000,2720.0000,1077.8199,0.0000,0.0000,0.0000,5977.0000,2720.0000,1017.0001,3067.0000,3067.0002,0.0000,3067.0002,2422.0000,2422.0000,0.0000,2422.0000,950.0001,950.0001,0.0000,950.0001,1043.0000,1043.0000,0.0000,1043.0000,67.0000,67.0000,0.0000
1980-08,10717.9998,10639.1622,78.8377,10639.1622,47.0000,47.0000,0.0000,3611.0000,1402.0000,608.0000,3611.0000,1402.0000,608.0000,0.0000,0.0000,0.0000,3611.0000,1402.0000,608.0000,2040.9999,1962.1624,78.8377,1962.1624,1943.9999,1943.9999,0.0000,1943.9999,589.0000,589.0000,0.0000,589.0000,523.0000,523.0000,0.0000,523.0000,47.0000,47.0000,0.0000
1980-09,6074.0002,5989.9201,108.0000,5966.0002,31.0000,31.0000,.0000,1891.0001,644.0000,402.0000,1891.0001,644.0000,425.9200,0.0000,0.0000,0.0000,1891.0001,644.0000,402.0000,922.0000,814.0000,108.0000,814.0000,1496.0000,1496.0000,0.0000,1496.0000,483.0000,483.0000,0.0000,483.0000,236.0000,236.0000,0.0000,236.0000,31.0000,31.0000,.0000
1980-10,4020.0000,4029.0800,0.0000,3335.1419,22.0000,22.0000,.0000,909.0000,421.0000,148.0000,909.0000,421.0000,157.0800,0.0000,0.0000,0.0000,909.0000,421.0000,148.0000,425.0000,425.0000,0.0000,425.0000,1484.0000,1484.0000,0.0000,799.1419,500.0001,500.0001,0.0000,500.0001,133.0000,133.0000,0.0000,133.0000,22.0000,22.0000,.0000
