Date,37_AGG_IrrigDemand,37_AGG_IrrigSupply,37_AGG_IrrigShortage,37_AGG_IrrigSupDirectFlow,37_AGG_MunDemand,37_AGG_MunSupply,37_AGG_MunShortage,37_ADC029_IrrigDemand,37_ADC030_IrrigDemand,37_ADC031_IrrigDemand,37_ADC029_IrrigSupply,37_ADC030_IrrigSupply,37_ADC031_IrrigSupply,37_ADC029_IrrigShortage,37_ADC030_IrrigShortage,37_ADC031_IrrigShortage,37_ADC029_IrrigSupDirectFlow,37_ADC030_IrrigSupDirectFlow,37_ADC031_IrrigSupDirectFlow
1998-01,31.0000,31.0000,0.0000,31.0000,,,,0.0000,0.0000,31.0000,0.0000,0.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0000
1998-02,28.0000,28.0000,0.0000,28.0000,,,,0.0000,0.0000,28.0000,0.0000,0.0000,28.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.0000
1998-03,31.0000,31.0000,0.0000,31.0000,,,,0.0000,0.0000,31.0000,0.0000,0.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0000
1998-04,377.0000,378.6421,0.0000,377.0000,,,,206.0000,89.0000,82.0000,206.0000,90.6421,82.0000,0.0000,0.0000,0.0000,206.0000,89.0000,82.0000
1998-05,2704.0000,2755.3068,0.0000,2704.0000,,,,1039.0000,1097.0000,568.0000,1056.4728,1097.0000,601.8340,0.0000,0.0000,0.0000,1039.0000,1097.0000,568.0000
1998-06,7157.0001,7157.0005,0.0000,7157.0005,,,,2657.0000,2757.0000,1743.0001,2657.0000,2757.0002,1743.0002,0.0000,0.0000,0.0000,2657.0000,2757.0002,1743.0002
1998-07,7680.0000,7680.0002,0.0000,7680.0002,,,,3088.0000,2869.0000,1723.0000,3088.0000,2869.0002,1723.0000,0.0000,0.0000,0.0000,3088.0000,2869.0002,1723.0000
1998-08,6243.0000,6243.0000,0.0000,6243.0000,,,,2510.0000,2309.0000,1424.0000,2510.0000,2309.0000,1424.0000,0.0000,0.0000,0.0000,2510.0000,2309.0000,1424.0000
1998-09,4614.9999,4614.9999,0.0000,4614.9999,,,,1837.0000,1708.0000,1069.9999,1837.0000,1708.0000,1069.9999,0.0000,0.0000,0.0000,1837.0000,1708.0000,1069.9999
1998-10,3595.0000,3595.0000,0.0000,3595.0000,,,,1362.0000,1418.0000,815.0000,1362.0000,1418.0000,815.0000,0.0000,0.0000,0.0000,1362.0000,1418.0000,815.0000
1998-11,178.0000,178.0000,0.0000,178.0000,,,,0.0000,29.0000,149.0000,0.0000,29.0000,149.0000,0.0000,0.0000,0.0000,0.0000,29.0000,149.0000
1998-12,154.0000,154.0000,0.0000,154.0000,,,,0.0000,0.0000,154.0000,0.0000,0.0000,154.0000,0.0000,0.0000,0.0000,0.0000,0.0000,154.0000
1999-01,154.0000,154.0000,0.0000,154.0000,,,,0.0000,0.0000,154.0000,0.0000,0.0000,154.0000,0.0000,0.0000,0.0000,0.0000,0.0000,154.0000
1999-02,139.0000,139.0000,0.0000,139.0000,,,,0.0000,0.0000,139.0000,0.0000,0.0000,139.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.0000
1999-03,221.0000,221.0000,0.0000,221.0000,,,,67.0000,0.0000,154.0000,67.0000,0.0000,154.0000,0.0000,0.0000,0.0000,67.0000,0.0000,154.0000
1999-04,611.0000,611.8465,0.0000,611.0000,,,,407.0000,50.0000,154.0000,407.0000,50.8465,154.0000,0.0000,0.0000,0.0000,407.0000,50.0000,154.0000
1999-05,2408.0000,2453.3047,0.0000,2408.0000,,,,916.0000,989.0001,503.0000,931.3199,989.0001,532.9847,0.0000,0.0000,0.0000,916.0000,989.0001,503.0000
1999-06,7212.0002,7212.0002,0.0000,7212.0002,,,,2871.0002,2645.0000,1696.0000,2871.0002,2645.0000,1696.0000,0.0000,0.0000,0.0000,2871.0002,2645.0000,1696.0000
1999-07,7221.0001,7220.9999,.0002,7220.9999,,,,3038.0000,2705.0000,1478.0001,3037.9998,2705.0000,1478.0001,.0002,0.0000,0.0000,3037.9998,2705.0000,1478.0001
1999-08,5868.0002,5868.0000,.0002,5868.0000,,,,2480.0000,2087.0002,1301.0000,2479.9998,2087.0002,1301.0000,.0002,0.0000,0.0000,2479.9998,2087.0002,1301.0000
1999-09,4220.0000,4220.0000,0.0000,4220.0000,,,,1796.0000,1256.0000,1168.0000,1796.0000,1256.0000,1168.0000,0.0000,0.0000,0.0000,1796.0000,1256.0000,1168.0000
1999-10,3506.0000,3506.0000,0.0000,3506.0000,,,,1385.0000,1290.0000,831.0000,1385.0000,1290.0000,831.0000,0.0000,0.0000,0.0000,1385.0000,1290.0000,831.0000
1999-11,158.0000,158.0000,0.0000,158.0000,,,,0.0000,38.0000,120.0000,0.0000,38.0000,120.0000,0.0000,0.0000,0.0000,0.0000,38.0000,120.0000
1999-12,168.0000,168.0000,0.0000,168.0000,,,,0.0000,42.0000,126.0000,0.0000,42.0000,126.0000,0.0000,0.0000,0.0000,0.0000,42.0000,126.0000
2000-01,165.0000,165.0000,0.0000,165.0000,,,,0.0000,40.0000,125.0000,0.0000,40.0000,125.0000,0.0000,0.0000,0.0000,0.0000,40.0000,125.0000
2000-02,153.0000,153.0000,0.0000,153.0000,,,,0.0000,38.0000,115.0000,0.0000,38.0000,115.0000,0.0000,0.0000,0.0000,0.0000,38.0000,115.0000
2000-03,169.0000,169.0000,0.0000,169.0000,,,,0.0000,44.0000,125.0000,0.0000,44.0000,125.0000,0.0000,0.0000,0.0000,0.0000,44.0000,125.0000
2000-04,582.0000,582.0000,0.0000,582.0000,,,,336.0000,70.0000,176.0000,336.0000,70.0000,176.0000,0.0000,0.0000,0.0000,336.0000,70.0000,176.0000
2000-05,3004.0001,3057.5563,0.0000,3004.0001,,,,1113.0001,1283.0000,608.0000,1131.3405,1283.0000,643.2158,0.0000,0.0000,0.0000,1113.0001,1283.0000,608.0000
2000-06,7056.0000,7055.9998,.0002,7055.9998,,,,2971.0000,2735.0000,1350.0000,2970.9998,2735.0000,1350.0000,.0002,0.0000,0.0000,2970.9998,2735.0000,1350.0000
2000-07,7259.0000,7259.0000,0.0000,7259.0000,,,,3088.0000,2753.0000,1418.0000,3088.0000,2753.0000,1418.0000,0.0000,0.0000,0.0000,3088.0000,2753.0000,1418.0000
2000-08,5959.0002,5959.0002,0.0000,5959.0002,,,,2590.0000,2173.0002,1196.0000,2590.0000,2173.0002,1196.0000,0.0000,0.0000,0.0000,2590.0000,2173.0002,1196.0000
2000-09,3930.0001,3930.0001,0.0000,3930.0001,,,,1679.0000,1434.0001,817.0000,1679.0000,1434.0001,817.0000,0.0000,0.0000,0.0000,1679.0000,1434.0001,817.0000
2000-10,2865.0000,2865.0000,0.0000,2865.0000,,,,1114.0000,1166.0000,585.0000,1114.0000,1166.0000,585.0000,0.0000,0.0000,0.0000,1114.0000,1166.0000,585.0000
2000-11,179.0000,179.0000,0.0000,179.0000,,,,60.0000,0.0000,119.0000,60.0000,0.0000,119.0000,0.0000,0.0000,0.0000,60.0000,0.0000,119.0000
2000-12,184.0000,184.0000,0.0000,184.0000,,,,61.0000,0.0000,123.0000,61.0000,0.0000,123.0000,0.0000,0.0000,0.0000,61.0000,0.0000,123.0000
2001-01,190.0000,190.0000,0.0000,190.0000,,,,61.0000,0.0000,129.0000,61.0000,0.0000,129.0000,0.0000,0.0000,0.0000,61.0000,0.0000,129.0000
2001-02,171.0000,171.0000,0.0000,171.0000,,,,56.0000,0.0000,115.0000,56.0000,0.0000,115.0000,0.0000,0.0000,0.0000,56.0000,0.0000,115.0000
2001-03,188.0000,188.0000,0.0000,188.0000,,,,61.0000,0.0000,127.0000,61.0000,0.0000,127.0000,0.0000,0.0000,0.0000,61.0000,0.0000,127.0000
2001-04,632.0000,632.0000,0.0000,632.0000,,,,326.0000,46.0000,260.0000,326.0000,46.0000,260.0000,0.0000,0.0000,0.0000,326.0000,46.0000,260.0000
2001-05,2843.0000,2860.8900,0.0000,2843.0000,,,,1064.0000,1114.0000,665.0000,1081.8900,1114.0000,665.0000,0.0000,0.0000,0.0000,1064.0000,1114.0000,665.0000
2001-06,7111.0000,7111.0002,0.0000,7111.0002,,,,2989.0000,2750.0000,1372.0000,2989.0000,2750.0002,1372.0000,0.0000,0.0000,0.0000,2989.0000,2750.0002,1372.0000
2001-07,7326.0001,7325.9999,.0002,7325.9999,,,,3119.0002,2774.0000,1432.9999,3119.0000,2774.0000,1432.9999,.0002,0.0000,0.0000,3119.0000,2774.0000,1432.9999
2001-08,5896.9999,5896.9996,.0002,5896.9996,,,,2560.0000,2153.0000,1183.9999,2559.9998,2153.0000,1183.9999,.0002,0.0000,0.0000,2559.9998,2153.0000,1183.9999
2001-09,4059.0000,4059.0000,0.0000,4059.0000,,,,1805.0000,1371.0000,883.0000,1805.0000,1371.0000,883.0000,0.0000,0.0000,0.0000,1805.0000,1371.0000,883.0000
2001-10,3496.0000,3496.0000,0.0000,3496.0000,,,,1385.0000,1280.0000,831.0000,1385.0000,1280.0000,831.0000,0.0000,0.0000,0.0000,1385.0000,1280.0000,831.0000
2001-11,209.0000,209.0000,0.0000,209.0000,,,,60.0000,30.0000,119.0000,60.0000,30.0000,119.0000,0.0000,0.0000,0.0000,60.0000,30.0000,119.0000
2001-12,217.0000,217.0000,0.0000,217.0000,,,,63.0000,31.0000,123.0000,63.0000,31.0000,123.0000,0.0000,0.0000,0.0000,63.0000,31.0000,123.0000
2002-01,215.0000,215.0000,0.0000,215.0000,,,,61.0000,31.0000,123.0000,61.0000,31.0000,123.0000,0.0000,0.0000,0.0000,61.0000,31.0000,123.0000
2002-02,199.0000,199.0000,0.0000,199.0000,,,,56.0000,28.0000,115.0000,56.0000,28.0000,115.0000,0.0000,0.0000,0.0000,56.0000,28.0000,115.0000
2002-03,290.0000,290.0000,0.0000,290.0000,,,,128.0000,35.0000,127.0000,128.0000,35.0000,127.0000,0.0000,0.0000,0.0000,128.0000,35.0000,127.0000
2002-04,866.0000,866.0000,0.0000,866.0000,,,,650.0000,59.0000,157.0000,650.0000,59.0000,157.0000,0.0000,0.0000,0.0000,650.0000,59.0000,157.0000
2002-05,2955.9999,2970.7060,0.0000,2955.9999,,,,1230.0000,1110.9999,615.0000,1230.0000,1110.9999,629.7061,0.0000,0.0000,0.0000,1230.0000,1110.9999,615.0000
2002-06,7452.0004,7452.0004,.0002,7452.0004,,,,3139.0000,2885.0002,1428.0001,3138.9998,2885.0005,1428.0001,.0002,0.0000,0.0000,3138.9998,2885.0005,1428.0001
2002-07,7489.0000,6598.2898,890.7103,6020.2979,,,,3188.0000,2837.0000,1464.0000,2373.4561,2760.8337,1464.0000,814.5439,76.1664,0.0000,2373.4561,2182.8418,1464.0000
2002-08,5663.0000,5663.0000,.0001,5576.4561,,,,2460.0000,2067.0000,1136.0000,2460.0000,2067.0000,1136.0000,.0001,0.0000,0.0000,2373.4561,2067.0000,1136.0000
2002-09,3823.0002,3823.0002,0.0000,3823.0002,,,,1705.0001,1288.0000,830.0001,1705.0001,1288.0000,830.0001,0.0000,0.0000,0.0000,1705.0001,1288.0000,830.0001
2002-10,2117.0000,2117.0000,0.0000,2117.0000,,,,838.0000,770.0001,509.0000,838.0000,770.0001,509.0000,0.0000,0.0000,0.0000,838.0000,770.0001,509.0000
2002-11,221.0000,221.0000,0.0000,221.0000,,,,72.0000,30.0000,119.0000,72.0000,30.0000,119.0000,0.0000,0.0000,0.0000,72.0000,30.0000,119.0000
2002-12,227.0000,227.0000,0.0000,227.0000,,,,73.0000,31.0000,123.0000,73.0000,31.0000,123.0000,0.0000,0.0000,0.0000,73.0000,31.0000,123.0000
2003-01,221.0000,221.0000,0.0000,221.0000,,,,61.0000,31.0000,129.0000,61.0000,31.0000,129.0000,0.0000,0.0000,0.0000,61.0000,31.0000,129.0000
2003-02,199.0000,199.0000,0.0000,199.0000,,,,56.0000,28.0000,115.0000,56.0000,28.0000,115.0000,0.0000,0.0000,0.0000,56.0000,28.0000,115.0000
2003-03,223.0000,223.0000,0.0000,223.0000,,,,65.0000,31.0000,127.0000,65.0000,31.0000,127.0000,0.0000,0.0000,0.0000,65.0000,31.0000,127.0000
2003-04,505.0000,505.6094,0.0000,505.0000,,,,239.0000,32.0000,234.0000,239.0000,32.6095,234.0000,0.0000,0.0000,0.0000,239.0000,32.0000,234.0000
2003-05,2826.0000,2845.5800,0.0000,2826.0000,,,,1066.0000,1117.0000,643.0000,1083.8231,1117.0000,644.7568,0.0000,0.0000,0.0000,1066.0000,1117.0000,643.0000
2003-06,6746.0005,6746.0002,.0002,6746.0002,,,,2839.0002,2615.0002,1292.0000,2839.0000,2615.0002,1292.0000,.0002,0.0000,0.0000,2839.0000,2615.0002,1292.0000
2003-07,7565.0002,7565.0000,.0002,7565.0000,,,,3223.0000,2863.0002,1479.0000,3222.9998,2863.0002,1479.0000,.0002,0.0000,0.0000,3222.9998,2863.0002,1479.0000
2003-08,6064.0000,6063.9998,.0002,6063.9998,,,,2635.0000,2213.0000,1216.0000,2634.9998,2213.0000,1216.0000,.0002,0.0000,0.0000,2634.9998,2213.0000,1216.0000
2003-09,3752.0000,3752.0000,0.0000,3752.0000,,,,1674.0000,1265.0000,813.0000,1674.0000,1265.0000,813.0000,0.0000,0.0000,0.0000,1674.0000,1265.0000,813.0000
2003-10,3596.9999,3596.9999,0.0000,3596.9999,,,,1423.0000,1319.9999,854.0000,1423.0000,1319.9999,854.0000,0.0000,0.0000,0.0000,1423.0000,1319.9999,854.0000
2003-11,220.0000,220.0000,0.0000,220.0000,,,,71.0000,30.0000,119.0000,71.0000,30.0000,119.0000,0.0000,0.0000,0.0000,71.0000,30.0000,119.0000
2003-12,232.0000,232.0000,0.0000,232.0000,,,,78.0000,31.0000,123.0000,78.0000,31.0000,123.0000,0.0000,0.0000,0.0000,78.0000,31.0000,123.0000
2004-01,224.0000,224.0000,0.0000,224.0000,,,,70.0000,31.0000,123.0000,70.0000,31.0000,123.0000,0.0000,0.0000,0.0000,70.0000,31.0000,123.0000
2004-02,215.0000,215.0000,0.0000,215.0000,,,,70.0000,29.0000,116.0000,70.0000,29.0000,116.0000,0.0000,0.0000,0.0000,70.0000,29.0000,116.0000
2004-03,238.0000,238.0000,0.0000,238.0000,,,,82.0000,31.0000,125.0000,82.0000,31.0000,125.0000,0.0000,0.0000,0.0000,82.0000,31.0000,125.0000
2004-04,529.0000,529.0000,0.0000,529.0000,,,,351.0000,58.0000,120.0000,351.0000,58.0000,120.0000,0.0000,0.0000,0.0000,351.0000,58.0000,120.0000
2004-05,2793.0000,2845.4376,0.0000,2793.0000,,,,1077.0000,1129.0000,587.0000,1094.8733,1129.0000,621.5643,0.0000,0.0000,0.0000,1077.0000,1129.0000,587.0000
2004-06,6980.0002,6980.0002,0.0000,6980.0002,,,,2939.0000,2705.0002,1336.0000,2939.0000,2705.0002,1336.0000,0.0000,0.0000,0.0000,2939.0000,2705.0002,1336.0000
2004-07,6975.0000,6974.9998,.0002,6974.9998,,,,2969.0000,2642.0000,1364.0000,2968.9998,2642.0000,1364.0000,.0002,0.0000,0.0000,2968.9998,2642.0000,1364.0000
2004-08,5572.9999,5572.9999,.0001,5526.4559,,,,2420.0000,2032.9999,1120.0000,2420.0000,2032.9999,1120.0000,.0001,0.0000,0.0000,2373.4561,2032.9999,1120.0000
2004-09,3741.0000,3741.0000,0.0000,3741.0000,,,,1663.0000,1265.0000,813.0000,1663.0000,1265.0000,813.0000,0.0000,0.0000,0.0000,1663.0000,1265.0000,813.0000
2004-10,3084.0000,3084.0000,0.0000,3084.0000,,,,1223.0000,1130.0000,731.0000,1223.0000,1130.0000,731.0000,0.0000,0.0000,0.0000,1223.0000,1130.0000,731.0000
2004-11,209.0000,209.0000,0.0000,209.0000,,,,60.0000,30.0000,119.0000,60.0000,30.0000,119.0000,0.0000,0.0000,0.0000,60.0000,30.0000,119.0000
2004-12,215.0000,215.0000,0.0000,215.0000,,,,61.0000,31.0000,123.0000,61.0000,31.0000,123.0000,0.0000,0.0000,0.0000,61.0000,31.0000,123.0000
2005-01,215.0000,215.0000,0.0000,215.0000,,,,61.0000,31.0000,123.0000,61.0000,31.0000,123.0000,0.0000,0.0000,0.0000,61.0000,31.0000,123.0000
2005-02,196.0000,196.0000,0.0000,196.0000,,,,56.0000,28.0000,112.0000,56.0000,28.0000,112.0000,0.0000,0.0000,0.0000,56.0000,28.0000,112.0000
2005-03,223.0000,223.0000,0.0000,223.0000,,,,67.0000,31.0000,125.0000,67.0000,31.0000,125.0000,0.0000,0.0000,0.0000,67.0000,31.0000,125.0000
2005-04,306.0000,306.7787,0.0000,306.0000,,,,134.0000,52.0000,120.0000,134.0000,52.7787,120.0000,0.0000,0.0000,0.0000,134.0000,52.0000,120.0000
2005-05,3033.0000,3053.9439,0.0000,3033.0000,,,,1306.0000,1120.0000,607.0000,1306.0000,1120.0000,627.9439,0.0000,0.0000,0.0000,1306.0000,1120.0000,607.0000
2005-06,7092.0000,7091.9998,.0002,7091.9998,,,,3178.0000,2620.0000,1294.0000,3177.9998,2620.0000,1294.0000,.0002,0.0000,0.0000,3177.9998,2620.0000,1294.0000
2005-07,7330.9999,7330.9996,.0002,7330.9996,,,,3119.0002,2778.9998,1432.9999,3119.0000,2778.9998,1432.9999,.0002,0.0000,0.0000,3119.0000,2778.9998,1432.9999
2005-08,5711.0002,5711.0000,.0002,5711.0000,,,,2480.0000,2087.0002,1144.0000,2479.9998,2087.0002,1144.0000,.0002,0.0000,0.0000,2479.9998,2087.0002,1144.0000
2005-09,3945.0000,3945.0000,0.0000,3945.0000,,,,1759.0000,1329.0000,857.0000,1759.0000,1329.0000,857.0000,0.0000,0.0000,0.0000,1759.0000,1329.0000,857.0000
2005-10,3520.0001,3520.0001,0.0000,3520.0001,,,,1392.0001,1290.0000,838.0000,1392.0001,1290.0000,838.0000,0.0000,0.0000,0.0000,1392.0001,1290.0000,838.0000
2005-11,52.0000,52.0000,0.0000,52.0000,,,,13.0000,30.0000,9.0000,13.0000,30.0000,9.0000,0.0000,0.0000,0.0000,13.0000,30.0000,9.0000
2005-12,31.0000,31.0000,0.0000,31.0000,,,,0.0000,31.0000,0.0000,0.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0000,0.0000
2006-01,46.0000,46.0000,0.0000,46.0000,,,,14.0000,31.0000,1.0000,14.0000,31.0000,1.0000,0.0000,0.0000,0.0000,14.0000,31.0000,1.0000
2006-02,43.0000,43.0000,0.0000,43.0000,,,,8.0000,28.0000,7.0000,8.0000,28.0000,7.0000,0.0000,0.0000,0.0000,8.0000,28.0000,7.0000
2006-03,40.0000,40.0000,0.0000,40.0000,,,,9.0000,31.0000,0.0000,9.0000,31.0000,0.0000,0.0000,0.0000,0.0000,9.0000,31.0000,0.0000
2006-04,113.0000,113.3724,0.0000,113.0000,,,,79.0000,14.0000,20.0000,79.0000,14.3724,20.0000,0.0000,0.0000,0.0000,79.0000,14.0000,20.0000
2006-05,3371.0001,3423.3366,0.0000,3371.0001,,,,1090.0001,1688.0000,593.0000,1107.0221,1688.0000,628.3145,0.0000,0.0000,0.0000,1090.0001,1688.0000,593.0000
2006-06,7273.0000,7273.0002,0.0000,7273.0002,,,,3064.0000,2815.0000,1394.0000,3064.0000,2815.0002,1394.0000,0.0000,0.0000,0.0000,3064.0000,2815.0002,1394.0000
2006-07,7445.0000,7445.0002,0.0000,7445.0002,,,,3169.0000,2821.0000,1455.0000,3169.0000,2821.0002,1455.0000,0.0000,0.0000,0.0000,3169.0000,2821.0002,1455.0000
2006-08,5809.0000,5809.0000,0.0000,5809.0000,,,,2525.0000,2120.0000,1164.0000,2525.0000,2120.0000,1164.0000,0.0000,0.0000,0.0000,2525.0000,2120.0000,1164.0000
2006-09,4110.0000,4110.0000,0.0000,4110.0000,,,,1879.0000,1335.0000,896.0000,1879.0000,1335.0000,896.0000,0.0000,0.0000,0.0000,1879.0000,1335.0000,896.0000
2006-10,3160.0000,3160.0000,0.0000,3160.0000,,,,1307.9999,1090.0001,762.0000,1307.9999,1090.0001,762.0000,0.0000,0.0000,0.0000,1307.9999,1090.0001,762.0000
2006-11,52.0000,52.0000,0.0000,52.0000,,,,13.0000,30.0000,9.0000,13.0000,30.0000,9.0000,0.0000,0.0000,0.0000,13.0000,30.0000,9.0000
2006-12,31.0000,31.0000,0.0000,31.0000,,,,0.0000,31.0000,0.0000,0.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0000,0.0000
2007-01,33.0000,33.0000,0.0000,33.0000,,,,14.0000,19.0000,0.0000,14.0000,19.0000,0.0000,0.0000,0.0000,0.0000,14.0000,19.0000,0.0000
2007-02,43.0000,43.0000,0.0000,43.0000,,,,8.0000,28.0000,7.0000,8.0000,28.0000,7.0000,0.0000,0.0000,0.0000,8.0000,28.0000,7.0000
2007-03,87.0000,87.0000,0.0000,87.0000,,,,43.0000,31.0000,13.0000,43.0000,31.0000,13.0000,0.0000,0.0000,0.0000,43.0000,31.0000,13.0000
2007-04,583.0000,583.0000,0.0000,583.0000,,,,383.0000,50.0000,150.0000,383.0000,50.0000,150.0000,0.0000,0.0000,0.0000,383.0000,50.0000,150.0000
2007-05,3307.0001,3307.0001,0.0000,3307.0001,,,,1357.0001,1103.0000,847.0000,1357.0001,1103.0000,847.0000,0.0000,0.0000,0.0000,1357.0001,1103.0000,847.0000
2007-06,7338.9995,7338.9993,.0002,7338.9993,,,,3175.9998,2784.9998,1378.0000,3175.9995,2784.9998,1378.0000,.0002,0.0000,0.0000,3175.9995,2784.9998,1378.0000
2007-07,7460.9998,7461.0000,0.0000,7461.0000,,,,3177.0000,2825.9998,1458.0000,3177.0000,2826.0000,1458.0000,0.0000,0.0000,0.0000,3177.0000,2826.0000,1458.0000
2007-08,6090.0000,6090.0000,0.0000,6090.0000,,,,2682.0000,2200.0000,1208.0000,2682.0000,2200.0000,1208.0000,0.0000,0.0000,0.0000,2682.0000,2200.0000,1208.0000
2007-09,4405.0000,4405.0000,0.0000,4405.0000,,,,2057.0000,1335.0000,1013.0000,2057.0000,1335.0000,1013.0000,0.0000,0.0000,0.0000,2057.0000,1335.0000,1013.0000
2007-10,3291.0001,3291.0001,0.0000,3291.0001,,,,1292.0000,1200.0000,799.0001,1292.0000,1200.0000,799.0001,0.0000,0.0000,0.0000,1292.0000,1200.0000,799.0001
2007-11,134.0000,134.0000,0.0000,134.0000,,,,77.0000,30.0000,27.0000,77.0000,30.0000,27.0000,0.0000,0.0000,0.0000,77.0000,30.0000,27.0000
2007-12,150.0000,150.0000,0.0000,150.0000,,,,78.0000,31.0000,41.0000,78.0000,31.0000,41.0000,0.0000,0.0000,0.0000,78.0000,31.0000,41.0000
2008-01,90.0000,90.0000,0.0000,90.0000,,,,72.0000,18.0000,0.0000,72.0000,18.0000,0.0000,0.0000,0.0000,0.0000,72.0000,18.0000,0.0000
2008-02,69.0000,69.0000,0.0000,69.0000,,,,50.0000,12.0000,7.0000,50.0000,12.0000,7.0000,0.0000,0.0000,0.0000,50.0000,12.0000,7.0000
2008-03,65.0000,65.0000,0.0000,65.0000,,,,52.0000,12.0000,1.0000,52.0000,12.0000,1.0000,0.0000,0.0000,0.0000,52.0000,12.0000,1.0000
2008-04,361.0000,362.3205,0.0000,361.0000,,,,197.0000,86.0000,78.0000,197.0000,87.3205,78.0000,0.0000,0.0000,0.0000,197.0000,86.0000,78.0000
2008-05,2770.0000,2770.0000,0.0000,2770.0000,,,,973.0001,1073.0000,723.9999,973.0001,1073.0000,723.9999,0.0000,0.0000,0.0000,973.0001,1073.0000,723.9999
2008-06,7129.0000,7128.9999,.0002,7128.9999,,,,2818.0000,2595.0000,1716.0000,2817.9998,2595.0000,1716.0001,.0002,0.0000,0.0000,2817.9998,2595.0000,1716.0001
2008-07,8143.9998,8143.9996,.0002,8143.9996,,,,3446.9998,2742.0000,1955.0000,3446.9995,2742.0000,1955.0001,.0002,0.0000,0.0000,3446.9995,2742.0000,1955.0001
2008-08,6421.9999,6421.9996,.0002,6421.9996,,,,2692.0000,2073.0000,1656.9999,2691.9998,2073.0000,1656.9999,.0002,0.0000,0.0000,2691.9998,2073.0000,1656.9999
2008-09,4301.0001,4301.0001,0.0000,4301.0001,,,,1986.0001,1271.0000,1044.0000,1986.0001,1271.0000,1044.0000,0.0000,0.0000,0.0000,1986.0001,1271.0000,1044.0000
2008-10,3243.9999,3243.9999,0.0000,3243.9999,,,,1284.9999,1190.0000,769.0000,1284.9999,1190.0000,769.0000,0.0000,0.0000,0.0000,1284.9999,1190.0000,769.0000
2008-11,32.0000,32.0000,0.0000,32.0000,,,,5.0000,0.0000,27.0000,5.0000,0.0000,27.0000,0.0000,0.0000,0.0000,5.0000,0.0000,27.0000
2008-12,41.0000,41.0000,0.0000,41.0000,,,,0.0000,0.0000,41.0000,0.0000,0.0000,41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.0000
2009-01,32.0000,32.0000,0.0000,32.0000,,,,0.0000,0.0000,32.0000,0.0000,0.0000,32.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000
2009-02,23.0000,23.0000,0.0000,23.0000,,,,0.0000,0.0000,23.0000,0.0000,0.0000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0000
2009-03,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2009-04,313.0000,314.3374,0.0000,313.0000,,,,171.0000,73.0000,69.0000,171.0000,74.3374,69.0000,0.0000,0.0000,0.0000,171.0000,73.0000,69.0000
2009-05,3457.0000,3457.0000,0.0000,3457.0000,,,,1578.0000,1117.0000,762.0000,1578.0000,1117.0000,762.0000,0.0000,0.0000,0.0000,1578.0000,1117.0000,762.0000
2009-06,6785.0000,6784.9998,.0002,6784.9998,,,,2914.0002,2589.9998,1281.0000,2914.0000,2589.9998,1281.0000,.0002,0.0000,0.0000,2914.0000,2589.9998,1281.0000
2009-07,6758.9998,6758.9998,0.0000,6758.9998,,,,3152.0000,2267.9998,1339.0000,3152.0000,2267.9998,1339.0000,0.0000,0.0000,0.0000,3152.0000,2267.9998,1339.0000
2009-08,5313.9998,5313.9998,0.0000,5313.9998,,,,2500.9998,1660.0000,1153.0000,2500.9998,1660.0000,1153.0000,0.0000,0.0000,0.0000,2500.9998,1660.0000,1153.0000
2009-09,4095.0000,4095.0000,0.0000,4095.0000,,,,1886.0000,1212.0000,997.0000,1886.0000,1212.0000,997.0000,0.0000,0.0000,0.0000,1886.0000,1212.0000,997.0000
2009-10,2572.0000,2572.0000,0.0000,2572.0000,,,,1230.0000,690.0000,652.0000,1230.0000,690.0000,652.0000,0.0000,0.0000,0.0000,1230.0000,690.0000,652.0000
2009-11,136.0000,136.0000,0.0000,136.0000,,,,106.0000,30.0000,0.0000,106.0000,30.0000,0.0000,0.0000,0.0000,0.0000,106.0000,30.0000,0.0000
2009-12,130.0000,130.0000,0.0000,130.0000,,,,99.0000,31.0000,0.0000,99.0000,31.0000,0.0000,0.0000,0.0000,0.0000,99.0000,31.0000,0.0000
2010-01,124.0000,124.0000,0.0000,124.0000,,,,93.0000,31.0000,0.0000,93.0000,31.0000,0.0000,0.0000,0.0000,0.0000,93.0000,31.0000,0.0000
2010-02,133.0000,133.0000,0.0000,133.0000,,,,105.0000,28.0000,0.0000,105.0000,28.0000,0.0000,0.0000,0.0000,0.0000,105.0000,28.0000,0.0000
2010-03,287.0000,287.0000,0.0000,287.0000,,,,256.0000,31.0000,0.0000,256.0000,31.0000,0.0000,0.0000,0.0000,0.0000,256.0000,31.0000,0.0000
