"Date","52_AGG_IrrigDemand","52_AGG_IrrigSupply","52_AGG_IrrigShortage","52_AGG_IrrigSupDirectFlow","52_AGG_MunDemand","52_AGG_MunSupply","52_AGG_MunShortage","52_ADC021_IrrigDemand","52_ADC027_IrrigDemand","52_ADC021_IrrigSupply","52_ADC027_IrrigSupply","52_ADC021_IrrigShortage","52_ADC027_IrrigShortage","52_ADC021_IrrigSupDirectFlow","52_ADC027_IrrigSupDirectFlow"
"1970-10",186,186,0,186,NA,NA,NA,99,87,99,87,0,0,99,87
"1970-11",8,8,0,8,NA,NA,NA,3,5,3,5,0,0,3,5
"1970-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1971-01",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1971-02",3,3,0,3,NA,NA,NA,0,3,0,3,0,0,0,3
"1971-03",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1971-04",358,358,0,358,NA,NA,NA,236,122,236,122,0,0,236,122
"1971-05",4450,4449.9998,2e-04,4449.9998,NA,NA,NA,3233,1217,3232.9998,1217,2e-04,0,3232.9998,1217
"1971-06",7130.9995,7130.9996,0,7130.9996,NA,NA,NA,5318.9995,1812,5318.9995,1812.0001,0,0,5318.9995,1812.0001
"1971-07",4207,4206.9998,2e-04,4206.9998,NA,NA,NA,3276,931,3275.9998,931,2e-04,0,3275.9998,931
"1971-08",2238,2252.5973,0,2238,NA,NA,NA,1776,462,1776,476.5973,0,0,1776,462
"1971-09",1317.0001,1327.3858,0,1317.0001,NA,NA,NA,994.0001,323,994.0001,333.3858,0,0,994.0001,323
"1971-10",516,516,0,516,NA,NA,NA,420,96,420,96,0,0,420,96
"1971-11",8,8,0,8,NA,NA,NA,3,5,3,5,0,0,3,5
"1971-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1972-01",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1972-02",3,3,0,3,NA,NA,NA,0,3,0,3,0,0,0,3
"1972-03",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1972-04",835,835,0,835,NA,NA,NA,495,340,495,340,0,0,495,340
"1972-05",4359,4358.9998,2e-04,4358.9998,NA,NA,NA,3193,1166,3192.9998,1166,2e-04,0,3192.9998,1166
"1972-06",7130.9995,7130.9996,0,7130.9996,NA,NA,NA,5318.9995,1812,5318.9995,1812.0001,0,0,5318.9995,1812.0001
"1972-07",4714.9998,4714.9995,2e-04,4714.9995,NA,NA,NA,3695.9998,1019,3695.9995,1019,2e-04,0,3695.9995,1019
"1972-08",1993.9999,2007.0484,0,1993.9999,NA,NA,NA,1583.9999,410,1583.9999,423.0485,0,0,1583.9999,410
"1972-09",1162,1171.2719,0,1162,NA,NA,NA,874,288,874,297.2719,0,0,874,288
"1972-10",186,186,0,186,NA,NA,NA,99,87,99,87,0,0,99,87
"1972-11",8,8,0,8,NA,NA,NA,3,5,3,5,0,0,3,5
"1972-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1973-01",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1973-02",3,3,0,3,NA,NA,NA,0,3,0,3,0,0,0,3
"1973-03",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1973-04",517,517,0,517,NA,NA,NA,218,299,218,299,0,0,218,299
"1973-05",3984,3983.9998,2e-04,3983.9998,NA,NA,NA,2767,1217,2766.9998,1217,2e-04,0,2766.9998,1217
"1973-06",7130.9995,7130.9996,0,7130.9996,NA,NA,NA,5318.9995,1812,5318.9995,1812.0001,0,0,5318.9995,1812.0001
"1973-07",7453,7453.0001,0,7453.0001,NA,NA,NA,5864,1589,5864,1589.0001,0,0,5864,1589.0001
"1973-08",2338,2353.2339,0,2338,NA,NA,NA,1856,482,1856,497.2339,0,0,1856,482
"1973-09",1279,1288.7068,0,1279,NA,NA,NA,974,305,974,314.7068,0,0,974,305
"1973-10",740,745.4103,0,740,NA,NA,NA,570,170,570,175.4103,0,0,570,170
"1973-11",5,5,0,5,NA,NA,NA,0,5,0,5,0,0,0,5
"1973-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1974-01",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1974-02",3,3,0,3,NA,NA,NA,0,3,0,3,0,0,0,3
"1974-03",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"1974-04",370,370,0,370,NA,NA,NA,160,210,160,210,0,0,160,210
"1974-05",5718,5718,0,5718,NA,NA,NA,4144,1574,4144,1574,0,0,4144,1574
"1974-06",6904,6904.0001,0,6904.0001,NA,NA,NA,5266,1638,5266,1638.0001,0,0,5266,1638.0001
"1974-07",3962,3962.0849,0,3962.0001,NA,NA,NA,3166,796,3166,796.0849,0,0,3166,796.0001
"1974-08",2699,2716.0267,0,2699,NA,NA,NA,2164,535,2164,552.0267,0,0,2164,535
"1974-09",1440,1450.8207,0,1440,NA,NA,NA,1100,340,1100,350.8207,0,0,1100,340
"1974-10",665,669.9754,0,665,NA,NA,NA,512,153,512,157.9754,0,0,512,153
"1974-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1974-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1975-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1975-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1975-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1975-04",138,138,0,138,NA,NA,NA,3,135,3,135,0,0,3,135
"1975-05",3581.9998,3581.9998,0,3581.9998,NA,NA,NA,2493.9998,1088,2493.9998,1088,0,0,2493.9998,1088
"1975-06",9613.0005,9613.0005,0,9613.0005,NA,NA,NA,7448.0005,2165,7448.0005,2165,0,0,7448.0005,2165
"1975-07",9415,9415.0001,0,9415.0001,NA,NA,NA,7462,1953,7462,1953.0001,0,0,7462,1953.0001
"1975-08",4630,4630,0,4630,NA,NA,NA,3878,752,3878,752,0,0,3878,752
"1975-09",1737,1749.6878,0,1737,NA,NA,NA,1335,402,1335,414.6878,0,0,1335,402
"1975-10",854,854,0,854,NA,NA,NA,664,190,664,190,0,0,664,190
"1975-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1975-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1976-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1976-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1976-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1976-04",587,587,0,587,NA,NA,NA,347,240,347,240,0,0,347,240
"1976-05",4703,4703.0001,0,4703.0001,NA,NA,NA,3051,1652,3051,1652.0001,0,0,3051,1652.0001
"1976-06",6430.0001,6430.0002,0,6430.0002,NA,NA,NA,4725,1705.0001,4725,1705.0002,0,0,4725,1705.0002
"1976-07",4652.9999,4653.0742,0,4652.9999,NA,NA,NA,3644,1008.9999,3644,1009.0742,0,0,3644,1008.9999
"1976-08",2248,2262.6398,0,2248,NA,NA,NA,1788,460,1788,474.6398,0,0,1788,460
"1976-09",1230.9999,1240.8659,0,1230.9999,NA,NA,NA,920.9999,310,920.9999,319.8659,0,0,920.9999,310
"1976-10",393,393,0,393,NA,NA,NA,288,105,288,105,0,0,288,105
"1976-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1976-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1977-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1977-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1977-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1977-04",430,430,0,430,NA,NA,NA,253,177,253,177,0,0,253,177
"1977-05",4769,4769.0001,0,4769.0001,NA,NA,NA,3480,1289,3480,1289.0001,0,0,3480,1289.0001
"1977-06",7171,7171.0001,0,7171.0001,NA,NA,NA,5395,1776,5395,1776.0001,0,0,5395,1776.0001
"1977-07",3155,3155.0955,0,3155,NA,NA,NA,2472,683,2472,683.0955,0,0,2472,683
"1977-08",2215,2226.2556,0,2215,NA,NA,NA,1858,357,1858,368.2556,0,0,1858,357
"1977-09",1940,1951.5739,0,1940,NA,NA,NA,1573,367,1573,378.5739,0,0,1573,367
"1977-10",574,578.0949,0,574,NA,NA,NA,442,132,442,136.0949,0,0,442,132
"1977-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1977-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1978-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1978-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1978-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1978-04",719,719,0,719,NA,NA,NA,426,293,426,293,0,0,426,293
"1978-05",4346.0002,4346.0002,0,4346.0002,NA,NA,NA,3172.0002,1174,3172.0002,1174,0,0,3172.0002,1174
"1978-06",8173.9994,8173.9994,0,8173.9994,NA,NA,NA,6276.9995,1896.9999,6276.9995,1896.9999,0,0,6276.9995,1896.9999
"1978-07",8682,8682,0,8682,NA,NA,NA,7103,1579,7103,1579,0,0,7103,1579
"1978-08",7400,7400,0,7400,NA,NA,NA,6148,1252,6148,1252,0,0,6148,1252
"1978-09",6239.9995,6239.9995,0,5784.7169,NA,NA,NA,4472.9995,1767,4472.9995,1767,0,0,4148.4336,1636.2833
"1978-10",4372,4371.9998,2e-04,4371.9998,NA,NA,NA,3636,736,3635.9998,736.0001,2e-04,0,3635.9998,736.0001
"1978-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1978-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1979-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1979-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1979-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1979-04",166,166,0,166,NA,NA,NA,99,67,99,67,0,0,99,67
"1979-05",4246,4245.9999,2e-04,4245.9999,NA,NA,NA,2850,1396,2849.9998,1396.0001,2e-04,0,2849.9998,1396.0001
"1979-06",7458.0001,7458.0001,0,7458.0001,NA,NA,NA,5519,1939.0001,5519,1939.0001,0,0,5519,1939.0001
"1979-07",5179,5179,0,5179,NA,NA,NA,3755,1424,3755,1424,0,0,3755,1424
"1979-08",2603,2603,0,2603,NA,NA,NA,1796,807,1796,807,0,0,1796,807
"1979-09",1963,1974.6376,0,1963,NA,NA,NA,1474,489,1474,500.6376,0,0,1474,489
"1979-10",758,758,0,758,NA,NA,NA,497,261,497,261,0,0,497,261
"1979-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1979-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1980-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1980-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1980-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1980-04",177,177,0,177,NA,NA,NA,117,60,117,60,0,0,117,60
"1980-05",4754.0002,4754.0001,2e-04,4754.0001,NA,NA,NA,3497.0002,1257,3497,1257.0001,2e-04,0,3497,1257.0001
"1980-06",10484,10484,0,10484,NA,NA,NA,8250,2234,8250,2234,0,0,8250,2234
"1980-07",9300.9999,9301,0,9301,NA,NA,NA,7493,1807.9999,7493,1808,0,0,7493,1808
"1980-08",7154,7154,0,7154,NA,NA,NA,6005,1149,6005,1149,0,0,6005,1149
"1980-09",6257,6257.0001,0,6257.0001,NA,NA,NA,5308,949,5308,949.0001,0,0,5308,949.0001
"1980-10",6434.9999,6434.9999,0,4489.1694,NA,NA,NA,5467,967.9999,5467,967.9999,0,0,3705.635,783.5344
"1980-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1980-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1981-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1981-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1981-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1981-04",1077,1077,0,1077,NA,NA,NA,637,440,637,440,0,0,637,440
"1981-05",4888,4888,0,4888,NA,NA,NA,3658,1230,3658,1230,0,0,3658,1230
"1981-06",6515,6515.0001,0,6515.0001,NA,NA,NA,4980,1535,4980,1535.0001,0,0,4980,1535.0001
"1981-07",4109,4108.9998,2e-04,4108.9998,NA,NA,NA,3216,893,3215.9998,893,2e-04,0,3215.9998,893
"1981-08",2742.0002,2759.7802,0,2742.0002,NA,NA,NA,2180.0002,562,2180.0002,579.7799,0,0,2180.0002,562
"1981-09",1942,1954.7727,0,1942,NA,NA,NA,1544,398,1544,410.7727,0,0,1544,398
"1981-10",232,233.7928,0,232,NA,NA,NA,179,53,179,54.7928,0,0,179,53
"1981-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1981-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1982-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1982-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1982-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1982-04",177,177,0,177,NA,NA,NA,117,60,117,60,0,0,117,60
"1982-05",4652,4651.9999,2e-04,4651.9999,NA,NA,NA,3399,1253,3398.9998,1253.0001,2e-04,0,3398.9998,1253.0001
"1982-06",10403.9995,10403.9995,0,10403.9995,NA,NA,NA,8180.9995,2223,8180.9995,2223,0,0,8180.9995,2223
"1982-07",8735,8735.0001,0,8735.0001,NA,NA,NA,6960,1775,6960,1775.0001,0,0,6960,1775.0001
"1982-08",3833,3832.9998,2e-04,3832.9998,NA,NA,NA,3038,795,3037.9998,795,2e-04,0,3037.9998,795
"1982-09",1430.0001,1430.0001,0,1430.0001,NA,NA,NA,1009.0001,421,1009.0001,421,0,0,1009.0001,421
"1982-10",361,361,0,361,NA,NA,NA,191,170,191,170,0,0,191,170
"1982-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1982-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1983-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1983-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1983-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1983-04",797,797,0,797,NA,NA,NA,662,135,662,135,0,0,662,135
"1983-05",5453,5453,0,5453,NA,NA,NA,4633,820,4633,820,0,0,4633,820
"1983-06",11191,11191,0,11191,NA,NA,NA,8847,2344,8847,2344,0,0,8847,2344
"1983-07",10625,10625,0,10625,NA,NA,NA,8501,2124,8501,2124,0,0,8501,2124
"1983-08",6933.0004,6933.0004,0,6933.0004,NA,NA,NA,5892.0005,1040.9999,5892.0005,1040.9999,0,0,5892.0005,1040.9999
"1983-09",3089,3088.9998,2e-04,3088.9998,NA,NA,NA,2516,573,2515.9998,573,2e-04,0,2515.9998,573
"1983-10",607,611.4556,0,607,NA,NA,NA,467,140,467,144.4556,0,0,467,140
"1983-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1983-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1984-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1984-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1984-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1984-04",145,145,0,145,NA,NA,NA,85,60,85,60,0,0,85,60
"1984-05",4724,4723.9998,2e-04,4723.9998,NA,NA,NA,3450,1274,3449.9998,1274,2e-04,0,3449.9998,1274
"1984-06",9758,9758,0,9758,NA,NA,NA,7876,1882,7876,1882,0,0,7876,1882
"1984-07",11017,11017,0,11017,NA,NA,NA,8892,2125,8892,2125,0,0,8892,2125
"1984-08",6683.9999,6684,0,6684,NA,NA,NA,4992,1691.9999,4992,1692,0,0,4992,1692
"1984-09",2260.9999,2260.9999,0,2260.9999,NA,NA,NA,1625,635.9999,1625,635.9999,0,0,1625,635.9999
"1984-10",136,136.4349,0,136,NA,NA,NA,119,17,119,17.4349,0,0,119,17
"1984-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1984-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1985-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1985-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1985-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1985-04",461,461,0,461,NA,NA,NA,274,187,274,187,0,0,274,187
"1985-05",4394.9999,4394.9999,0,4394.9999,NA,NA,NA,3206,1188.9999,3206,1188.9999,0,0,3206,1188.9999
"1985-06",10744,10744,0,10744,NA,NA,NA,8252,2492,8252,2492,0,0,8252,2492
"1985-07",10454.0002,10454.0002,0,10454.0002,NA,NA,NA,8351,2103.0002,8351,2103.0002,0,0,8351,2103.0002
"1985-08",5679,5679,0,5679,NA,NA,NA,4354,1325,4354,1325,0,0,4354,1325
"1985-09",1479.9999,1479.9999,0,1479.9999,NA,NA,NA,883.9999,596,883.9999,596,0,0,883.9999,596
"1985-10",366,366,0,366,NA,NA,NA,127,239,127,239,0,0,127,239
"1985-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1985-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1986-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1986-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1986-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1986-04",325,325,0,325,NA,NA,NA,125,200,125,200,0,0,125,200
"1986-05",6555.9998,6555.9998,0,6555.9998,NA,NA,NA,4420,2135.9998,4420,2135.9998,0,0,4420,2135.9998
"1986-06",10461,10461,0,10461,NA,NA,NA,7928,2533,7928,2533,0,0,7928,2533
"1986-07",8693,8693,0,8693,NA,NA,NA,7006,1687,7006,1687,0,0,7006,1687
"1986-08",4252,4251.9998,2e-04,4251.9998,NA,NA,NA,3387,865,3386.9998,865,2e-04,0,3386.9998,865
"1986-09",1402,1402,0,1402,NA,NA,NA,915,487,915,487,0,0,915,487
"1986-10",601,601,0,601,NA,NA,NA,382,219,382,219,0,0,382,219
"1986-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1986-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1987-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1987-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1987-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1987-04",760,760,0,760,NA,NA,NA,447,313,447,313,0,0,447,313
"1987-05",5311,5311,0,5311,NA,NA,NA,4130,1181,4130,1181,0,0,4130,1181
"1987-06",8363,8363,0,8363,NA,NA,NA,5971,2392,5971,2392,0,0,5971,2392
"1987-07",4828,4828,0,4828,NA,NA,NA,3463,1365,3463,1365,0,0,3463,1365
"1987-08",2275,2289.8413,0,2275,NA,NA,NA,1812,463,1812,477.8413,0,0,1812,463
"1987-09",1827,1841.5231,0,1827,NA,NA,NA,1374,453,1374,467.5231,0,0,1374,453
"1987-10",474,477.5008,0,474,NA,NA,NA,364,110,364,113.5008,0,0,364,110
"1987-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1987-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1988-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1988-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1988-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1988-04",1226.0001,1226.0001,0,1226.0001,NA,NA,NA,799.0001,427,799.0001,427,0,0,799.0001,427
"1988-05",8348,8348,0,8348,NA,NA,NA,5963,2385,5963,2385,0,0,5963,2385
"1988-06",9598,9597.9998,2e-04,9597.9998,NA,NA,NA,6871,2727,6871,2726.9998,0,2e-04,6871,2726.9998
"1988-07",4748,4748,0,4748,NA,NA,NA,3572,1176,3572,1176,0,0,3572,1176
