"Date","68_AGG_IrrigDemand","68_AGG_IrrigSupply","68_AGG_IrrigShortage","68_AGG_IrrigSupDirectFlow","68_AGG_MunDemand","68_AGG_MunSupply","68_AGG_MunShortage","68_ADG033_IrrigDemand","68_ADG034_IrrigDemand","68_ADG033_IrrigSupply","68_ADG034_IrrigSupply","68_ADG033_IrrigShortage","68_ADG034_IrrigShortage","68_ADG033_IrrigSupDirectFlow","68_ADG034_IrrigSupDirectFlow"
"2010-06",11381.9993,11381.9993,0,11381.9993,NA,NA,NA,4071.9998,7309.9995,4071.9998,7309.9995,0,0,4071.9998,7309.9995
"2010-07",10945,10314.8154,630.1846,10314.8154,NA,NA,NA,3883,7062,3252.8154,7062,630.1846,0,3252.8154,7062
"2010-08",6418,5968.4536,449.5465,5968.4536,NA,NA,NA,2049,4369,2049,3919.4536,0,449.5465,2049,3919.4536
"2010-09",3736,3579.3623,156.6377,3579.3623,NA,NA,NA,1195,2541,1038.3623,2541,156.6377,0,1038.3623,2541
"2010-10",2565,2565,0,2565,NA,NA,NA,839,1726,839,1726,0,0,839,1726
"2010-11",768,768,0,768,NA,NA,NA,179,589,179,589,0,0,179,589
"2010-12",515,515,0,515,NA,NA,NA,99,416,99,416,0,0,99,416
"2011-01",324,324,0,324,NA,NA,NA,0,324,0,324,0,0,0,324
"2011-02",300,300,0,300,NA,NA,NA,0,300,0,300,0,0,0,300
"2011-03",362,362,0,362,NA,NA,NA,0,362,0,362,0,0,0,362
"2011-04",841,841,0,841,NA,NA,NA,98,743,98,743,0,0,98,743
"2011-05",3880.9999,3880.9999,0,3880.9999,NA,NA,NA,1145.9999,2735,1145.9999,2735,0,0,1145.9999,2735
"2011-06",10912,10912.0002,0,10912.0002,NA,NA,NA,3379,7533,3379.0002,7533,0,0,3379.0002,7533
"2011-07",13711.999,13711.999,0,13711.999,NA,NA,NA,3524,10187.999,3524,10187.999,0,0,3524,10187.999
"2011-08",7136,7136,0,7136,NA,NA,NA,1880,5256,1880,5256,0,0,1880,5256
"2011-09",3950,3950,0,3950,NA,NA,NA,1556,2394,1556,2394,0,0,1556,2394
"2011-10",1472,1472,0,1472,NA,NA,NA,356,1116,356,1116,0,0,356,1116
"2011-11",799,799,0,799,NA,NA,NA,83,716,83,716,0,0,83,716
"2011-12",599,599,0,599,NA,NA,NA,0,599,0,599,0,0,0,599
"2012-01",438,438,0,438,NA,NA,NA,0,438,0,438,0,0,0,438
"2012-02",364,364,0,364,NA,NA,NA,0,364,0,364,0,0,0,364
"2012-03",266,266,0,266,NA,NA,NA,19,247,19,247,0,0,19,247
"2012-04",1183,1183,0,1183,NA,NA,NA,164,1019,164,1019,0,0,164,1019
"2012-05",4483,4194.871,288.1291,3906.7418,NA,NA,NA,1324,3159,1035.871,3159,288.1291,0,747.7418,3159
"2012-06",10847,9245.3315,1601.6691,8985.8331,NA,NA,NA,3250,7597,1648.3311,7597.0005,1601.6691,0,1388.8326,7597.0005
"2012-07",8821,5287.3615,3533.6382,4992.7308,NA,NA,NA,2771,6050,1953.3544,3334.0071,817.6456,2715.9927,1953.3544,3039.3765
"2012-08",4599,4527.3765,71.6234,4527.3765,NA,NA,NA,1488,3111,1488,3039.3765,0,71.6234,1488,3039.3765
"2012-09",2852.0001,2852.0001,0,2852.0001,NA,NA,NA,913,1939.0001,913,1939.0001,0,0,913,1939.0001
"2012-10",2888,1503.3867,1384.6133,1009.674,NA,NA,NA,767,2121,299,1204.3867,468,916.6133,0,1009.674
"2012-11",1051,1051,0,1051,NA,NA,NA,146,905,146,905,0,0,146,905
"2012-12",584,584,0,584,NA,NA,NA,31,553,31,553,0,0,31,553
