"Date","57_AGG_IrrigDemand","57_AGG_IrrigSupply","57_AGG_IrrigShortage","57_AGG_IrrigSupDirectFlow","57_AGG_MunDemand","57_AGG_MunSupply","57_AGG_MunShortage","5700508_D_IrrigDemand","5700508_D_IrrigSupply","5700508_D_IrrigShortage","5700508_D_IrrigSupDirectFlow","57_ADY009_IrrigDemand","57_ADY010_IrrigDemand","57_ADY011_IrrigDemand","57_ADY012_IrrigDemand","57_ADY009_IrrigSupply","57_ADY010_IrrigSupply","57_ADY011_IrrigSupply","57_ADY012_IrrigSupply","57_ADY009_IrrigShortage","57_ADY010_IrrigShortage","57_ADY011_IrrigShortage","57_ADY012_IrrigShortage","57_ADY009_IrrigSupDirectFlow","57_ADY010_IrrigSupDirectFlow","57_ADY011_IrrigSupDirectFlow","57_ADY012_IrrigSupDirectFlow","5700555_D_IrrigDemand","5700555_D_IrrigSupply","5700555_D_IrrigShortage","5700555_D_IrrigSupDirectFlow","5700576_D_IrrigDemand","5700576_D_IrrigSupply","5700576_D_IrrigShortage","5700576_D_IrrigSupDirectFlow","5700579_D_IrrigDemand","5700579_D_IrrigSupply","5700579_D_IrrigShortage","5700579_D_IrrigSupDirectFlow","5700623_D_IrrigDemand","5700623_D_IrrigSupply","5700623_D_IrrigShortage","5700623_D_IrrigSupDirectFlow","57_AMY001_MunDemand","57_AMY001_MunSupply","57_AMY001_MunShortage","5700512_MunDemand","5700512_MunSupply","5700512_MunShortage"
"2011-12",17,17,0,17,465,465,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,438,438,0
"2012-01",13,13,0,13,455,455,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,427,427,0
"2012-02",10,10,0,10,421,421,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,396,396,0
"2012-03",10,10,0,10,467,467,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,427,427,0
"2012-04",2110,2110.82,0,2110,372,372,0,1357,1357,0,1357,78,44,57,143,78,44,57,143,0,0,0,0,78,44,57,143,17,17.82,0,17,364,364,0,364,30,30,0,30,20,20,0,20,42,42,0,330,330,0
"2012-05",4387,4387.0001,0,4387.0001,418,418,0,1279,1279,0,1279,399,254,629,476,399,254,629,476,0,0,0,0,399,254,629,476,124,124,0,124,624,624.0001,0,624.0001,308,308,0,308,294,294,0,294,65,65,0,353,353,0
"2012-06",6414,6028.8742,385.1258,6028.8742,541,541,0,1442,1442,0,1442,429,597,1150,819,429,597,1149.9998,799.1641,0,0,2e-04,19.8359,429,597,1149.9998,799.1641,464,464,0,464,455,143.4071,311.5929,143.4071,608,608,0,608,450,396.3033,53.6967,396.3033,58,58,0,483,483,0
"2012-07",4354.9999,3728.6725,660.1859,3616.814,633,633,0,1676.9999,1676.9999,0,1676.9999,238,343,535,544,246.4296,343,560.4289,400.2901,0,0,0,143.7099,238,343,535.0001,400.2901,390,78,312,0,317,112.524,204.476,112.524,156,156,0,156,155,155,0,155,54,54,0,579,579,0
"2012-08",3697,2896.0856,840.9726,2826.8072,617.9999,617.9999,0,1673,1119.2255,553.7746,1119.2255,185,280,508,368,196.0341,280,532.304,328.3486,0,0,0,39.6514,185,280,508,328.3486,222,26.425,195.575,0,82,86.72,0,82,260,214.5949,45.4051,214.5949,119,112.4336,6.5664,109.6382,45,45,0,572.9999,572.9999,0
"2012-09",2250.0001,1323.8168,934.8833,1238.1453,580.9999,580.9999,0,1164.0001,357.03,806.9701,357.03,130,197,303,231,109.6781,197,288.6204,217.7883,20.3219,0,14.3796,13.2117,69.0258,197,252.3012,217.7883,80,0,80,0,38,40.48,0,38,57,60.22,0,57,50,53,0,50,38,38,0,542.9999,542.9999,0
"2012-10",674,677.0261,0,674,478,478,0,330,330,0,330,60,100,67,45,60,100,70.0261,45,0,0,0,0,60,100,67,45,14,14,0,14,30,30,0,30,11,11,0,11,17,17,0,17,37,37,0,441,441,0
"2012-11",229,229,0,229,449,449,0,0,0,0,0,1,19,0,30,1,19,0,30,0,0,0,0,1,19,0,30,149,149,0,149,30,30,0,30,0,0,0,0,0,0,0,0,25,25,0,424,424,0
"2012-12",84,84,0,84,465,465,0,0,0,0,0,1,19,0,10,1,19,0,10,0,0,0,0,1,19,0,10,45,45,0,45,9,9,0,9,0,0,0,0,0,0,0,0,27,27,0,438,438,0
