"Date","28_AGG_IrrigDemand","28_AGG_IrrigSupply","28_AGG_IrrigShortage","28_AGG_IrrigSupDirectFlow","28_AGG_MunDemand","28_AGG_MunSupply","28_AGG_MunShortage","28_ADG009_IrrigDemand","28_ADG010_IrrigDemand","28_ADG011_IrrigDemand","28_ADG012_IrrigDemand","28_ADG043_IrrigDemand","28_ADG044_IrrigDemand","28_ADG009_IrrigSupply","28_ADG010_IrrigSupply","28_ADG011_IrrigSupply","28_ADG012_IrrigSupply","28_ADG043_IrrigSupply","28_ADG044_IrrigSupply","28_ADG009_IrrigShortage","28_ADG010_IrrigShortage","28_ADG011_IrrigShortage","28_ADG012_IrrigShortage","28_ADG043_IrrigShortage","28_ADG044_IrrigShortage","28_ADG009_IrrigSupDirectFlow","28_ADG010_IrrigSupDirectFlow","28_ADG011_IrrigSupDirectFlow","28_ADG012_IrrigSupDirectFlow","28_ADG043_IrrigSupDirectFlow","28_ADG044_IrrigSupDirectFlow","2800566_D_IrrigDemand","2800566_D_IrrigSupply","2800566_D_IrrigShortage","2800566_D_IrrigSupDirectFlow","2800586_D_IrrigDemand","2800586_D_IrrigSupply","2800586_D_IrrigShortage","2800586_D_IrrigSupDirectFlow","2800568_D_IrrigDemand","2800568_D_IrrigSupply","2800568_D_IrrigShortage","2800568_D_IrrigSupDirectFlow","2800660_D_IrrigDemand","2800660_D_IrrigSupply","2800660_D_IrrigShortage","2800660_D_IrrigSupDirectFlow","2800683_D_IrrigDemand","2800683_D_IrrigSupply","2800683_D_IrrigShortage","2800683_D_IrrigSupDirectFlow","2800697_D_IrrigDemand","2800697_D_IrrigSupply","2800697_D_IrrigShortage","2800697_D_IrrigSupDirectFlow","2800564_D_IrrigDemand","2800564_D_IrrigSupply","2800564_D_IrrigShortage","2800564_D_IrrigSupDirectFlow","2800571_D_IrrigDemand","2800571_D_IrrigSupply","2800571_D_IrrigShortage","2800571_D_IrrigSupDirectFlow"
"1989-08",4182,3575.2034,667.5966,3389.4892,NA,NA,NA,1079,568,390,719,111,52,575.2613,568,390,719,111,0,503.7387,0,0,0,0,52,505.4355,568,390,719,111,0,226,226,0,226,158,114.8674,43.1326,59.7791,408,448.8,0,408,116,86.0839,29.9161,86.0839,88,49.1908,38.8092,49.1908,67,67,0,67,46,50.6,0,46,154,169.4,0,154
"1989-09",4514.9999,4021.2786,531.5214,3934.1311,NA,NA,NA,1023.9999,514,255,477,72,46,538.4787,514,255,494.2,79.2,0,485.5213,0,0,0,0,46,489.1311,514,255,477,72,0,492,492,0,492,104,114.4,0,104,555,554.9999,1e-04,554.9999,355,355,0,355,277,277,0,277,56,56,0,56,30,33,0,30,258,258,0,258
"1989-10",3009.9999,2457.2746,552.7253,2457.2746,NA,NA,NA,733.9999,211,170,466,45,0,733.9999,211,170,466,45,0,0,0,0,0,0,0,733.9999,211,170,466,45,0,100,100,0,100,25,25,0,25,200,200,0,200,383,86.0839,296.9161,86.0839,305,49.1908,255.8092,49.1908,60,60,0,60,13,13,0,13,298,298,0,298
"1989-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-03",32,32,0,32,NA,NA,NA,0,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-04",1256,1263.8,0,1256,NA,NA,NA,462,113,91,74,14,0,462,113,91,81.4,14.4,0,0,0,0,0,0,0,462,113,91,74,14,0,210,210,0,210,4,4,0,4,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,0,228
"1990-05",10338.0001,10212.1122,148.088,10189.9122,NA,NA,NA,1969,830,656,1768,166,74,1969,852.2,656,1768,166,74,0,0,0,0,0,0,1969,830,656,1768,166,74,788,788,0,788,455,455,0,455,971.9999,971.9999,1e-04,971.9999,167,167,0,167,144,144,0,144,241,241,0,241,351,202.9121,148.088,202.9121,1757.0001,1757.0002,0,1757.0002
"1990-06",17972,17523.3763,448.6239,17523.3763,NA,NA,NA,3119,1372,1042,3964,264,124,3119,1371.9999,1041.9999,3964,264,119.01,0,1e-04,1e-04,0,0,4.99,3119,1371.9999,1041.9999,3964,264,119.01,1333,1333.0001,0,1333.0001,579.0001,579,1e-04,579,1886.9999,1886.9998,1e-04,1886.9998,700,700,0,700,500,500,0,500,600,600,0,600,640,196.3665,443.6335,196.3665,1848,1848.0001,0,1848.0001
"1990-07",10715.0001,10037.2479,677.7524,10037.2479,NA,NA,NA,1888.0001,987.9999,693,2353,186,90,1888.0001,987.9999,693,2353,186,0,0,0,0,0,0,90,1888.0001,987.9999,693,2353,186,0,618,618,0,618,245,245,0,245,1043,1043,0,1043,300,86.0839,213.9161,86.0839,260,49.1908,210.8092,49.1908,350,209.0609,140.9391,209.0609,225,202.9121,22.0879,202.9121,1476,1476.0001,0,1476.0001
"1990-08",4121,3749.1389,440.461,3541.5603,NA,NA,NA,839,544,556,805,106,50,563.2612,544,556,805,106,0,275.7387,0,0,0,0,50,505.4355,544,556,805,106,0,110,121,0,110,150,100.2168,49.7832,19.0639,386,424.6,0,386,52,52,0,52,59,59,0,59,274,209.0609,64.9391,209.0609,44,48.4,0,44,146,160.6,0,146
"1990-09",4000,3846.9311,157.8689,3842.1311,NA,NA,NA,647,352,409,966,48,32,489.1311,352,409,966,52.8,32,157.8689,0,0,0,0,0,489.1311,352,409,966,48,32,313,313,0,313,129,129,0,129,528,528,0,528,22,22,0,22,35,35,0,35,171,171,0,171,50,50,0,50,298,298,0,298
"1990-10",3284,3285.4,1e-04,3284,NA,NA,NA,579,122,341,698,19,0,579,122,341,698.0001,20.4,0,0,0,0,0,0,0,579,122,341,698.0001,19,0,378,378,0,378,91,91,0,91,587,586.9999,1e-04,586.9999,14,14,0,14,25,25,0,25,60,60,0,60,13,13,0,13,357,357,0,357
"1990-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-03",3,3,0,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-04",253,253,0,253,NA,NA,NA,133,9,5,102,0,0,133,9,5,102,0,0,0,0,0,0,0,0,133,9,5,102,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-05",9831.0001,9834.6001,0,9817.477,NA,NA,NA,1636,832.0001,480,2039,166,76,1636,835.6,480,2039,166,76,0,0,0,0,0,0,1636,832.0001,480,2039,166,76,483,483,0,483,752,752,0,738.4769,485,485,0,485,117,117,0,117,100,100,0,100,133,133,0,133,393,393,0,393,2139,2139,0,2139
"1991-06",21681.9995,21069.1833,612.817,21035.8383,NA,NA,NA,3071,1548,916,5678.9995,353,108,3071,1547.9999,916,5679,353,108,0,1e-04,0,0,0,0,3071,1547.9999,916,5679,353,108,1699,1699,0,1699,748,748,0,714.655,2229,2229,0,2229,567,567.0001,0,567.0001,400,400,0,400,475,475,0,475,918,918,0,918,2971,2358.1833,612.8168,2358.1833
"1991-07",12552.9999,12366.2609,203.9391,12349.0609,NA,NA,NA,1952,1022,668,3766,342,92,1952,1039.2,668,3766,342,92,0,0,0,0,0,0,1952,1022,668,3766,342,92,667,667,0,667,245,245,0,245,1048,1048,0,1048,300,300,0,300,501,501,0,501,413,209.0609,203.9391,209.0609,426,426,0,426,1110.9999,1111,0,1111
"1991-08",4340,4352.3983,52.4018,4248.9972,NA,NA,NA,1075.0001,532,367,727.9999,181,48,1075.0001,532,367,728,181,48,0,0,0,0,0,0,1075.0001,532,367,728,181,48,110,121,0,110,182,129.5982,52.4018,90.9971,390,429,0,390,52,52,0,52,112,112,0,112,294,294,0,294,121,121,0,121,148,162.8,0,148
"1991-09",2586,2609.2787,47,2468.1312,NA,NA,NA,513,490,245,396,95,44,527.4787,490,245,435.6,95,44,0,0,0,0,0,0,489.1311,490,245,396,95,44,79,81.4,0,79,94,47,47,0,269,282.4,0,269,24,24,0,24,32,32,0,32,143,143,0,143,34,34.4,0,34,128,128,0,128
"1991-10",1938,1943.1771,15.223,1922.7771,NA,NA,NA,204,214,194,322,59,0,224.4,214,194,322,59,0,0,0,0,0,0,0,204,214,194,322,59,0,175,175,0,175,42,26.777,15.223,26.777,371,371,0,371,29,29,0,29,25,25,0,25,33,33,0,33,20,20,0,20,250,250,0,250
"1991-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-02",95,95,0,95,NA,NA,NA,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-03",3,3,0,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-04",1477,1511.2,0,1477,NA,NA,NA,154,162,79,132,26,0,169.4,162,79,145.2,26.6,0,0,0,0,0,0,0,154,162,79,132,26,0,225,225,0,225,400,400,0,400,100,100,0,100,0,2,0,0,5,5,0,5,0,3,0,0,44,44,0,44,150,150,0,150
"1992-05",13741.0003,13741.0006,0,12729.6302,NA,NA,NA,2805,768,571,2440,151,70,2805,768,571,2440,151,70,0,0,0,0,0,0,2805,768,571,2440,151,70,583,583,0,583,427,427,0,427,2229,2229.0002,0,1217.6299,308,308,0,308,247,247,0,247,250,250,0,250,696.0001,696.0001,0,696.0001,2196.0002,2196.0002,0,2196.0002
"1992-06",18037.0001,17948.2435,88.757,17948.2435,NA,NA,NA,2965,1248.0001,947,3607,256,112,2965,1248,947,3607,256,112,0,1e-04,0,0,0,0,2965,1248,947,3607,256,112,1100,1100,0,1100,468,468,0,468,2305,2305.0002,0,2305.0002,747,714.06,32.94,714.06,594,594,0,594,500,500,1e-04,500,774,774,0,774,2414,2358.1833,55.8168,2358.1833
"1992-07",10276.9999,10007.9376,269.0624,10007.9376,NA,NA,NA,1847.9999,967.9999,636,2332,181,88,1848,967.9999,636,2332,181,88,0,0,0,0,0,0,1848,967.9999,636,2332,181,88,545.0001,545.0001,0,545.0001,216,216,0,216,1269,1269,0,1269,427,427,0,427,419,418.9646,0.0354,418.9646,320,209.0609,110.9391,209.0609,361,202.9121,158.0879,202.9121,667,667,0,667
"1992-08",4546,3943.255,673.0576,3837.4251,NA,NA,NA,1210,533.9999,569,791,168,48,584.9424,533.9999,569,791.0001,168,0,625.0576,0,0,0,0,48,549.9041,533.9999,569,791.0001,168,0,341,341,0,341,146,160.3126,0,145.521,376,413.6,0,376,48,48,0,48,72,72,0,72,59,59,0,59,42,46.2,0,42,142,156.2,0,142
"1992-09",3306,3262.0901,126.3098,3029.1504,NA,NA,NA,617,620,393,502,91,56,589.4786,620,393,552.2,97.6,0,27.5213,0,0,0,0,56,489.1311,620,393,502,91,0,109,112.4,0,109,130,87.2116,42.7884,37.0193,369,387.4,0,369,34,34,0,34,41,41,0,41,131,131,0,131,38,41.8,0,38,175,175,0,175
"1992-10",3203.0001,3038.4357,190.5644,3012.4357,NA,NA,NA,260,272,244,410,61,0,286,272,244,410,61,0,0,0,0,0,0,0,260,272,244,410,61,0,375,375,0,375,83,54.0014,28.9986,54.0014,743,581.4342,161.5658,581.4342,57,57,0,57,75,75,0,75,83,83,0,83,40,40,0,40,500.0001,500.0001,0,500.0001
"1992-11",79,79,0,79,NA,NA,NA,0,0,0,79,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-03",3,3,0,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-04",999.0001,1013.6001,0,999.0001,NA,NA,NA,76,80,759.0001,66,14,0,83.6,80,759.0001,72.6,14.4,0,0,0,0,0,0,0,76,80,759.0001,66,14,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-05",14839.0001,14839.0002,1e-04,14607.477,NA,NA,NA,1547,1643,1357.0001,4383,166,76,1547,1643,1357.0001,4383,166,76,0,0,0,0,0,0,1547,1643,1357.0001,4383,166,76,1552,1552,0,1552,970,970.0001,0,738.4769,873,872.9999,1e-04,872.9999,318,318,0,318,325,325,0,325,298,298,0,298,260,260,0,260,1071,1071.0001,0,1071.0001
"1993-06",24409.0004,23577.5821,831.4192,23308.2371,NA,NA,NA,3833.9998,1614.0001,1417,5922.0005,313,106,3833.9998,1614.0001,1417,5922.001,313,106,0,0,0,0,0,0,3833.9998,1614.0001,1417,5922.001,313,106,2334,1903.5651,430.4349,1903.5651,984,984,0,714.655,2309,2309.0002,0,2309.0002,624.0001,624.0001,0,624.0001,616,616,0,616,595,595,0,595,1059,981.8325,77.1675,981.8325,2682,2358.1833,323.8168,2358.1833
"1993-07",15576.9996,15682.1997,1e-04,15576.9998,NA,NA,NA,2527,1052,956,3655.9998,280,96,2527,1157.2,956,3655.9998,280,96,0,0,0,0,0,0,2527,1052,956,3655.9998,280,96,1329,1329.0001,0,1329.0001,384,384,0,384,2138,2138,0,2138,333,333,0,333,296,295.9999,0,295.9999,484,483.9999,0,483.9999,459,459,0,459,1586.9999,1587,0,1587
"1993-08",4115,4203.1375,55.2626,4059.7374,NA,NA,NA,963,564,450,901,135,52,907.7374,620.4001,450,901,135,52,55.2626,0,0,0,0,0,907.7374,564,450,901,135,52,114,125.4,0,114,156,171.6,0,156,402,442.2,0,402,52,52,0,52,65,65,0,65,63,63,0,63,46,50.6,0,46,152,167.2,0,152
"1993-09",2799,2912.6,0,2799,NA,NA,NA,889,474,309,394,66,42,889,521.4,309,428.4,72.6,42,0,0,0,0,0,0,889,474,309,394,66,42,72,74.2,0,72,84,92.4,0,84,242,254.2,0,242,21,21,0,21,27,27,0,27,41,41,0,41,24,26.4,0,24,114,114,0,114
"1993-10",986,1011.4,0,986,NA,NA,NA,124,130,129,196,60,0,136.4,143,129,196,60,0,0,0,0,0,0,0,124,130,129,196,60,0,65,65,0,65,50,50,0,50,119,119,0,119,14,14,0,14,0,0,0,0,17,17,0,17,7,7,0,7,75,75,0,75
"1993-11",79,79,0,79,NA,NA,NA,0,0,0,79,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-02",95,95,0,95,NA,NA,NA,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-03",3,3,0,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-04",572,611.4,0,572,NA,NA,NA,134,140,69,112,23,0,147.4,154,69,123.2,23.8,0,0,0,0,0,0,0,134,140,69,112,23,0,17,17,0,17,77,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-05",8305.0001,8191.0748,171.7254,8119.2237,NA,NA,NA,1452,820,472,1747,195,74,1452,877.8001,472,1747,195,74,0,0,0,0,0,0,1452,820,472,1747,195,74,886.0001,886.0001,0,886.0001,473,473,0,473,675,674.9999,1e-04,660.949,167,86.0839,80.9161,86.0839,140,49.1908,90.8092,49.1908,219,219,0,219,347,347,0,347,638,638,0,638
"1994-06",17676.0001,17676,1e-04,17676,NA,NA,NA,2876,1264,958,4454,292,114,2876,1264,958,4454,292,114,0,0,0,0,0,0,2876,1264,958,4454,292,114,1204.9999,1204.9999,0,1204.9999,511,511,1e-04,511,1688.0001,1688.0001,0,1688.0001,632.9999,633,0,633,467,467,0,467,550,549.9999,1e-04,549.9999,734,734,0,734,1930.0001,1930.0001,0,1930.0001
"1994-07",12354.9999,7895.0399,4459.9599,7357.0457,NA,NA,NA,2248,1178,772.9999,2806,222,106,982.8063,1178,310.1938,2806,222,0,1265.1936,0,462.8062,0,0,106,701.3439,1178,233.6563,2806,222,0,772.9999,319.7402,453.2598,319.7402,305,286.0771,18.9228,283.462,1304,927.5388,376.4612,750.1597,383,86.0839,296.9161,86.0839,320,49.1908,270.8092,49.1908,433,209.0609,223.9391,209.0609,402,202.9121,199.0879,202.9121,1102,315.436,786.564,315.436
"1994-08",3498.0001,3216.3195,333.8806,3082.6263,NA,NA,NA,723,470,324,594,92,42,513.9286,470,324,594,92,0,209.0713,0,0,0,0,42,505.4355,470,324,594,92,0,250,250,0,250,146,73,73,0,378,415.8,0,378,48,48,0,48,59,49.1908,9.8092,49.1908,59,59,0,59,169,169,0,169,144,158.4,0,144
"1994-09",2254,2167.7113,108.2887,2132,NA,NA,NA,433,434,217,457,60,40,433,434,217,457,66,0,0,0,0,0,0,40,433,434,217,457,60,0,70,72,0,70,82,13.7113,68.2887,0,236,247.6,0,236,22,22,0,22,27,27,0,27,41,41,0,41,24,26.4,0,24,111,111,0,111
"1994-10",1227,1222.7321,5.8679,1221.1321,NA,NA,NA,132,138,125,296,21,0,132,138,125,296,22.6,0,0,0,0,0,0,0,132,138,125,296,21,0,100,100,0,100,21,15.1321,5.8679,15.1321,200,200,0,200,14,14,0,14,25,25,0,25,17,17,0,17,13,13,0,13,125,125,0,125
"1994-11",79,79,0,79,NA,NA,NA,0,0,0,79,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-02",95,95,0,95,NA,NA,NA,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-03",8,8,0,8,NA,NA,NA,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-04",269,269,0,269,NA,NA,NA,6,9,5,245,0,0,6,9,5,245,0,0,0,0,0,0,0,0,6,9,5,245,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-05",15162.0003,15162.0001,3e-04,15162.0001,NA,NA,NA,2631,1260,1521,2581,180,52,2631,1259.9999,1521,2581,180,52,0,1e-04,0,0,0,0,2631,1259.9999,1521,2581,180,52,927,927,0,927,655,654.9999,1e-04,654.9999,1807.0001,1807.0001,0,1807.0001,690,690.0001,0,690.0001,416,416,0,416,540,539.9999,1e-04,539.9999,668,668.0001,0,668.0001,1234.0001,1234.0001,0,1234.0001
"1995-06",30825.0006,28263.9379,2561.0629,27886.3979,NA,NA,NA,5005.0005,2368,2945,6118,313,94,4303.9966,1975.5662,2945,6118.0005,313,94,701.0033,392.434,0,0,0,0,4303.9966,1975.5662,2945,6118.0005,313,94,2203,1903.5651,299.4349,1903.5651,941,941,0,714.655,3781,3781.0002,0,3629.8052,1509,714.06,794.94,714.06,994.0001,993.7335,0.2665,993.7335,841.0001,841.0001,0,841.0001,1194,981.8325,212.1675,981.8325,2519,2358.1833,160.8168,2358.1833
"1995-07",20708,20357.8621,350.1382,20357.8621,NA,NA,NA,3623,1525,2329,4042,274,94,3623,1524.9999,2329,4042,274,94,0,1e-04,0,0,0,0,3623,1524.9999,2329,4042,274,94,1317,1317,0,1317,532,531.9999,1e-04,531.9999,2251,2251.0002,0,2251.0002,1088,737.862,350.1381,737.862,679,679,0,679,448,448,0,448,768,768,0,768,1738,1738,0,1738
"1995-08",5211.0002,4970.0612,424.7389,4661.4354,NA,NA,NA,1055.0001,686,1010.0001,869,141,62,630.2613,754.6,1009.9999,869,141,62,424.7387,0,1e-04,0,0,0,505.4355,686,1009.9999,869,141,62,152,167.2,0,152,206,226.6,0,206,532,585.2,0,532,69,69,0,69,82,82,0,82,85,85,0,85,60,66,0,60,202,222.2,0,202
"1995-09",2597,2729.8788,0,2551.1312,NA,NA,NA,534.9999,514,255,416,75,46,538.4787,565.4,255,457.6,81,46,0,0,0,0,0,0,489.1311,514,255,416,75,46,86,88.6,0,86,102,112.2,0,102,291,305.6,0,291,26,26,0,26,32,32,0,32,50,50,0,50,30,33,0,30,139,139,0,139
"1995-10",1036,1064.6,0,1036,NA,NA,NA,132,138,125,207,21,0,145.2,151.8,125,207,22.6,0,0,0,0,0,0,0,132,138,125,207,21,0,75,75,0,75,32,32,0,32,143,143,0,143,14,14,0,14,25,25,0,25,17,17,0,17,7,7,0,7,100,100,0,100
"1995-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-01",82,82,0,82,NA,NA,NA,0,0,0,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-03",3,3,0,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-04",513,542.6,0,513,NA,NA,NA,102,108,52,86,21,0,112.2,118.8,52,94.6,21,0,0,0,0,0,0,0,102,108,52,86,21,0,25,25,0,25,100,100,0,100,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,13
