"Date","30_AGG_IrrigDemand","30_AGG_IrrigSupply","30_AGG_IrrigShortage","30_AGG_IrrigSupDirectFlow","30_AGG_MunDemand","30_AGG_MunSupply","30_AGG_MunShortage","30_ADS007_IrrigDemand","30_ADS008_IrrigDemand","30_ADS009_IrrigDemand","30_ADS010_IrrigDemand","30_ADS007_IrrigSupply","30_ADS008_IrrigSupply","30_ADS009_IrrigSupply","30_ADS010_IrrigSupply","30_ADS007_IrrigShortage","30_ADS008_IrrigShortage","30_ADS009_IrrigShortage","30_ADS010_IrrigShortage","30_ADS007_IrrigSupDirectFlow","30_ADS008_IrrigSupDirectFlow","30_ADS009_IrrigSupDirectFlow","30_ADS010_IrrigSupDirectFlow","30_SUIT_MunDemand","30_SUIT_MunSupply","30_SUIT_MunShortage"
"1986-12",276,276,0,276,0,0,0,48,181,5,42,48,181,5,42,0,0,0,0,48,181,5,42,0,0,0
"1987-01",234,234,0,234,0,0,0,31,153,5,45,31,153,5,45,0,0,0,0,31,153,5,45,0,0,0
"1987-02",190,190,0,190,0,0,0,7,133,4,46,7,133,4,46,0,0,0,0,7,133,4,46,0,0,0
"1987-03",233,233,0,233,0,0,0,13,153,5,62,13,153,5,62,0,0,0,0,13,153,5,62,0,0,0
"1987-04",525,525,0,525,0,0,0,106,162,189,68,106,162,189,68,0,0,0,0,106,162,189,68,0,0,0
"1987-05",2932.0002,2932.239,0,2932.0002,0,0,0,1040.0001,1181,382,329,1040.0001,1181.2389,382,329,0,0,0,0,1040.0001,1181,382,329,0,0,0
"1987-06",4818,4818.0001,0,4818.0001,0,0,0,1320,1791,997,710,1320,1791.0001,997,710,0,0,0,0,1320,1791.0001,997,710,0,0,0
"1987-07",4863,4863,0,4863,0,0,0,1293,1948,889,733,1293,1948,889,733,0,0,0,0,1293,1948,889,733,0,0,0
"1987-08",3440.0001,3440.0002,0,3440.0002,0,0,0,934.0001,1243,995,268,934.0001,1243.0001,995,268,0,0,0,0,934.0001,1243.0001,995,268,0,0,0
"1987-09",2730.9999,2730.9999,0,2730.9999,0,0,0,838.9999,775,810,307,838.9999,774.9999,810,307,0,0,0,0,838.9999,774.9999,810,307,0,0,0
"1987-10",1308,1308,0,1308,0,0,0,447,407,216,238,447,407,216,238,0,0,0,0,447,407,216,238,0,0,0
"1987-11",392,392,0,392,0,0,0,122,207,5,58,122,207,5,58,0,0,0,0,122,207,5,58,0,0,0
"1987-12",229,229,0,229,0,0,0,46,154,5,24,46,154,5,24,0,0,0,0,46,154,5,24,0,0,0
"1988-01",173,173,0,173,0,0,0,21,134,5,13,21,134,5,13,0,0,0,0,21,134,5,13,0,0,0
"1988-02",160,160,0,160,0,0,0,14,129,4,13,14,129,4,13,0,0,0,0,14,129,4,13,0,0,0
"1988-03",174,174,0,174,0,0,0,5,153,3,13,5,153,3,13,0,0,0,0,5,153,3,13,0,0,0
"1988-04",692,692.052,0,692,0,0,0,347,186,111,48,347,186,111.052,48,0,0,0,0,347,186,111,48,0,0,0
"1988-05",3288.0002,3288.0002,0,3288.0002,0,0,0,1299.0001,1228,408,353,1299.0001,1228,408,353,0,0,0,0,1299.0001,1228,408,353,0,0,0
"1988-06",4514.9999,4515.055,1e-04,4514.9999,0,0,0,1508,1611,928.9999,467,1507.9999,1611.0552,928.9999,467,1e-04,0,0,0,1507.9999,1611.0001,928.9999,467,0,0,0
"1988-07",4362.9999,3964.0617,398.9383,3520.3285,0,0,0,1286,1624,1075.9999,377,1286,1225.0618,1075.9999,377,0,398.9383,0,0,1286,781.3286,1075.9999,377,0,0,0
"1988-08",3288,3288,0,3288,0,0,0,1071,993,1008,216,1071,993,1008,216,0,0,0,0,1071,993,1008,216,0,0,0
"1988-09",2763.0001,2763,1e-04,2763,0,0,0,867,804.0001,862,230,867,804,862,230,0,1e-04,0,0,867,804,862,230,0,0,0
"1988-10",2346,2346,0,2346,0,0,0,841,652,584.0001,269,841,652,584.0001,269,0,0,0,0,841,652,584.0001,269,0,0,0
"1988-11",596,596,0,596,0,0,0,274,222,5,95,274,222,5,95,0,0,0,0,274,222,5,95,0,0,0
"1988-12",273,273,0,273,0,0,0,68,187,5,13,68,187,5,13,0,0,0,0,68,187,5,13,0,0,0
"1989-01",214,214,0,214,0,0,0,37,155,4,18,37,155,4,18,0,0,0,0,37,155,4,18,0,0,0
"1989-02",160,160,0,160,0,0,0,2,137,4,17,2,137,4,17,0,0,0,0,2,137,4,17,0,0,0
"1989-03",422,422,0,422,0,0,0,24,148,150,100,24,148,150,100,0,0,0,0,24,148,150,100,0,0,0
"1989-04",1431,1431.1041,0,1431,0,0,0,655,312,322,142,655,312,322.1041,142,0,0,0,0,655,312,322,142,0,0,0
"1989-05",4184,4184.2205,0,4184,0,0,0,1548,1394,737,505,1548,1394.2205,737,505,0,0,0,0,1548,1394,737,505,0,0,0
"1989-06",5129,4601.1191,527.8808,4111.4601,0,0,0,1409,1909,1206,605,1408.9999,1381.1193,1206,605,1e-04,527.8807,0,0,1408.9999,891.4603,1206,605,0,0,0
"1989-07",4478.0001,4478.0002,0,4478.0002,0,0,0,1292,1478.0001,1279,429,1292,1478.0002,1279,429,0,0,0,0,1292,1478.0002,1279,429,0,0,0
"1989-08",4116.9999,3957.5803,159.4194,3957.5803,0,0,0,1246.9999,1300,1172,398,1246.9999,1140.5804,1172,398,0,159.4194,0,0,1246.9999,1140.5804,1172,398,0,0,0
"1989-09",3336.9999,3336.9999,0,3336.9999,0,0,0,966.9999,1019,1052,299,966.9999,1019,1052,299,0,0,0,0,966.9999,1019,1052,299,0,0,0
"1989-10",1432,1432,0,1432,0,0,0,553,480,274,125,553,480,274,125,0,0,0,0,553,480,274,125,0,0,0
"1989-11",397,397,0,397,0,0,0,137,163,5,92,137,163,5,92,0,0,0,0,137,163,5,92,0,0,0
"1989-12",306,306,0,306,0,0,0,138,159,5,4,138,159,5,4,0,0,0,0,138,159,5,4,0,0,0
"1990-01",221,221,0,221,0,0,0,65,151,5,0,65,151,5,0,0,0,0,0,65,151,5,0,0,0,0
"1990-02",163,163,0,163,0,0,0,27,132,4,0,27,132,4,0,0,0,0,0,27,132,4,0,0,0,0
"1990-03",174,174,0,174,0,0,0,21,147,6,0,21,147,6,0,0,0,0,0,21,147,6,0,0,0,0
"1990-04",575,575,0,575,0,0,0,306,146,91,32,306,146,91,32,0,0,0,0,306,146,91,32,0,0,0
"1990-05",2777.0001,2777.0736,0,2777.0001,0,0,0,964,1098.0001,327,388,964,1098.0736,327,388,0,0,0,0,964,1098.0001,327,388,0,0,0
"1990-06",4898,4898,0,4898,0,0,0,1463,1843,1054,538,1463,1843,1054,538,0,0,0,0,1463,1843,1054,538,0,0,0
"1990-07",3917,3429.9895,487.0105,2940.11,0,0,0,1159,1419,1029,310,1159,931.9895,1029,310,0,487.0105,0,0,1159,442.11,1029,310,0,0,0
"1990-08",3466,3431.6213,34.3786,3431.6213,0,0,0,918,1403,852,293,918,1368.6213,852,293,0,34.3786,0,0,918,1368.6213,852,293,0,0,0
"1990-09",3319,2763.9197,555.0801,2763.9197,0,0,0,838,1232,938,311,838,676.9197,938,311,0,555.0801,0,0,838,676.9197,938,311,0,0,0
"1990-10",1519,1519.1104,0,1519,0,0,0,669,422,260,168,669,422.1103,260,168,0,0,0,0,669,422,260,168,0,0,0
"1990-11",782,782,0,782,0,0,0,434,161,4,183,434,161,4,183,0,0,0,0,434,161,4,183,0,0,0
"1990-12",334,334,0,334,0,0,0,148,162,5,19,148,162,5,19,0,0,0,0,148,162,5,19,0,0,0
"1991-01",193,193,0,193,0,0,0,20,155,5,13,20,155,5,13,0,0,0,0,20,155,5,13,0,0,0
"1991-02",154,154,0,154,0,0,0,11,138,4,1,11,138,4,1,0,0,0,0,11,138,4,1,0,0,0
"1991-03",188,188,0,188,0,0,0,20,147,3,18,20,147,3,18,0,0,0,0,20,147,3,18,0,0,0
"1991-04",1786,1785.9999,1e-04,1785.9999,0,0,0,1100,600,63,23,1100,599.9999,63,23,0,1e-04,0,0,1100,599.9999,63,23,0,0,0
"1991-05",3401.0001,3401.0553,0,3401.0001,0,0,0,1064,1161,505,671.0001,1064,1161.0552,505,671.0001,0,0,0,0,1064,1161,505,671.0001,0,0,0
"1991-06",4756.9999,4756.9999,0,4756.9999,0,0,0,1210,1641,1011.9999,894.0001,1210,1641,1011.9999,894.0001,0,0,0,0,1210,1641,1011.9999,894.0001,0,0,0
"1991-07",4457,4457,0,4457,0,0,0,1314,1624,984,535,1314,1624,984,535,0,0,0,0,1314,1624,984,535,0,0,0
"1991-08",3880.0001,3807.4659,72.534,3807.4659,0,0,0,1083,1257,1078.0001,462,1083,1184.4658,1078.0001,462,0,72.534,0,0,1083,1184.4658,1078.0001,462,0,0,0
"1991-09",2898.9999,2898.9999,0,2898.9999,0,0,0,761,904,846.9999,387,761,904,846.9999,387,0,0,0,0,761,904,846.9999,387,0,0,0
"1991-10",1977.9999,1977.9999,0,1977.9999,0,0,0,746.9999,607,428,196,746.9999,607,428,196,0,0,0,0,746.9999,607,428,196,0,0,0
"1991-11",507,507,0,507,0,0,0,287,173,5,42,287,173,5,42,0,0,0,0,287,173,5,42,0,0,0
"1991-12",250,250,0,250,0,0,0,62,168,5,15,62,168,5,15,0,0,0,0,62,168,5,15,0,0,0
"1992-01",245,245,0,245,0,0,0,59,164,4,18,59,164,4,18,0,0,0,0,59,164,4,18,0,0,0
"1992-02",227,227,0,227,0,0,0,55,151,4,17,55,151,4,17,0,0,0,0,55,151,4,17,0,0,0
"1992-03",241,241,0,241,0,0,0,60,160,3,18,60,160,3,18,0,0,0,0,60,160,3,18,0,0,0
"1992-04",1047,1047.2255,0,1047,0,0,0,457,277,231,82,457,277,231.2255,82,0,0,0,0,457,277,231,82,0,0,0
"1992-05",3459.9998,3459.9998,0,3459.9998,0,0,0,1470.9999,993,391,605,1470.9999,993,391,605,0,0,0,0,1470.9999,993,391,605,0,0,0
"1992-06",4301,4301.0734,0,4301.0002,0,0,0,1249.9999,1698.0001,863,490,1249.9999,1698.0735,863,490,0,0,0,0,1249.9999,1698.0002,863,490,0,0,0
"1992-07",3700,3610.4871,89.5129,3522.1732,0,0,0,1121,1424,842,313,1121,1334.4871,842,313,0,89.5129,0,0,1121,1246.1732,842,313,0,0,0
"1992-08",3229,3219.5717,9.4284,3219.5717,0,0,0,941,1065,872,351,941,1055.5717,872,351,0,9.4284,0,0,941,1055.5717,872,351,0,0,0
"1992-09",2566.9999,2566.9999,0,2566.9999,0,0,0,793.9999,733,781,259,793.9999,733,781,259,0,0,0,0,793.9999,733,781,259,0,0,0
"1992-10",1548,1548,0,1548,0,0,0,588,456,340,164,588,456,340,164,0,0,0,0,588,456,340,164,0,0,0
"1992-11",502,502,0,502,0,0,0,256,211,12,23,256,211,12,23,0,0,0,0,256,211,12,23,0,0,0
"1992-12",224,224,0,224,0,0,0,28,186,10,0,28,186,10,0,0,0,0,0,28,186,10,0,0,0,0
"1993-01",224,224,0,224,0,0,0,28,186,10,0,28,186,10,0,0,0,0,0,28,186,10,0,0,0,0
"1993-02",201,201,0,201,0,0,0,25,168,8,0,25,168,8,0,0,0,0,0,25,168,8,0,0,0,0
"1993-03",222,222,0,222,0,0,0,34,175,13,0,34,175,13,0,0,0,0,0,34,175,13,0,0,0,0
"1993-04",695,695,0,695,0,0,0,250,274,126,45,250,274,126,45,0,0,0,0,250,274,126,45,0,0,0
"1993-05",3276.0001,3276.0002,0,3276.0002,0,0,0,1214,1206.0001,392,464,1214,1206.0002,392,464,0,0,0,0,1214,1206.0002,392,464,0,0,0
"1993-06",4813.0001,4813.092,0,4813.0001,0,0,0,1611,1785,923.0001,494,1611,1785.0919,923.0001,494,0,0,0,0,1611,1785,923.0001,494,0,0,0
"1993-07",4803.9999,4804.0551,1e-04,4803.9999,0,0,0,1393,1761,1116,533.9999,1392.9999,1761.0553,1116,533.9999,1e-04,0,0,0,1392.9999,1761.0001,1116,533.9999,0,0,0
"1993-08",4241.9999,4241.9999,0,4241.9999,0,0,0,1447.9999,1337,1087,370,1447.9999,1337,1087,370,0,0,0,0,1447.9999,1337,1087,370,0,0,0
"1993-09",2369.0001,2369.0001,0,2369.0001,0,0,0,744,732,706.0001,187,744,732.0001,706.0001,187,0,0,0,0,744,732,706.0001,187,0,0,0
"1993-10",1162.0001,1162.0001,0,1162.0001,0,0,0,584.0001,339,164,75,584.0001,339,164,75,0,0,0,0,584.0001,339,164,75,0,0,0
"1993-11",478,478,0,478,0,0,0,273,187,6,12,273,187,6,12,0,0,0,0,273,187,6,12,0,0,0
"1993-12",457,457,0,457,0,0,0,255,192,5,5,255,192,5,5,0,0,0,0,255,192,5,5,0,0,0
"1994-01",267,267,0,267,0,0,0,77,183,6,1,77,183,6,1,0,0,0,0,77,183,6,1,0,0,0
"1994-02",240,240,0,240,0,0,0,70,159,10,1,70,159,10,1,0,0,0,0,70,159,10,1,0,0,0
"1994-03",246,246,0,246,0,0,0,72,167,6,1,72,167,6,1,0,0,0,0,72,167,6,1,0,0,0
"1994-04",545,545,0,545,0,0,0,207,190,76,72,207,190,76,72,0,0,0,0,207,190,76,72,0,0,0
"1994-05",3164.9998,3165.1838,0,3165,0,0,0,1075.9999,1220,420,449,1075.9999,1220.184,420,449,0,0,0,0,1075.9999,1220.0001,420,449,0,0,0
"1994-06",4868.0002,4868.0369,0,4868.0002,0,0,0,1383.0001,1874,1106,505,1383.0001,1874.0367,1106,505,0,0,0,0,1383.0001,1874,1106,505,0,0,0
"1994-07",4226,4144.3773,81.6227,4063.8413,0,0,0,1246,1574,1037,369,1246,1492.3773,1037,369,0,81.6227,0,0,1246,1411.8413,1037,369,0,0,0
"1994-08",3780,3764.2889,15.711,3764.2889,0,0,0,1135,1180,1152,313,1135,1164.2889,1152,313,0,15.711,0,0,1135,1164.2889,1152,313,0,0,0
"1994-09",2462.9999,2462.9998,0,2462.9998,0,0,0,865,722.9999,680.9999,194,865,722.9999,680.9999,194,0,0,0,0,865,722.9999,680.9999,194,0,0,0
"1994-10",970,970,0,970,0,0,0,502,280,96,92,502,280,96,92,0,0,0,0,502,280,96,92,0,0,0
"1994-11",526,526,0,526,0,0,0,331,191,3,1,331,191,3,1,0,0,0,0,331,191,3,1,0,0,0
"1994-12",545,545,0,545,0,0,0,342,197,6,0,342,197,6,0,0,0,0,0,342,197,6,0,0,0,0
"1995-01",278,278,0,278,0,0,0,75,197,6,0,75,197,6,0,0,0,0,0,75,197,6,0,0,0,0
"1995-02",224,224,0,224,0,0,0,66,152,6,0,66,152,6,0,0,0,0,0,66,152,6,0,0,0,0
"1995-03",354,354,0,354,0,0,0,184,164,6,0,184,164,6,0,0,0,0,0,184,164,6,0,0,0,0
"1995-04",662,662,0,662,0,0,0,376,201,43,42,376,201,43,42,0,0,0,0,376,201,43,42,0,0,0
"1995-05",2714,2714.0001,0,2714.0001,0,0,0,946,941,222,605,946,941.0001,222,605,0,0,0,0,946,941.0001,222,605,0,0,0
"1995-06",4544,4544.0549,1e-04,4543.9999,0,0,0,1411,1661,811,661,1410.9999,1661.0551,811,661,1e-04,0,0,0,1410.9999,1661,811,661,0,0,0
"1995-07",4383,4383,0,4383,0,0,0,1328,1567,971,517,1328,1567,971,517,0,0,0,0,1328,1567,971,517,0,0,0
"1995-08",4438,3665.1497,772.8504,3665.1497,0,0,0,1238,1872,1028,300,1238,1099.1497,1028,300,0,772.8504,0,0,1238,1099.1497,1028,300,0,0,0
"1995-09",2925,2925,0,2925,0,0,0,822,1029,848,226,822,1029,848,226,0,0,0,0,822,1029,848,226,0,0,0
"1995-10",1646,1646,0,1646,0,0,0,640.9999,501,348,156,640.9999,501,348,156,0,0,0,0,640.9999,501,348,156,0,0,0
"1995-11",645,645,0,645,0,0,0,330,208,12,95,330,208,12,95,0,0,0,0,330,208,12,95,0,0,0
"1995-12",471,471,0,471,0,0,0,223,196,11,41,223,196,11,41,0,0,0,0,223,196,11,41,0,0,0
"1996-01",335,335,0,335,0,0,0,138,182,15,0,138,182,15,0,0,0,0,0,138,182,15,0,0,0,0
"1996-02",302,302,0,302,0,0,0,129,164,9,0,129,164,9,0,0,0,0,0,129,164,9,0,0,0,0
"1996-03",312,312,0,312,0,0,0,128,171,13,0,128,171,13,0,0,0,0,0,128,171,13,0,0,0,0
"1996-04",617,617,0,617,0,0,0,204,183,169,61,204,183,169,61,0,0,0,0,204,183,169,61,0,0,0
"1996-05",3706.9999,3707.0735,0,3706.9999,0,0,0,1232,1397.9999,618,459,1232,1398.0735,618,459,0,0,0,0,1232,1397.9999,618,459,0,0,0
"1996-06",4662,3713.8527,948.1472,3224.0467,0,0,0,1339.9999,1817.0001,1031,474,1339.9999,868.8528,1031,474,0,948.1472,0,0,1339.9999,379.0468,1031,474,0,0,0
"1996-07",3997,3534.9557,462.0443,3534.9557,0,0,0,1221,1474,963,339,1221,1011.9557,963,339,0,462.0443,0,0,1221,1011.9557,963,339,0,0,0
"1996-08",3674.0001,3528.5414,145.4587,3528.5414,0,0,0,1106,1150,1093.0001,325,1106,1004.5413,1093.0001,325,0,145.4587,0,0,1106,1004.5413,1093.0001,325,0,0,0
"1996-09",2281,2281,0,2281,0,0,0,879,604,567,231,879,604,567,231,0,0,0,0,879,604,567,231,0,0,0
"1996-10",999,999,0,999,0,0,0,546,200,125,128,546,200,125,128,0,0,0,0,546,200,125,128,0,0,0
"1996-11",638,638,0,638,0,0,0,422,157,11,48,422,157,11,48,0,0,0,0,422,157,11,48,0,0,0
"1996-12",337,337,0,337,0,0,0,164,162,11,0,164,162,11,0,0,0,0,0,164,162,11,0,0,0,0
"1997-01",337,337,0,337,0,0,0,164,162,11,0,164,162,11,0,0,0,0,0,164,162,11,0,0,0,0
"1997-02",213,213,0,213,0,0,0,53,148,12,0,53,148,12,0,0,0,0,0,53,148,12,0,0,0,0
"1997-03",179,179,0,179,0,0,0,4,160,15,0,4,160,15,0,0,0,0,0,4,160,15,0,0,0,0
"1997-04",726,726,0,726,0,0,0,425,233,50,18,425,233,50,18,0,0,0,0,425,233,50,18,0,0,0
"1997-05",3066,3066.1102,0,3066,0,0,0,1118,1172,386,390,1118,1172.1102,386,390,0,0,0,0,1118,1172,386,390,0,0,0
"1997-06",4450,4450.0001,0,4450.0001,0,0,0,1300,1769,949,432,1300,1769.0001,949,432,0,0,0,0,1300,1769.0001,949,432,0,0,0
"1997-07",3678.9998,3678.9999,0,3678.9999,0,0,0,1202,1342.9999,849.9999,284,1202,1343,849.9999,284,0,0,0,0,1202,1343,849.9999,284,0,0,0
"1997-08",3134,3134.0001,0,3134.0001,0,0,0,971,1008,910,245,971,1008.0001,910,245,0,0,0,0,971,1008.0001,910,245,0,0,0
"1997-09",2232,2232,0,2232,0,0,0,739,587,754,152,739,587,754,152,0,0,0,0,739,587,754,152,0,0,0
"1997-10",1196,1196.1103,0,1196,0,0,0,482,372,248,94,482,372.1103,248,94,0,0,0,0,482,372,248,94,0,0,0
"1997-11",310,310,0,310,0,0,0,73,196,11,30,73,196,11,30,0,0,0,0,73,196,11,30,0,0,0
"1997-12",311,311,0,311,0,0,0,86,199,11,15,86,199,11,15,0,0,0,0,86,199,11,15,0,0,0
"1998-01",290,290,0,290,0,0,0,91,188,11,0,91,188,11,0,0,0,0,0,91,188,11,0,0,0,0
"1998-02",197,197,0,197,0,0,0,44,144,9,0,44,144,9,0,0,0,0,0,44,144,9,0,0,0,0
"1998-03",217,217,0,217,0,0,0,42,159,16,0,42,159,16,0,0,0,0,0,42,159,16,0,0,0,0
"1998-04",1036,1036,0,1036,0,0,0,600,333,76,27,600,333,76,27,0,0,0,0,600,333,76,27,0,0,0
"1998-05",3231.9999,3232.0918,0,3231.9999,0,0,0,1128,1284.9999,437,382,1128,1285.0918,437,382,0,0,0,0,1128,1284.9999,437,382,0,0,0
"1998-06",4482,4482.0001,0,4482.0001,0,0,0,1307,1776,906,493,1307,1776.0001,906,493,0,0,0,0,1307,1776.0001,906,493,0,0,0
"1998-07",3770,3467.7091,302.291,3135.8858,0,0,0,1153,1372,882,363,1153,1069.7091,882,363,0,302.291,0,0,1153,737.8858,882,363,0,0,0
"1998-08",3586.0001,3586.0002,0,3586.0002,0,0,0,1094,1133.0001,1069,290,1094,1133.0002,1069,290,0,0,0,0,1094,1133.0002,1069,290,0,0,0
"1998-09",2911,2911,0,2911,0,0,0,994.0001,801,881,235,994.0001,801,881,235,0,0,0,0,994.0001,801,881,235,0,0,0
"1998-10",1051,1045.6817,5.3183,1045.6817,0,0,0,417,397,177,60,417,391.6817,177,60,0,5.3183,0,0,417,391.6817,177,60,0,0,0
"1998-11",402,402,0,402,0,0,0,203,191,0,8,203,191,0,8,0,0,0,0,203,191,0,8,0,0,0
"1998-12",395,395,0,395,0,0,0,191,197,0,7,191,197,0,7,0,0,0,0,191,197,0,7,0,0,0
"1999-01",276,276,0,276,0,0,0,82,187,0,7,82,187,0,7,0,0,0,0,82,187,0,7,0,0,0
"1999-02",230,230,0,230,0,0,0,67,163,0,0,67,163,0,0,0,0,0,0,67,163,0,0,0,0,0
"1999-03",421,421,0,421,0,0,0,242,179,0,0,242,179,0,0,0,0,0,0,242,179,0,0,0,0,0
"1999-04",838,838,0,838,0,0,0,615,206,17,0,615,206,17,0,0,0,0,0,615,206,17,0,0,0,0
"1999-05",2943.0001,2943.0002,0,2943.0002,0,0,0,1206.0001,1080,298,359,1206.0001,1080.0001,298,359,0,0,0,0,1206.0001,1080.0001,298,359,0,0,0
"1999-06",4485.9999,4485.9999,0,4485.9999,0,0,0,1260,1719,874,632.9999,1260,1719,874,632.9999,0,0,0,0,1260,1719,874,632.9999,0,0,0
"1999-07",3585,3585,0,3585,0,0,0,1054,1328,818,385,1054,1328,818,385,0,0,0,0,1054,1328,818,385,0,0,0
"1999-08",2113,2113,0,2113,0,0,0,856,523,497,237,856,523,497,237,0,0,0,0,856,523,497,237,0,0,0
"1999-09",2303,2303,0,2302.9999,0,0,0,744,690,686,183,744,690,686,183,0,0,0,0,744,689.9999,686,183,0,0,0
"1999-10",1774,1774,0,1774,0,0,0,665,513,408,188,665,513,408,188,0,0,0,0,665,513,408,188,0,0,0
"1999-11",562,562,0,562,0,0,0,294,180,5,83,294,180,5,83,0,0,0,0,294,180,5,83,0,0,0
"1999-12",270,270,0,270,0,0,0,87,177,6,0,87,177,6,0,0,0,0,0,87,177,6,0,0,0,0
"2000-01",197,197,0,197,0,0,0,14,177,6,0,14,177,6,0,0,0,0,0,14,177,6,0,0,0,0
"2000-02",172,172,0,172,0,0,0,0,166,6,0,0,166,6,0,0,0,0,0,0,166,6,0,0,0,0
"2000-03",209,209,0,209,0,0,0,42,161,6,0,42,161,6,0,0,0,0,0,42,161,6,0,0,0,0
"2000-04",944,944,0,944,0,0,0,481,167,219,77,481,167,219,77,0,0,0,0,481,167,219,77,0,0,0
"2000-05",3881,3881,0,3881,0,0,0,1496,1393,533,459,1496,1393,533,459,0,0,0,0,1496,1393,533,459,0,0,0
"2000-06",4785.0002,4208.6539,576.3462,3718.7744,0,0,0,1495.0001,1809,1017.0001,464,1495,1232.6538,1017.0001,464,1e-04,576.3461,0,0,1495,742.7743,1017.0001,464,0,0,0
"2000-07",4326.0002,3453.9366,872.0634,3453.9366,0,0,0,1272,1606.0001,1071,377,1272,733.9366,1071,377,0,872.0634,0,0,1272,733.9366,1071,377,0,0,0
"2000-08",3225.9998,3225.9999,0,3225.9998,0,0,0,1168.9999,895,913.9999,248,1168.9999,895.0001,913.9999,248,0,0,0,0,1168.9999,895,913.9999,248,0,0,0
"2000-09",2946,2946.0001,0,2946,0,0,0,952,813,933,248,952,813.0001,933,248,0,0,0,0,952,813,933,248,0,0,0
"2000-10",834.0001,834.0001,0,834.0001,0,0,0,500.0001,207,98,29,500.0001,207,98,29,0,0,0,0,500.0001,207,98,29,0,0,0
"2000-11",427,427,0,427,0,0,0,246,175,6,0,246,175,6,0,0,0,0,0,246,175,6,0,0,0,0
"2000-12",343,343,0,343,0,0,0,156,181,6,0,156,181,6,0,0,0,0,0,156,181,6,0,0,0,0
"2001-01",209,209,0,209,0,0,0,24,179,6,0,24,179,6,0,0,0,0,0,24,179,6,0,0,0,0
"2001-02",173,173,0,173,0,0,0,8,159,6,0,8,159,6,0,0,0,0,0,8,159,6,0,0,0,0
"2001-03",216,216,0,216,0,0,0,21,176,6,13,21,176,6,13,0,0,0,0,21,176,6,13,0,0,0
"2001-04",633,633,0,633,0,0,0,168,205,163,97,168,205,163,97,0,0,0,0,168,205,163,97,0,0,0
"2001-05",3314.9999,3315.0918,0,3314.9999,0,0,0,1132,1284.9999,480,418,1132,1285.0918,480,418,0,0,0,0,1132,1284.9999,480,418,0,0,0
"2001-06",5188.0002,5188.0002,0,5188.0002,0,0,0,1688.0001,1906,1094,500,1688.0001,1906,1094,500,0,0,0,0,1688.0001,1906,1094,500,0,0,0
"2001-07",4619,4619,0,4619,0,0,0,1535,1613,1087,384,1535,1613,1087,384,0,0,0,0,1535,1613,1087,384,0,0,0
"2001-08",2951.9999,2951.9999,0,2951.9999,0,0,0,1012.9999,848,824,267,1012.9999,848,824,267,0,0,0,0,1012.9999,848,824,267,0,0,0
"2001-09",3768,3768,0,3768,0,0,0,1117,1031,1281,339,1117,1031,1281,339,0,0,0,0,1117,1031,1281,339,0,0,0
"2001-10",1648.9999,1649.0367,0,1648.9999,0,0,0,611.9999,474,394,169,611.9999,474.0368,394,169,0,0,0,0,611.9999,474,394,169,0,0,0
"2001-11",394,394,0,394,0,0,0,363,12,6,13,363,12,6,13,0,0,0,0,363,12,6,13,0,0,0
"2001-12",111,111,0,111,0,0,0,93,12,6,0,93,12,6,0,0,0,0,0,93,12,6,0,0,0,0
"2002-01",67,67,0,67,0,0,0,49,12,6,0,49,12,6,0,0,0,0,0,49,12,6,0,0,0,0
"2002-02",68,68,0,68,0,0,0,52,10,6,0,52,10,6,0,0,0,0,0,52,10,6,0,0,0,0
"2002-03",103,103,0,103,0,0,0,91,6,6,0,91,6,6,0,0,0,0,0,91,6,6,0,0,0,0
"2002-04",1248,1248,0,1248,0,0,0,861,23,269,95,861,23,269,95,0,0,0,0,861,23,269,95,0,0,0
"2002-05",3948.9999,3406.5611,542.4388,2916.6815,0,0,0,1432.9999,1424,633,459,1432.9998,881.5613,633,459,1e-04,542.4387,0,0,1432.9998,391.6817,633,459,0,0,0
"2002-06",5481.9999,3568.7209,1913.2791,3568.7209,0,0,0,1530,2070,1291,590.9999,1530,156.7209,1291.0001,590.9999,0,1913.2791,0,0,1530,156.7209,1291.0001,590.9999,0,0,0
"2002-07",4841,3171.5584,1669.4418,3171.5584,0,0,0,1396,1767,1239,439,1395.9999,431.4803,905.0782,439,1e-04,1335.5198,333.9219,0,1395.9999,431.4803,905.0782,439,0,0,0
"2002-08",4489,2863.1628,1625.8371,2863.1628,0,0,0,1365,1418,1341,365,1365,298.3626,834.8002,365,0,1119.6373,506.1998,0,1365,298.3626,834.8002,365,0,0,0
"2002-09",2055.9999,2055.9999,0,2055.9999,0,0,0,785.9999,542,576,152,785.9999,542,576,152,0,0,0,0,785.9999,542,576,152,0,0,0
"2002-10",944,944,0,944,0,0,0,449,300,132,63,449,300,132,63,0,0,0,0,449,300,132,63,0,0,0
"2002-11",151,151,0,151,0,0,0,134,1,6,10,134,1,6,10,0,0,0,0,134,1,6,10,0,0,0
"2002-12",22,22,0,22,0,0,0,13,3,6,0,13,3,6,0,0,0,0,0,13,3,6,0,0,0,0
"2003-01",46,46,0,46,0,0,0,37,3,6,0,37,3,6,0,0,0,0,0,37,3,6,0,0,0,0
"2003-02",42,42,0,42,0,0,0,33,3,6,0,33,3,6,0,0,0,0,0,33,3,6,0,0,0,0
