"Date","34_AGG_IrrigDemand","34_AGG_IrrigSupply","34_AGG_IrrigShortage","34_AGG_IrrigSupDirectFlow","34_AGG_MunDemand","34_AGG_MunSupply","34_AGG_MunShortage","34_ADS012_IrrigDemand","34_ADS013_IrrigDemand","34_ADS014_IrrigDemand","34_ADS012_IrrigSupply","34_ADS013_IrrigSupply","34_ADS014_IrrigSupply","34_ADS012_IrrigShortage","34_ADS013_IrrigShortage","34_ADS014_IrrigShortage","34_ADS012_IrrigSupDirectFlow","34_ADS013_IrrigSupDirectFlow","34_ADS014_IrrigSupDirectFlow"
"1988-05",1288,1288,0,1288,NA,NA,NA,493,151,644,493,151,644,0,0,0,493,151,644
"1988-06",2266,2266.1,0,1257.4761,NA,NA,NA,685,262,1319,685.1,262,1319,0,0,0,445.6924,0,811.7837
"1988-07",2160,2160,0,747.0306,NA,NA,NA,750,228,1182,750,228,1182,0,0,0,460.5489,0,286.4817
"1988-08",1577.9999,728.0224,849.9777,280.3562,NA,NA,NA,344,225,1008.9999,281.1375,43,403.8849,62.8626,182,605.1151,208.4147,0,71.9415
"1988-09",720,316.314,403.6859,281.2642,NA,NA,NA,270,93,357,193.3913,7.3616,115.5612,76.6087,85.6384,241.4388,193.3913,0,87.8729
"1988-10",631,138.3491,492.6509,138.3491,NA,NA,NA,257,59,315,138.3491,0,0,118.6509,59,315,138.3491,0,0
"1988-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1988-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1989-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1989-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1989-03",59,59,0,59,NA,NA,NA,0,0,59,0,0,59,0,0,0,0,0,59
"1989-04",404,404.0393,0,404,NA,NA,NA,0,30,374,0,30,374.0393,0,0,0,0,30,374
"1989-05",1719,1719.1621,0,1474.0454,NA,NA,NA,561,131,1027,561,131.1621,1027,0,0,0,460.5489,77.6415,935.855
"1989-06",2161,2160.9999,1e-04,787.8462,NA,NA,NA,787,211,1163,787,211,1162.9999,0,0,1e-04,445.6924,0,342.1537
"1989-07",2128.9999,609.8308,1519.1691,199.8376,NA,NA,NA,756.9999,213,1159,199.8376,50.3616,359.6316,557.1624,162.6384,799.3683,199.8376,0,0
"1989-08",1472,199.8376,1272.1624,199.8376,NA,NA,NA,363,177,932,199.8376,0,0,163.1624,177,932,199.8376,0,0
"1989-09",1097,133.8862,963.1138,133.8862,NA,NA,NA,396,114,587,133.8862,0,0,262.1138,114,587,133.8862,0,0
"1989-10",407,138.3491,268.6509,138.3491,NA,NA,NA,194,44,169,138.3491,0,0,55.6509,44,169,138.3491,0,0
"1989-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1989-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1990-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1990-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1990-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1990-04",196,196.0984,0,196,NA,NA,NA,10,1,185,10,1,185.0984,0,0,0,10,1,185
"1990-05",1022,1022.24,0,988.5488,NA,NA,NA,494,115,413,494.24,115,413,0,0,0,460.5489,115,413
"1990-06",2129.9999,757.9745,1372.0255,742.683,NA,NA,NA,837,223,1069.9999,450.8524,8.5003,298.6217,386.1476,214.4997,771.3782,445.6924,0,296.9906
"1990-07",1578,199.8376,1378.1624,199.8376,NA,NA,NA,585,164,829,199.8376,0,0,385.1624,164,829,199.8376,0,0
"1990-08",1461,147.5242,1313.4758,147.5242,NA,NA,NA,344,169,948,147.5242,0,0,196.4758,169,948,147.5242,0,0
"1990-09",950,133.8862,816.1138,133.8862,NA,NA,NA,302,96,552,133.8862,0,0,168.1138,96,552,133.8862,0,0
"1990-10",328,170.8572,157.1428,170.8572,NA,NA,NA,163,39,126,163,0,7.8572,0,39,118.1428,163,0,7.8572
"1990-11",7,7,0,7,NA,NA,NA,0,0,7,0,0,7,0,0,0,0,0,7
"1990-12",8,8,0,8,NA,NA,NA,0,0,8,0,0,8,0,0,0,0,0,8
"1991-01",18,18,0,18,NA,NA,NA,0,0,18,0,0,18,0,0,0,0,0,18
"1991-02",14,14,0,14,NA,NA,NA,0,0,14,0,0,14,0,0,0,0,0,14
"1991-03",17,17,0,17,NA,NA,NA,0,0,17,0,0,17,0,0,0,0,0,17
"1991-04",274,274,0,274,NA,NA,NA,170,28,76,170,28,76,0,0,0,170,28,76
"1991-05",1240,1240.3306,0,1128.5489,NA,NA,NA,572,133,535,572.12,133.1122,535.0984,0,0,0,460.5489,133,535
"1991-06",2044.9999,2044.9999,0,996.6573,NA,NA,NA,739,198,1107.9999,739,198,1107.9999,0,0,0,445.6924,0,550.9648
"1991-07",1896,1896.18,0,573.6877,NA,NA,NA,583,164,1149,583.18,164,1149,0,0,0,460.5489,0,113.1388
"1991-08",1640.9999,573.5407,1067.4593,138.3491,NA,NA,NA,369,181,1090.9999,166.9092,47,359.6316,202.0908,134,731.3685,138.3491,0,0
"1991-09",719,502.9469,216.0531,499.5853,NA,NA,NA,270,77,372,270,3.3616,229.5853,0,73.6384,142.4147,270,0,229.5853
"1991-10",613,138.3491,474.6509,138.3491,NA,NA,NA,267,63,283,138.3491,0,0,128.6509,63,283,138.3491,0,0
"1991-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1991-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1992-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1992-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1992-03",30,30,0,30,NA,NA,NA,0,0,30,0,0,30,0,0,0,0,0,30
"1992-04",356,355.9999,0,355.9999,NA,NA,NA,0,0,356,0,0,355.9999,0,0,0,0,0,355.9999
"1992-05",668,668,0,668,NA,NA,NA,335,83,250,335,83,250,0,0,0,335,83,250
"1992-06",1984.9999,1984.9999,0,1878.6661,NA,NA,NA,767,206,1011.9999,767,206,1011.9999,0,0,0,767,206,905.6661
"1992-07",1930,1930.1001,0,573.6877,NA,NA,NA,585,164,1181,585.1,164,1181,0,0,0,460.5489,0,113.1388
"1992-08",1648,1648,0,493.1388,NA,NA,NA,380,185,1083,380,185,1083,0,0,0,380,0,113.1388
"1992-09",740,500.4037,239.5962,332.8175,NA,NA,NA,272,77,391,193.6713,34,272.7325,78.3287,43,118.2675,193.3913,0,139.4262
"1992-10",422,256.7107,165.2893,138.3491,NA,NA,NA,189,44,189,138.3491,16.3616,102,50.6509,27.6384,87,138.3491,0,0
"1992-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1992-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1993-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1993-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1993-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1993-04",191,191,0,191,NA,NA,NA,0,0,191,0,0,191,0,0,0,0,0,191
"1993-05",1111,1111.164,0,1111,NA,NA,NA,517,120,474,517,120.1247,474.0393,0,0,0,517,120,474
"1993-06",1903,1903.18,0,1899.6662,NA,NA,NA,783,211,909,783.18,211,909,0,0,0,783,211,905.6661
"1993-07",2290,2289.9999,2e-04,1183.6521,NA,NA,NA,767,235,1288,767,235,1287.9999,0,0,2e-04,460.5489,0,723.1033
"1993-08",1683,1683.1,0,398.1388,NA,NA,NA,285,220,1178,285.1,220,1178,0,0,0,285,0,113.1388
"1993-09",1173,715.4759,457.5241,524.5,NA,NA,NA,337,360,476,325.4545,42,348.0214,11.5455,318,127.9786,325.3745,0,199.1255
"1993-10",249,197.6632,51.3368,154.912,NA,NA,NA,128,30,91,128,8.3616,61.3016,0,21.6384,29.6984,128,0,26.912
"1993-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1993-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1994-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1994-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1994-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1994-04",167,167,0,167,NA,NA,NA,0,0,167,0,0,167,0,0,0,0,0,167
"1994-05",1153,1153.2236,0,1153,NA,NA,NA,531,124,498,531.12,124.0249,498.0787,0,0,0,531,124,498
"1994-06",2206,2206,0,1579.3586,NA,NA,NA,852,228,1126,852,228,1126,0,0,0,445.6924,228,905.6661
"1994-07",2026,2026.08,0,573.6877,NA,NA,NA,722,202,1102,722.08,202,1102,0,0,0,460.5489,0,113.1388
"1994-08",1787,518.6501,1268.3498,138.3491,NA,NA,NA,443,215,1129,138.3491,50.3616,329.9394,304.6509,164.6384,799.0605,138.3491,0,0
"1994-09",846,134.3049,711.6951,134.3049,NA,NA,NA,294,113,439,133.8862,0,0.4186,160.1137,113,438.5813,133.8862,0,0.4186
"1994-10",365,138.3491,226.6509,138.3491,NA,NA,NA,176,41,148,138.3491,0,0,37.6509,41,148,138.3491,0,0
"1994-11",30,30,0,30,NA,NA,NA,0,0,30,0,0,30,0,0,0,0,0,30
"1994-12",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1995-01",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1995-02",28,28,0,28,NA,NA,NA,0,0,28,0,0,28,0,0,0,0,0,28
"1995-03",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1995-04",59,59.1377,0,59,NA,NA,NA,0,0,59,0,0,59.1377,0,0,0,0,0,59
"1995-05",885,885.2559,0,885,NA,NA,NA,448,106,331,448,106,331.2558,0,0,0,448,106,331
"1995-06",1936.9999,1937,0,1827.6661,NA,NA,NA,713,209,1014.9999,713,209,1014.9999,0,0,0,713,209,905.6661
"1995-07",2391,2391,0,1865.855,NA,NA,NA,698,232,1461,698,232,1461,0,0,0,698,232,935.855
"1995-08",1616.0001,1616.0001,0,571.7625,NA,NA,NA,389,240,987.0001,389,240,987.0001,0,0,0,389,0,182.7625
"1995-09",1085,1085,0,584.5099,NA,NA,NA,296,110,679,296,110,679,0,0,0,296,0,288.5099
"1995-10",570,570.1574,0,301.5856,NA,NA,NA,256,68,246,256,68,246.1574,0,0,0,199.8376,0,101.748
"1995-11",30,30,0,30,NA,NA,NA,0,0,30,0,0,30,0,0,0,0,0,30
"1995-12",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1996-01",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1996-02",29,29,0,29,NA,NA,NA,0,0,29,0,0,29,0,0,0,0,0,29
"1996-03",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1996-04",263,263.2558,0,263,NA,NA,NA,32,0,231,32,0,231.2558,0,0,0,32,0,231
"1996-05",1446,1446.3496,0,1286.5489,NA,NA,NA,620,144,682,620.2,144.1496,682,0,0,0,460.5489,144,682
"1996-06",1914.0001,1725.6809,188.3191,736.3098,NA,NA,NA,713,191,1010.0001,713,191,821.6809,0,0,188.3191,445.6924,0,290.6173
"1996-07",2062,565.6623,1496.3376,138.3491,NA,NA,NA,731,204,1127,155.6691,50.3616,359.6316,575.3308,153.6384,767.3684,138.3491,0,0
"1996-08",1593,138.3491,1454.6508,138.3491,NA,NA,NA,406,196,991,138.3491,0,0,267.6508,196,991,138.3491,0,0
"1996-09",488,133.8862,354.1137,133.8862,NA,NA,NA,187,82,219,133.8862,0,0,53.1138,82,219,133.8862,0,0
"1996-10",117,117,0,117,NA,NA,NA,76,19,22,76,19,22,0,0,0,76,19,22
"1996-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1996-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1997-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1997-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1997-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1997-04",106,106,0,106,NA,NA,NA,0,0,106,0,0,106,0,0,0,0,0,106
"1997-05",1178,1178,0,1178,NA,NA,NA,537,126,515,537,126,515,0,0,0,537,126,515
"1997-06",2114,2114,0,2017.6662,NA,NA,NA,804.0001,308,1001.9999,804.0001,308,1001.9999,0,0,0,804.0001,308,905.6661
"1997-07",2259.9999,2260.0001,0,814.1078,NA,NA,NA,688.9999,238,1333,688.9999,238,1333.0001,0,0,0,460.5489,0,353.5589
"1997-08",1587,1586.9999,1e-04,914.9594,NA,NA,NA,363,277,947,363,277,946.9999,0,0,1e-04,363,0,551.9594
"1997-09",934,934.0393,0,633.7351,NA,NA,NA,319,91,524,319,91,524.0393,0,0,0,319,0,314.7351
"1997-10",431,431.2598,0,309.1388,NA,NA,NA,196,46,189,196.16,46.0998,189,0,0,0,196,0,113.1388
"1997-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1997-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1998-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1998-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1998-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"1998-04",151,151,0,151,NA,NA,NA,8,0,143,8,0,143,0,0,0,8,0,143
"1998-05",1215,1215.2559,0,1215,NA,NA,NA,554,130,531,554,130,531.2559,0,0,0,554,130,531
"1998-06",2040,2040.0799,0,1055.1837,NA,NA,NA,798,290,952,798.08,290,952,0,0,0,445.6924,0,609.4913
"1998-07",2058,2058.0001,0,649.9513,NA,NA,NA,626,278,1154,626,278,1154.0001,0,0,0,460.5489,0,189.4024
"1998-08",1694,705.5755,988.4244,290.9223,NA,NA,NA,406,261,1027,223.6408,50.3616,431.5731,182.3591,210.6384,595.4269,218.9807,0,71.9415
"1998-09",1175,144.1821,1030.8178,144.1821,NA,NA,NA,394,114,667,133.8862,0,10.2959,260.1137,114,656.704,133.8862,0,10.2959
"1998-10",80,72.1213,7.8787,72.1213,NA,NA,NA,57,13,10,57,5.1213,10,0,7.8787,0,57,5.1213,10
"1998-11",62,62,0,62,NA,NA,NA,0,0,62,0,0,62,0,0,0,0,0,62
"1998-12",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1999-01",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1999-02",28,28,0,28,NA,NA,NA,0,0,28,0,0,28,0,0,0,0,0,28
"1999-03",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"1999-04",128,128,0,128,NA,NA,NA,81,13,34,81,13,34,0,0,0,81,13,34
"1999-05",907,907.3778,0,906.9999,NA,NA,NA,444,104,359,444.24,104,359.1377,0,0,0,444,104,358.9999
"1999-06",1981,1981,0,1944.6661,NA,NA,NA,778,261,942,778,261,942,0,0,0,778,261,905.6661
"1999-07",1972,1972,0,814.1077,NA,NA,NA,678,243,1051,678,243,1051,0,0,0,460.5489,0,353.5589
"1999-08",1429,1429.0001,0,863.8395,NA,NA,NA,373,207,849,373,207,849.0001,0,0,0,373,0,490.8395
"1999-09",1052,1052.16,0,520.9428,NA,NA,NA,346,100,606,346.16,100,606,0,0,0,346,0,174.9428
"1999-10",691,691.1575,0,312.9764,NA,NA,NA,280,65,346,280,65,346.1574,0,0,0,199.8376,0,113.1388
"1999-11",78,78,0,78,NA,NA,NA,2,5,71,2,5,71,0,0,0,2,5,71
"1999-12",33,33,0,33,NA,NA,NA,2,0,31,2,0,31,0,0,0,2,0,31
"2000-01",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"2000-02",32,32,0,32,NA,NA,NA,3,0,29,3,0,29,0,0,0,3,0,29
"2000-03",34,34,0,34,NA,NA,NA,3,0,31,3,0,31,0,0,0,3,0,31
"2000-04",360,360.0787,0,360,NA,NA,NA,12,0,348,12,0,348.0787,0,0,0,12,0,348
"2000-05",1580.9999,1581.0984,0,1580.9999,NA,NA,NA,626,270,684.9999,626,270,685.0984,0,0,0,626,270,684.9999
"2000-06",2254.0001,2254.0002,0,894.2532,NA,NA,NA,865,232,1157.0001,865.0001,232,1157.0001,0,0,0,445.6925,0,448.5607
"2000-07",2229,646.9188,1582.0811,196.7456,NA,NA,NA,776,218,1235,178.5292,50.3616,418.028,597.4708,167.6384,816.9719,138.3491,0,58.3964
"2000-08",1895,138.3491,1756.6509,138.3491,NA,NA,NA,463,223,1209,138.3491,0,0,324.6509,223,1209,138.3491,0,0
"2000-09",1137,133.8862,1003.1137,133.8862,NA,NA,NA,393,114,630,133.8862,0,0,259.1137,114,630,133.8862,0,0
"2000-10",388,138.3491,249.6509,138.3491,NA,NA,NA,178,41,169,138.3491,0,0,39.6509,41,169,138.3491,0,0
"2000-11",30,30,0,30,NA,NA,NA,0,0,30,0,0,30,0,0,0,0,0,30
"2000-12",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"2001-01",31,31,0,31,NA,NA,NA,0,0,31,0,0,31,0,0,0,0,0,31
"2001-02",28,28,0,28,NA,NA,NA,0,0,28,0,0,28,0,0,0,0,0,28
"2001-03",56,56,0,56,NA,NA,NA,0,0,56,0,0,56,0,0,0,0,0,56
"2001-04",300,300,0,300,NA,NA,NA,0,0,300,0,0,300,0,0,0,0,0,300
"2001-05",1331,1331.0624,0,1331,NA,NA,NA,581,135,615,581,135.0623,615.0001,0,0,0,581,135,615
"2001-06",2247,2247.0001,0,1164.533,NA,NA,NA,865,232,1150,865,232,1150.0001,0,0,0,445.6924,0,718.8406
"2001-07",2262,639.8895,1622.1105,420.1147,NA,NA,NA,787,220,1255,244.9673,41.0485,353.8737,542.0327,178.9515,901.1263,244.8673,0,175.2474
"2001-08",1400,210.8492,1189.1508,210.8492,NA,NA,NA,344,185,871,199.8376,0,11.0115,144.1624,185,859.9885,199.8376,0,11.0115
"2001-09",1181,133.8862,1047.1138,133.8862,NA,NA,NA,404,116,661,133.8862,0,0,270.1138,116,661,133.8862,0,0
"2001-10",642,133.3055,508.6945,133.3055,NA,NA,NA,259,61,322,133.3055,0,0,125.6945,61,322,133.3055,0,0
"2001-11",71,71,0,71,NA,NA,NA,0,0,71,0,0,71,0,0,0,0,0,71
"2001-12",26,26,0,26,NA,NA,NA,0,0,26,0,0,26,0,0,0,0,0,26
"2002-01",26,26,0,26,NA,NA,NA,0,0,26,0,0,26,0,0,0,0,0,26
"2002-02",23,23,0,23,NA,NA,NA,0,0,23,0,0,23,0,0,0,0,0,23
"2002-03",58,58,0,58,NA,NA,NA,32,0,26,32,0,26,0,0,0,32,0,26
"2002-04",599,599.1968,0,599,NA,NA,NA,178,1,420,178,1,420.1968,0,0,0,178,1,420
"2002-05",1441,386.2229,1054.7771,199.8376,NA,NA,NA,626,146,669,313.2376,0.6078,72.3775,312.7624,145.3922,596.6225,199.8376,0,0
"2002-06",2353,133.8862,2219.1138,133.8862,NA,NA,NA,889,238,1226,133.8862,0,0,755.1138,238,1226,133.8862,0,0
"2002-07",2276,0,2276,0,NA,NA,NA,780,218,1278,0,0,0,780,218,1278,0,0,0
"2002-08",1705,0,1705,0,NA,NA,NA,433,212,1060,0,0,0,433,212,1060,0,0,0
"2002-09",718,133.8862,584.1138,133.8862,NA,NA,NA,241,68,409,133.8862,0,0,107.1138,68,409,133.8862,0,0
"2002-10",347,138.3491,208.6509,138.3491,NA,NA,NA,169,39,139,138.3491,0,0,30.6509,39,139,138.3491,0,0
"2002-11",2,0,2,0,NA,NA,NA,2,0,0,0,0,0,2,0,0,0,0,0
"2002-12",31,0,31,0,NA,NA,NA,31,0,0,0,0,0,31,0,0,0,0,0
"2003-01",31,31,0,31,NA,NA,NA,31,0,0,31,0,0,0,0,0,31,0,0
"2003-02",28,28,0,28,NA,NA,NA,28,0,0,28,0,0,0,0,0,28,0,0
"2003-03",31,31,0,31,NA,NA,NA,31,0,0,31,0,0,0,0,0,31,0,0
"2003-04",458,458,0,458,NA,NA,NA,89,56,313,89,56,313,0,0,0,89,56,313
"2003-05",1417,1417.06,0,1266.5489,NA,NA,NA,611,143,663,611.06,143,663,0,0,0,460.5489,143,663
"2003-06",2152.0001,1275.5882,876.4118,861.2815,NA,NA,NA,843,226,1083.0001,813.2291,43.9446,418.4146,29.7709,182.0554,664.5854,445.6924,0,415.5891
"2003-07",2468,62.1299,2405.8702,0,NA,NA,NA,831,233,1404,62.1299,0,0,768.8702,233,1404,0,0,0
"2003-08",1765,138.3491,1626.6509,138.3491,NA,NA,NA,430,208,1127,138.3491,0,0,291.6509,208,1127,138.3491,0,0
"2003-09",1010,254.7236,755.2765,254.7236,NA,NA,NA,235,68,707,193.3913,0,61.3323,41.6087,68,645.6677,193.3913,0,61.3323
"2003-10",670,138.3491,531.6509,138.3491,NA,NA,NA,263,61,346,138.3491,0,0,124.6509,61,346,138.3491,0,0
"2003-11",43,43,0,43,NA,NA,NA,0,0,43,0,0,43,0,0,0,0,0,43
"2003-12",11,11,0,11,NA,NA,NA,0,0,11,0,0,11,0,0,0,0,0,11
"2004-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2004-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2004-03",304,304,0,304,NA,NA,NA,0,0,304,0,0,304,0,0,0,0,0,304
"2004-04",216,216,0,216,NA,NA,NA,27,0,189,27,0,189,0,0,0,27,0,189
"2004-05",1588.0001,1588.1497,0,1431.5489,NA,NA,NA,617.0001,144,827,617.0001,144.1496,827,0,0,0,460.5489,144,827
"2004-06",2234.9999,2235.26,0,1126.1375,NA,NA,NA,830.9999,223,1181,831.2599,223,1181,0,0,0,445.6924,0,680.445
"2004-07",2067.9999,746.8683,1321.1316,339.2839,NA,NA,NA,723.9999,222,1122,214.3377,40.0485,492.4822,509.6623,181.9515,629.5178,199.8376,0,139.4463
"2004-08",1686.9999,138.3491,1548.6507,138.3491,NA,NA,NA,437,212,1037.9999,138.3491,0,0,298.6508,212,1037.9999,138.3491,0,0
"2004-09",944,217.6145,726.3855,217.6145,NA,NA,NA,206,136,602,193.3913,0,24.2233,12.6088,136,577.7767,193.3913,0,24.2233
"2004-10",540,191,349,191,NA,NA,NA,191,44,305,191,0,0,0,44,305,191,0,0
"2004-11",4,4,0,4,NA,NA,NA,0,0,4,0,0,4,0,0,0,0,0,4
"2004-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2005-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2005-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2005-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2005-04",284,284,0,284,NA,NA,NA,0,0,284,0,0,284,0,0,0,0,0,284
"2005-05",1258.9999,1259.1621,0,1258.9999,NA,NA,NA,562.9999,131,565,562.9999,131.1621,565,0,0,0,562.9999,131,565
"2005-06",1959.0001,1959.0201,0,1903.6662,NA,NA,NA,787,211,961.0001,787.02,211,961.0001,0,0,0,787,211,905.6661
"2005-07",2315,2314.9999,1e-04,924.5074,NA,NA,NA,789,220,1306,789,220,1305.9999,0,0,1e-04,460.5489,0,463.9586
"2005-08",1799,1799,0,469.1388,NA,NA,NA,356,195,1248,356,195,1248,0,0,0,356,0,113.1388
"2005-09",1029,448.0704,580.9296,203.5071,NA,NA,NA,291,188,550,134.2463,37,276.8241,156.7537,151,273.1759,133.8862,0,69.6208
"2005-10",498,303.0538,194.9462,199.2033,NA,NA,NA,178,51,269,178,13.3616,111.6922,0,37.6384,157.3078,178,0,21.2033
"2005-11",100,100,0,100,NA,NA,NA,0,0,100,0,0,100,0,0,0,0,0,100
"2005-12",28,28,0,28,NA,NA,NA,0,0,28,0,0,28,0,0,0,0,0,28
"2006-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2006-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2006-03",26,26,0,26,NA,NA,NA,0,0,26,0,0,26,0,0,0,0,0,26
"2006-04",338,338,0,338,NA,NA,NA,23,0,315,23,0,315,0,0,0,23,0,315
"2006-05",1481,1481.2299,0,1261.999,NA,NA,NA,633,148,700.0001,633.18,148.0499,700.0001,0,0,0,460.5489,101.4501,700.0001
"2006-06",2252,495.3444,1756.6556,352.4526,NA,NA,NA,857,230,1165,205.7513,9.9487,279.6444,651.2487,220.0513,885.3556,193.3913,0,159.0614
"2006-07",1988,138.3491,1849.6509,138.3491,NA,NA,NA,683,191,1114,138.3491,0,0,544.6509,191,1114,138.3491,0,0
"2006-08",1222,138.3491,1083.6509,138.3491,NA,NA,NA,300,146,776,138.3491,0,0,161.6509,146,776,138.3491,0,0
"2006-09",675,247.7722,427.2278,247.7722,NA,NA,NA,254,73,348,193.3913,0,54.381,60.6088,73,293.619,193.3913,0,54.381
"2006-10",367,367.0249,0,367,NA,NA,NA,104,24,239,104,24.0249,239,0,0,0,104,24,239
"2006-11",37,37,0,37,NA,NA,NA,0,0,37,0,0,37,0,0,0,0,0,37
"2006-12",42,42,0,42,NA,NA,NA,0,0,42,0,0,42,0,0,0,0,0,42
"2007-01",26,26,0,26,NA,NA,NA,0,0,26,0,0,26,0,0,0,0,0,26
"2007-02",14,14,0,14,NA,NA,NA,0,0,14,0,0,14,0,0,0,0,0,14
"2007-03",126,126,0,126,NA,NA,NA,0,0,126,0,0,126,0,0,0,0,0,126
"2007-04",302,302.0787,0,302,NA,NA,NA,3,1,298,3,1,298.0787,0,0,0,3,1,298
"2007-05",1304,1304,0,1304,NA,NA,NA,497,113,694,497,113,694,0,0,0,497,113,694
"2007-06",2293,2293.0001,0,1245.1522,NA,NA,NA,867,236,1190,867,236,1190.0001,0,0,0,445.6924,0,799.4598
"2007-07",2044.9999,979.9925,1065.0075,566.7306,NA,NA,NA,630.9999,235,1179,469.8889,44.2904,465.8132,161.1111,190.7096,713.1867,460.5489,0,106.1817
"2007-08",1747,199.8376,1547.1624,199.8376,NA,NA,NA,422,216,1109,199.8376,0,0,222.1624,216,1109,199.8376,0,0
"2007-09",960,246.3832,713.6167,246.3832,NA,NA,NA,280,106,574,193.3913,0,52.992,86.6087,106,521.008,193.3913,0,52.992
"2007-10",607,206.5552,400.4447,206.5552,NA,NA,NA,252,59,296,199.8376,0,6.7176,52.1624,59,289.2824,199.8376,0,6.7176
"2007-11",143,143,0,136.5936,NA,NA,NA,0,0,143,0,0,143,0,0,0,0,0,136.5936
"2007-12",12,12,0,12,NA,NA,NA,0,0,12,0,0,12,0,0,0,0,0,12
"2008-01",18,18,0,18,NA,NA,NA,0,0,18,0,0,18,0,0,0,0,0,18
"2008-02",14,14,0,14,NA,NA,NA,0,0,14,0,0,14,0,0,0,0,0,14
