Date,39_AGG_IrrigDemand,39_AGG_IrrigSupply,39_AGG_IrrigShortage,39_AGG_IrrigSupDirectFlow,39_AGG_MunDemand,39_AGG_MunSupply,39_AGG_MunShortage,39_ADC041_IrrigDemand,39_ADC045_IrrigDemand,39_ADC041_IrrigSupply,39_ADC045_IrrigSupply,39_ADC041_IrrigShortage,39_ADC045_IrrigShortage,39_ADC041_IrrigSupDirectFlow,39_ADC045_IrrigSupDirectFlow,3900563_I_IrrigDemand,3900563_I_IrrigSupply,3900563_I_IrrigShortage,3900563_I_IrrigSupDirectFlow,3903505_I_IrrigDemand,3903505_I_IrrigSupply,3903505_I_IrrigShortage,3903505_I_IrrigSupDirectFlow
1971-08,8461.0004,7794.0004,740.8423,3957.6104,,,,3566.0000,950.0001,3007.6104,950.0001,558.3896,0.0000,3007.6104,950.0001,1633.0001,1450.5472,182.4527,0.0000,2312.0002,2385.8428,0.0000,0.0000
1971-09,6271.0002,6189.1602,81.8401,2620.0002,,,,2192.0002,428.0000,2192.0002,428.0000,0.0000,0.0000,2192.0002,428.0000,947.0000,865.1600,81.8401,0.0000,2704.0000,2704.0000,0.0000,0.0000
1971-10,1069.0000,1075.7979,0.0000,781.0000,,,,581.0000,200.0000,581.0000,200.0000,0.0000,0.0000,581.0000,200.0000,125.0000,128.6146,0.0000,0.0000,163.0000,166.1833,0.0000,0.0000
1971-11,894.0000,894.0000,0.0000,67.0000,,,,7.0000,60.0000,7.0000,60.0000,0.0000,0.0000,7.0000,60.0000,356.0000,356.0000,0.0000,0.0000,471.0000,471.0000,0.0000,0.0000
1971-12,2158.0001,2158.0001,0.0000,74.0000,,,,10.0000,64.0000,10.0000,64.0000,0.0000,0.0000,10.0000,64.0000,896.0001,896.0001,0.0000,0.0000,1188.0000,1188.0000,0.0000,0.0000
1972-01,2152.0000,2152.0000,0.0000,72.0000,,,,8.0000,64.0000,8.0000,64.0000,0.0000,0.0000,8.0000,64.0000,894.0000,894.0000,0.0000,0.0000,1186.0000,1186.0000,0.0000,0.0000
1972-02,2001.0000,2001.0000,0.0000,66.0000,,,,7.0000,59.0000,7.0000,59.0000,0.0000,0.0000,7.0000,59.0000,832.0000,832.0000,0.0000,0.0000,1103.0000,1103.0000,0.0000,0.0000
1972-03,2791.9999,2791.9999,0.0000,126.0000,,,,55.0000,71.0000,55.0000,71.0000,0.0000,0.0000,55.0000,71.0000,845.9999,845.9999,0.0000,0.0000,1820.0000,1820.0000,0.0000,0.0000
1972-04,3146.0000,3146.0001,0.0000,550.0000,,,,286.0000,264.0000,286.0000,264.0000,0.0000,0.0000,286.0000,264.0000,740.0000,740.0001,0.0000,0.0000,1856.0000,1856.0000,0.0000,0.0000
1972-05,7052.0000,7052.0000,0.0000,3884.0000,,,,2410.0000,1474.0000,2410.0000,1474.0000,0.0000,0.0000,2410.0000,1474.0000,974.0000,974.0000,0.0000,0.0000,2194.0000,2194.0000,0.0000,0.0000
1972-06,9713.9999,9556.2904,157.7096,5175.0000,,,,3625.0000,1550.0000,3625.0000,1550.0000,0.0000,0.0000,3625.0000,1550.0000,1564.9999,1407.2904,157.7096,0.0000,2974.0000,2974.0000,0.0000,0.0000
1972-07,8769.0004,8608.1245,260.2106,4332.0004,,,,3219.0002,1113.0001,3219.0002,1113.0001,0.0000,0.0000,3219.0002,1113.0001,1847.0000,1586.7894,260.2106,0.0000,2590.0000,2689.3347,0.0000,0.0000
1972-08,7338.0000,7243.2976,167.5479,3449.0000,,,,2511.0000,938.0000,2511.0000,938.0000,0.0000,0.0000,2511.0000,938.0000,1613.0000,1445.4521,167.5479,0.0000,2276.0000,2348.8455,0.0000,0.0000
1972-09,3629.9999,3661.7839,0.0000,1968.0000,,,,1511.0000,457.0000,1511.0000,457.0000,0.0000,0.0000,1511.0000,457.0000,667.0000,686.1913,0.0000,0.0000,994.9999,1007.5925,0.0000,0.0000
1972-10,1244.0000,1245.3624,0.0000,1182.0000,,,,993.0000,189.0000,993.0000,189.0000,0.0000,0.0000,993.0000,189.0000,23.0000,23.7615,0.0000,0.0000,39.0000,39.6009,0.0000,0.0000
1972-11,7.0000,7.0000,0.0000,7.0000,,,,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1972-12,10.0000,10.0000,0.0000,10.0000,,,,7.0000,3.0000,7.0000,3.0000,0.0000,0.0000,7.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1973-01,40.0000,40.0000,0.0000,40.0000,,,,7.0000,33.0000,7.0000,33.0000,0.0000,0.0000,7.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1973-02,72.0000,72.0000,0.0000,36.0000,,,,7.0000,29.0000,7.0000,29.0000,0.0000,0.0000,7.0000,29.0000,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,0.0000,0.0000
1973-03,672.0000,672.0000,0.0000,37.0000,,,,6.0000,31.0000,6.0000,31.0000,0.0000,0.0000,6.0000,31.0000,273.0000,273.0000,0.0000,0.0000,362.0000,362.0000,0.0000,0.0000
1973-04,3537.0001,3503.5100,38.5900,189.0000,,,,85.0000,104.0000,90.1000,104.0000,0.0000,0.0000,85.0000,104.0000,807.0001,768.4100,38.5900,0.0000,2541.0000,2541.0000,0.0000,0.0000
1973-05,7002.0000,7028.2761,0.0000,3840.0000,,,,2550.0000,1290.0000,2550.0000,1290.0000,0.0000,0.0000,2550.0000,1290.0000,912.0000,938.2761,0.0000,0.0000,2250.0000,2250.0000,0.0000,0.0000
1973-06,9582.0002,9493.1188,88.8816,4706.0000,,,,3292.0000,1414.0000,3292.0000,1414.0000,0.0000,0.0000,3292.0000,1414.0000,1422.0000,1333.1185,88.8816,0.0000,3454.0002,3454.0002,0.0000,0.0000
1973-07,7876.0002,7716.3479,173.2803,3774.0002,,,,2800.0002,974.0000,2800.0002,974.0000,0.0000,0.0000,2800.0002,974.0000,1610.0000,1436.7197,173.2803,0.0000,2492.0000,2505.6279,0.0000,0.0000
1973-08,6795.0000,6778.3226,16.6774,2861.0000,,,,1999.0000,862.0000,1999.0000,862.0000,0.0000,0.0000,1999.0000,862.0000,1267.0000,1250.3226,16.6774,0.0000,2667.0000,2667.0000,0.0000,0.0000
1973-09,5188.9999,5203.2752,.0001,2535.0000,,,,1836.0000,699.0000,1836.0000,699.0000,0.0000,0.0000,1836.0000,699.0000,947.0000,961.2755,0.0000,0.0000,1706.9999,1706.9998,.0001,0.0000
1973-10,2971.0000,2991.1384,0.0000,2110.0000,,,,1500.0000,610.0000,1500.0000,610.0000,0.0000,0.0000,1500.0000,610.0000,373.0000,383.8825,0.0000,0.0000,488.0000,497.2559,0.0000,0.0000
1973-11,7.0000,7.0000,0.0000,7.0000,,,,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1973-12,10.0000,10.0000,0.0000,10.0000,,,,7.0000,3.0000,7.0000,3.0000,0.0000,0.0000,7.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1974-01,9.0000,9.0000,0.0000,9.0000,,,,7.0000,2.0000,7.0000,2.0000,0.0000,0.0000,7.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1974-02,44.0000,44.0000,0.0000,8.0000,,,,7.0000,1.0000,7.0000,1.0000,0.0000,0.0000,7.0000,1.0000,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,0.0000,0.0000
1974-03,87.0000,87.0000,0.0000,6.0000,,,,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.0000,81.0000,0.0000,0.0000
1974-04,2322.0000,2329.5000,0.0000,277.0000,,,,125.0000,152.0000,132.5000,152.0000,0.0000,0.0000,125.0000,152.0000,355.0000,355.0000,0.0000,0.0000,1690.0000,1690.0000,0.0000,0.0000
1974-05,9399.9998,9435.4236,0.0000,5140.0002,,,,3420.0000,1720.0000,3420.0002,1720.0000,0.0000,0.0000,3420.0002,1720.0000,1225.0000,1260.4236,0.0000,0.0000,3034.9998,3034.9998,0.0000,0.0000
1974-06,9784.9999,9662.2211,122.7789,5412.0000,,,,3625.0000,1787.0000,3625.0000,1787.0000,0.0000,0.0000,3625.0000,1787.0000,1564.9999,1442.2211,122.7789,0.0000,2808.0000,2808.0000,0.0000,0.0000
1974-07,9233.0000,8986.2047,246.7956,4345.0002,,,,3144.0000,1201.0000,3144.0002,1201.0000,0.0000,0.0000,3144.0002,1201.0000,1805.0000,1558.2045,246.7955,0.0000,3083.0000,3083.0000,.0001,0.0000
1974-08,7228.9999,7094.9978,134.0022,3231.0000,,,,2200.0000,1031.0000,2200.0000,1031.0000,0.0000,0.0000,2200.0000,1031.0000,1412.9999,1278.9978,134.0022,0.0000,2585.0000,2585.0000,0.0000,0.0000
1974-09,5173.0000,5199.9316,0.0000,2638.0000,,,,1871.0000,767.0000,1871.0000,767.0000,0.0000,0.0000,1871.0000,767.0000,928.0000,954.9315,0.0000,0.0000,1607.0000,1607.0001,0.0000,0.0000
1974-10,3600.0000,3600.0000,0.0000,2263.0000,,,,1542.0000,721.0000,1542.0000,721.0000,0.0000,0.0000,1542.0000,721.0000,575.0000,575.0000,0.0000,0.0000,762.0000,762.0000,0.0000,0.0000
1974-11,2109.9999,2109.9999,0.0000,1237.0000,,,,793.0000,444.0000,793.0000,444.0000,0.0000,0.0000,793.0000,444.0000,375.0000,375.0000,0.0000,0.0000,497.9999,497.9999,0.0000,0.0000
1974-12,441.0000,441.0000,0.0000,232.0000,,,,205.0000,27.0000,205.0000,27.0000,0.0000,0.0000,205.0000,27.0000,90.0000,90.0000,0.0000,0.0000,119.0000,119.0000,0.0000,0.0000
1975-01,28.0000,28.0000,0.0000,28.0000,,,,7.0000,21.0000,7.0000,21.0000,0.0000,0.0000,7.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1975-02,60.0000,60.0000,0.0000,24.0000,,,,1.0000,23.0000,1.0000,23.0000,0.0000,0.0000,1.0000,23.0000,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,0.0000,0.0000
1975-03,106.0000,106.0000,0.0000,25.0000,,,,6.0000,19.0000,6.0000,19.0000,0.0000,0.0000,6.0000,19.0000,0.0000,0.0000,0.0000,0.0000,81.0000,81.0000,0.0000,0.0000
1975-04,1172.0001,1176.5689,0.0000,88.0000,,,,40.0000,48.0000,42.4000,48.0000,0.0000,0.0000,40.0000,48.0000,75.0000,77.1688,0.0000,0.0000,1009.0001,1009.0001,0.0000,0.0000
1975-05,6068.9998,6068.9998,.0001,3128.0000,,,,1880.0000,1248.0000,1880.0000,1248.0000,0.0000,0.0000,1880.0000,1248.0000,805.0000,805.0000,0.0000,0.0000,2135.9998,2135.9998,.0001,0.0000
1975-06,9136.0000,9149.0416,0.0000,4988.0000,,,,2725.0000,2263.0000,2725.0000,2263.0000,0.0000,0.0000,2725.0000,2263.0000,1261.0000,1274.0416,0.0000,0.0000,2887.0000,2887.0000,0.0000,0.0000
1975-07,10358.9999,10098.1378,260.8620,4982.0000,,,,3313.0000,1669.0000,3313.0000,1669.0000,0.0000,0.0000,3313.0000,1669.0000,1900.0001,1639.1381,260.8620,0.0000,3476.9998,3476.9998,0.0000,0.0000
1975-08,7935.0000,7774.4843,160.5158,3526.0000,,,,2515.0000,1011.0000,2515.0000,1011.0000,0.0000,0.0000,2515.0000,1011.0000,1600.0000,1439.4843,160.5158,0.0000,2809.0000,2809.0000,0.0000,0.0000
1975-09,5268.0000,5268.0000,.0000,2538.0000,,,,1900.0000,638.0000,1900.0000,638.0000,0.0000,0.0000,1900.0000,638.0000,1019.0000,1019.0000,0.0000,0.0000,1711.0000,1711.0000,.0000,0.0000
1975-10,2445.0000,2457.4936,0.0000,1919.0001,,,,1364.0000,555.0001,1364.0000,555.0001,0.0000,0.0000,1364.0000,555.0001,228.0000,234.6895,0.0000,0.0000,298.0000,303.8041,0.0000,0.0000
1975-11,1902.0000,1902.0000,0.0000,1746.0000,,,,1171.0000,575.0000,1171.0000,575.0000,0.0000,0.0000,1171.0000,575.0000,67.0000,67.0000,0.0000,0.0000,89.0000,89.0000,0.0000,0.0000
1975-12,2292.0000,2292.0000,0.0000,183.0000,,,,163.0000,20.0000,163.0000,20.0000,0.0000,0.0000,163.0000,20.0000,907.0000,907.0000,0.0000,0.0000,1202.0000,1202.0000,0.0000,0.0000
1976-01,948.0000,948.0000,0.0000,17.0000,,,,7.0000,10.0000,7.0000,10.0000,0.0000,0.0000,7.0000,10.0000,400.0000,400.0000,0.0000,0.0000,531.0000,531.0000,0.0000,0.0000
1976-02,51.0000,51.0000,0.0000,15.0000,,,,7.0000,8.0000,7.0000,8.0000,0.0000,0.0000,7.0000,8.0000,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,0.0000,0.0000
1976-03,104.0000,104.0000,0.0000,23.0000,,,,3.0000,20.0000,3.0000,20.0000,0.0000,0.0000,3.0000,20.0000,0.0000,0.0000,0.0000,0.0000,81.0000,81.0000,0.0000,0.0000
1976-04,2906.0000,2914.4800,0.0000,306.0000,,,,138.0000,168.0000,146.4800,168.0000,0.0000,0.0000,138.0000,168.0000,594.0000,594.0000,0.0000,0.0000,2006.0000,2006.0000,0.0000,0.0000
1976-05,7286.0002,7286.0002,0.0000,3140.0002,,,,2080.0002,1060.0000,2080.0002,1060.0000,0.0000,0.0000,2080.0002,1060.0000,1081.0000,1081.0000,0.0000,0.0000,3065.0000,3065.0000,0.0000,0.0000
1976-06,8270.9999,8306.8956,0.0000,4788.0001,,,,2858.0000,1930.0001,2858.0000,1930.0001,0.0000,0.0000,2858.0000,1930.0001,1238.0000,1273.8958,0.0000,0.0000,2244.9998,2244.9998,0.0000,0.0000
1976-07,10241.0001,9931.6716,314.1484,4990.0004,,,,3575.0000,1415.0001,3575.0002,1415.0001,0.0000,0.0000,3575.0002,1415.0001,2052.0000,1737.8517,314.1484,0.0000,3199.0000,3203.8196,0.0000,0.0000
1976-08,7073.0000,7004.2782,68.7219,3066.0000,,,,2100.0000,966.0000,2100.0000,966.0000,0.0000,0.0000,2100.0000,966.0000,1352.0000,1283.2782,68.7218,0.0000,2655.0000,2655.0000,.0001,0.0000
1976-09,4555.0000,4555.0000,.0000,2179.0000,,,,1500.0000,679.0000,1500.0000,679.0000,0.0000,0.0000,1500.0000,679.0000,867.0000,867.0000,0.0000,0.0000,1509.0000,1509.0000,.0000,0.0000
1976-10,2111.0000,2125.8349,0.0000,1476.0000,,,,1066.0000,410.0000,1066.0000,410.0000,0.0000,0.0000,1066.0000,410.0000,267.0000,274.6245,0.0000,0.0000,368.0000,375.2104,0.0000,0.0000
1976-11,9.0000,9.0000,0.0000,9.0000,,,,2.0000,7.0000,2.0000,7.0000,0.0000,0.0000,2.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1976-12,1477.0001,1477.0001,0.0000,7.0000,,,,2.0000,5.0000,2.0000,5.0000,0.0000,0.0000,2.0000,5.0000,632.0001,632.0001,0.0000,0.0000,838.0000,838.0000,0.0000,0.0000
1977-01,1369.0000,1369.0000,0.0000,8.0000,,,,2.0000,6.0000,2.0000,6.0000,0.0000,0.0000,2.0000,6.0000,585.0000,585.0000,0.0000,0.0000,776.0000,776.0000,0.0000,0.0000
1977-02,406.0000,406.0000,0.0000,6.0000,,,,1.0000,5.0000,1.0000,5.0000,0.0000,0.0000,1.0000,5.0000,172.0000,172.0000,0.0000,0.0000,228.0000,228.0000,0.0000,0.0000
1977-03,9.0000,9.0000,0.0000,9.0000,,,,1.0000,8.0000,1.0000,8.0000,0.0000,0.0000,1.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1977-04,3603.0001,3634.5800,0.0000,591.0000,,,,267.0000,324.0000,282.8200,324.0000,0.0000,0.0000,267.0000,324.0000,545.0001,560.7599,0.0000,0.0000,2467.0000,2467.0000,0.0000,0.0000
1977-05,8430.0002,8459.3513,.0001,4260.0002,,,,2830.0002,1430.0000,2830.0002,1430.0000,0.0000,0.0000,2830.0002,1430.0000,1015.0000,1044.3511,0.0000,0.0000,3155.0000,3155.0000,.0001,0.0000
1977-06,11396.0000,11147.2906,248.7096,6311.0005,,,,4425.0000,1886.0000,4425.0005,1886.0000,0.0000,0.0000,4425.0005,1886.0000,1907.0000,1658.2904,248.7095,0.0000,3178.0000,3177.9998,.0001,0.0000
1977-07,9625.9996,7968.6821,1734.3564,3291.7329,,,,3499.9998,1209.0000,2082.7329,1209.0000,1417.2670,0.0000,2082.7329,1209.0000,2005.0001,1687.9106,317.0894,0.0000,2911.9998,2989.0386,0.0000,0.0000
1977-08,6621.9999,6354.1924,267.8075,2689.0000,,,,1956.0000,733.0000,1956.0000,733.0000,0.0000,0.0000,1956.0000,733.0000,1261.9999,994.1924,267.8075,0.0000,2671.0000,2671.0000,0.0000,0.0000
1977-09,4736.0000,4779.8075,0.0000,2462.0000,,,,1843.0000,619.0000,1843.0000,619.0000,0.0000,0.0000,1843.0000,619.0000,915.0000,941.4592,0.0000,0.0000,1359.0000,1376.3483,0.0000,0.0000
1977-10,2438.0001,2368.5056,86.3597,1638.6403,,,,1225.0000,500.0001,1138.6403,500.0001,86.3597,0.0000,1138.6403,500.0001,308.0000,317.0029,0.0000,0.0000,405.0000,412.8624,0.0000,0.0000
1977-11,15.0000,15.0000,0.0000,15.0000,,,,13.0000,2.0000,13.0000,2.0000,0.0000,0.0000,13.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1977-12,2.0000,2.0000,0.0000,2.0000,,,,0.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1978-01,3.0000,3.0000,0.0000,3.0000,,,,1.0000,2.0000,1.0000,2.0000,0.0000,0.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1978-02,2.0000,2.0000,0.0000,2.0000,,,,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1978-03,85.0000,85.0000,0.0000,10.0000,,,,6.0000,4.0000,6.0000,4.0000,0.0000,0.0000,6.0000,4.0000,25.0000,25.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000
1978-04,2686.0001,2710.0761,0.0000,459.0000,,,,207.0000,252.0000,219.2200,252.0000,0.0000,0.0000,207.0000,252.0000,410.0000,421.8560,0.0000,0.0000,1817.0001,1817.0001,0.0000,0.0000
1978-05,6858.0002,6883.6980,0.0000,3740.0000,,,,2480.0000,1260.0000,2480.0000,1260.0000,0.0000,0.0000,2480.0000,1260.0000,892.0000,917.6978,0.0000,0.0000,2226.0002,2226.0002,0.0000,0.0000
1978-06,10129.0000,10121.0569,7.9431,5426.9998,,,,3688.0000,1739.0000,3687.9998,1739.0000,.0002,0.0000,3687.9998,1739.0000,1548.0000,1540.0571,7.9428,0.0000,3154.0000,3154.0000,0.0000,0.0000
1978-07,11147.0002,10600.1871,546.8133,4827.0005,,,,3544.0002,1283.0000,3544.0005,1283.0000,0.0000,0.0000,3544.0005,1283.0000,2032.0000,1485.1866,546.8132,0.0000,4288.0000,4288.0000,.0001,0.0000
1978-08,8356.0001,8124.4828,231.5173,3544.0000,,,,2350.0000,1194.0000,2350.0000,1194.0000,0.0000,0.0000,2350.0000,1194.0000,1508.0001,1276.4828,231.5173,0.0000,3304.0000,3304.0000,0.0000,0.0000
1978-09,5244.0001,5288.6204,0.0000,2949.0001,,,,1957.0001,992.0000,1957.0001,992.0000,0.0000,0.0000,1957.0001,992.0000,938.0000,965.2207,0.0000,0.0000,1357.0000,1374.3995,0.0000,0.0000
1978-10,3519.0001,3463.6010,79.0148,2425.9851,,,,1763.0000,742.0000,1683.9851,742.0000,79.0148,0.0000,1683.9851,742.0000,440.0000,452.7236,0.0000,0.0000,574.0001,584.8923,0.0000,0.0000
1978-11,144.0000,144.0000,0.0000,144.0000,,,,2.0000,142.0000,2.0000,142.0000,0.0000,0.0000,2.0000,142.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1978-12,10.0000,10.0000,0.0000,10.0000,,,,7.0000,3.0000,7.0000,3.0000,0.0000,0.0000,7.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-01,8.0000,8.0000,0.0000,8.0000,,,,2.0000,6.0000,2.0000,6.0000,0.0000,0.0000,2.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-02,8.0000,8.0000,0.0000,8.0000,,,,7.0000,1.0000,7.0000,1.0000,0.0000,0.0000,7.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-03,56.0000,56.0000,0.0000,6.0000,,,,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000
1979-04,2456.0000,2478.6085,0.0000,437.0000,,,,197.0000,240.0000,208.6200,240.0000,0.0000,0.0000,197.0000,240.0000,380.0000,390.9885,0.0000,0.0000,1639.0000,1639.0000,0.0000,0.0000
1979-05,5598.0000,5598.0000,0.0000,3077.0000,,,,1960.0000,1117.0000,1960.0000,1117.0000,0.0000,0.0000,1960.0000,1117.0000,894.0000,894.0000,0.0000,0.0000,1627.0000,1627.0000,0.0000,0.0000
1979-06,11111.0000,11028.1842,82.8162,6615.0005,,,,4530.0000,2085.0000,4530.0005,2085.0000,0.0000,0.0000,4530.0005,2085.0000,1418.0000,1335.1837,82.8162,0.0000,3078.0000,3078.0000,0.0000,0.0000
1979-07,11023.0001,10790.9330,232.0669,5954.0000,,,,4180.0000,1774.0000,4180.0000,1774.0000,0.0000,0.0000,4180.0000,1774.0000,1830.0001,1597.9330,232.0669,0.0000,3239.0000,3239.0000,0.0000,0.0000
1979-08,8173.0000,7867.7919,305.2081,3983.6520,,,,2778.0002,1462.9999,2520.6521,1462.9999,257.3480,0.0000,2520.6521,1462.9999,1412.9999,1365.1399,47.8601,0.0000,2519.0000,2519.0000,0.0000,0.0000
1979-09,5445.0000,5495.4725,0.0000,2831.0000,,,,2121.0000,710.0000,2121.0000,710.0000,0.0000,0.0000,2121.0000,710.0000,1052.0000,1082.3245,0.0000,0.0000,1562.0000,1582.1481,0.0000,0.0000
1979-10,3462.9999,3462.9999,0.0000,2058.9999,,,,1374.9999,684.0000,1374.9999,684.0000,0.0000,0.0000,1374.9999,684.0000,604.0000,604.0000,0.0000,0.0000,800.0000,800.0000,0.0000,0.0000
1979-11,226.0000,226.0000,0.0000,226.0000,,,,7.0000,219.0000,7.0000,219.0000,0.0000,0.0000,7.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-12,7.0000,7.0000,0.0000,7.0000,,,,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1980-01,7.0000,7.0000,0.0000,7.0000,,,,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1980-02,43.0000,43.0000,0.0000,7.0000,,,,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,0.0000,0.0000
1980-03,90.0000,90.0000,0.0000,9.0000,,,,9.0000,0.0000,9.0000,0.0000,0.0000,0.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.0000,81.0000,0.0000,0.0000
1980-04,1685.0000,1700.4479,0.0000,293.0000,,,,133.0000,160.0000,141.1800,160.0000,0.0000,0.0000,133.0000,160.0000,248.0000,255.2679,0.0000,0.0000,1144.0000,1144.0000,0.0000,0.0000
1980-05,5652.9999,5652.9999,0.0000,3224.9999,,,,1988.9999,1236.0000,1988.9999,1236.0000,0.0000,0.0000,1988.9999,1236.0000,913.0000,913.0000,0.0000,0.0000,1515.0000,1515.0000,0.0000,0.0000
1980-06,11660.9999,11536.2677,124.7325,7253.0002,,,,4964.0000,2288.9998,4964.0005,2288.9998,0.0000,0.0000,4964.0005,2288.9998,1653.0001,1528.2675,124.7325,0.0000,2755.0000,2755.0000,0.0000,0.0000
