Date,39_AGG_IrrigDemand,39_AGG_IrrigSupply,39_AGG_IrrigShortage,39_AGG_IrrigSupDirectFlow,39_AGG_MunDemand,39_AGG_MunSupply,39_AGG_MunShortage,39_ADC041_IrrigDemand,39_ADC045_IrrigDemand,39_ADC041_IrrigSupply,39_ADC045_IrrigSupply,39_ADC041_IrrigShortage,39_ADC045_IrrigShortage,39_ADC041_IrrigSupDirectFlow,39_ADC045_IrrigSupDirectFlow,3900563_I_IrrigDemand,3900563_I_IrrigSupply,3900563_I_IrrigShortage,3900563_I_IrrigSupDirectFlow,3903505_I_IrrigDemand,3903505_I_IrrigSupply,3903505_I_IrrigShortage,3903505_I_IrrigSupDirectFlow
1980-07,11852.9998,11671.6245,181.3755,6489.0000,,,,4611.0000,1878.0000,4611.0000,1878.0000,0.0000,0.0000,4611.0000,1878.0000,1825.0000,1643.6245,181.3755,0.0000,3538.9998,3539.0000,0.0000,0.0000
1980-08,8576.0002,8366.6497,248.3502,3988.6499,,,,2762.0000,1475.0000,2513.6499,1475.0000,248.3500,0.0000,2513.6499,1475.0000,1352.0000,1390.9998,0.0000,0.0000,2987.0002,2987.0000,.0001,0.0000
1980-09,5287.9999,5336.7493,0.0000,2759.0000,,,,2057.0000,702.0000,2057.0000,702.0000,0.0000,0.0000,2057.0000,702.0000,1017.9999,1047.5342,0.0000,0.0000,1511.0000,1530.2151,0.0000,0.0000
1980-10,4476.0001,4476.0000,.0001,2099.0001,,,,1493.0001,606.0000,1493.0001,606.0000,0.0000,0.0000,1493.0001,606.0000,859.0000,859.0000,0.0000,0.0000,1518.0000,1517.9999,.0001,0.0000
1980-11,157.0000,157.0000,0.0000,157.0000,,,,2.0000,155.0000,2.0000,155.0000,0.0000,0.0000,2.0000,155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1980-12,36.0000,36.0000,0.0000,36.0000,,,,2.0000,34.0000,2.0000,34.0000,0.0000,0.0000,2.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1981-01,7.0000,7.0000,0.0000,7.0000,,,,2.0000,5.0000,2.0000,5.0000,0.0000,0.0000,2.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1981-02,7.0000,7.0000,0.0000,7.0000,,,,1.0000,6.0000,1.0000,6.0000,0.0000,0.0000,1.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1981-03,387.0000,387.3600,0.0000,32.0000,,,,16.0000,16.0000,16.3600,16.0000,0.0000,0.0000,16.0000,16.0000,133.0000,133.0000,0.0000,0.0000,222.0000,222.0000,0.0000,0.0000
1981-04,4156.0000,4192.9363,.0001,684.0000,,,,308.0000,376.0000,326.6800,376.0000,0.0000,0.0000,308.0000,376.0000,628.0000,646.2563,0.0000,0.0000,2844.0000,2844.0000,.0001,0.0000
1981-05,6308.0000,6308.0000,0.0000,2328.0000,,,,1568.0000,760.0000,1568.0000,760.0000,0.0000,0.0000,1568.0000,760.0000,869.0000,869.0000,0.0000,0.0000,3111.0000,3111.0000,0.0000,0.0000
1981-06,9850.0004,9680.9316,169.0687,5581.0002,,,,3995.0002,1586.0000,3995.0002,1586.0000,0.0000,0.0000,3995.0002,1586.0000,1598.0001,1428.9314,169.0687,0.0000,2671.0000,2671.0000,0.0000,0.0000
1981-07,9200.0004,8864.5995,335.4008,4637.6754,,,,3760.0000,983.0001,3654.6753,983.0001,105.3247,0.0000,3654.6753,983.0001,1633.0001,1402.9240,230.0760,0.0000,2824.0002,2824.0002,.0001,0.0000
1981-08,7369.0000,7080.4907,288.5095,3046.0000,,,,2217.0000,829.0000,2217.0000,829.0000,0.0000,0.0000,2217.0000,829.0000,1425.0000,1284.6472,140.3529,0.0000,2898.0000,2749.8435,148.1566,0.0000
1981-09,6139.0000,6168.6385,27.0515,3165.9482,,,,2393.0000,800.0000,2365.9482,800.0000,27.0515,0.0000,2365.9482,800.0000,1187.0000,1221.2283,0.0000,0.0000,1759.0000,1781.4620,0.0000,0.0000
1981-10,4626.0002,4626.0002,.0000,1537.9999,,,,1019.0000,518.9999,1019.0000,518.9999,0.0000,0.0000,1019.0000,518.9999,815.0000,815.0000,0.0000,0.0000,2273.0002,2273.0002,.0000,0.0000
1981-11,60.0000,60.0000,0.0000,60.0000,,,,33.0000,27.0000,33.0000,27.0000,0.0000,0.0000,33.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1981-12,17.0000,17.0000,0.0000,17.0000,,,,7.0000,10.0000,7.0000,10.0000,0.0000,0.0000,7.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1982-01,17.0000,17.0000,0.0000,17.0000,,,,7.0000,10.0000,7.0000,10.0000,0.0000,0.0000,7.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1982-02,15.0000,15.0000,0.0000,15.0000,,,,7.0000,8.0000,7.0000,8.0000,0.0000,0.0000,7.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1982-03,9.0000,9.0000,0.0000,9.0000,,,,6.0000,3.0000,6.0000,3.0000,0.0000,0.0000,6.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1982-04,2240.0000,2257.0968,0.0000,334.0000,,,,150.0000,184.0000,159.0000,184.0000,0.0000,0.0000,150.0000,184.0000,280.0000,288.0968,0.0000,0.0000,1626.0000,1626.0000,0.0000,0.0000
1982-05,7244.0000,7244.0000,0.0000,3584.0000,,,,2240.0000,1344.0000,2240.0000,1344.0000,0.0000,0.0000,2240.0000,1344.0000,1070.0000,1070.0000,0.0000,0.0000,2590.0000,2590.0000,0.0000,0.0000
1982-06,10863.0000,10903.7737,0.0000,6439.0005,,,,4590.0000,1849.0000,4590.0005,1849.0000,0.0000,0.0000,4590.0005,1849.0000,1410.0000,1450.7732,0.0000,0.0000,3014.0000,3014.0000,0.0000,0.0000
1982-07,11544.0005,11274.4143,269.5861,6111.0005,,,,4392.0005,1719.0000,4392.0005,1719.0000,0.0000,0.0000,4392.0005,1719.0000,1955.0000,1685.4138,269.5861,0.0000,3478.0000,3478.0000,0.0000,0.0000
1982-08,8719.0000,8548.3114,249.5937,4453.5820,,,,3509.0000,1008.0000,3445.5820,1008.0000,63.4180,0.0000,3445.5820,1008.0000,1738.0000,1551.8243,186.1757,0.0000,2464.0000,2542.9050,0.0000,0.0000
1982-09,4306.0000,4330.6982,0.0000,3025.0000,,,,2257.0000,768.0000,2257.0000,768.0000,0.0000,0.0000,2257.0000,768.0000,513.0000,527.9309,0.0000,0.0000,768.0000,777.7673,0.0000,0.0000
1982-10,2510.0002,2510.0002,0.0000,1594.0002,,,,1156.0001,438.0000,1156.0001,438.0000,0.0000,0.0000,1156.0001,438.0000,394.0000,394.0000,0.0000,0.0000,522.0000,522.0000,0.0000,0.0000
1982-11,43.0000,43.0000,0.0000,43.0000,,,,38.0000,5.0000,38.0000,5.0000,0.0000,0.0000,38.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1982-12,807.0000,807.0000,0.0000,17.0000,,,,7.0000,10.0000,7.0000,10.0000,0.0000,0.0000,7.0000,10.0000,0.0000,0.0000,0.0000,0.0000,790.0000,790.0000,0.0000,0.0000
1983-01,17.0000,17.0000,0.0000,17.0000,,,,7.0000,10.0000,7.0000,10.0000,0.0000,0.0000,7.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1983-02,81.0000,81.0000,0.0000,15.0000,,,,7.0000,8.0000,7.0000,8.0000,0.0000,0.0000,7.0000,8.0000,0.0000,0.0000,0.0000,0.0000,66.0000,66.0000,0.0000,0.0000
1983-03,30.0000,30.0000,0.0000,30.0000,,,,3.0000,27.0000,3.0000,27.0000,0.0000,0.0000,3.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1983-04,1704.0000,1704.8290,0.0000,221.0000,,,,32.0000,189.0000,32.0000,189.0000,0.0000,0.0000,32.0000,189.0000,32.0000,32.8290,0.0000,0.0000,1451.0000,1451.0000,0.0000,0.0000
1983-05,6707.0000,6707.0000,0.0000,4399.0000,,,,2717.0000,1682.0000,2717.0000,1682.0000,0.0000,0.0000,2717.0000,1682.0000,599.0000,599.0000,0.0000,0.0000,1709.0000,1709.0000,0.0000,0.0000
1983-06,12441.9999,12442.0004,0.0000,7394.0004,,,,5364.0000,2029.9999,5364.0005,2029.9999,0.0000,0.0000,5364.0005,2029.9999,1267.0000,1267.0000,0.0000,0.0000,3781.0000,3781.0000,0.0000,0.0000
1983-07,10441.0000,10422.1667,18.8338,6250.0005,,,,4823.0000,1427.0000,4823.0005,1427.0000,0.0000,0.0000,4823.0005,1427.0000,1580.0000,1561.1663,18.8338,0.0000,2611.0000,2611.0000,0.0000,0.0000
1983-08,9162.0002,9023.0391,138.9611,4953.9998,,,,3697.0000,1257.0000,3696.9998,1257.0000,.0002,0.0000,3696.9998,1257.0000,1640.0000,1501.0391,138.9609,0.0000,2568.0002,2568.0002,0.0000,0.0000
1983-09,6010.0001,6062.9664,0.0000,3280.9999,,,,2510.0000,770.9999,2510.0000,770.9999,0.0000,0.0000,2510.0000,770.9999,1113.0001,1145.2813,0.0000,0.0000,1616.0000,1636.6852,0.0000,0.0000
1983-10,4205.0001,4205.0002,0.0000,1911.0000,,,,1288.0000,623.0000,1288.0000,623.0000,0.0000,0.0000,1288.0000,623.0000,902.0000,902.0000,0.0000,0.0000,1392.0001,1392.0002,0.0000,0.0000
1983-11,1447.0000,1447.0000,0.0000,12.0000,,,,0.0000,12.0000,0.0000,12.0000,0.0000,0.0000,0.0000,12.0000,617.0000,617.0000,0.0000,0.0000,818.0000,818.0000,0.0000,0.0000
1983-12,1473.0000,1473.0000,0.0000,15.0000,,,,0.0000,15.0000,0.0000,15.0000,0.0000,0.0000,0.0000,15.0000,627.0000,627.0000,0.0000,0.0000,831.0000,831.0000,0.0000,0.0000
1984-01,15.0000,15.0000,0.0000,15.0000,,,,0.0000,15.0000,0.0000,15.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1984-02,12.0000,12.0000,0.0000,12.0000,,,,0.0000,12.0000,0.0000,12.0000,0.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1984-03,13.0000,13.0000,0.0000,13.0000,,,,0.0000,13.0000,0.0000,13.0000,0.0000,0.0000,0.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1984-04,1951.0000,1951.0000,0.0000,209.0000,,,,127.0000,82.0000,127.0000,82.0000,0.0000,0.0000,127.0000,82.0000,445.0000,445.0000,0.0000,0.0000,1297.0000,1297.0000,0.0000,0.0000
1984-05,7896.0002,7925.7849,0.0000,4310.0002,,,,2870.0002,1440.0000,2870.0002,1440.0000,0.0000,0.0000,2870.0002,1440.0000,1030.0000,1059.7847,0.0000,0.0000,2556.0000,2556.0000,0.0000,0.0000
1984-06,12290.0005,12290.0005,0.0000,7380.0005,,,,5138.0005,2242.0000,5138.0005,2242.0000,0.0000,0.0000,5138.0005,2242.0000,1309.0000,1309.0000,0.0000,0.0000,3601.0000,3601.0000,0.0000,0.0000
1984-07,10708.0005,10635.1838,162.5634,6716.0010,,,,5288.0005,1428.0000,5288.0010,1428.0000,0.0000,0.0000,5288.0010,1428.0000,1652.0000,1489.4365,162.5634,0.0000,2340.0000,2429.7463,0.0000,0.0000
1984-08,8805.0000,8899.4463,0.0000,5730.0000,,,,4614.0000,1116.0000,4614.0000,1116.0000,0.0000,0.0000,4614.0000,1116.0000,1270.0000,1306.7247,0.0000,0.0000,1805.0000,1862.7216,0.0000,0.0000
1984-09,5171.0001,5207.6957,0.0000,3263.0000,,,,2671.0000,592.0000,2671.0000,592.0000,0.0000,0.0000,2671.0000,592.0000,767.0000,789.0831,0.0000,0.0000,1141.0001,1155.6125,0.0000,0.0000
1984-10,2165.0000,2165.0000,0.0000,1805.0000,,,,1464.0000,341.0000,1464.0000,341.0000,0.0000,0.0000,1464.0000,341.0000,155.0000,155.0000,0.0000,0.0000,205.0000,205.0000,0.0000,0.0000
1984-11,2241.0001,2241.0001,0.0000,191.0000,,,,30.0000,161.0000,30.0000,161.0000,0.0000,0.0000,30.0000,161.0000,819.0000,819.0000,0.0000,0.0000,1231.0001,1231.0001,0.0000,0.0000
1984-12,581.0000,581.0000,0.0000,115.0000,,,,5.0000,110.0000,5.0000,110.0000,0.0000,0.0000,5.0000,110.0000,200.0000,200.0000,0.0000,0.0000,266.0000,266.0000,0.0000,0.0000
1985-01,15.0000,15.0000,0.0000,15.0000,,,,0.0000,15.0000,0.0000,15.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1985-02,49.0000,49.0000,0.0000,13.0000,,,,0.0000,13.0000,0.0000,13.0000,0.0000,0.0000,0.0000,13.0000,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,0.0000,0.0000
1985-03,63.0000,63.0000,0.0000,63.0000,,,,0.0000,63.0000,0.0000,63.0000,0.0000,0.0000,0.0000,63.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1985-04,1541.9999,1554.5971,0.0000,360.0000,,,,103.0000,257.0000,109.3800,257.0000,0.0000,0.0000,103.0000,257.0000,215.0000,221.2172,0.0000,0.0000,966.9999,966.9999,0.0000,0.0000
1985-05,8350.0000,8350.0000,0.0000,4125.0000,,,,2642.0000,1483.0000,2642.0000,1483.0000,0.0000,0.0000,2642.0000,1483.0000,1256.0000,1256.0000,0.0000,0.0000,2969.0000,2969.0000,0.0000,0.0000
1985-06,11611.9993,11587.0239,24.9753,7259.9993,,,,5104.9995,2154.9998,5104.9995,2154.9998,0.0000,0.0000,5104.9995,2154.9998,1630.0000,1605.0247,24.9753,0.0000,2722.0000,2722.0000,0.0000,0.0000
1985-07,12210.0004,12124.2142,85.7863,7491.0001,,,,5497.0000,1994.0001,5497.0000,1994.0001,0.0000,0.0000,5497.0000,1994.0001,1517.0000,1431.2136,85.7863,0.0000,3202.0002,3202.0005,0.0000,0.0000
1985-08,11105.0000,9070.4059,2034.5940,4235.4021,,,,4576.0000,1466.0000,2769.4021,1466.0000,1806.5979,0.0000,2769.4021,1466.0000,1820.0000,1592.0038,227.9961,0.0000,3243.0000,3243.0000,0.0000,0.0000
1985-09,8443.9996,7537.3470,906.6527,3461.5645,,,,3185.0000,1029.0000,2432.5645,1029.0000,752.4355,0.0000,2432.5645,1029.0000,1204.9999,1050.7828,154.2170,0.0000,3024.9998,3024.9998,.0001,0.0000
1985-10,4813.9999,4813.9999,0.0000,2916.9999,,,,2071.0000,845.9999,2071.0000,845.9999,0.0000,0.0000,2071.0000,845.9999,181.0000,181.0000,0.0000,0.0000,1716.0000,1716.0000,0.0000,0.0000
1985-11,83.0000,83.0000,0.0000,83.0000,,,,71.0000,12.0000,71.0000,12.0000,0.0000,0.0000,71.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1985-12,73.0000,73.0000,0.0000,73.0000,,,,58.0000,15.0000,58.0000,15.0000,0.0000,0.0000,58.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1986-01,73.0000,73.0000,0.0000,73.0000,,,,58.0000,15.0000,58.0000,15.0000,0.0000,0.0000,58.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1986-02,101.0000,101.0000,0.0000,65.0000,,,,53.0000,12.0000,53.0000,12.0000,0.0000,0.0000,53.0000,12.0000,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,0.0000,0.0000
1986-03,2252.0000,2254.4800,0.0000,188.0000,,,,88.0000,100.0000,90.4800,100.0000,0.0000,0.0000,88.0000,100.0000,775.0000,775.0000,0.0000,0.0000,1289.0000,1289.0000,0.0000,0.0000
1986-04,1836.0002,1842.7572,0.0000,532.0000,,,,250.0000,282.0000,250.0000,282.0000,0.0000,0.0000,250.0000,282.0000,237.0000,243.7570,0.0000,0.0000,1067.0001,1067.0001,0.0000,0.0000
1986-05,9467.9998,9467.9998,0.0000,5849.0000,,,,3827.0000,2022.0000,3827.0000,2022.0000,0.0000,0.0000,3827.0000,2022.0000,1274.0000,1274.0000,0.0000,0.0000,2344.9998,2344.9998,0.0000,0.0000
1986-06,12306.0001,12102.7761,203.2239,7644.0000,,,,5251.0000,2393.0000,5251.0000,2393.0000,0.0000,0.0000,5251.0000,2393.0000,1750.0001,1546.7761,203.2239,0.0000,2912.0000,2912.0000,0.0000,0.0000
1986-07,11905.0000,11708.0261,196.9739,7010.0000,,,,5072.0000,1938.0000,5072.0000,1938.0000,0.0000,0.0000,5072.0000,1938.0000,1702.0000,1505.0261,196.9739,0.0000,3193.0000,3193.0000,0.0000,0.0000
1986-08,9800.0000,9416.5372,449.3406,5831.5625,,,,4404.0000,1875.0000,3956.5625,1875.0000,447.4373,0.0000,3956.5625,1875.0000,1460.0000,1458.0968,1.9033,0.0000,2061.0000,2126.8779,0.0000,0.0000
1986-09,6305.0000,6209.7512,95.2487,3455.0000,,,,2583.0000,872.0000,2583.0000,872.0000,0.0000,0.0000,2583.0000,872.0000,1200.0000,1104.7512,95.2487,0.0000,1650.0000,1650.0000,0.0000,0.0000
1986-10,1649.0000,1660.3488,0.0000,1169.0000,,,,775.0000,394.0000,775.0000,394.0000,0.0000,0.0000,775.0000,394.0000,203.0000,208.9666,0.0000,0.0000,277.0000,282.3822,0.0000,0.0000
1986-11,152.0000,152.0000,0.0000,152.0000,,,,139.0000,13.0000,139.0000,13.0000,0.0000,0.0000,139.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1986-12,593.0000,593.0000,0.0000,38.0000,,,,34.0000,4.0000,34.0000,4.0000,0.0000,0.0000,34.0000,4.0000,239.0000,239.0000,0.0000,0.0000,316.0000,316.0000,0.0000,0.0000
1987-01,38.0000,38.0000,0.0000,38.0000,,,,34.0000,4.0000,34.0000,4.0000,0.0000,0.0000,34.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1987-02,69.0000,69.0000,0.0000,33.0000,,,,31.0000,2.0000,31.0000,2.0000,0.0000,0.0000,31.0000,2.0000,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,0.0000,0.0000
1987-03,36.0000,36.0000,0.0000,36.0000,,,,34.0000,2.0000,34.0000,2.0000,0.0000,0.0000,34.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1987-04,3810.0000,3825.6539,0.0000,850.0000,,,,389.0000,461.0000,389.0000,461.0000,0.0000,0.0000,389.0000,461.0000,538.0000,553.6539,0.0000,0.0000,2422.0000,2422.0000,0.0000,0.0000
1987-05,10670.0004,10670.0004,0.0000,5920.0000,,,,3904.0000,2016.0000,3904.0000,2016.0000,0.0000,0.0000,3904.0000,2016.0000,1322.0001,1322.0001,0.0000,0.0000,3428.0002,3428.0002,0.0000,0.0000
1987-06,10452.0000,10293.3638,158.6362,6147.0000,,,,4303.0000,1844.0000,4303.0000,1844.0000,0.0000,0.0000,4303.0000,1844.0000,1613.0000,1454.3638,158.6362,0.0000,2692.0000,2692.0000,0.0000,0.0000
1987-07,8896.9998,8796.5394,192.9428,4776.9998,,,,3742.0000,1035.0000,3741.9998,1035.0000,.0002,0.0000,3741.9998,1035.0000,1712.0000,1519.0575,192.9426,0.0000,2407.9998,2500.4822,0.0000,0.0000
1987-08,7667.9998,7527.8973,140.1025,3282.0203,,,,2518.0000,838.0000,2444.0203,838.0000,73.9798,0.0000,2444.0203,838.0000,1440.0000,1373.8773,66.1228,0.0000,2871.9998,2871.9998,0.0000,0.0000
1987-09,5513.0000,5563.8298,0.0000,2869.0000,,,,2150.0000,719.0000,2150.0000,719.0000,0.0000,0.0000,2150.0000,719.0000,1065.0000,1095.7968,0.0000,0.0000,1579.0000,1599.0331,0.0000,0.0000
1987-10,3179.0000,3202.5491,0.0000,2168.0000,,,,1538.0000,630.0000,1538.0000,630.0000,0.0000,0.0000,1538.0000,630.0000,418.0000,430.1838,0.0000,0.0000,593.0000,604.3654,0.0000,0.0000
1987-11,67.0000,67.0000,0.0000,67.0000,,,,35.0000,32.0000,35.0000,32.0000,0.0000,0.0000,35.0000,32.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1987-12,1367.0000,1367.0000,0.0000,20.0000,,,,12.0000,8.0000,12.0000,8.0000,0.0000,0.0000,12.0000,8.0000,579.0000,579.0000,0.0000,0.0000,768.0000,768.0000,0.0000,0.0000
1988-01,1364.0001,1364.0001,0.0000,13.0000,,,,6.0000,7.0000,6.0000,7.0000,0.0000,0.0000,6.0000,7.0000,581.0000,581.0000,0.0000,0.0000,770.0001,770.0001,0.0000,0.0000
1988-02,169.0000,169.0000,0.0000,8.0000,,,,5.0000,3.0000,5.0000,3.0000,0.0000,0.0000,5.0000,3.0000,69.0000,69.0000,0.0000,0.0000,92.0000,92.0000,0.0000,0.0000
1988-03,1092.0000,1092.0000,0.0000,16.0000,,,,8.0000,8.0000,8.0000,8.0000,0.0000,0.0000,8.0000,8.0000,437.0000,437.0000,0.0000,0.0000,639.0000,639.0000,0.0000,0.0000
1988-04,2948.0000,2960.1838,0.0000,647.0000,,,,395.0000,252.0000,395.0000,252.0000,0.0000,0.0000,395.0000,252.0000,418.0000,430.1838,0.0000,0.0000,1883.0000,1883.0000,0.0000,0.0000
1988-05,8623.9999,8653.5343,0.0000,5071.0002,,,,3641.0000,1430.0000,3641.0002,1430.0000,0.0000,0.0000,3641.0002,1430.0000,1017.9999,1047.5341,0.0000,0.0000,2535.0000,2535.0000,0.0000,0.0000
1988-06,10562.9993,10378.4259,184.5732,6065.9995,,,,4401.9995,1664.0000,4401.9995,1664.0000,0.0000,0.0000,4401.9995,1664.0000,1683.0000,1498.4266,184.5732,0.0000,2813.9998,2813.9998,0.0000,0.0000
1988-07,9442.0004,9264.2952,284.2762,4683.0005,,,,3444.0002,1239.0000,3444.0005,1239.0000,0.0000,0.0000,3444.0005,1239.0000,1977.0001,1692.7239,284.2762,0.0000,2782.0000,2888.5708,0.0000,0.0000
1988-08,7772.0005,7412.7164,436.3225,3505.6499,,,,2661.0002,992.0000,2513.6499,992.0000,147.3501,0.0000,2513.6499,992.0000,1707.0000,1418.0277,288.9724,0.0000,2412.0002,2489.0388,0.0000,0.0000
1988-09,4213.0001,4213.0001,0.0000,2308.0000,,,,1568.0000,740.0000,1568.0000,740.0000,0.0000,0.0000,1568.0000,740.0000,672.0001,672.0001,0.0000,0.0000,1233.0000,1233.0000,0.0000,0.0000
1988-10,5120.9998,5160.3593,0.0000,3427.9997,,,,2437.9998,989.9999,2437.9998,989.9999,0.0000,0.0000,2437.9998,989.9999,688.0000,707.9913,0.0000,0.0000,1005.0001,1024.3683,0.0000,0.0000
1988-11,1107.0000,1107.0000,0.0000,108.0000,,,,100.0000,8.0000,100.0000,8.0000,0.0000,0.0000,100.0000,8.0000,430.0000,430.0000,0.0000,0.0000,569.0000,569.0000,0.0000,0.0000
1988-12,1057.9999,1057.9999,0.0000,13.0000,,,,7.0000,6.0000,7.0000,6.0000,0.0000,0.0000,7.0000,6.0000,449.0000,449.0000,0.0000,0.0000,595.9999,595.9999,0.0000,0.0000
1989-01,1061.0000,1061.0000,0.0000,12.0000,,,,5.0000,7.0000,5.0000,7.0000,0.0000,0.0000,5.0000,7.0000,451.0000,451.0000,0.0000,0.0000,598.0000,598.0000,0.0000,0.0000
1989-02,627.0000,627.0000,0.0000,12.0000,,,,4.0000,8.0000,4.0000,8.0000,0.0000,0.0000,4.0000,8.0000,264.0000,264.0000,0.0000,0.0000,351.0000,351.0000,0.0000,0.0000
1989-03,1652.0000,1653.9000,0.0000,141.0000,,,,65.0000,76.0000,66.9000,76.0000,0.0000,0.0000,65.0000,76.0000,566.9999,566.9999,0.0000,0.0000,944.0001,944.0001,0.0000,0.0000
1989-04,4369.0000,4406.3701,0.0000,684.0000,,,,308.0000,376.0000,326.6800,376.0000,0.0000,0.0000,308.0000,376.0000,643.0000,661.6901,0.0000,0.0000,3042.0000,3042.0000,0.0000,0.0000
1989-05,8946.0000,8979.7271,0.0000,4880.0000,,,,3250.0000,1630.0000,3250.0000,1630.0000,0.0000,0.0000,3250.0000,1630.0000,1163.0000,1196.7271,0.0000,0.0000,2903.0000,2903.0000,0.0000,0.0000
1989-06,9654.0001,9460.9252,193.0748,5348.9998,,,,3742.0000,1607.0000,3741.9998,1607.0000,.0002,0.0000,3741.9998,1607.0000,1615.0001,1421.9254,193.0746,0.0000,2690.0000,2690.0000,0.0000,0.0000
1989-07,7845.0000,7744.4208,185.7745,4045.0002,,,,3093.0000,952.0000,3093.0002,952.0000,0.0000,0.0000,3093.0002,952.0000,1582.0000,1396.2255,185.7745,0.0000,2218.0000,2303.1951,0.0000,0.0000
1989-08,7365.0002,7245.4141,192.5722,3455.6499,,,,2522.0002,942.0000,2513.6499,942.0000,8.3501,0.0000,2513.6499,942.0000,1618.0000,1433.7781,184.2221,0.0000,2283.0000,2355.9861,0.0000,0.0000
1989-09,5134.0001,5181.5487,0.0000,2671.0001,,,,2000.0001,671.0000,2000.0001,671.0000,0.0000,0.0000,2000.0001,671.0000,992.0000,1020.5894,0.0000,0.0000,1471.0000,1489.9592,0.0000,0.0000
1989-10,3128.9999,3146.8659,0.0000,2355.9999,,,,1885.9999,470.0000,1885.9999,470.0000,0.0000,0.0000,1885.9999,470.0000,317.0000,326.0703,0.0000,0.0000,456.0000,464.7957,0.0000,0.0000
1989-11,58.0000,58.0000,0.0000,58.0000,,,,52.0000,6.0000,52.0000,6.0000,0.0000,0.0000,52.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1989-12,23.0000,23.0000,0.0000,23.0000,,,,20.0000,3.0000,20.0000,3.0000,0.0000,0.0000,20.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1990-01,822.0000,822.0000,0.0000,5.0000,,,,1.0000,4.0000,1.0000,4.0000,0.0000,0.0000,1.0000,4.0000,351.0000,351.0000,0.0000,0.0000,466.0000,466.0000,0.0000,0.0000
1990-02,1263.0000,1263.0000,0.0000,5.0000,,,,1.0000,4.0000,1.0000,4.0000,0.0000,0.0000,1.0000,4.0000,541.0000,541.0000,0.0000,0.0000,717.0000,717.0000,0.0000,0.0000
1990-03,1845.0000,1847.1200,0.0000,156.0000,,,,72.0000,84.0000,74.1200,84.0000,0.0000,0.0000,72.0000,84.0000,633.0000,633.0000,0.0000,0.0000,1056.0000,1056.0000,0.0000,0.0000
1990-04,3460.0002,3474.1310,0.0000,712.0000,,,,420.0000,292.0000,420.0000,292.0000,0.0000,0.0000,420.0000,292.0000,492.0000,506.1308,0.0000,0.0000,2256.0002,2256.0002,0.0000,0.0000
1990-05,9576.9995,9604.9434,0.0000,4674.0000,,,,3313.9998,1360.0000,3314.0000,1360.0000,0.0000,0.0000,3314.0000,1360.0000,963.0000,990.9437,0.0000,0.0000,3939.9998,3939.9998,0.0000,0.0000
