"Date","54_AGG_IrrigDemand","54_AGG_IrrigSupply","54_AGG_IrrigShortage","54_AGG_IrrigSupDirectFlow","54_AGG_MunDemand","54_AGG_MunSupply","54_AGG_MunShortage","5401070_D_IrrigDemand","5401070_D_IrrigSupply","5401070_D_IrrigShortage","5401070_D_IrrigSupDirectFlow","54_ADY020_IrrigDemand","54_ADY021_IrrigDemand","54_ADY022_IrrigDemand","54_ADY023_IrrigDemand","54_ADY020_IrrigSupply","54_ADY021_IrrigSupply","54_ADY022_IrrigSupply","54_ADY023_IrrigSupply","54_ADY020_IrrigShortage","54_ADY021_IrrigShortage","54_ADY022_IrrigShortage","54_ADY023_IrrigShortage","54_ADY020_IrrigSupDirectFlow","54_ADY021_IrrigSupDirectFlow","54_ADY022_IrrigSupDirectFlow","54_ADY023_IrrigSupDirectFlow","5400574_D_IrrigDemand","5400574_D_IrrigSupply","5400574_D_IrrigShortage","5400574_D_IrrigSupDirectFlow"
"2001-09",4274.0001,3673.4335,612.9465,2701.451,NA,NA,NA,133,79.1417,53.8583,79.1417,877,203,930,2029.0001,866.4039,215.38,828.4692,1684.0388,10.5961,0,101.5308,344.9612,740.0087,203,630.8226,1048.478,102,0,102,0
"2001-10",1979,1960.0314,117.2203,1861.7797,NA,NA,NA,143,81.7797,61.2203,81.7797,410,93,422,855,434.6,98.78,442.7691,902.1027,0,0,0,0,410,93,422,855,56,0,56,0
"2001-11",298,298,0,298,NA,NA,NA,0,0,0,0,298,0,0,0,298,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0
"2001-12",307,307,0,307,NA,NA,NA,0,0,0,0,307,0,0,0,307,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0
"2002-01",307,307,0,307,NA,NA,NA,0,0,0,0,307,0,0,0,307,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0
"2002-02",278,278,0,278,NA,NA,NA,0,0,0,0,278,0,0,0,278,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0
"2002-03",430,430,0,430,NA,NA,NA,0,0,0,0,430,0,0,0,430,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0
"2002-04",2272.0001,2280.4714,0,2272.0001,NA,NA,NA,7,7.22,0,7,924,127,163,1051.0001,924,127,171.2513,1051.0001,0,0,0,0,924,127,163,1051.0001,0,0,0,0
"2002-05",9439,9484.9675,2e-04,7190.8246,NA,NA,NA,144,144,0,144,1246,721,1229,5967,1251.1602,721.0001,1269.8073,5967,0,0,0,2e-04,1246.0001,721.0001,1229,3718.8245,132,132,0,132
"2002-06",14343.9996,13602.3592,741.6406,12749.9805,NA,NA,NA,210,210,0,210,1961,1009.0001,2610,8143.9995,1961,1009.0001,2257.0796,8143.9995,0,0,352.9203,3e-04,1961,1009.0001,2257.0176,7312.9629,410,21.28,388.72,0
"2002-07",9149.9995,6102.0285,3088.9314,5300.0438,NA,NA,NA,132,81.7797,50.2203,81.7797,1422,508,1822,4907.9995,1462.9601,508,886.2353,3163.0535,0,0,935.7647,1744.9464,1326.0001,508,417.8038,2966.4602,358,0,358,0
"2002-08",5016.0001,2353.6243,2672.301,1065.0622,NA,NA,NA,113,20,93,0,882,205,1002.0001,2635,629.5569,214.9253,122.977,1366.165,252.443,0,879.023,1268.835,218.6022,199.8376,122.977,523.6454,179,0,179,0
"2002-09",3128.9999,1267.9835,1870.0164,1040.9268,NA,NA,NA,83,3.3796,79.6204,0,650,150,685,1497.9999,50.5312,159,119.01,936.0627,599.4688,0,565.99,561.9373,24.2286,150,119.01,747.6882,63,0,63,0
"2002-10",1252,1258.2539,0,1252,NA,NA,NA,143,143,0,143,341,42,187,523,341,44.32,190.9339,523,0,0,0,0,341,42,187,523,16,16,0,16
"2002-11",95,95,0,95,NA,NA,NA,0,0,0,0,35,0,0,60,35,0,0,60,0,0,0,0,35,0,0,60,0,0,0,0
"2002-12",38,38,0,38,NA,NA,NA,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"2003-01",41,41,0,41,NA,NA,NA,0,0,0,0,41,0,0,0,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
"2003-02",33,33,0,33,NA,NA,NA,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"2003-03",285,285,0,285,NA,NA,NA,0,0,0,0,109,0,60,116,109,0,60,116,0,0,0,0,109,0,60,116,0,0,0,0
"2003-04",1279,1284.024,0,1279,NA,NA,NA,3,3.38,0,3,350,173,298,455,350,173,298.004,455,0,0,0,0,350,173,298,455,0,4.64,0,0
"2003-05",11008,11008.0384,5e-04,8140.8245,NA,NA,NA,111,111,0,111,1637,715,1588,6586,1637,715.0001,1588.0388,6585.9995,0,0,0,5e-04,1637,715.0001,1588,3718.8245,371,371,0,371
"2003-06",13345.0005,13345.0547,2e-04,9081.8629,NA,NA,NA,160,160,0,160,1706,877,2264,7862.0005,1706,877.0001,2264.0542,7862.0005,0,0,0,2e-04,1706,877.0001,2264.0002,3598.8625,476,476,0,476
"2003-07",10363.0003,9567.7461,891.9344,8937.6556,NA,NA,NA,133,133,0,133,1608,574.0001,2064.0002,5557,1704.6799,574.0001,1507.7383,5557,0,0,556.2618,5e-04,1608,574.0001,1109.5769,5513.0786,427,91.3279,335.6721,0
"2003-08",5294,4141.0365,1205.4214,3380.6996,NA,NA,NA,113,81.7797,31.2203,81.7797,927,217,1058,2774,966.6379,229.82,624.3834,2238.4155,0,0,433.6165,535.5846,892.691,217,404.8326,1784.3962,205,0,205,0
"2003-09",3512.0001,2879.3977,633.2851,2491.9298,NA,NA,NA,107,11,96,0,718,208,753,1653.0001,718.6829,205.2923,533.0869,1411.3357,0,2.7077,219.9131,241.6643,625.3975,205.2923,533.0869,1128.1531,73,0,73,0
"2003-10",2152,1592.9006,615.9051,1397.8855,NA,NA,NA,143,5,138,0,443,102,457,927,379.1179,107.92,122.977,977.8857,63.8821,0,334.023,0,245.9084,102,122.977,927.0001,80,0,80,0
"2003-11",2,2,0,2,NA,NA,NA,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2003-12",2,2,0,2,NA,NA,NA,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2004-01",2,2,0,2,NA,NA,NA,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2004-02",2,2,0,2,NA,NA,NA,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2004-03",119,119,0,119,NA,NA,NA,0,0,0,0,0,0,119,0,0,0,119,0,0,0,0,0,0,0,119,0,0,0,0,0
"2004-04",2253,2253.2999,1e-04,2252.9999,NA,NA,NA,5,5.3,0,5,151,52,274,1771,151,52,274,1770.9999,0,0,0,1e-04,151,52,274,1770.9999,0,0,0,0
"2004-05",9858.0002,9900.9202,2e-04,7511.8247,NA,NA,NA,122,122,0,122,1078.0001,915.0001,1565,6065,1120.8799,915.0001,1565.0402,6065,0,0,0,2e-04,1078.0001,915.0001,1565,3718.8245,113,113,0,113
"2004-06",13785.0005,13260.5372,524.5161,13260.4847,NA,NA,NA,190,190,0,190,1667,2005.0001,2390,6908.0005,1667,1480.4845,2390.0527,6908,0,524.5156,0,5e-04,1667,1480.4845,2390.0002,6908,624.9999,624.9999,0,624.9999
"2004-07",8980,8080.2847,976.2152,7923.5554,NA,NA,NA,132,132,0,132,1275,628,1628,4395,1351.4999,628.0001,1499.7853,4394.9995,0,0,128.2148,4e-04,1275,628.0001,1493.5558,4394.9995,922,74,848,0
"2004-08",5939.9997,3648.537,2302.3882,2517.4668,NA,NA,NA,113,19,94,0,865,202,981,3213.9998,751.0912,212.9253,706.636,1941.5566,113.9088,0,274.3639,1272.4434,524.3352,199.8376,344.3356,1448.9584,565,17.3279,547.6721,0
"2004-09",2573,2576.3148,43,2529.9999,NA,NA,NA,107,107,0,107,527,122,558,1216,527,129.12,585.8463,1227.3485,0,0,0,0,527,122,558,1215.9999,43,0,43,0
"2004-10",1795,1555.6799,288.7993,1334.4505,NA,NA,NA,67,4,63,0,385,88,397,801.9999,321.4735,93.48,290.7272,845.9992,63.5264,0,106.2728,0,321.4735,88,122.977,801.9999,56,0,56,0
"2004-11",3017,3017,0,3017,NA,NA,NA,0,0,0,0,2969,0,48,0,2969,0,48,0,0,0,0,0,2969,0,48,0,0,0,0,0
"2004-12",3068,2601.0002,466.9996,2601.0002,NA,NA,NA,0,0,0,0,3068,0,0,0,2601.0002,0,0,0,466.9996,0,0,0,2601.0002,0,0,0,0,0,0,0
"2005-01",3075,2962.0002,112.9998,2962.0002,NA,NA,NA,0,0,0,0,3071,0,0,4,2958.0002,0,0,4,112.9998,0,0,0,2958.0002,0,0,4,0,0,0,0
"2005-02",2773,2131.9998,641.0003,2131.9998,NA,NA,NA,0,0,0,0,2773,0,0,0,2131.9998,0,0,0,641.0003,0,0,0,2131.9998,0,0,0,0,0,0,0
"2005-03",3075,2547.0002,527.9998,2547.0002,NA,NA,NA,0,0,0,0,3068,0,1,6,2540.0002,0,1,6,527.9998,0,0,0,2540.0002,0,1,6,0,0,0,0
"2005-04",3669,3669.0039,0,3669,NA,NA,NA,2,2,0,2,3006,74,135,452,3006,74,135.0039,452,0,0,0,0,3006,74,135,452,0,0,0,0
"2005-05",11903.0001,11903.0314,2e-04,10080.8246,NA,NA,NA,67,67,0,67,4255,603.0001,1363,5541,4255,603.0001,1363.0313,5541,0,0,0,2e-04,4255,603.0001,1363,3718.8245,74,74,0,74
"2005-06",16148.9995,16149.0443,2e-04,11739.8631,NA,NA,NA,100,100,0,100,3928,916,2912,8007.9995,3928,916.0001,2912.0447,8007.9995,0,0,0,2e-04,3928,916.0001,2912.0005,3598.8625,285,285,0,285
"2005-07",11498.0002,11498.06,0,11498.0002,NA,NA,NA,119,119,0,119,3220,546,1958.0001,5278,3220,546,1958.0599,5278,0,0,0,0,3220,546,1958.0001,5278,377,377,0,377
"2005-08",5038.9999,4301.4992,791.4908,3948.0068,NA,NA,NA,54,54,0,54,897,210,1017.9999,2679,913.338,222.6,1043.0521,1990.509,0,0,0,688.4908,815.9524,210,1017.9999,1850.0544,181,78,103,0
"2005-09",3420,3448.4948,50.6721,3356.0001,NA,NA,NA,75,75,0,75,623,143,658,1857,660.58,151.78,690.807,1857,0,0,0,0,623,143,658.0001,1857,64,13.3279,50.6721,0
"2005-10",1802,1861.7808,0,1802,NA,NA,NA,50,50,0,50,377,87,388,848,399.42,92.02,407.4129,860.928,0,0,0,0,377,87,388,848,52,52,0,52
"2005-11",135,135,0,135,NA,NA,NA,0,0,0,0,89,0,46,0,89,0,46,0,0,0,0,0,89,0,46,0,0,0,0,0
"2005-12",92,92,0,92,NA,NA,NA,0,0,0,0,92,0,0,0,92,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
"2006-01",92,92,0,92,NA,NA,NA,0,0,0,0,92,0,0,0,92,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
"2006-02",118,118,0,118,NA,NA,NA,0,0,0,0,111,0,0,7,111,0,0,7,0,0,0,0,111,0,0,7,0,0,0,0
"2006-03",190,190,0,190,NA,NA,NA,0,0,0,0,184,0,0,6,184,0,0,6,0,0,0,0,184,0,0,6,0,0,0,0
"2006-04",1259,1280.8509,0,1259,NA,NA,NA,7,7.22,0,7,444,95,137,576,444,95,143.631,576,0,0,0,0,444,95,137,576,0,15,0,0
"2006-05",9152,9194.3394,2e-04,6926.8245,NA,NA,NA,122,122,0,122,1055.0001,522,1400.9999,5944,1097.3,522.0001,1401.0393,5944,0,0,0,2e-04,1055.0001,522.0001,1400.9999,3718.8245,108,108,0,108
"2006-06",14389.0002,14389.06,2e-04,10134.8633,NA,NA,NA,200,200,0,200,1882,968,3106.0002,7853,1882,968,3106.0601,7853,0,0,0,2e-04,1882,968,3106.0007,3598.8625,380,380,0,380
"2006-07",9711.9999,9199.9543,602.6458,8884.5559,NA,NA,NA,124,124,0,124,1510,541,1935.9999,5216,1600.6001,541,1627.0264,5216,0,0,308.9736,0,1510.0001,541,1493.5558,5216,385,91.3279,293.6721,0
"2006-08",4507,3582.3092,972.0109,3178.6,NA,NA,NA,49,49,0,49,791.9999,236,900,2367,839.32,236,793.2935,1664.6957,0,0,106.7065,702.3043,791.9999,236,653.7361,1447.8639,163,0,163,0
"2006-09",3571.0001,3646.9004,2e-04,3570.9999,NA,NA,NA,67,67,0,67,602,138,635.0001,2079,637.9199,146.48,666.5007,2078.9998,0,0,0,2e-04,602,138,635.0001,2078.9998,50,50,0,50
"2006-10",875,880.6388,0,875,NA,NA,NA,0,0,0,0,239,120,117,399,239,120,122.6388,399,0,0,0,0,239,120,117,399,0,0,0,0
"2006-11",105,105,0,105,NA,NA,NA,0,0,0,0,103,0,2,0,103,0,2,0,0,0,0,0,103,0,2,0,0,0,0,0
"2006-12",94,94,0,94,NA,NA,NA,0,0,0,0,92,0,2,0,92,0,2,0,0,0,0,0,92,0,2,0,0,0,0,0
"2007-01",92,92,0,92,NA,NA,NA,0,0,0,0,92,0,0,0,92,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
"2007-02",111,111,0,111,NA,NA,NA,0,0,0,0,111,0,0,0,111,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0
"2007-03",186,186,0,186,NA,NA,NA,0,0,0,0,184,0,2,0,184,0,2,0,0,0,0,0,184,0,2,0,0,0,0,0
"2007-04",788,788.3018,0,788,NA,NA,NA,5,5.3,0,5,282,32,269,200,282,32,269.0018,200,0,0,0,0,282,32,269,200,0,0,0,0
"2007-05",7878.0001,7911.0163,6e-04,6595.8247,NA,NA,NA,133,133,0,133,1181,474,1002.0001,5001,1181.0001,474,1035.0166,5000.9995,0,0,0,6e-04,1181.0001,474,1002.0001,3718.8245,87,87,0,87
"2007-06",13716.9996,13717.0597,3e-04,12095.0824,NA,NA,NA,190,190,0,190,1879.9999,968,2499.9998,7804,1879.9999,968,2500.0598,7804,0,0,0,3e-04,1879.9999,968,2500,6182.0825,375,375,0,375
"2007-07",9778.9995,7722.1626,2148.0377,7400.3804,NA,NA,NA,124,124,0,124,1520,544,1950,5248.9995,1611.2001,544,1632.8102,3718.8245,0,0,317.1899,1530.1755,1520.0001,544,1493.5558,3718.8245,392,91.3279,300.6722,0
"2007-08",4831,3621.361,1255.9772,2916.0963,NA,NA,NA,57,57,0,57,853,200,975,2558,887.3381,212,859.1788,1605.8441,0,0,115.8212,952.1561,815.9524,200,707.1121,1136.0317,188,0,188,0
"2007-09",2608,2671.9899,1e-04,2607.9999,NA,NA,NA,58,58,0,58,515,122,547,1321,545.9,128.12,573.97,1320.9999,0,0,0,1e-04,515,122,547,1320.9999,45,45,0,45
"2007-10",1348,1413.8216,0,1348,NA,NA,NA,33,33,0,33,290,85,302,610,307.4,85,316.8162,643.6055,0,0,0,0,290,85,302,610,28,28,0,28
"2007-11",7,7,0,7,NA,NA,NA,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0
"2007-12",7,7,0,7,NA,NA,NA,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0
"2008-01",7,7,0,7,NA,NA,NA,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0
"2008-02",9,9,0,9,NA,NA,NA,0,0,0,0,7,0,2,0,7,0,2,0,0,0,0,0,7,0,2,0,0,0,0,0
"2008-03",14,14,0,14,NA,NA,NA,0,0,0,0,12,0,2,0,12,0,2,0,0,0,0,0,12,0,2,0,0,0,0,0
"2008-04",987,992.5229,0,987,NA,NA,NA,0,0,0,0,350,74,108,455,350,74,113.5229,455,0,0,0,0,350,74,108,455,0,0,0,0
"2008-05",8541,8541.0324,7e-04,7726.8243,NA,NA,NA,73,73,0,73,1870,441,1561,4533,1869.9999,441,1561.033,4532.9995,1e-04,0,0,6e-04,1869.9999,441,1561,3718.8245,63,63,0,63
"2008-06",14462.9999,14463.0488,2e-04,9825.863,NA,NA,NA,130,130,0,130,2563,785.9999,2417,8236,2563.0002,786,2417.0486,8236,0,0,0,2e-04,2563.0002,786,2417.0002,3598.8625,331,331,0,331
"2008-07",11652.0002,11652.0582,5e-04,11651.9997,NA,NA,NA,114,114,0,114,2133.0002,533,1990,6520,2133.0002,533,1990.0585,6519.9995,0,0,0,5e-04,2133.0002,533,1990,6519.9995,362,362,0,362
"2008-08",5673,5623.2344,102,5494,NA,NA,NA,54,54,0,54,870,276,1275,3019,922.2,276,1275.0344,3019,0,0,0,0,870,276,1275,3019,179,77,102,0
"2008-09",2842,2887.9852,1e-04,2841.9999,NA,NA,NA,50,50,0,50,528,218,594,1410,559.88,218,605.7853,1409.9999,0,0,0,1e-04,528,218,594.0001,1409.9999,42,44.32,0,42
"2008-10",1438.9999,1514.4364,0,1438.9999,NA,NA,NA,33,33,0,33,315,72,327,659.9999,333.9,76.12,343.0564,696.36,0,0,0,0,315,72,327,659.9999,32,32,0,32
"2008-11",291,291,0,291,NA,NA,NA,0,0,0,0,289,0,2,0,289,0,2,0,0,0,0,0,289,0,2,0,0,0,0,0
"2008-12",300,300,0,300,NA,NA,NA,0,0,0,0,298,0,2,0,298,0,2,0,0,0,0,0,298,0,2,0,0,0,0,0
"2009-01",617,617,0,617,NA,NA,NA,0,0,0,0,615,0,2,0,615,0,2,0,0,0,0,0,615,0,2,0,0,0,0,0
"2009-02",1113,1113,0,1113,NA,NA,NA,0,0,0,0,1111,0,2,0,1111,0,2,0,0,0,0,0,1111,0,2,0,0,0,0,0
"2009-03",2183.9998,2183.9998,0,2183.9998,NA,NA,NA,0,0,0,0,2181.9998,0,2,0,2181.9998,0,2,0,0,0,0,0,2181.9998,0,2,0,0,0,0,0
"2009-04",4020.9998,4035.1111,0,4020.9998,NA,NA,NA,2,2,0,2,2920.9998,132,187,779,2920.9998,132,196.1113,779,0,0,0,0,2920.9998,132,187,779,0,5,0,0
"2009-05",11306,11306.0346,6e-04,10203.8245,NA,NA,NA,406,406,0,406,3850,470,1333,4821,3850,470,1333.035,4820.9995,0,0,0,6e-04,3850,470,1333,3718.8245,426,426,0,426
"2009-06",14967,14954.1837,12.8542,12217.0089,NA,NA,NA,244,244,0,244,4371,623,2798,6336,4358.146,623.0001,2798.0381,6335.9995,12.8537,0,0,5e-04,4358.146,623.0001,2798.0002,3598.8625,595,595,0,595
"2009-07",11837,11837.0575,0,11837.0002,NA,NA,NA,298,298,0,298,3605,523,1870,5043,3605.0002,523,1870.0573,5043,0,0,0,0,3605.0002,523,1870,5043,498,498,0,498
"2009-08",6618.9999,6639.8159,2e-04,6618.9998,NA,NA,NA,43,43,0,43,1635,476,845.9999,3397,1635,476,866.8162,3396.9998,0,0,0,2e-04,1635,476,846,3396.9998,222,222,0,222
"2009-09",6932,5666.8647,1365.1376,5514.8625,NA,NA,NA,108,108,0,108,790,183,835,4875,837.4,194.18,876.4222,3598.8625,0,0,0,1276.1376,790,183,835,3598.8625,141,52,89,0
"2009-10",1106,1138.1898,0,1106,NA,NA,NA,33,33,0,33,316,48,234,447,316,51.08,238.6677,471.442,0,0,0,0,316,48,234,447,28,28,0,28
"2009-11",688,688,0,688,NA,NA,NA,0,0,0,0,596,0,27,65,596,0,27,65,0,0,0,0,596,0,27,65,0,0,0,0
"2009-12",616,616,0,616,NA,NA,NA,0,0,0,0,616,0,0,0,616,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0
"2010-01",616,616,0,616,NA,NA,NA,0,0,0,0,616,0,0,0,616,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0
"2010-02",557,557,0,557,NA,NA,NA,0,0,0,0,557,0,0,0,557,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0
"2010-03",1166,1166,0,1166,NA,NA,NA,0,0,0,0,926,0,0,240,926,0,0,240,0,0,0,0,926,0,0,240,0,0,0,0
"2010-04",2493.0002,2503.3518,0,2493.0003,NA,NA,NA,0,0,0,0,1248.0001,147,212,886.0001,1248.0002,147,222.3515,886.0001,0,0,0,0,1248.0002,147,212,886.0001,0,0,0,0
"2010-05",11345.9998,11382.2749,2e-04,9487.8243,NA,NA,NA,369,369,0,369,3695,518.9999,1090.9999,5577,3695,519,1127.2749,5577,0,0,0,2e-04,3695,519,1090.9999,3718.8245,95,95,0,95
"2010-06",16886,16886.0553,5e-04,13655.8831,NA,NA,NA,357,357,0,357,3613,900,2956,8197,3613.0002,900.0001,2956.0559,8196.999,0,0,0,5e-04,3613.0002,900.0001,2956.0005,4966.8823,863,863,0,863
"2010-07",11312.0001,11312.0592,1e-04,9841.8248,NA,NA,NA,226,226,0,226,2661.0002,537.9999,2131,5189,2661.0005,537.9999,2131.0588,5189,0,0,0,1e-04,2661.0005,537.9999,2131,3718.8245,566.9999,566.9999,0,566.9999
"2010-08",6978.0001,6903.8709,89.1276,6888.8726,NA,NA,NA,95,95,0,95,1659.0001,188,957,3708,1659.0001,199.48,960.5184,3707.9998,0,0,0,2e-04,1659.0001,188,957.0001,3707.9998,371,281.8726,89.1274,281.8726
"2010-09",5359.9998,5266.1687,138.0002,5149.6639,NA,NA,NA,309,309,0,309,1124,188,867,2679.9998,1124.0001,199.48,899.689,2679.9995,0,0,0,2e-04,1124.0001,188,848.6643,2679.9995,192,54,138,0
"2010-10",2446,2469.0748,0,2446,NA,NA,NA,50,50,0,50,672,82,370,1207,672,86.72,388.3547,1207,0,0,0,0,672,82,370,1207,65,65,0,65
"2010-11",595,595,0,595,NA,NA,NA,0,0,0,0,594,0,1,0,594,0,1,0,0,0,0,0,594,0,1,0,0,0,0,0
"2010-12",616,616,0,616,NA,NA,NA,0,0,0,0,616,0,0,0,616,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0
"2011-01",616,616,0,616,NA,NA,NA,0,0,0,0,616,0,0,0,616,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0
"2011-02",557,557,0,557,NA,NA,NA,0,0,0,0,557,0,0,0,557,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0
"2011-03",614,614,0,614,NA,NA,NA,0,0,0,0,614,0,0,0,614,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0
"2011-04",2334.0001,2341.1933,0,2334.0002,NA,NA,NA,0,0,0,0,1479.0001,100,145,610,1479.0002,100,152.1931,610,0,0,0,0,1479.0002,100,145,610,0,0,0,0
"2011-05",8898,8927.9562,6e-04,8191.8248,NA,NA,NA,369,369,0,369,2706,430,907,4425,2706.0002,430,936.9564,4424.9995,0,0,0,6e-04,2706.0002,430,907.0001,3718.8245,61,61,0,61
"2011-06",16451.9995,16380.1988,71.8544,12971.0088,NA,NA,NA,357,357,0,357,4430,868,3148,7007.9995,4358.146,868,3148.0537,7007.999,71.8539,0,0,5e-04,4358.146,868,3148.0002,3598.8625,641,641,0,641
"2011-07",13846.9999,13847.0427,3e-04,13376.5212,NA,NA,NA,345,345,0,345,3293,392,2316,6690,3293.0002,392,2316.043,6689.9995,0,0,0,3e-04,3293.0002,392,2316,6219.521,810.9999,810.9999,0,810.9999
"2011-08",8615.9995,8628.7143,5e-04,8615.999,NA,NA,NA,71,71,0,71,1784,208,1083,5001.9995,1784,220.68,1083.0353,5001.999,0,0,0,5e-04,1784,208,1083,5001.999,468,468,0,468
"2011-09",4312,4408.3481,0,4312,NA,NA,NA,175,175,0,175,758,177,808,2132,803.68,187.42,848.2481,2132,0,0,0,0,758,177,808,2132,262,262,0,262
"2011-10",2220.0001,2244.513,0,2220.0001,NA,NA,NA,67,67,0,67,662,85,388,905.0001,662,90.1,407.4129,905.0001,0,0,0,0,662,85,388,905.0001,113,113,0,113
"2011-11",618,618,0,618,NA,NA,NA,0,0,0,0,584,30,2,2,584,30,2,2,0,0,0,0,584,30,2,2,0,0,0,0
"2011-12",577,577,0,577,NA,NA,NA,0,0,0,0,542,31,2,2,542,31,2,2,0,0,0,0,542,31,2,2,0,0,0,0
"2012-01",518,518,0,518,NA,NA,NA,0,0,0,0,483,31,2,2,483,31,2,2,0,0,0,0,483,31,2,2,0,0,0,0
"2012-02",542,542,0,542,NA,NA,NA,0,0,0,0,509,29,2,2,509,29,2,2,0,0,0,0,509,29,2,2,0,0,0,0
"2012-03",891,891,0,891,NA,NA,NA,0,0,0,0,634,31,2,224,634,31,2,224,0,0,0,0,634,31,2,224,0,0,0,0
"2012-04",1427.9999,1450.5999,0,1427.9999,NA,NA,NA,10,10.6,0,10,730,30,115,542.9999,730,30,115,542.9999,0,0,0,0,730,30,115,542.9999,0,22,0,0
"2012-05",11369.9999,11370.0411,2e-04,9442.8248,NA,NA,NA,393,393,0,393,1481,845.9999,2576,5646,1481.0001,846,2576.0415,5645.9995,0,0,0,2e-04,1481.0001,846,2576.0002,3718.8245,428,428,0,428
"2012-06",14976.9998,13878.0884,1098.9123,13689.7063,NA,NA,NA,617,406.4192,210.5808,406.4192,1980,1023.0001,2708.9998,8228,1980,1023.0001,2156.6692,8228,0,0,552.3311,4e-04,1980,1023.0001,2156.606,8123.6812,420,84,336,0
"2012-07",8849.0006,7253.6769,1677.7433,7013.7053,NA,NA,NA,131,131,0,131,1377.0001,492,1762,4749.0005,1459.4199,492.0001,1445.1046,3718.8245,0,0,316.8954,1030.1757,1377.0002,492.0001,1294.8805,3718.8245,338,7.3279,330.6721,0
"2012-08",5839.9996,4496.6552,1402.0644,4014.7946,NA,NA,NA,226,81.7797,144.2203,81.7797,981.9999,306,1130,2941.9998,1040.72,306,1006.9957,2061.1599,0,0,123.0043,880.8398,982,306,860.6187,1784.3962,254,0,254,0
"2012-09",3739,3062.7342,719.291,2389.9961,NA,NA,NA,226,79.1417,146.8583,79.1417,735,170,783,1704,767.8253,180.2,686.3741,1349.1931,0,0,96.6258,354.8069,710.4897,170,504.6554,925.7093,121,0,121,0
"2012-10",2126,2086.2955,113.2203,2012.7797,NA,NA,NA,143,81.7797,61.2203,81.7797,570,93,420,848,570,98.78,440.8351,894.9007,0,0,0,0,570,93,420,848,52,0,52,0
"2012-11",656,656,0,656,NA,NA,NA,0,0,0,0,594,0,2,60,594,0,2,60,0,0,0,0,594,0,2,60,0,0,0,0
"2012-12",616,616,0,616,NA,NA,NA,0,0,0,0,614,0,2,0,614,0,2,0,0,0,0,0,614,0,2,0,0,0,0,0
