"Date","31_AGG_IrrigDemand","31_AGG_IrrigSupply","31_AGG_IrrigShortage","31_AGG_IrrigSupDirectFlow","31_AGG_MunDemand","31_AGG_MunSupply","31_AGG_MunShortage","31_ADS005_IrrigDemand","31_ADS006_IrrigDemand","31_ADS005_IrrigSupply","31_ADS006_IrrigSupply","31_ADS005_IrrigShortage","31_ADS006_IrrigShortage","31_ADS005_IrrigSupDirectFlow","31_ADS006_IrrigSupDirectFlow"
"1994-04",255,255.1727,0,255,NA,NA,NA,22,233,22,233.1727,0,0,22,233
"1994-05",2329.0001,2329.0001,0,2329.0001,NA,NA,NA,1226.0001,1103,1226.0001,1103,0,0,1226.0001,1103
"1994-06",3649.0004,3649.0004,0,3649.0004,NA,NA,NA,1727.0001,1922.0002,1727.0001,1922.0002,0,0,1727.0001,1922.0002
"1994-07",3700,3699.9702,0.0298,3699.9702,NA,NA,NA,1953,1747,1952.9702,1747,0.0298,0,1952.9702,1747
"1994-08",2756,2755.9679,0.032,2755.9679,NA,NA,NA,1536,1220,1535.9679,1220,0.032,0,1535.9679,1220
"1994-09",1633,1633,0,1633,NA,NA,NA,902,731,902,731,0,0,902,731
"1994-10",520,520,0,520,NA,NA,NA,317,203,317,203,0,0,317,203
"1994-11",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1994-12",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1995-01",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1995-02",14,14,0,14,NA,NA,NA,14,0,14,0,0,0,14,0
"1995-03",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1995-04",127,127,0,127,NA,NA,NA,34,93,34,93,0,0,34,93
"1995-05",2021,2021,0,2021,NA,NA,NA,1279,742,1279,742,0,0,1279,742
"1995-06",3714,3714,0,3714,NA,NA,NA,2037,1677,2037,1677,0,0,2037,1677
"1995-07",3781.0001,3781.0001,0,3781.0001,NA,NA,NA,1958.0001,1823,1958.0001,1823,0,0,1958.0001,1823
"1995-08",3054,3054,0,3054,NA,NA,NA,1678,1376,1678,1376,0,0,1678,1376
"1995-09",2130.0001,2129.9776,0.0225,2129.9776,NA,NA,NA,1121,1009.0001,1120.9775,1009.0001,0.0225,0,1120.9775,1009.0001
"1995-10",710,710,0,710,NA,NA,NA,425,285,425,285,0,0,425,285
"1995-11",30,30,0,30,NA,NA,NA,30,0,30,0,0,0,30,0
"1995-12",31,31,0,31,NA,NA,NA,31,0,31,0,0,0,31,0
"1996-01",31,31,0,31,NA,NA,NA,31,0,31,0,0,0,31,0
"1996-02",29,29,0,29,NA,NA,NA,29,0,29,0,0,0,29,0
"1996-03",31,31,0,31,NA,NA,NA,31,0,31,0,0,0,31,0
"1996-04",227,227,0,227,NA,NA,NA,62,165,62,165,0,0,62,165
"1996-05",2465.0001,2465.0001,0,2465.0001,NA,NA,NA,1317,1148.0001,1317,1148.0001,0,0,1317,1148.0001
"1996-06",3343,3342.9781,0.0218,3342.9781,NA,NA,NA,1643.0001,1699.9999,1642.9783,1699.9999,0.0218,0,1642.9783,1699.9999
"1996-07",2794,2794,0,2794,NA,NA,NA,1409,1385,1409,1385,0,0,1409,1385
"1996-08",2388,2045.165,342.8349,2045.165,NA,NA,NA,1235,1153,892.165,1153,342.8349,0,892.165,1153
"1996-09",1300,1300,0,1300,NA,NA,NA,753,547,753,547,0,0,753,547
"1996-10",515,515,0,515,NA,NA,NA,376,139,376,139,0,0,376,139
"1996-11",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1996-12",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1997-01",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1997-02",14,14,0,14,NA,NA,NA,14,0,14,0,0,0,14,0
"1997-03",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1997-04",175,175,0,175,NA,NA,NA,110,65,110,65,0,0,110,65
"1997-05",2010,2010,0,2010,NA,NA,NA,1034,976,1034,976,0,0,1034,976
"1997-06",3271.9999,3271.9999,0,3271.9999,NA,NA,NA,1623,1648.9999,1623,1648.9999,0,0,1623,1648.9999
"1997-07",2690,2690,0,2690,NA,NA,NA,1365,1325,1365,1325,0,0,1365,1325
"1997-08",2171,2171,0,2171,NA,NA,NA,1164,1007,1164,1007,0,0,1164,1007
"1997-09",1568,1568,0,1568,NA,NA,NA,885,683,885,683,0,0,885,683
"1997-10",602,602,0,602,NA,NA,NA,429,173,429,173,0,0,429,173
"1997-11",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1997-12",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1998-01",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1998-02",14,14,0,14,NA,NA,NA,14,0,14,0,0,0,14,0
"1998-03",15,15,0,15,NA,NA,NA,15,0,15,0,0,0,15,0
"1998-04",198,198,0,198,NA,NA,NA,98,100,98,100,0,0,98,100
"1998-05",2354.9999,2354.9999,0,2354.9999,NA,NA,NA,1373,981.9999,1373,981.9999,0,0,1373,981.9999
"1998-06",3271.9999,3271.9999,0,3271.9999,NA,NA,NA,1857.9999,1414,1857.9999,1414,0,0,1857.9999,1414
"1998-07",2913,2912.9614,0.0386,2912.9614,NA,NA,NA,1539,1374,1538.9614,1374,0.0386,0,1538.9614,1374
"1998-08",2708.9999,2708.9723,0.0276,2708.9723,NA,NA,NA,1578,1130.9999,1577.9724,1130.9999,0.0276,0,1577.9724,1130.9999
"1998-09",2110.9999,1694.4175,416.5825,1694.4175,NA,NA,NA,1280,830.9999,863.4176,830.9999,416.5825,0,863.4176,830.9999
"1998-10",593,593,0,593,NA,NA,NA,384,209,384,209,0,0,384,209
"1998-11",30,30,0,30,NA,NA,NA,30,0,30,0,0,0,30,0
"1998-12",31,31,0,31,NA,NA,NA,31,0,31,0,0,0,31,0
"1999-01",31,31,0,31,NA,NA,NA,31,0,31,0,0,0,31,0
"1999-02",28,28,0,28,NA,NA,NA,28,0,28,0,0,0,28,0
"1999-03",31,31,0,31,NA,NA,NA,31,0,31,0,0,0,31,0
"1999-04",72,72,0,72,NA,NA,NA,72,0,72,0,0,0,72,0
"1999-05",1780,1780,0,1780,NA,NA,NA,1035,745,1035,745,0,0,1035,745
"1999-06",3300.9999,3300.9999,0,3300.9999,NA,NA,NA,1774,1526.9999,1774,1526.9999,0,0,1774,1526.9999
"1999-07",3007,3007,0,3007,NA,NA,NA,1728,1279,1728,1279,0,0,1728,1279
"1999-08",1971.9999,1971.9999,0,1971.9999,NA,NA,NA,1039,932.9999,1039,932.9999,0,0,1039,932.9999
"1999-09",1311,1311,0,1311,NA,NA,NA,753,558,753,558,0,0,753,558
"1999-10",700,700,0,700,NA,NA,NA,433,267,433,267,0,0,433,267
"1999-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1999-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-04",382,382,0,382,NA,NA,NA,32,350,32,350,0,0,32,350
"2000-05",2373,2373,0,2373,NA,NA,NA,1218,1155,1218,1155,0,0,1218,1155
"2000-06",3361,3360.9768,0.0232,3360.9768,NA,NA,NA,1666,1695,1665.9768,1695,0.0232,0,1665.9768,1695
"2000-07",2977,2977,0,2977,NA,NA,NA,1547,1430,1547,1430,0,0,1547,1430
"2000-08",2466,1733.3965,732.6035,1733.3965,NA,NA,NA,1286,1180,553.3965,1180,732.6035,0,553.3965,1180
"2000-09",1638,1574.4002,63.5998,1574.4002,NA,NA,NA,927,711,863.4002,711,63.5998,0,863.4002,711
"2000-10",543,543,0,543,NA,NA,NA,325,218,325,218,0,0,325,218
"2000-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2001-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2001-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2001-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2001-04",307,307,0,307,NA,NA,NA,44,263,44,263,0,0,44,263
"2001-05",2114.9999,2114.9999,0,2114.9999,NA,NA,NA,1047,1067.9999,1047,1067.9999,0,0,1047,1067.9999
"2001-06",3515,3515,0,3515,NA,NA,NA,1820,1695,1820,1695,0,0,1820,1695
"2001-07",3285.9999,3285.927,0.0729,3285.927,NA,NA,NA,1749.9999,1536,1749.927,1536,0.0729,0,1749.927,1536
"2001-08",2473,2472.9495,0.0505,2472.9495,NA,NA,NA,1431,1042,1430.9495,1042,0.0505,0,1430.9495,1042
"2001-09",2587,2586.9843,0.0158,2586.9843,NA,NA,NA,1376,1211,1375.9843,1211,0.0158,0,1375.9843,1211
"2001-10",1077.9999,1077.9999,0,1077.9999,NA,NA,NA,698.9999,379,698.9999,379,0,0,698.9999,379
"2001-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2001-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2002-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2002-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2002-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2002-04",396,396.0384,0,396,NA,NA,NA,22,374,22,374.0384,0,0,22,374
"2002-05",2384.9999,2385,0,2385,NA,NA,NA,1168.9999,1216,1168.9999,1216.0001,0,0,1168.9999,1216.0001
"2002-06",3880,3009.4227,870.5773,2933.4176,NA,NA,NA,1810,2070,939.4227,2070,870.5773,0,863.4176,2070
"2002-07",3197,2426.5898,770.4102,2266.3965,NA,NA,NA,1484,1713,713.5898,1713,770.4102,0,553.3965,1713
"2002-08",3125,1544.0045,1580.9955,1542,NA,NA,NA,1583,1542,2.0045,1542,1580.9955,0,0,1542
"2002-09",1328,1328,0,1328,NA,NA,NA,711,617,711,617,0,0,711,617
"2002-10",474,474,0,474,NA,NA,NA,304,170,304,170,0,0,304,170
"2002-11",2,2,0,2,NA,NA,NA,2,0,2,0,0,0,2,0
"2002-12",2,2,0,2,NA,NA,NA,2,0,2,0,0,0,2,0
"2003-01",2,2,0,2,NA,NA,NA,2,0,2,0,0,0,2,0
"2003-02",1,1,0,1,NA,NA,NA,1,0,1,0,0,0,1,0
"2003-03",2,2,0,2,NA,NA,NA,2,0,2,0,0,0,2,0
"2003-04",336,336.0768,0,336,NA,NA,NA,88,248,88,248.0768,0,0,88,248
"2003-05",2359.0002,2359.0002,0,2359.0002,NA,NA,NA,1156.0001,1203.0001,1156.0001,1203.0001,0,0,1156.0001,1203.0001
"2003-06",3291.9999,3291.9835,0.0165,3291.9835,NA,NA,NA,1632.9999,1659,1632.9835,1659,0.0165,0,1632.9835,1659
"2003-07",3421,2597.5898,823.4102,2413.3965,NA,NA,NA,1561,1860,737.5898,1860,823.4102,0,553.3965,1860
"2003-08",2590,2210.1982,379.8018,2210.1982,NA,NA,NA,1272,1318,892.1982,1318,379.8018,0,892.1982,1318
"2003-09",1171.0001,1171.0001,0,1171.0001,NA,NA,NA,668,503.0001,668,503.0001,0,0,668,503.0001
"2003-10",1240.9999,1240.9999,0,1240.9999,NA,NA,NA,629,611.9999,629,611.9999,0,0,629,611.9999
"2003-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2003-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-04",26,26,0,26,NA,NA,NA,13,13,13,13,0,0,13,13
"2004-05",2288,2288,0,2288,NA,NA,NA,1141,1147,1141,1147,0,0,1141,1147
"2004-06",3312.0001,3312.0001,0,3312.0001,NA,NA,NA,1563.0001,1749,1563.0001,1749,0,0,1563.0001,1749
"2004-07",2854.9999,2854.9999,0,2854.9999,NA,NA,NA,1387,1467.9999,1387,1467.9999,0,0,1387,1467.9999
"2004-08",2701.0001,2701.0001,0,2701.0001,NA,NA,NA,1389.0001,1312,1389.0001,1312,0,0,1389.0001,1312
"2004-09",1806,1806,0,1806,NA,NA,NA,991,815,991,815,0,0,991,815
"2004-10",818,818,0,818,NA,NA,NA,488,330,488,330,0,0,488,330
"2004-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2005-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2005-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2005-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2005-04",195,195.0192,0,195,NA,NA,NA,8,187,8,187.0192,0,0,8,187
"2005-05",2213.0001,2213.0001,0,2213.0001,NA,NA,NA,1100,1113.0001,1100,1113.0001,0,0,1100,1113.0001
"2005-06",3150,3150,0,3150,NA,NA,NA,1627,1523,1627,1523,0,0,1627,1523
"2005-07",3355,3355,0,3355,NA,NA,NA,1561,1794,1561,1794,0,0,1561,1794
"2005-08",2467,2467,0,2467,NA,NA,NA,1260,1207,1260,1207,0,0,1260,1207
"2005-09",1975.0001,1975.0001,0,1975.0001,NA,NA,NA,1045.0001,930,1045.0001,930,0,0,1045.0001,930
"2005-10",491,491,0,491,NA,NA,NA,312,179,312,179,0,0,312,179
"2005-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2005-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-04",267,267,0,267,NA,NA,NA,13,254,13,254,0,0,13,254
"2006-05",2361,2361,0,2361,NA,NA,NA,1153,1208,1153,1208,0,0,1153,1208
"2006-06",3593.9999,3593.9681,0.0318,3593.9681,NA,NA,NA,1713,1880.9999,1712.9683,1880.9999,0.0318,0,1712.9683,1880.9999
"2006-07",2316,2316,0,2316,NA,NA,NA,1116,1200,1116,1200,0,0,1116,1200
"2006-08",2107,2107,0,2107,NA,NA,NA,1056,1051,1056,1051,0,0,1056,1051
"2006-09",1562.9999,1562.9999,0,1562.9999,NA,NA,NA,732,830.9999,732,830.9999,0,0,732,830.9999
"2006-10",369,369,0,369,NA,NA,NA,158,211,158,211,0,0,158,211
"2006-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-04",252,252,0,252,NA,NA,NA,59,193,59,193,0,0,59,193
"2007-05",1489.9999,1489.9999,0,1489.9999,NA,NA,NA,878.9999,611,878.9999,611,0,0,878.9999,611
"2007-06",3547.9999,3547.9999,0,3547.9999,NA,NA,NA,1713,1834.9999,1713,1834.9999,0,0,1713,1834.9999
"2007-07",2828.9999,2828.9999,0,2828.9999,NA,NA,NA,1335,1493.9999,1335,1493.9999,0,0,1335,1493.9999
"2007-08",2221,2221,0,2221,NA,NA,NA,1072,1149,1072,1149,0,0,1072,1149
"2007-09",1972,1972,0,1972,NA,NA,NA,1016.0001,955.9999,1016.0001,955.9999,0,0,1016.0001,955.9999
"2007-10",983,983,0,983,NA,NA,NA,550,433,550,433,0,0,550,433
"2007-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-04",270,270.0384,0,270,NA,NA,NA,146,124,146,124.0384,0,0,146,124
"2008-05",1744.0001,1744.0001,0,1744.0001,NA,NA,NA,944.0001,800,944.0001,800,0,0,944.0001,800
"2008-06",3308.9999,3308.9999,0,3308.9999,NA,NA,NA,1647,1661.9999,1647,1661.9999,0,0,1647,1661.9999
"2008-07",2612.9999,2612.9729,0.027,2612.9729,NA,NA,NA,1258,1354.9999,1257.973,1354.9999,0.027,0,1257.973,1354.9999
"2008-08",2651.0001,2651.0001,0,2651.0001,NA,NA,NA,1322.0001,1329,1322.0001,1329,0,0,1322.0001,1329
"2008-09",2091.9999,2091.9999,0,2091.9999,NA,NA,NA,1084,1007.9999,1084,1007.9999,0,0,1084,1007.9999
"2008-10",875,875,0,875,NA,NA,NA,496,379,496,379,0,0,496,379
"2008-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-04",271,271.0384,0,271,NA,NA,NA,97,174,97,174.0384,0,0,97,174
"2009-05",2141,2141,0,2141,NA,NA,NA,1178,963,1178,963,0,0,1178,963
"2009-06",2601.0001,2601.0001,0,2601.0001,NA,NA,NA,1353,1248.0001,1353,1248.0001,0,0,1353,1248.0001
"2009-07",3064.9999,3064.9999,0,3064.9999,NA,NA,NA,1461,1603.9999,1461,1603.9999,0,0,1461,1603.9999
"2009-08",2357,2357,0,2357,NA,NA,NA,1217,1140,1217,1140,0,0,1217,1140
"2009-09",1944.0001,1791.3619,152.6382,1791.3619,NA,NA,NA,1016.0001,928,863.3619,928,152.6382,0,863.3619,928
"2009-10",680,680,0,680,NA,NA,NA,318,362,318,362,0,0,318,362
"2009-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-04",199,199,0,199,NA,NA,NA,71,128,71,128,0,0,71,128
"2010-05",2040,2040,0,2040,NA,NA,NA,1069,971,1069,971,0,0,1069,971
"2010-06",3445,3445,0,3445,NA,NA,NA,1683,1762,1683,1762,0,0,1683,1762
"2010-07",2702.9999,2702.9999,0,2702.9999,NA,NA,NA,1296.9999,1406,1296.9999,1406,0,0,1296.9999,1406
"2010-08",1782,1782,0,1782,NA,NA,NA,892,890,892,890,0,0,892,890
"2010-09",1855,1855,0,1855,NA,NA,NA,958,897,958,897,0,0,958,897
"2010-10",715,715,0,715,NA,NA,NA,400,315,400,315,0,0,400,315
"2010-11",4,4,0,4,NA,NA,NA,4,0,4,0,0,0,4,0
"2010-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-04",166,166,0,166,NA,NA,NA,64,102,64,102,0,0,64,102
"2011-05",1567.9999,1567.9999,0,1567.9999,NA,NA,NA,874.9999,693,874.9999,693,0,0,874.9999,693
"2011-06",3327,3327,0,3327,NA,NA,NA,1657,1670,1657,1670,0,0,1657,1670
"2011-07",2968,2968,0,2968,NA,NA,NA,1406,1562,1406,1562,0,0,1406,1562
"2011-08",2951,2951,0,2951,NA,NA,NA,1467,1484,1467,1484,0,0,1467,1484
"2011-09",1609,1609,0,1609,NA,NA,NA,842,767,842,767,0,0,842,767
"2011-10",381,381,0,381,NA,NA,NA,237,144,237,144,0,0,237,144
"2011-11",9,9,0,9,NA,NA,NA,9,0,9,0,0,0,9,0
"2011-12",4,4,0,4,NA,NA,NA,4,0,4,0,0,0,4,0
"2012-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2012-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2012-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2012-04",407,407,0,407,NA,NA,NA,51,356,51,356,0,0,51,356
"2012-05",2233,2233,0,2233,NA,NA,NA,1109,1124,1109,1124,0,0,1109,1124
"2012-06",3685.0001,2856.5984,828.4016,2798.4176,NA,NA,NA,1750.0001,1935,921.5984,1935,828.4016,0,863.4176,1935
"2012-07",2391,2128.1982,262.8018,2128.1982,NA,NA,NA,1155,1236,892.1982,1236,262.8018,0,892.1982,1236
"2012-08",2150,1642.3965,507.6035,1642.3965,NA,NA,NA,1061,1089,553.3965,1089,507.6035,0,553.3965,1089
"2012-09",1900.9999,1457.545,443.455,1457.545,NA,NA,NA,978.9999,922,535.545,922,443.455,0,535.545,922
"2012-10",1192,1192,0,1192,NA,NA,NA,650,542,650,542,0,0,650,542
"2012-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2012-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
