"Date","63_AGG_IrrigDemand","63_AGG_IrrigSupply","63_AGG_IrrigShortage","63_AGG_IrrigSupDirectFlow","63_AGG_MunDemand","63_AGG_MunSupply","63_AGG_MunShortage","63_AMS002_MunShortage","63_ADS023_IrrigDemand","63_ADS024_IrrigDemand","63_ADS023_IrrigSupply","63_ADS024_IrrigSupply","63_ADS023_IrrigShortage","63_ADS024_IrrigShortage","63_ADS023_IrrigSupDirectFlow","63_ADS024_IrrigSupDirectFlow","63_AMS002_MunDemand","63_AMS002_MunSupply"
"1970-10",540,540.08,0,540,108,108,0,0,198,342,198.08,342,0,0,198,342,108,108
"1970-11",90,90.2,0,90,108,104.7288,9.8136,3.2712,20,70,20.2,70,0,0,20,70,108,104.7288
"1970-12",101,101,0,101,108,108,0,0,12,89,12,89,0,0,12,89,108,108
"1971-01",75,75,0,75,108,108,0,0,11,64,11,64,0,0,11,64,108,108
"1971-02",43,43,0,43,108,97.7469,30.7594,10.2531,0,43,0,43,0,0,0,43,108,97.7469
"1971-03",224,224.26,0,224,108,108,0,0,93,131,93,131.26,0,0,93,131,108,108
"1971-04",1498,1498,0,1498,108,104.7288,9.8136,3.2712,547,951,547,951,0,0,547,951,108,104.7288
"1971-05",4825.0001,4744.7924,80.2078,4744.7924,108,108,0,0,1450.0001,3375,1450.0001,3294.7922,0,80.2078,1450.0001,3294.7922,108,108
"1971-06",3915,3915,0,3915,108,104.7288,9.8136,3.2712,1208,2707,1208,2707,0,0,1208,2707,108,104.7288
"1971-07",3389.0001,3389.26,0,3389.0001,108,108,0,0,1481,1908.0001,1481.2599,1908.0001,0,0,1481,1908.0001,108,108
"1971-08",2316.9999,2061.8993,255.1007,2061.8993,108,108,0,0,939,1377.9999,939,1122.8993,0,255.1007,939,1122.8993,108,108
"1971-09",1427.9999,1427.9999,0,1427.9999,108,104.7288,9.8136,3.2712,590.9999,837,590.9999,837,0,0,590.9999,837,108,104.7288
"1971-10",623,623,0,623,108,108,0,0,105,518,105,518,0,0,105,518,108,108
"1971-11",59,59,0,59,108,104.7288,9.8136,3.2712,6,53,6,53,0,0,6,53,108,104.7288
"1971-12",58,58,0,58,108,108,0,0,7,51,7,51,0,0,7,51,108,108
"1972-01",75,75,0,75,108,108,0,0,11,64,11,64,0,0,11,64,108,108
"1972-02",123,123,0,123,108,97.7469,30.7594,10.2531,23,100,23,100,0,0,23,100,108,97.7469
"1972-03",686,686,0,686,108,108,0,0,306,380,306,380,0,0,306,380,108,108
"1972-04",1735,1735,0,1735,108,104.7288,9.8136,3.2712,692,1043,692,1043,0,0,692,1043,108,104.7288
"1972-05",5300,4028.9272,1271.0728,4028.9272,108,108,0,0,1592,3708,1592,2436.9272,0,1271.0728,1592,2436.9272,108,108
"1972-06",3403.9998,3403.9998,0,3403.9998,108,104.7288,9.8136,3.2712,1052,2351.9998,1052,2351.9998,0,0,1052,2351.9998,108,104.7288
"1972-07",3097.0001,2718.7365,378.2635,2464.2968,108,108,0,0,1354.0001,1743,1354.0001,1364.7363,0,378.2635,1354.0001,1110.2966,108,108
"1972-08",2215,1503.7725,711.2277,1489.2458,108,108,0,0,1000.0001,1214.9999,1000.0001,503.7723,0,711.2277,1000.0001,489.2457,108,108
"1972-09",1372.0001,1174.0188,197.9812,1174.0188,108,104.7288,9.8136,3.2712,576,796.0001,576,598.0188,0,197.9812,576,598.0188,108,104.7288
"1972-10",454,454,0,454,108,108,0,0,112,342,112,342,0,0,112,342,108,108
"1972-11",62,62.14,0,62,108,104.7288,9.8136,3.2712,9,53,9.14,53,0,0,9,53,108,104.7288
"1972-12",58,58,0,58,108,108,0,0,7,51,7,51,0,0,7,51,108,108
"1973-01",63,63,0,63,108,108,0,0,7,56,7,56,0,0,7,56,108,108
"1973-02",46,46,0,46,108,97.7469,30.7594,10.2531,9,37,9,37,0,0,9,37,108,97.7469
"1973-03",73,73,0,73,108,108,0,0,32,41,32,41,0,0,32,41,108,108
"1973-04",965,965,0,965,108,104.7288,9.8136,3.2712,424,541,424,541,0,0,424,541,108,104.7288
"1973-05",5540.9999,5540.9999,0,5540.9999,108,108,0,0,1525.9999,4015,1525.9999,4015,0,0,1525.9999,4015,108,108
"1973-06",4654,4654,0,4654,108,104.7288,9.8136,3.2712,1481,3173,1481,3173,0,0,1481,3173,108,104.7288
"1973-07",3261,3261,0,3261,108,108,0,0,1167,2094,1167,2094,0,0,1167,2094,108,108
"1973-08",2453.9999,2454.1799,0,2453.9999,108,108,0,0,932.9999,1521,933.1799,1521,0,0,932.9999,1521,108,108
"1973-09",1705.9999,1623.4109,82.5891,1623.4109,108,104.7288,9.8136,3.2712,714.9999,991,714.9999,908.4109,0,82.5891,714.9999,908.4109,108,104.7288
"1973-10",891,891.1,0,891,108,108,0,0,335,556,335.1,556,0,0,335,556,108,108
"1973-11",77,77.2,0,77,108,104.7288,9.8136,3.2712,20,57,20.2,57,0,0,20,57,108,104.7288
"1973-12",58,58,0,58,108,108,0,0,7,51,7,51,0,0,7,51,108,108
"1974-01",34,34,0,34,108,108,0,0,0,34,0,34,0,0,0,34,108,108
"1974-02",46,46,0,46,108,97.7469,30.7594,10.2531,9,37,9,37,0,0,9,37,108,97.7469
"1974-03",289,289.2,0,289,108,108,0,0,119,170,119,170.2,0,0,119,170,108,108
"1974-04",1461,1460.9999,1e-04,1460.9999,108,104.7288,9.8136,3.2712,510,951,509.9999,951,1e-04,0,509.9999,951,108,104.7288
"1974-05",6388,6387.9995,5e-04,6387.9995,108,108,0,0,1913,4475,1913,4474.9995,0,5e-04,1913,4474.9995,108,108
"1974-06",3790.9998,3790.9998,0,3790.9998,108,104.7288,9.8136,3.2712,1169,2621.9998,1169,2621.9998,0,0,1169,2621.9998,108,104.7288
"1974-07",2452,2452.12,0,2452,108,108,0,0,1072,1380,1072.12,1380,0,0,1072,1380,108,108
"1974-08",2217.0001,1948.3185,268.6816,1685.4749,108,108,0,0,1000.0001,1217,1000.0001,948.3184,0,268.6816,1000.0001,685.4748,108,108
"1974-09",1356,887.6662,468.3338,881.5434,108,104.7288,9.8136,3.2712,569,787,569,318.6662,0,468.3338,569,312.5434,108,104.7288
"1974-10",698.0001,698.0001,0,698.0001,108,108,0,0,250,448,250,448,0,0,250,448,108,108
"1974-11",16,16,0,16,108,104.7288,9.8136,3.2712,6,10,6,10,0,0,6,10,108,104.7288
"1974-12",2,2,0,2,108,108,0,0,0,2,0,2,0,0,0,2,108,108
"1975-01",2,2,0,2,108,108,0,0,0,2,0,2,0,0,0,2,108,108
"1975-02",12,12,0,12,108,97.7469,30.7594,10.2531,9,3,9,3,0,0,9,3,108,97.7469
"1975-03",44,44,0,44,108,108,0,0,32,12,32,12,0,0,32,12,108,108
"1975-04",741,741,0,741,108,104.7288,9.8136,3.2712,437,304,437,304,0,0,437,304,108,104.7288
"1975-05",5457.0001,5457.0001,0,5457.0001,108,108,0,0,1868.0001,3589,1868.0001,3589,0,0,1868.0001,3589,108,108
"1975-06",4640.9998,4640.9998,0,4640.9998,108,104.7288,9.8136,3.2712,1526,3114.9998,1526,3114.9998,0,0,1526,3114.9998,108,104.7288
"1975-07",2882,2882,0,2882,108,108,0,0,1063,1819,1063,1819,0,0,1063,1819,108,108
"1975-08",2431,2431,0,2431,108,108,0,0,939,1492,939,1492,0,0,939,1492,108,108
"1975-09",1598,1198.2362,399.7638,993.5569,108,104.7288,9.8136,3.2712,630,968,630,568.2362,0,399.7638,630,363.5569,108,104.7288
"1975-10",869,699.2815,169.7185,676.4381,108,108,0,0,328,541,328,371.2815,0,169.7185,328,348.4381,108,108
"1975-11",18,18,0,18,108,104.7288,9.8136,3.2712,6,12,6,12,0,0,6,12,108,104.7288
"1975-12",2,2,0,2,108,108,0,0,0,2,0,2,0,0,0,2,108,108
"1976-01",52,52,0,52,108,108,0,0,0,52,0,52,0,0,0,52,108,108
"1976-02",102,102,0,102,108,97.7469,30.7594,10.2531,11,91,11,91,0,0,11,91,108,97.7469
"1976-03",166,166,0,166,108,108,0,0,50,116,50,116,0,0,50,116,108,108
"1976-04",1470,1470,0,1470,108,104.7288,9.8136,3.2712,581,889,581,889,0,0,581,889,108,104.7288
"1976-05",4471,4471,0,4471,108,108,0,0,1346,3125,1346,3125,0,0,1346,3125,108,108
"1976-06",3509,3509,0,3509,108,104.7288,9.8136,3.2712,1065,2444,1065,2444,0,0,1065,2444,108,104.7288
"1976-07",2866,2679.7983,186.2017,2636.1703,108,108,0,0,1254,1612,1254,1425.7983,0,186.2017,1254,1382.1703,108,108
"1976-08",2247.9999,1825.6244,422.3755,1600.2859,108,108,0,0,1012.9999,1235,1012.9999,812.6245,0,422.3755,1012.9999,587.2859,108,108
"1976-09",1576,1254.6455,321.4144,1254.5855,108,104.7288,9.8136,3.2712,661,915,661.0599,593.5856,0,321.4144,660.9999,593.5856,108,104.7288
"1976-10",788,788.16,0,788,108,108,0,0,296,492,296.16,492,0,0,296,492,108,108
"1976-11",101,101.26,0,101,108,104.7288,9.8136,3.2712,31,70,31.26,70,0,0,31,70,108,104.7288
"1976-12",75,75,0,75,108,108,0,0,0,75,0,75,0,0,0,75,108,108
"1977-01",81,81,0,81,108,108,0,0,0,81,0,81,0,0,0,81,108,108
"1977-02",62,62,0,62,108,97.7469,30.7594,10.2531,9,53,9,53,0,0,9,53,108,97.7469
"1977-03",102,102,0,102,108,108,0,0,32,70,32,70,0,0,32,70,108,108
"1977-04",1578.0001,1578.0001,0,1578.0001,108,104.7288,9.8136,3.2712,614,964.0001,614,964.0001,0,0,614,964.0001,108,104.7288
"1977-05",4357.9999,2719.1333,1638.8667,2719.1333,108,108,0,0,1307.9999,3050,1307.9999,1411.1334,0,1638.8667,1307.9999,1411.1334,108,108
"1977-06",3872,2441.1327,1430.8672,2333.4189,108,104.7288,9.8136,3.2712,1194,2678,1194,1247.1327,0,1430.8672,1194,1139.4189,108,104.7288
"1977-07",2038,1778.4387,259.5613,1617.1859,108,108,0,0,893,1145,893,885.4387,0,259.5613,893,724.1859,108,108
"1977-08",2390.0001,1881.1354,508.8647,1881.1354,108,108,0,0,1078.0001,1312,1078.0001,803.1353,0,508.8647,1078.0001,803.1353,108,108
"1977-09",1597.9999,1070.3014,527.8986,1070.1014,108,104.7288,9.8136,3.2712,669.9999,928,670.2,400.1014,0,527.8986,669.9999,400.1014,108,104.7288
"1977-10",876,771.0676,104.9324,771.0676,108,108,0,0,330,546,330,441.0676,0,104.9324,330,441.0676,108,108
"1977-11",91,91,0,91,108,104.7288,9.8136,3.2712,28,63,28,63,0,0,28,63,108,104.7288
"1977-12",69,69,0,69,108,108,0,0,0,69,0,69,0,0,0,69,108,108
"1978-01",72,72,0,72,108,108,0,0,0,72,0,72,0,0,0,72,108,108
"1978-02",49,49,0,49,108,97.7469,30.7594,10.2531,0,49,0,49,0,0,0,49,108,97.7469
"1978-03",365,365.14,0,365,108,108,0,0,159,206,159.14,206,0,0,159,206,108,108
"1978-04",1805.9999,1805.9999,1e-04,1805.9999,108,104.7288,9.8136,3.2712,511,1294.9999,511,1294.9999,1e-04,0,511,1294.9999,108,104.7288
"1978-05",5618.9999,5618.9999,0,5618.9999,108,108,0,0,1598.0001,4020.9998,1598.0001,4020.9998,0,0,1598.0001,4020.9998,108,108
"1978-06",4167,4167,0,4167,108,104.7288,9.8136,3.2712,1193,2974,1193,2974,0,0,1193,2974,108,104.7288
"1978-07",2862,2862,0,2862,108,108,0,0,1252,1610,1252,1610,0,0,1252,1610,108,108
"1978-08",2419.9999,1820.6381,599.3618,1551.6717,108,108,0,0,1090.9999,1329,1090.9999,729.6382,0,599.3618,1090.9999,460.6718,108,108
"1978-09",1625.9999,916.4944,709.5055,916.4944,108,104.7288,9.8136,3.2712,663,962.9999,662.9999,253.4945,1e-04,709.5055,662.9999,253.4945,108,104.7288
"1978-10",831,568.7577,262.2423,568.7577,108,108,0,0,280,551,280,288.7577,0,262.2423,280,288.7577,108,108
"1978-11",81,81,0,81,108,104.7288,9.8136,3.2712,0,81,0,81,0,0,0,81,108,104.7288
"1978-12",78,78,0,78,108,108,0,0,0,78,0,78,0,0,0,78,108,108
"1979-01",75,75,0,75,108,108,0,0,0,75,0,75,0,0,0,75,108,108
"1979-02",49,49,0,49,108,97.7469,30.7594,10.2531,0,49,0,49,0,0,0,49,108,97.7469
"1979-03",55,55,0,55,108,108,0,0,17,38,17,38,0,0,17,38,108,108
"1979-04",1494,1493.9999,1e-04,1493.9999,108,104.7288,9.8136,3.2712,583,911,582.9999,911,1e-04,0,582.9999,911,108,104.7288
"1979-05",4811.0004,4811.0004,0,4811.0004,108,108,0,0,1586.0001,3225.0002,1586.0001,3225.0002,0,0,1586.0001,3225.0002,108,108
"1979-06",4512.9999,4512.9999,0,4512.9999,108,104.7288,9.8136,3.2712,1384.9999,3128,1384.9999,3128,0,0,1384.9999,3128,108,104.7288
"1979-07",3062.0001,3062.0599,0,3062.0001,108,108,0,0,1261.0001,1801,1261.0599,1801,0,0,1261.0001,1801,108,108
"1979-08",2201,2114.0992,86.9007,2064.955,108,108,0,0,993,1208,993,1121.0992,0,86.9007,993,1071.955,108,108
"1979-09",1943.0001,1420.8581,522.1419,1201.036,108,104.7288,9.8136,3.2712,815,1128.0001,814.9999,605.8582,1e-04,522.1418,814.9999,386.036,108,104.7288
"1979-10",1093,798.1791,294.8808,798.1192,108,108,0,0,411,682,411.06,387.1192,0,294.8808,411,387.1192,108,108
"1979-11",93,93,0,93,108,104.7288,9.8136,3.2712,4,89,4,89,0,0,4,89,108,104.7288
"1979-12",81,81,0,81,108,108,0,0,0,81,0,81,0,0,0,81,108,108
"1980-01",75,75,0,75,108,108,0,0,0,75,0,75,0,0,0,75,108,108
"1980-02",49,49,0,49,108,97.7469,30.7594,10.2531,0,49,0,49,0,0,0,49,108,97.7469
"1980-03",65,33.1087,31.8913,33.1087,108,108,0,0,17,48,17,16.1087,0,31.8913,17,16.1087,108,108
"1980-04",1083,1083,0,1083,108,104.7288,9.8136,3.2712,419,664,419,664,0,0,419,664,108,104.7288
"1980-05",3630,3630,0,3630,108,108,0,0,1188,2442,1188,2442,0,0,1188,2442,108,108
"1980-06",4748,4748,0,4748,108,104.7288,9.8136,3.2712,1534,3214,1534,3214,0,0,1534,3214,108,104.7288
"1980-07",2701,2701.26,0,2701,108,108,0,0,1181,1520,1181.26,1520,0,0,1181,1520,108,108
"1980-08",2053,1974.004,78.9959,1930.3568,108,108,0,0,926,1127,926,1048.004,0,78.9959,926,1004.3568,108,108
"1980-09",1635,1457.4155,177.6844,1413.9469,108,104.7288,9.8136,3.2712,685,950,685.0999,772.3156,0,177.6844,684.9999,728.947,108,104.7288
"1980-10",476,476.26,0,476,108,108,0,0,181,295,181.26,295,0,0,181,295,108,108
"1980-11",68,68.04,0,68,108,104.7288,9.8136,3.2712,24,44,24.04,44,0,0,24,44,108,104.7288
"1980-12",54,54,0,54,108,108,0,0,0,54,0,54,0,0,0,54,108,108
"1981-01",40,40,0,40,108,108,0,0,0,40,0,40,0,0,0,40,108,108
"1981-02",45,45,0,45,108,97.7469,30.7594,10.2531,9,36,9,36,0,0,9,36,108,97.7469
"1981-03",174,174.04,0,174,108,108,0,0,74,100,74.04,100,0,0,74,100,108,108
"1981-04",1600.0001,1600.0001,1e-04,1600.0001,108,104.7288,9.8136,3.2712,639,961.0001,638.9999,961.0001,1e-04,0,638.9999,961.0001,108,104.7288
"1981-05",4208.9998,3802.4221,406.5779,3802.4221,108,108,0,0,1267,2941.9998,1267,2535.4221,0,406.5779,1267,2535.4221,108,108
"1981-06",4183,4152.6152,30.3847,4152.6152,108,104.7288,9.8136,3.2712,1290,2893,1290,2862.6152,0,30.3847,1290,2862.6152,108,104.7288
"1981-07",2250.0001,2250.02,0,2250.0001,108,108,0,0,987.0001,1263,987.02,1263,0,0,987.0001,1263,108,108
"1981-08",1542,1431.8942,110.1857,1338.9005,108,108,0,0,698,844,698.08,733.8142,0,110.1857,697.9999,640.9006,108,108
"1981-09",1626,1626.0855,0.0945,1625.9055,108,104.7288,9.8136,3.2712,683,943,683.18,942.9055,0,0.0945,683,942.9055,108,104.7288
"1981-10",642,642.26,0,642,108,108,0,0,181,461,181.26,461,0,0,181,461,108,108
"1981-11",169,169.14,0,169,108,104.7288,9.8136,3.2712,59,110,59.14,110,0,0,59,110,108,104.7288
"1981-12",58,58,0,58,108,108,0,0,0,58,0,58,0,0,0,58,108,108
"1982-01",53,53,0,53,108,108,0,0,0,53,0,53,0,0,0,53,108,108
"1982-02",48,48,0,48,108,97.7469,30.7594,10.2531,0,48,0,48,0,0,0,48,108,97.7469
"1982-03",170,170.2,0,170,108,108,0,0,70,100,70.2,100,0,0,70,100,108,108
"1982-04",1472,1471.9999,1e-04,1471.9999,108,104.7288,9.8136,3.2712,572,900,571.9999,900,1e-04,0,571.9999,900,108,104.7288
"1982-05",4580.9998,4580.9998,0,4580.9998,108,108,0,0,1406,3174.9998,1406,3174.9998,0,0,1406,3174.9998,108,108
"1982-06",3315.0001,3315.0001,0,3315.0001,108,104.7288,9.8136,3.2712,965.0001,2350,965.0001,2350,0,0,965.0001,2350,108,104.7288
"1982-07",2812,2812,0,2812,108,108,0,0,1230,1582,1230,1582,0,0,1230,1582,108,108
"1982-08",1743,1743.2401,0,1743,108,108,0,0,594,1149,594.2401,1149,0,0,594,1149,108,108
"1982-09",1064,1064.08,0,1064,108,104.7288,9.8136,3.2712,398,666,398.08,666,0,0,398,666,108,104.7288
"1982-10",665,665,0,665,108,108,0,0,239,426,239,426,0,0,239,426,108,108
"1982-11",65,65,0,65,108,104.7288,9.8136,3.2712,2,63,2,63,0,0,2,63,108,104.7288
"1982-12",67,67,0,67,108,108,0,0,0,67,0,67,0,0,0,67,108,108
"1983-01",59,59,0,59,108,108,0,0,0,59,0,59,0,0,0,59,108,108
"1983-02",69,69,0,69,108,97.7469,30.7594,10.2531,0,69,0,69,0,0,0,69,108,97.7469
"1983-03",89,89,0,89,108,108,0,0,15,74,15,74,0,0,15,74,108,108
"1983-04",778,778,0,778,108,104.7288,9.8136,3.2712,289,489,289,489,0,0,289,489,108,104.7288
"1983-05",5393,5392.9998,2e-04,5392.9998,108,108,0,0,1634,3759,1634,3758.9998,0,2e-04,1634,3758.9998,108,108
"1983-06",5153.0001,5153.0001,0,5153.0001,108,104.7288,9.8136,3.2712,1705.0001,3448,1705.0001,3448,0,0,1705.0001,3448,108,104.7288
"1983-07",3647.0002,3647.0002,0,3647.0002,108,108,0,0,1119,2528.0002,1119,2528.0002,0,0,1119,2528.0002,108,108
"1983-08",2578.0001,2578.0001,0,2578.0001,108,108,0,0,1113.0001,1465,1113.0001,1465,0,0,1113.0001,1465,108,108
"1983-09",1637,1517.793,119.227,1517.773,108,104.7288,9.8136,3.2712,687,950,687.02,830.773,0,119.227,687,830.773,108,104.7288
"1983-10",1131,1131.02,0,1131,108,108,0,0,337,794,337.02,794,0,0,337,794,108,108
"1983-11",79,79,0,79,108,104.7288,9.8136,3.2712,29,50,29,50,0,0,29,50,108,104.7288
"1983-12",175,175,0,175,108,108,0,0,98,77,98,77,0,0,98,77,108,108
"1984-01",170,170,0,170,108,108,0,0,98,72,98,72,0,0,98,72,108,108
"1984-02",151,151,0,151,108,97.7469,30.7594,10.2531,92,59,92,59,0,0,92,59,108,97.7469
"1984-03",158,158,0,158,108,108,0,0,113,45,113,45,0,0,113,45,108,108
"1984-04",811,811,0,811,108,104.7288,9.8136,3.2712,365,446,365,446,0,0,365,446,108,104.7288
"1984-05",6212.9994,6212.9994,0,6212.9994,108,108,0,0,1862.9999,4349.9995,1862.9999,4349.9995,0,0,1862.9999,4349.9995,108,108
"1984-06",4594,4594,0,4594,108,104.7288,9.8136,3.2712,1490,3104,1490,3104,0,0,1490,3104,108,104.7288
"1984-07",3602,3602.12,0,3602,108,108,0,0,1122,2480,1122.12,2480,0,0,1122,2480,108,108
"1984-08",2163.0001,2163.16,0,2163.0001,108,108,0,0,896.0001,1267,896.16,1267,0,0,896.0001,1267,108,108
"1984-09",1834,1800.3005,33.6995,1800.3005,108,104.7288,9.8136,3.2712,769,1065,768.9999,1031.3005,1e-04,33.6995,768.9999,1031.3005,108,104.7288
"1984-10",602,602,0,602,108,108,0,0,224,378,224,378,0,0,224,378,108,108
"1984-11",98,98.1,0,98,108,104.7288,9.8136,3.2712,35,63,35.1,63,0,0,35,63,108,104.7288
"1984-12",154,154,0,154,108,108,0,0,98,56,98,56,0,0,98,56,108,108
"1985-01",153,153,0,153,108,108,0,0,98,55,98,55,0,0,98,55,108,108
"1985-02",151,151,0,151,108,97.7469,30.7594,10.2531,89,62,89,62,0,0,89,62,108,97.7469
"1985-03",256,256.04,0,256,108,108,0,0,132,124,132,124.04,0,0,132,124,108,108
"1985-04",1135,1135,0,1135,108,104.7288,9.8136,3.2712,456,679,456,679,0,0,456,679,108,104.7288
"1985-05",5700,5700,0,5700,108,108,0,0,1623,4077,1623,4077,0,0,1623,4077,108,108
"1985-06",4125,4125,0,4125,108,104.7288,9.8136,3.2712,1281,2844,1281,2844,0,0,1281,2844,108,104.7288
"1985-07",2804,2804,0,2804,108,108,0,0,1228,1576,1228,1576,0,0,1228,1576,108,108
"1985-08",2715.9999,2602.1094,113.9307,2532.8464,108,108,0,0,1223.9999,1492,1224.04,1378.0693,0,113.9307,1223.9999,1308.8466,108,108
"1985-09",1414.0001,1414.0001,0,1414.0001,108,104.7288,9.8136,3.2712,615,799.0001,615,799.0001,0,0,615,799.0001,108,104.7288
"1985-10",417,417.06,0,417,108,108,0,0,161,256,161.06,256,0,0,161,256,108,108
"1985-11",153,153.04,0,153,108,104.7288,9.8136,3.2712,24,129,24.04,129,0,0,24,129,108,104.7288
"1985-12",118,118,0,118,108,108,0,0,0,118,0,118,0,0,0,118,108,108
"1986-01",112,112,0,112,108,108,0,0,0,112,0,112,0,0,0,112,108,108
"1986-02",698,541.0391,156.9609,541.0391,108,97.7469,30.7594,10.2531,123,575,123,418.0391,0,156.9609,123,418.0391,108,97.7469
"1986-03",520,520.26,0,520,108,108,0,0,231,289,231.26,289,0,0,231,289,108,108
"1986-04",1586.0001,1586.0001,0,1586.0001,108,104.7288,9.8136,3.2712,451,1135.0001,451,1135.0001,0,0,451,1135.0001,108,104.7288
"1986-05",5970,5970,0,5970,108,108,0,0,1913,4057,1913,4057,0,0,1913,4057,108,108
"1986-06",4898,4898,0,4898,108,104.7288,9.8136,3.2712,1558,3340,1558,3340,0,0,1558,3340,108,104.7288
"1986-07",3807,3807.2,0,3807,108,108,0,0,1170,2637,1170.2,2637,0,0,1170,2637,108,108
"1986-08",3239.0002,2245.2719,993.7283,2221.8521,108,108,0,0,1043,2196.0002,1043,1202.2719,0,993.7283,1043,1178.8521,108,108
"1986-09",1839,1839,0,1839,108,104.7288,9.8136,3.2712,413,1426,413,1426,0,0,413,1426,108,104.7288
"1986-10",670,670.16,0,670,108,108,0,0,196,474,196.16,474,0,0,196,474,108,108
"1986-11",148,148.12,0,148,108,104.7288,9.8136,3.2712,22,126,22.12,126,0,0,22,126,108,104.7288
"1986-12",110,110,0,110,108,108,0,0,0,110,0,110,0,0,0,110,108,108
"1987-01",105,105,0,105,108,108,0,0,0,105,0,105,0,0,0,105,108,108
"1987-02",93,93,0,93,108,97.7469,30.7594,10.2531,0,93,0,93,0,0,0,93,108,97.7469
"1987-03",140,140,0,140,108,108,0,0,43,97,43,97,0,0,43,97,108,108
"1987-04",1829.0001,1829,1e-04,1829,108,104.7288,9.8136,3.2712,725.0001,1104,725,1104,1e-04,0,725,1104,108,104.7288
"1987-05",6100,6100,0,6100,108,108,0,0,1835,4265,1835,4265,0,0,1835,4265,108,108
"1987-06",4224,4224,0,4224,108,104.7288,9.8136,3.2712,1545,2679,1545,2679,0,0,1545,2679,108,104.7288
"1987-07",3073,3073,0,3073,108,108,0,0,1140,1933,1140,1933,0,0,1140,1933,108,108
"1987-08",2307,2307.1,0,2306.9999,108,108,0,0,935,1372,935.1,1372,0,0,934.9999,1372,108,108
"1987-09",1797,1482.3519,314.6482,1293.8952,108,104.7288,9.8136,3.2712,754,1043,754,728.3519,0,314.6482,754,539.8952,108,104.7288
"1987-10",739,739,0,739,108,108,0,0,280,459,280,459,0,0,280,459,108,108
"1987-11",133,133,0,133,108,104.7288,9.8136,3.2712,19,114,19,114,0,0,19,114,108,104.7288
"1987-12",115,115,0,115,108,108,0,0,0,115,0,115,0,0,0,115,108,108
"1988-01",105,105,0,105,108,108,0,0,0,105,0,105,0,0,0,105,108,108
"1988-02",96,96,0,96,108,97.7469,30.7594,10.2531,0,96,0,96,0,0,0,96,108,97.7469
"1988-03",202,202.18,0,202,108,108,0,0,83,119,83.18,119,0,0,83,119,108,108
"1988-04",1338.0001,1338.0001,0,1338.0001,108,104.7288,9.8136,3.2712,531,807.0001,531,807.0001,0,0,531,807.0001,108,104.7288
"1988-05",4650.0001,4569.1176,80.8826,4569.1176,108,108,0,0,1400.0001,3250,1400.0001,3169.1174,0,80.8826,1400.0001,3169.1174,108,108
"1988-06",4309,4309,0,4309,108,104.7288,9.8136,3.2712,1350,2959,1350,2959,0,0,1350,2959,108,104.7288
"1988-07",2967,2967.08,0,2967,108,108,0,0,1298,1669,1298.08,1669,0,0,1298,1669,108,108
"1988-08",2353,2170.2716,182.7882,2011.4603,108,108,0,0,1061,1292,1061.0598,1109.2118,0,182.7882,1061,950.4603,108,108
"1988-09",1698,1600.204,97.8559,1600.144,108,104.7288,9.8136,3.2712,511,1187,511.0599,1089.144,0,97.8559,511,1089.144,108,104.7288
"1988-10",1228,921.0899,307.0501,811.0649,108,108,0,0,459,769,459.14,461.9499,0,307.0501,459,352.0649,108,108
"1988-11",136,136.02,0,136,108,104.7288,9.8136,3.2712,37,99,37.02,99,0,0,37,99,108,104.7288
"1988-12",96,96,0,96,108,108,0,0,0,96,0,96,0,0,0,96,108,108
"1989-01",89,89,0,89,108,108,0,0,0,89,0,89,0,0,0,89,108,108
"1989-02",75,75,0,75,108,97.7469,30.7594,10.2531,0,75,0,75,0,0,0,75,108,97.7469
"1989-03",419,419,0,419,108,108,0,0,189,230,189,230,0,0,189,230,108,108
"1989-04",2650,2650,1e-04,2650,108,104.7288,9.8136,3.2712,883,1767,883,1767,1e-04,0,883,1767,108,104.7288
"1989-05",6603.9999,4616.5204,1987.4795,4616.5204,108,108,0,0,1978.9999,4625,1978.9999,2637.5205,0,1987.4795,1978.9999,2637.5205,108,108
"1989-06",3605.0001,3080.3776,524.6225,3080.3776,108,104.7288,9.8136,3.2712,1112.0001,2493,1112.0001,1968.3774,0,524.6225,1112.0001,1968.3774,108,104.7288
"1989-07",3249.0001,2766.551,482.649,2497.3846,108,108,0,0,1420.0001,1829,1420.2,1346.3511,0,482.649,1420.0001,1077.3845,108,108
"1989-08",2043,1723.3088,319.8111,1723.1888,108,108,0,0,922,1121,922.1199,801.1888,0,319.8111,921.9999,801.1888,108,108
"1989-09",1508.9999,777.5715,731.6084,777.3914,108,104.7288,9.8136,3.2712,632.9999,875.9999,633.1799,144.3916,0,731.6084,632.9999,144.3916,108,104.7288
"1989-10",982,618.5944,363.4056,618.5944,108,108,0,0,269,713,269,349.5944,0,363.4056,269,349.5944,108,108
"1989-11",167,167.22,0,167,108,104.7288,9.8136,3.2712,57,110,57.22,110,0,0,57,110,108,104.7288
"1989-12",77,77,0,77,108,108,0,0,0,77,0,77,0,0,0,77,108,108
"1990-01",76,76,0,76,108,108,0,0,0,76,0,76,0,0,0,76,108,108
"1990-02",141,141,0,141,108,97.7469,30.7594,10.2531,94,47,94,47,0,0,94,47,108,97.7469
"1990-03",403,367.04,36.22,324,108,108,0,0,181,222,181.26,185.78,0,36.22,181,143,108,108
