"Date","41_AGG_IrrigDemand","41_AGG_IrrigSupply","41_AGG_IrrigShortage","41_AGG_IrrigSupDirectFlow","41_AGG_MunDemand","41_AGG_MunSupply","41_AGG_MunShortage","41_ADG035_IrrigDemand","41_ADG036_IrrigDemand","41_ADG037_IrrigDemand","41_ADG035_IrrigSupply","41_ADG036_IrrigSupply","41_ADG037_IrrigSupply","41_ADG035_IrrigShortage","41_ADG036_IrrigShortage","41_ADG037_IrrigShortage","41_ADG035_IrrigSupDirectFlow","41_ADG036_IrrigSupDirectFlow","41_ADG037_IrrigSupDirectFlow","4100568_D_IrrigDemand","4100568_D_IrrigSupply","4100568_D_IrrigShortage","4100568_D_IrrigSupDirectFlow","4100534_D_IrrigDemand","4100534_D_IrrigSupply","4100534_D_IrrigShortage","4100534_D_IrrigSupDirectFlow"
"2005-05",29940.9976,29941.0269,0,16301.7046,NA,NA,NA,314,4151.9995,2162,314,4151.9995,2162,0,0,0,314,4151.9995,2162,317,317,0,317,22995.998,22996.0273,0,9356.7051
"2005-06",24903,24901.99,1.0471,15036.782,NA,NA,NA,374,3443,1953,372.9531,3442.9998,1953,1.0469,2e-04,0,371.9063,3442.9998,1953,214,214,0,214,18919,18919.0371,0,9054.876
"2005-07",34220.9999,34216.2178,4.8484,15396.0091,NA,NA,NA,394,3672,1714.9999,389.1516,3672,1714.9999,4.8484,0,0,384.3031,3672,1714.9999,268,268,0,268,28172,28172.0664,0,9356.7061
"2005-08",24749,24749.0351,0,13841.7051,NA,NA,NA,142,2906,1210,142,2906,1210,0,0,0,142,2906,1210,227,227,0,227,20264,20264.0352,0,9356.7051
"2005-09",17807.999,17808.0156,0,12429.876,NA,NA,NA,138,2392,653,138,2392,653,0,0,0,138,2392,653,192,192,0,192,14432.999,14433.0156,0,9054.876
"2005-10",11252,11252.0049,0,11252,NA,NA,NA,94,1243,713,94,1243,713,0,0,0,94,1243,713,187,187,0,187,9015,9015.0049,0,9015
"2005-11",2194,2199.5012,0,2194,NA,NA,NA,0,17,77,0,22.5,77,0,0,0,0,17,77,0,0,0,0,2100,2100.0012,0,2100
"2005-12",16,16,0,16,NA,NA,NA,0,10,6,0,10,6,0,0,0,0,10,6,0,0,0,0,0,0,0,0
"2006-01",13,13,0,13,NA,NA,NA,0,9,4,0,9,4,0,0,0,0,9,4,0,0,0,0,0,0,0,0
"2006-02",6,6,0,6,NA,NA,NA,0,2,4,0,2,4,0,0,0,0,2,4,0,0,0,0,0,0,0,0
"2006-03",700,700.0004,0,700,NA,NA,NA,24,15,39,24,15,39,0,0,0,24,15,39,100,100,0,100,522,522.0004,0,522
"2006-04",26015,26015.0137,0,13105.877,NA,NA,NA,119,2667,1040,119,2667,1040,0,0,0,119,2667,1040,225,225,0,225,21964,21964.0137,0,9054.877
"2006-05",36224.9997,36225.0329,0,16981.7048,NA,NA,NA,330,4430,2447.9998,330,4430,2447.9998,0,0,0,330,4430,2447.9998,417,417,0,417,28600,28600.0332,0,9356.7051
"2006-06",32598,32565.0097,33.0469,16071.7822,NA,NA,NA,438,3968,2322,404.9531,3968,2322,33.0469,0,0,371.9063,3968,2322,355,355,0,355,25515,25515.0566,0,9054.876
"2006-07",31250,31250.0605,0,14914.7061,NA,NA,NA,356,3332,1565,356,3332,1565,0,0,0,356,3332,1565,305,305,0,305,25692,25692.0605,0,9356.7061
"2006-08",23125.9999,23126.0372,0,14116.7052,NA,NA,NA,188,3053,1214.9999,188,3053.0002,1214.9999,0,0,0,188,3053.0002,1214.9999,304,304,0,304,18366,18366.0371,0,9356.7051
"2006-09",16339,16339.0098,0,12578.876,NA,NA,NA,134,2459,776,134,2459,776,0,0,0,134,2459,776,155,155,0,155,12815,12815.0098,0,9054.876
"2006-10",6782.0001,6782.0005,0,6782.0001,NA,NA,NA,34,1389.0001,733.9999,34,1389.0001,733.9999,0,0,0,34,1389.0001,733.9999,21,21,0,21,4604,4604.0005,0,4604
"2006-11",400,400,0,400,NA,NA,NA,0,391,9,0,391,9,0,0,0,0,391,9,0,0,0,0,0,0,0,0
"2006-12",446,446,0,446,NA,NA,NA,0,431,15,0,431,15,0,0,0,0,431,15,0,0,0,0,0,0,0,0
"2007-01",448,448,0,448,NA,NA,NA,0,435,13,0,435,13,0,0,0,0,435,13,0,0,0,0,0,0,0,0
"2007-02",383,383,0,383,NA,NA,NA,0,364,19,0,364,19,0,0,0,0,364,19,0,0,0,0,0,0,0,0
"2007-03",1786.9999,1787.0007,0,1786.9999,NA,NA,NA,20,572.9999,122,20,572.9999,122,0,0,0,20,572.9999,122,100,100,0,100,971.9999,972.0008,0,971.9999
"2007-04",13725,13725.0059,0,11924.8555,NA,NA,NA,172,1367,1206,172,1367,1206,0,0,0,172,1367,1206,125,125,0,125,10855,10855.0059,0,9054.8555
"2007-05",25271,25271.0215,2e-04,15380.7051,NA,NA,NA,262,3445,2084,262,3445,2084,0,2e-04,0,262,3445,2084,233,233,0,233,19247,19247.0215,0,9356.7051
"2007-06",27909,27881,28.0469,15692.7822,NA,NA,NA,428,3823.9998,2163.0002,399.9531,3823.9998,2163.0002,28.0469,0,0,371.9063,3823.9998,2163.0002,279,279,0,279,21215,21215.0469,0,9054.876
"2007-07",34830.0004,34820.2203,9.8484,15711.0086,NA,NA,NA,404,3770.0002,1923.0001,394.1516,3770.0002,1923.0001,9.8484,0,0,384.3031,3770.0002,1923.0001,277,277,0,277,28456,28456.0684,0,9356.7051
"2007-08",25209,25209.0469,0,13935.7051,NA,NA,NA,210,2677,1338,210,2677,1338,0,0,0,210,2677,1338,354,354,0,354,20630,20630.0469,0,9356.7051
"2007-09",16317.9991,16318.0197,0,12027.8761,NA,NA,NA,160,1863.0001,795,160,1863.0001,795,0,0,0,160,1863.0001,795,155,155,0,155,13344.999,13345.0195,0,9054.876
"2007-10",10887.0001,10887.004,0,10887.0001,NA,NA,NA,108,1528.0001,733,108,1528.0001,733,0,0,0,108,1528.0001,733,229,229,0,229,8289,8289.0039,0,8289
"2007-11",521,521.0001,0,521,NA,NA,NA,0,6,15,0,6,15,0,0,0,0,6,15,0,0,0,0,500,500.0001,0,500
"2007-12",10,10,0,10,NA,NA,NA,0,3,7,0,3,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0
"2008-01",9,9,0,9,NA,NA,NA,0,2,7,0,2,7,0,0,0,0,2,7,0,0,0,0,0,0,0,0
"2008-02",6,6,0,6,NA,NA,NA,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"2008-03",14,14,0,14,NA,NA,NA,1,3,10,1,3,10,0,0,0,1,3,10,0,0,0,0,0,0,0,0
"2008-04",8837.0004,8837.0019,0,8836.9999,NA,NA,NA,89,978.9999,276,89,978.9999,276,0,0,0,89,978.9999,276,75,75,0,75,7418.0005,7418.002,0,7418
"2008-05",21025.0002,21025.0126,2e-04,14406.705,NA,NA,NA,250,3233,1400.0001,250,3232.9998,1400.0001,0,2e-04,0,250,3232.9998,1400.0001,167,167,0,167,15975,15975.0127,0,9356.7051
"2008-06",24918.9998,24902.9917,16.0471,16056.7817,NA,NA,NA,404,3572,2798.9998,387.9531,3571.9998,2798.9998,16.0469,2e-04,0,371.9063,3571.9998,2798.9998,259,259,0,259,17885,17885.0391,0,9054.876
"2008-07",36167,36153.2216,13.8487,16278.008,NA,NA,NA,412,3848,2411,398.1516,3847.9998,2411,13.8484,2e-04,0,384.3031,3847.9998,2411,278,278,0,278,29218,29218.0703,0,9356.7051
"2008-08",27988.9981,27989.0525,2e-04,14681.7049,NA,NA,NA,230,3264,1573,230,3263.9998,1573,0,2e-04,0,230,3263.9998,1573,258,258,0,258,22663.998,22664.0527,0,9356.7051
"2008-09",20743.0001,20743.0275,0,12712.8761,NA,NA,NA,182,2160,1090.0001,182,2160,1090.0001,0,0,0,182,2160,1090.0001,226,226,0,226,17085,17085.0273,0,9054.876
"2008-10",15560,15560.0058,0,12236.705,NA,NA,NA,120,1588,913.9999,120,1588,913.9999,0,0,0,120,1588,913.9999,258,258,0,258,12680,12680.0059,0,9356.7051
"2008-11",2594,2594.0002,0,2594,NA,NA,NA,0,747,214,0,747,214,0,0,0,0,747,214,200,200,0,200,1433,1433.0002,0,1433
"2008-12",419,419,0,419,NA,NA,NA,0,221,198,0,221,198,0,0,0,0,221,198,0,0,0,0,0,0,0,0
"2009-01",415,415,0,415,NA,NA,NA,0,219,196,0,219,196,0,0,0,0,219,196,0,0,0,0,0,0,0,0
"2009-02",369,369,0,369,NA,NA,NA,0,190,179,0,190,179,0,0,0,0,190,179,0,0,0,0,0,0,0,0
"2009-03",884,884,0,884,NA,NA,NA,0,239,645,0,239,645,0,0,0,0,239,645,0,0,0,0,0,0,0,0
"2009-04",11015.0001,11015.004,0,11014.9991,NA,NA,NA,42,1231.0001,1260,42,1231.0001,1260,0,0,0,42,1231.0001,1260,100,100,0,100,8382,8382.0039,0,8381.999
"2009-05",25510.9981,25511.0193,2e-04,16163.7049,NA,NA,NA,280,3814,2463,280,3813.9998,2463,0,2e-04,0,280,3813.9998,2463,250,250,0,250,18703.998,18704.0195,0,9356.7051
"2009-06",24337.0002,24330.9905,6.0469,15475.7825,NA,NA,NA,384,3380,2372.0002,377.9531,3380,2372.0002,6.0469,0,0,371.9063,3380,2372.0002,297,297,0,297,17904,17904.0371,0,9054.876
"2009-07",33977,33973.218,3.8484,15604.0082,NA,NA,NA,392,3652,1834,388.1516,3652,1834,3.8484,0,0,384.3031,3652,1834,377,377,0,377,27722,27722.0664,0,9356.7051
"2009-08",26514.0022,26514.0469,2e-04,15212.7051,NA,NA,NA,224,3102.0002,2143,224,3102,2143,0,2e-04,0,224,3102,2143,387,387,0,387,20658.002,20658.0469,0,9356.7051
"2009-09",21462.0002,21462.0237,0,13898.8762,NA,NA,NA,178,2601.0002,1779,178,2601.0002,1779,0,0,0,178,2601.0002,1779,286,286,0,286,16618,16618.0234,0,9054.876
"2009-10",18205.0002,18205.0021,0,13068.7052,NA,NA,NA,108,1723,1621.0001,108,1723,1621.0001,0,0,0,108,1723,1621.0001,260,260,0,260,14493,14493.002,0,9356.7051
"2009-11",25,25,0,25,NA,NA,NA,0,19,6,0,19,6,0,0,0,0,19,6,0,0,0,0,0,0,0,0
"2009-12",16,16,0,16,NA,NA,NA,0,10,6,0,10,6,0,0,0,0,10,6,0,0,0,0,0,0,0,0
"2010-01",13,13,0,13,NA,NA,NA,0,9,4,0,9,4,0,0,0,0,9,4,0,0,0,0,0,0,0,0
"2010-02",6,6,0,6,NA,NA,NA,0,2,4,0,2,4,0,0,0,0,2,4,0,0,0,0,0,0,0,0
"2010-03",13,13,0,13,NA,NA,NA,0,6,7,0,6,7,0,0,0,0,6,7,0,0,0,0,0,0,0,0
"2010-04",11701.001,11701.0049,0,11094.876,NA,NA,NA,23,1129,763,23,1129,763,0,0,0,23,1129,763,125,125,0,125,9661.001,9661.0049,0,9054.876
"2010-05",25511.0017,25511.0193,0,15249.7048,NA,NA,NA,286,3708.9998,1681,286,3708.9998,1681,0,0,0,286,3708.9998,1681,217,217,0,217,19618.002,19618.0195,0,9356.7051
"2010-06",27767,27743.9959,23.0471,15842.782,NA,NA,NA,418,3722,2451,394.9532,3721.9998,2451,23.0469,2e-04,0,371.9063,3721.9998,2451,243,243,0,243,20933,20933.043,0,9054.876
"2010-07",30538.002,30538.0564,2e-04,15254.7039,NA,NA,NA,366,3408,1892,366,3407.9998,1892,0,2e-04,0,366,3407.9998,1892,232,232,0,232,24640.002,24640.0566,0,9356.7041
"2010-08",25844,25844.043,0,13139.7051,NA,NA,NA,194,2214,1154,194,2214,1154,0,0,0,194,2214,1154,221,221,0,221,22061,22061.043,0,9356.7051
"2010-09",23971.998,23972.0292,0,12523.8759,NA,NA,NA,192,2039,1001.9999,192,2039,1001.9999,0,0,0,192,2039,1001.9999,236,236,0,236,20502.998,20503.0293,0,9054.876
"2010-10",18796.999,18797.0029,0,12313.7051,NA,NA,NA,92,1611,1106,92,1611,1106,0,0,0,92,1611,1106,148,148,0,148,15839.999,15840.0029,0,9356.7051
"2010-11",131,131,0,131,NA,NA,NA,0,125,6,0,125,6,0,0,0,0,125,6,0,0,0,0,0,0,0,0
"2010-12",123,123,0,123,NA,NA,NA,0,117,6,0,117,6,0,0,0,0,117,6,0,0,0,0,0,0,0,0
"2011-01",140,140,0,140,NA,NA,NA,0,136,4,0,136,4,0,0,0,0,136,4,0,0,0,0,0,0,0,0
"2011-02",177,177,0,177,NA,NA,NA,0,174,3,0,174,3,0,0,0,0,174,3,0,0,0,0,0,0,0,0
"2011-03",1037,1037.0006,0,1037,NA,NA,NA,0,181,50,0,181,50,0,0,0,0,181,50,100,100,0,100,706.0001,706.0006,0,706.0001
"2011-04",14234,14234.0029,0,6259.9541,NA,NA,NA,46,1268,709,46,1268,709,0,0,0,46,1268,709,100,100,0,100,12111,12111.0029,0,4136.9541
"2011-05",24841.002,24841.0137,0,16104.7051,NA,NA,NA,354,4293,1951,354,4293,1951,0,0,0,354,4293,1951,150,150,0,150,18093.002,18093.0137,0,9356.7051
"2011-06",27220,27195.9942,24.0469,15416.7822,NA,NA,NA,420,3734,2013,395.9531,3734,2013,24.0469,0,0,371.9063,3734,2013,243,243,0,243,20810,20810.041,0,9054.876
"2011-07",30165.998,30166.0566,0,15492.705,NA,NA,NA,364,3386,2154,364,3386,2154,0,0,0,364,3386,2154,232,232,0,232,24029.998,24030.0566,0,9356.7051
"2011-08",30195,30195.0546,0,14980.706,NA,NA,NA,226,3074,2050,226,3074,2050,0,0,0,226,3074,2050,274,274,0,274,24571,24571.0547,0,9356.7061
"2011-09",24484,24484.0313,0,13913.876,NA,NA,NA,184,2591,1857,184,2591,1857,0,0,0,184,2591,1857,227,227,0,227,19625,19625.0313,0,9054.876
"2011-10",17858.999,17859.0029,0,12837.7051,NA,NA,NA,173,1683,1339,173,1683,1339,0,0,0,173,1683,1339,286,286,0,286,14377.999,14378.0029,0,9356.7051
"2011-11",88,88,0,88,NA,NA,NA,0,82,6,0,82,6,0,0,0,0,82,6,0,0,0,0,0,0,0,0
"2011-12",89,89,0,89,NA,NA,NA,0,85,4,0,85,4,0,0,0,0,85,4,0,0,0,0,0,0,0,0
"2012-01",86,86,0,86,NA,NA,NA,0,82,4,0,82,4,0,0,0,0,82,4,0,0,0,0,0,0,0,0
"2012-02",50,50,0,50,NA,NA,NA,0,46,4,0,46,4,0,0,0,0,46,4,0,0,0,0,0,0,0,0
"2012-03",2529,2528.9823,0.0194,2528.9806,NA,NA,NA,0,54,147,0,54,147,0,0,0,0,54,147,200,199.9806,0.0194,199.9806,2128,2128.0017,0,2128
"2012-04",28582,28582.0156,0,13554.876,NA,NA,NA,120,3067,1088,120,3067,1088,0,0,0,120,3067,1088,225,225,0,225,24082,24082.0156,0,9054.876
"2012-05",37312.0005,35036.1606,2275.8398,17043.7056,NA,NA,NA,332,4455.0005,2467,332,4455.0005,2467,0,0,0,332,4455.0005,2467,433,433,0,433,29625,27349.1602,2275.8398,9356.7051
"2012-06",36335,32435.9355,3899.0642,16733.7822,NA,NA,NA,470,4284,2637,420.9531,4284,2637,49.0469,0,0,371.9063,4284,2637,386,386,0,386,28558,24707.9824,3850.0173,9054.876
"2012-07",29117.9997,29118.0525,0,15226.7048,NA,NA,NA,330,3081.9998,2190,330,3081.9998,2190,0,0,0,330,3081.9998,2190,268,268,0,268,23248,23248.0527,0,9356.7051
"2012-08",26564,26564.0115,0.0354,14344.6687,NA,NA,NA,234,2460,1954,234,2459.9646,1954,0,0.0354,0,234,2459.9646,1954,340,340,0,340,21576,21576.0469,0,9356.7041
"2012-09",17054.999,17055.0148,0,12685.8751,NA,NA,NA,176,1711,1578,176,1711.0001,1578,0,0,0,176,1711.0001,1578,166,166,0,166,13423.999,13424.0146,0,9054.875
"2012-10",14220.0001,14144.3831,75.6229,12704.7052,NA,NA,NA,116,1313,1868.0001,40.3771,1313,1868.0001,75.6229,0,0,0,1313,1868.0001,167,167,0,167,10756,10756.0059,0,9356.7051
"2012-11",4008,4009.0005,0,4008.0002,NA,NA,NA,0,70,138,0,70,138,0,0,0,0,70,138,0,1,0,0,3800,3800.0005,0,3800.0002
"2012-12",110,110,0,110,NA,NA,NA,0,104,6,0,104,6,0,0,0,0,104,6,0,0,0,0,0,0,0,0
