"Date","59_AGG_IrrigDemand","59_AGG_IrrigSupply","59_AGG_IrrigShortage","59_AGG_IrrigSupDirectFlow","59_AGG_MunDemand","59_AGG_MunSupply","59_AGG_MunShortage","59_ADG001_IrrigDemand","59_ADG002_IrrigDemand","59_ADG003_IrrigDemand","59_ADG004_IrrigDemand","59_ADG005_IrrigDemand","59_ADG006_IrrigDemand","59_ADG007_IrrigDemand","59_ADG008_IrrigDemand","59_ADG001_IrrigSupply","59_ADG002_IrrigSupply","59_ADG003_IrrigSupply","59_ADG004_IrrigSupply","59_ADG005_IrrigSupply","59_ADG006_IrrigSupply","59_ADG007_IrrigSupply","59_ADG008_IrrigSupply","59_ADG001_IrrigShortage","59_ADG002_IrrigShortage","59_ADG003_IrrigShortage","59_ADG004_IrrigShortage","59_ADG005_IrrigShortage","59_ADG006_IrrigShortage","59_ADG007_IrrigShortage","59_ADG008_IrrigShortage","59_ADG001_IrrigSupDirectFlow","59_ADG002_IrrigSupDirectFlow","59_ADG003_IrrigSupDirectFlow","59_ADG004_IrrigSupDirectFlow","59_ADG005_IrrigSupDirectFlow","59_ADG006_IrrigSupDirectFlow","59_ADG007_IrrigSupDirectFlow","59_ADG008_IrrigSupDirectFlow"
"1993-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-04",707,741.478,0,707,NA,NA,NA,33,0,42,64,72,58,134,304,33,12,46.2,70.4,79.2,62.678,134,304,0,0,0,0,0,0,0,0,33,0,42,64,72,58,134,304
"1993-05",7727.9997,7911.1996,0,7727.9997,NA,NA,NA,580,240,440,659.9999,1163,610,1388,2646.9998,580,264,484,725.9999,1163,659.2,1388,2646.9998,0,0,0,0,0,0,0,0,580,240,440,659.9999,1163,610,1388,2646.9998
"1993-06",19264.0005,19386.0099,0,19264.0007,NA,NA,NA,2049.9998,2528,650,2136.0002,3413,868,2243,5376.0005,2049.9998,2528,702,2136.0005,3413,938.0092,2243,5376.0005,0,0,0,0,0,0,0,0,2049.9998,2528,650,2136.0005,3413,868,2243,5376.0005
"1993-07",20852.9999,20860.3748,0,20853.0004,NA,NA,NA,2071,3136,1350,3023,2998,932,2017.9999,5325,2071,3136.0002,1350,3023.0002,2998,939.3744,2017.9999,5325,0,0,0,0,0,0,0,0,2071,3136.0002,1350,3023.0002,2998,932,2017.9999,5325
"1993-08",12100.0002,12100.0002,0,12100.0002,NA,NA,NA,2024.9999,2236,1014.0001,1865.0001,1412.0001,591.9999,967.9999,1988.0001,2024.9999,2236,1014.0001,1865.0001,1412.0001,591.9999,967.9999,1988.0001,0,0,0,0,0,0,0,0,2024.9999,2236,1014.0001,1865.0001,1412.0001,591.9999,967.9999,1988.0001
"1993-09",7100.0001,7155.92,1e-04,7099.9999,NA,NA,NA,1380,795,264,790,759.0001,366,832,1914,1379.9999,795,290.4,790,759.0001,395.52,832,1914,1e-04,0,0,0,0,0,0,0,1379.9999,795,264,790,759.0001,366,832,1914
"1993-10",4956,4956,0,4956,NA,NA,NA,633,167,180,991,423,132,226,2204,633,167,180,991,423,132,226,2204,0,0,0,0,0,0,0,0,633,167,180,991,423,132,226,2204
"1993-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-04",1361.9999,1427.2334,0,1361.9999,NA,NA,NA,64,0,82,122,138,112,256,587.9999,64,22,90.2,134.2,151.8,121.0334,256,587.9999,0,0,0,0,0,0,0,0,64,0,82,122,138,112,256,587.9999
"1994-05",7941,8129.4519,0,7941.0001,NA,NA,NA,595,246,452,680,1194,628,1426,2720,595,270.6,497.2,748,1194,678.6518,1426.0001,2720,0,0,0,0,0,0,0,0,595,246,452,680,1194,628,1426.0001,2720
"1994-06",18596.0005,18722.2296,0,18596.0007,NA,NA,NA,2125,1770,673,2209.0002,3039,898,2319.9998,5562.0005,2125,1770,726.8,2209.0005,3039,970.4288,2319.9998,5562.0005,0,0,0,0,0,0,0,0,2125,1770,673,2209.0005,3039,898,2319.9998,5562.0005
"1994-07",19123,17609.9271,1541.8888,17581.1114,NA,NA,NA,2257,2839,698,2148,2414,1015,1892,5860,715.1113,2839,718.8,2148.0002,2414,1023.0156,1891.9999,5860,1541.8887,0,0,0,0,0,1e-04,0,715.1113,2839,698,2148.0002,2414,1015,1891.9999,5860
"1994-08",9182.9999,9189.0001,0,9183.0002,NA,NA,NA,1650,2555,300,859,967.9999,486,796,1569,1650,2555.0002,306,859,967.9999,486,796,1569,0,0,0,0,0,0,0,0,1650,2555.0002,300,859,967.9999,486,796,1569
"1994-09",4741.0001,4827.1258,1e-04,4740.9999,NA,NA,NA,1180.0001,388,226,436,382,314,711.9999,1103,1180,388,248.6,436,420.2,339.3259,711.9999,1103,1e-04,0,0,0,0,0,0,0,1180,388,226,436,382,314,711.9999,1103
"1994-10",3334.0001,3334.0001,0,3334.0001,NA,NA,NA,700.0001,183,195,369,203,145,248,1291,700.0001,183,195,369,203,145,248,1291,0,0,0,0,0,0,0,0,700.0001,183,195,369,203,145,248,1291
"1994-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-04",5,5,0,5,NA,NA,NA,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"1995-05",6304.0001,6455.1667,0,6304.0001,NA,NA,NA,470,196,358,540,950.0001,498,1132,2160,470,215.6,393.8,594,950.0001,538.1665,1133.6001,2160,0,0,0,0,0,0,0,0,470,196,358,540,950.0001,498,1132,2160
"1995-06",15822,15893.1996,0,15822,NA,NA,NA,1775,1626,563,1898,2539,750,2028,4643,1775,1626,573.7078,1898,2539,810.4918,2028,4643,0,0,0,0,0,0,0,0,1775,1626,563,1898,2539,750,2028,4643
"1995-07",20095.9993,20038.82,63.0995,20032.9001,NA,NA,NA,2128.9998,3215,658,2998.9998,2281,964,2174.9998,5675,2128.9998,3151.9006,658,2999,2281,969.9199,2174.9998,5675,0,63.0995,0,0,0,0,0,0,2128.9998,3151.9006,658,2999,2281,964,2174.9998,5675
"1995-08",12849.0004,12849.0004,0,12849.0004,NA,NA,NA,2350,1386,424,1777,1368,1290,1168.0001,3086.0002,2350,1386,424,1777,1368,1290,1168.0001,3086.0002,0,0,0,0,0,0,0,0,2350,1386,424,1777,1368,1290,1168.0001,3086.0002
"1995-09",6147.0002,6147.0001,1e-04,6147.0001,NA,NA,NA,1360.0001,444,260,650,568,770.0001,822,1273,1360,444,260,650,568,770.0001,822,1273,1e-04,0,0,0,0,0,0,0,1360,444,260,650,568,770.0001,822,1273
"1995-10",3313,3313,0,3313,NA,NA,NA,774,167,185,350,251,134,234,1218,774,167,185,350,251,134,234,1218,0,0,0,0,0,0,0,0,774,167,185,350,251,134,234,1218
"1995-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-04",792,830.3233,0,792,NA,NA,NA,36,0,48,72,80,66,150,340,36,13,52.8,79.2,88,71.3233,150,340,0,0,0,0,0,0,0,0,36,0,48,72,80,66,150,340
"1996-05",8267,8437.6775,0,8267.0001,NA,NA,NA,575,238,436,658,1741,606,1380,2633,575,261.8,468.2,723.8,1741,654.8774,1380.0001,2633,0,0,0,0,0,0,0,0,575,238,436,658,1741,606,1380.0001,2633
"1996-06",19288.9998,19353.1935,0,19289,NA,NA,NA,2175,1810,842,2264,3117,951,2424.9998,5705,2175,1810,842,2264.0002,3117,1015.1935,2424.9998,5705,0,0,0,0,0,0,0,0,2175,1810,842,2264.0002,3117,951,2424.9998,5705
"1996-07",20351.9993,20360.8165,2e-04,20351.9993,NA,NA,NA,2470.9998,2957,1048,2357,2656.9998,1115,2080.0002,5666.9995,2470.9998,2957,1048,2357.0002,2656.9998,1123.8173,2080,5666.9995,0,0,0,0,0,0,2e-04,0,2470.9998,2957,1048,2357.0002,2656.9998,1115,2080,5666.9995
"1996-08",12384,11572.6686,811.3315,11572.6686,NA,NA,NA,2450,1443,697,1268,1427,745,1271,3083,1638.6686,1443,697,1268,1427,745,1271,3083,811.3315,0,0,0,0,0,0,0,1638.6686,1443,697,1268,1427,745,1271,3083
"1996-09",5627,5650.3901,1e-04,5626.9999,NA,NA,NA,1100,356,386,509,718,290,660,1608.0001,1099.9999,356,386,509,718,313.3902,660,1608.0001,1e-04,0,0,0,0,0,0,0,1099.9999,356,386,509,718,290,660,1608.0001
"1996-10",3832,3832,0,3832,NA,NA,NA,535,133,210,277,278,108,396,1895,535,133,210,277,278,108,396,1895,0,0,0,0,0,0,0,0,535,133,210,277,278,108,396,1895
"1996-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-04",817,870.2846,0,817,NA,NA,NA,39,0,48,74,82,68,154,352,39,13,52.8,81.4,90.2,73.4846,168.4,352,0,0,0,0,0,0,0,0,39,0,48,74,82,68,154,352
"1997-05",7395.0003,7622.3031,0,7395.0003,NA,NA,NA,555.0001,230,420,632.0001,1113.0001,584.0001,1328,2533,555.0001,253,462,695.2,1113.0001,631.103,1380,2533,0,0,0,0,0,0,0,0,555.0001,230,420,632.0001,1113.0001,584.0001,1328,2533
"1997-06",18085,18200.1379,0,18085.0001,NA,NA,NA,1938,2280,615,2014,3226,820,2116,5076,1938,2280,664.0001,2014.0001,3226,886.1377,2116,5076,0,0,0,0,0,0,0,0,1938,2280,615,2014.0001,3226,820,2116,5076
"1997-07",22354,22375.0002,0,22354.0002,NA,NA,NA,2271,2963.0002,705,2191.9998,3150,1760,2309,7004,2271,2963.0002,726,2192,3150,1760,2309,7004,0,0,0,0,0,0,0,0,2271,2963.0002,705,2192,3150,1760,2309,7004
"1997-08",17960.9999,17967.7999,0,17960.9999,NA,NA,NA,1985,1982.9999,338,1520,1765,1948,1728,6694,1985,1982.9999,344.8,1520,1765,1948,1728,6694,0,0,0,0,0,0,0,0,1985,1982.9999,338,1520,1765,1948,1728,6694
"1997-09",7079.9998,7154.9997,1e-04,7079.9997,NA,NA,NA,1278,966,355,683,957,860,759.9999,1220.9999,1277.9999,966,355,683,957,860,834.9999,1220.9999,1e-04,0,0,0,0,0,0,0,1277.9999,966,355,683,957,860,759.9999,1220.9999
"1997-10",3673,3673.8,0,3673,NA,NA,NA,781,334,502,488,136,342,208,882,781,334,502,488,136,342,208.8,882,0,0,0,0,0,0,0,0,781,334,502,488,136,342,208,882
"1997-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-04",354,377.8197,0,354,NA,NA,NA,18,0,20,32,36,30,66,152,18,6,22,35.2,39.6,32.4197,72.6,152,0,0,0,0,0,0,0,0,18,0,20,32,36,30,66,152
"1998-05",8611.9998,8968.8456,0,8611.9998,NA,NA,NA,645,268,490,736,1296.9999,680,1545.9999,2950,645,294.8,539.0001,809.6,1296.9999,734.8458,1698.5999,2950,0,0,0,0,0,0,0,0,645,268,490,736,1296.9999,680,1545.9999,2950
"1998-06",21750.0002,21842.3919,0,21750.0007,NA,NA,NA,2163.0002,2174,685,2907,3089,1055,2359,7318,2163.0002,2174,740.0001,2907.0005,3089,1083.1909,2368.2002,7318,0,0,0,0,0,0,0,0,2163.0002,2174,685,2907.0005,3089,1055,2359,7318
"1998-07",20304.9999,20325.4003,1e-04,20305.0002,NA,NA,NA,2644.0002,2655,674,2362,2337.9998,1180,1842.9999,6609,2644.0002,2655.0002,694.4,2362.0002,2337.9998,1180,1842.9998,6609,0,0,0,0,0,0,1e-04,0,2644.0002,2655.0002,674,2362.0002,2337.9998,1180,1842.9998,6609
"1998-08",11877.0004,11588.4042,296.1962,11580.8042,NA,NA,NA,2147,2028.0001,386,1197,1241.0001,948,1020.0001,2910,1850.8038,2028.0001,393.6,1197,1241.0001,948,1020.0001,2910,296.1962,0,0,0,0,0,0,0,1850.8038,2028.0001,386,1197,1241.0001,948,1020.0001,2910
"1998-09",7392.9998,7477.3076,0,7392.9998,NA,NA,NA,1680,857,320,618,542,799.0001,1011.9999,1564.9999,1680,857,350.1078,618,596.2,799.0001,1011.9999,1564.9999,0,0,0,0,0,0,0,0,1680,857,320,618,542,799.0001,1011.9999,1564.9999
"1998-10",3951,3951,0,3951,NA,NA,NA,1043,485,190,333,142,475,374,909,1043,485,190,333,142,475,374,909,0,0,0,0,0,0,0,0,1043,485,190,333,142,475,374,909
"1998-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-04",60,60,0,60,NA,NA,NA,0,0,0,7,31,0,22,0,0,0,0,7,31,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,22,0
"1999-05",6916,7003.4177,0,6916,NA,NA,NA,430,180,328,733,866,454,1858,2067,430,198,360.8,733,866,490.6177,1858,2067,0,0,0,0,0,0,0,0,430,180,328,733,866,454,1858,2067
"1999-06",22524.0005,22015.4557,523.7448,22000.2557,NA,NA,NA,1993,1630,619,2528.9998,2871.0002,1555,3477,7850.0005,1993,1630,634.2,2529,2871.0002,1554.9999,3476.9998,7326.2559,0,0,0,0,0,1e-04,2e-04,523.7445,1993,1630,619,2529,2871.0002,1554.9999,3476.9998,7326.2559
"1999-07",19543.9999,19544.0001,0,19544.0001,NA,NA,NA,2628,1825,892,2207,2371,1304.9999,2160,6156,2628,1825,892,2207.0002,2371,1304.9999,2160,6156,0,0,0,0,0,0,0,0,2628,1825,892,2207.0002,2371,1304.9999,2160,6156
"1999-08",10894.9999,10895,0,10895,NA,NA,NA,1995.9999,1747,750,1363,1429,616,1363,1631,1995.9999,1747,750,1363,1429,616,1363.0001,1631,0,0,0,0,0,0,0,0,1995.9999,1747,750,1363,1429,616,1363.0001,1631
"1999-09",5646,5770.3777,0,5646,NA,NA,NA,1260,662,240,462,766,332,756,1168,1260,662,264,462,766,358.7777,829.6,1168,0,0,0,0,0,0,0,0,1260,662,240,462,766,332,756,1168
"1999-10",2985.0001,2985.0001,0,2985.0001,NA,NA,NA,500.0001,290,192,428,228,151,251,945,500.0001,290,192,428,228,151,251,945,0,0,0,0,0,0,0,0,500.0001,290,192,428,228,151,251,945
"1999-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-04",1480,1578.64,0,1480,NA,NA,NA,70,0,88,132,150,122,278,640,70,24,96.8,145.2,165,131.84,305.8,640,0,0,0,0,0,0,0,0,70,0,88,132,150,122,278,640
"2000-05",7835.9999,8152.916,0,7835.9999,NA,NA,NA,678,238,436,653.9999,1201,604,1374,2651,678,261.8,479.6,719.4,1201,652.716,1509.4,2651,0,0,0,0,0,0,0,0,678,238,436,653.9999,1201,604,1374,2651
"2000-06",22440.9999,22462.856,132.7441,22308.2559,NA,NA,NA,2296,2093,722.9999,2373,3267,1737,2493,7459,2296,2093,780.7999,2373.0002,3267,1736.9999,2589.8,7326.2559,0,0,0,0,0,1e-04,0,132.744,2296,2093,722.9999,2373.0002,3267,1736.9999,2493,7326.2559
"2000-07",17143.0001,14604.4801,2723.5201,14419.48,NA,NA,NA,2014,2493,623,1919,2157.0002,1318,1691.9999,4927,715.1113,1071.7446,641.8,1919,2157.0002,1314.624,1858.2,4927,1298.8887,1421.2555,0,0,0,3.3759,0,0,715.1113,1071.7446,623,1919,2157.0002,1314.624,1691.9999,4927
"2000-08",11348,11110.3295,274.1961,11073.8041,NA,NA,NA,2125,2188,386,1109,1328,1167,1024,2021,1850.8038,2188.0002,393.6,1109,1328,1167,1052.9254,2021,274.1961,0,0,0,0,0,0,0,1850.8038,2188.0002,386,1109,1328,1167,1024,2021
"2000-09",7078.9998,7104.5998,0,7078.9998,NA,NA,NA,1339.9999,438,256,492,1201,1059,808,1485,1339.9999,438,281.6,492,1201,1059,808,1485,0,0,0,0,0,0,0,0,1339.9999,438,256,492,1201,1059,808,1485
"2000-10",4674,4674,0,4674,NA,NA,NA,874.9999,225,250,469,258,572,380,1645,874.9999,225,250,469,258,572,380,1645,0,0,0,0,0,0,0,0,874.9999,225,250,469,258,572,380,1645
"2000-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-04",1474,1544.64,0,1474,NA,NA,NA,70,0,88,132,148,122,278,635.9999,70,24,96.8,145.2,162.8,131.84,278,635.9999,0,0,0,0,0,0,0,0,70,0,88,132,148,122,278,635.9999
"2001-05",8555.0003,8674.2436,1e-04,8555.0002,NA,NA,NA,604,250,456,1141,1283,634,1440,2747.0002,604,275,499.1078,1141,1283,685.1357,1439.9999,2747.0002,0,0,0,0,0,0,1e-04,0,604,250,456,1141,1283,634,1439.9999,2747.0002
"2001-06",21834.9994,21834.9995,1e-04,21834.9995,NA,NA,NA,2466,2341,1056.9999,2434,2663,1509,2293,7071.9995,2466,2341,1056.9999,2434.0002,2663,1508.9999,2293,7071.9995,0,0,0,0,0,1e-04,0,0,2466,2341,1056.9999,2434.0002,2663,1508.9999,2293,7071.9995
"2001-07",19001,18683.6041,370.1962,18630.8042,NA,NA,NA,2220.9998,2533,686,2110.0002,2472,1575,1862,5542,1850.8038,2533,706.6,2110.0005,2472,1574.9999,1894.2,5542,370.1961,0,0,0,0,1e-04,0,0,1850.8038,2533,686,2110.0005,2472,1574.9999,1862,5542
"2001-08",11589,11497.0038,99.1961,11489.8038,NA,NA,NA,1950,1925,352,1364,2511,634,1008,1845,1850.8038,1925,359.2,1364,2511,634,1008,1845,99.1961,0,0,0,0,0,0,0,1850.8038,1925,352,1364,2511,634,1008,1845
"2001-09",7386.0001,7503.5206,1e-04,7385.9999,NA,NA,NA,1620,1089,308,942,522,428,972.0001,1505,1619.9999,1089,338.8,942,574.2,462.5206,972.0001,1505,1e-04,0,0,0,0,0,0,0,1619.9999,1089,308,942,522,428,972.0001,1505
"2001-10",4104,4104,0,4104,NA,NA,NA,812,203,220,495,224,217,278,1655,812,203,220,495,224,217,278,1655,0,0,0,0,0,0,0,0,812,203,220,495,224,217,278,1655
"2001-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-04",1690,1771.4918,0,1690,NA,NA,NA,82,0,100,152,170,140,318,728,82,28,110,167.2,187,151.2918,318,728,0,0,0,0,0,0,0,0,82,0,100,152,170,140,318,728
"2002-05",11664,11765.2,0,11664,NA,NA,NA,844,270,751,742,1306,1244,1558,4949,844,297,751,816.2,1306,1244,1558,4949,0,0,0,0,0,0,0,0,844,270,751,742,1306,1244,1558,4949
"2002-06",22402.9998,19953.4039,2503.4498,19899.5497,NA,NA,NA,2400,2310,1379,2499.9998,3439,1103,2623,6649,692.0432,2310,1379,2499.9998,3439,1156.8541,2623,5853.5068,1707.9568,0,0,0,0,0,0,795.493,692.0432,2310,1379,2499.9998,3439,1103,2623,5853.5068
"2002-07",19544.9995,18657.0658,887.9341,18460.0906,NA,NA,NA,2499.9998,2274.9998,772,2381,2676,1124,2098,5719,1850.7386,2274.9998,608.6982,2381.0002,2676,1048.6289,2098,5719,649.2613,0,163.3017,0,0,75.371,0,0,1850.7386,2274.9998,461.1638,2381.0002,2676,999.1882,2098,5719
"2002-08",10090.9997,8073.9383,2024.8613,7920.321,NA,NA,NA,2200,1300,398,1141,1281.9999,642.0001,1052,2075.9998,715.1113,1071.7446,405.8,1141,1281.9999,330.2827,1052,2075.9998,1484.8887,228.2554,0,0,0,311.7173,0,0,715.1113,1071.7446,398,1141,1281.9999,184.4655,1052,2075.9998
"2002-09",4664,4361.9614,367.9568,4296.0432,NA,NA,NA,1060,350,204,392,344,282,642,1390,692.0432,350,212.7733,392,378.4,304.7449,642,1390,367.9568,0,0,0,0,0,0,0,692.0432,350,204,392,344,282,642,1390
"2002-10",3385.9998,3385.9998,0,3385.9998,NA,NA,NA,566.9999,319,160,300,164,238,202,1435.9999,566.9999,319,160,300,164,238,202,1435.9999,0,0,0,0,0,0,0,0,566.9999,319,160,300,164,238,202,1435.9999
"2002-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
