"Date","60_AGG_IrrigDemand","60_AGG_IrrigSupply","60_AGG_IrrigShortage","60_AGG_IrrigSupDirectFlow","60_AGG_MunDemand","60_AGG_MunSupply","60_AGG_MunShortage","60_ADS020_IrrigDemand","60_ADS021_IrrigDemand","60_ADS022_IrrigDemand","60_ADS020_IrrigSupply","60_ADS021_IrrigSupply","60_ADS022_IrrigSupply","60_ADS020_IrrigShortage","60_ADS021_IrrigShortage","60_ADS022_IrrigShortage","60_ADS020_IrrigSupDirectFlow","60_ADS021_IrrigSupDirectFlow","60_ADS022_IrrigSupDirectFlow","6000670_I_IrrigDemand","6000672_I_IrrigDemand","6000707_I_IrrigDemand","6000670_I_IrrigSupply","6000672_I_IrrigSupply","6000707_I_IrrigSupply","6000670_I_IrrigShortage","6000672_I_IrrigShortage","6000707_I_IrrigShortage","6000670_I_IrrigSupDirectFlow","6000672_I_IrrigSupDirectFlow","6000707_I_IrrigSupDirectFlow","6000511_MunDemand","6000511_MunSupply","6000511_MunShortage"
"1981-06",90245.9993,59069.2551,33202.7449,18940.2249,3928,3928,0,955.9999,1130.9999,2752,955.9999,1047.3363,2752,0,83.6636,0,955.9999,1027.0563,2752,2202,1208,14819,2202,1208,6601.9775,1e-04,0,8217.0225,0,0,0,982,982,0
"1981-07",57879.9999,25991.5687,50036.4316,15840,4020.0002,4020.0002,0,765,804,2391,765,804,2391,0,0,0,765,804,2391,1915,267,6947,693.3724,267,1577.5198,1221.6274,0,11287.4805,0,0,0,1005.0001,1005.0001,0
"1981-08",41169.0005,16693.3593,45870.645,10555.2179,3364,3364,0,528,450,2020.0001,528,450,1851.2244,0,0,168.7757,528,450,1660.8044,2185.5,213,10819,222.227,213,908.8884,1388.7732,0,9910.1123,0,0,0,841,841,0
"1981-09",30619.998,9915.5728,20862.9873,6788.0001,2084,2084,0,399,309,989,0,309.14,989,0,0,0,399,309,989,0,417,5301.9995,180.9363,104,696.3169,610.0637,0,4605.6831,0,0,0,521,521,0
"1981-10",9516.5999,6267.9999,1e-04,2140,352,352,0,341,355,94,341,100,94,0,0,0,341,100,94,242,128,662,242,128,662,0,0,0,0,0,0,88,88,0
"1981-11",23447.6797,1152,0,292,600,600,0,56,0,17,56,0,17,0,0,0,56,0,17,21,194,0,21,194,0,0,0,0,0,0,0,150,150,0
"1981-12",2650,316,0,316,723.9999,2213.7334,0,61,0,1185,61,0,18,0,0,0,61,0,18,0,0,0,0,0,0,0,0,0,0,0,0,181,925.8667,0
"1982-01",312,312,0,312,624,624,0,61,0,17,61,0,17,0,0,0,61,0,17,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0
"1982-02",880.2581,272,0,272,696,696,0,56,316.1291,12,56,0,12,0,0,0,56,0,12,0,0,0,0,0,0,0,0,0,0,0,0,174,174,0
"1982-03",292,292,0,292,624,624,0,61,0,12,61,0,12,0,0,0,61,0,12,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0
"1982-04",13300,13752,0,3336,756,756,0,164,0,444,164,226,444,0,0,0,164,226,444,269,383,1952,269,383,1952,0,0,0,0,0,0,189,189,0
"1982-05",52267.9998,53768.4575,2e-04,12608.0002,816,816,0,0,700.0001,1861,591,700.0001,1861,0,0,0,591,700.0001,1861,1095.9999,878,8316,1096.1144,877.9999,8316,0,1e-04,0,0,0,0,204,204,0
"1982-06",85688.7119,88165.7856,50.2165,16984.2261,3008,3008,0,891,1054,2328.0002,891,1041.4459,2328.0002,0,12.5541,0,891,1027.0563,2328.0002,2714,2539,12528,2714,2539.0002,12528,0,0,0,0,0,0,752,752,0
"1982-07",85392,66247.2317,20904.7706,17908,4640,4640,0,880,919,2678,880,919,2678,0,0,0,880,919,2678,2137,789,14385,1716.3998,788.9999,9579.4082,420.6003,0,4805.5923,0,0,0,1160,1160,0
"1982-08",54515.9956,29583.1436,24933.0961,11544,2767.8667,4552,0,810,365,1711,810,365,1711.0599,0,0,0,810,365,1711,1369.9999,180,9192.999,1139.8251,180,3189.9009,230.1749,0,6003.0991,0,0,0,1138,1138,0
"1982-09",19838.0001,16516.9195,3163.2407,4435.9998,440,440,0,360,224,604,281,224.04,603.9999,0,0,1e-04,281,224,603.9999,489,63,3259,489,63,2468.1899,0,0,790.8101,0,0,0,110,110,0
"1982-10",10492,9616.2868,972.1135,2512.0001,1780,1780,0,167,185,276,167,185.1,276,0,0,0,167,185,276,0,304,1439,276,304,1195.9717,0,0,243.0283,0,0,0,445,445,0
"1982-11",4619.3549,1172.0001,0,312,0,0,0,60,0,879.6774,60,0,18,0,0,0,60,0,18,21,194,0,21,194,0,0,0,0,0,0,0,0,0,0
"1982-12",316,202.8571,0,316,356,356,0,61,0,18,4.4286,0,18,0,0,0,61,0,18,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0
"1983-01",320,320,0,320,440,880,0,61,0,19,61,0,19,0,0,0,61,0,19,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0
"1983-02",1764.2581,292,0,292,1823.1613,1204,0,550.9678,0,17,56,0,17,0,0,0,56,0,17,0,0,0,0,0,0,0,0,0,0,0,0,301,301,0
"1983-03",194,316,0,316,860,1720,0,0,0,18,61,0,18,0,0,0,61,0,18,0,0,0,0,0,0,0,0,0,0,0,0,430,430,0
"1983-04",2964,3819.9999,0,1916,1456,1456,0,182,247,50,182,247,50,0,0,0,182,247,50,48,0,0,48,189,239,0,0,0,0,0,0,364,364,0
"1983-05",21658.0013,33937.0577,0,7919.9996,1452,1452,0,491,580,909,491,580,909.14,0,0,0,491,580,908.9999,696.0001,578.0001,5230.0005,696.124,578.0001,5230.0005,0,0,0,0,0,0,363,363,0
"1983-06",67663.9998,69724.6387,0.0012,14304,1404,1404,0,780,922,1874,780,922.12,1874.0398,0,0,0,780,922,1874,1841.9999,1911,10102,1841.9999,1911,10102,0,1e-04,2e-04,0,0,0,351,351,0
"1983-07",74261.9993,79523.9983,0.0026,15228.0002,2852,2852,0,1037.9999,741.0001,2028.0001,1037.9999,741.0001,2028.0001,0,0,0,1037.9999,741.0001,2028.0001,2499.9998,0,10943,2499.9995,2631,10943,2e-04,0,5e-04,0,0,0,713,713,0
"1983-08",60831.9999,57037.6799,3795.8419,12327.9999,5780,5780,0,729,420,1933,729,420.2,1933.1801,0,0,0,729,420,1933,1544,204,10378,1339.5995,204,9633.4404,204.4005,0,744.56,0,0,0,1445,1445,0
"1983-09",50560.9677,21004.5864,30480.2936,10248,4736,4736,0,423,483,1656,423,483.18,1656,0,0,0,423,483,1656,1309,174,8826,854.5428,174.04,1660.3838,454.4572,0,7165.6162,0,0,0,1184,1184,0
"1983-10",24695.3334,14212.0521,7851.9475,5107.9999,4456,4456,0,269,302,706.0001,269,302,706,0,0,1e-04,269,302,706,489,0,3483,451.5696,267,1557.4435,37.4304,0,1925.5564,0,0,0,1114,1114,0
"1983-11",764,1152,0,292,1911.9999,1911.9999,0,56,0,17,56,0,17,0,0,0,56,0,17,21,194,0,21,194,0,0,0,0,0,0,0,478,478,0
"1983-12",4749.4669,316,0,497.0031,1488,1488,0,61,0,1293.7334,61,0,18,0,0,0,61,0,18,0,0,0,0,0,0,0,0,0,90.5015,0,0,372,372,0
"1984-01",320,320,0,1208,1252,1252,0,61,0,19,61,0,19,0,0,0,61,0,463,0,0,0,0,0,0,0,0,0,0,0,0,313,313,0
"1984-02",18367.7321,304,0,304,1136,1136,0,58,0,18,58,0,18,0,0,0,58,0,18,0,739.2,8292.666,0,0,0,0,0,0,0,0,0,284,284,0
"1984-03",1451.7334,316,0,316,1088,1088,0,61,0,646.8667,61,0,18,0,0,0,61,0,18,0,0,0,0,0,0,0,0,0,0,0,0,272,272,0
"1984-04",10144.2582,9060.1301,1e-04,2780.0003,648,1296,0,191,263,241,191,263,241,0,0,0,191,263,241,163,233,1174,163,233,1174.0325,0,0,0,0,0,0,324,324,0
"1984-05",62458.0005,62376.1558,0.0042,12684,2068,2068,0,656,774,1741,656,774.0399,1741,0,0,0,656,774,1741,1391,1513.0001,9519,1391,1513,9518.999,0,1e-04,9e-04,0,0,0,517,517,0
"1984-06",54997.9995,56369.4199,0,12280,3524,3524,0,685,811,1574,685.0999,811.06,1574.0398,0,0,0,685,811,1574,1271.9999,1228,8522,1272.0752,1228,8522.0801,0,0,0,0,0,0,881,881,0
"1984-07",84008,81746.8214,7509.1807,18732,3604,5528,0,951,928,180,951,928,2804,0,0,0,951,928,2804,2239,314,15078,1612.5461,314,13827.1592,626.454,0,1250.8412,0,0,0,1138,1382,0
"1984-08",37446.0671,26420.6088,28700.1902,11468.0006,5656,5656,0,761,369,1737.0001,761,369,1737.0198,0,0,0,761,369,1737.0001,1393,683.0333,0,714.8899,183.18,2840.0625,678.11,0,6496.9375,0,0,0,1414,1414,0
"1984-09",45932.0004,18059.5647,27872.7559,9531.9999,4768,4768,0,485,437,1461,485,437.02,1461.0599,0,0,0,485,437,1461,1157.0001,154,7789,399.9722,154,1577.8391,757.0278,0,6211.1611,0,0,0,1192,1192,0
"1984-10",10162.1331,6412.0796,2e-04,1872,4083.9998,4083.9998,0,40,87,78,303,87.02,78,0,0,0,303,87,78,2296.0667,346,630.9999,158,346,630.9999,0,0,0,0,0,0,1020.9999,1020.9999,0
"1984-11",1260,1260,0,496,2531.9998,2531.9998,0,58,0,66,58,0,66,0,0,0,58,0,66,96,95,0,96,95,0,0,0,0,0,0,0,632.9999,632.9999,0
"1984-12",332,332,0,332,1095.9999,2884.0002,0,61,0,22,61,0,22,0,0,0,61,0,22,0,0,0,0,0,0,0,0,0,0,0,0,274,1168.0001,0
"1985-01",425.5333,316,0,316,1488,1488,0,61,0,18,61,0,18,0,0,0,61,0,18,0,0,0,0,0,0,0,0,0,0,0,0,372,372,0
"1985-02",6599.355,284,0,284,470,940.0001,0,56,0,15,56,0,15,0,0,0,56,0,15,0,0,3157.6775,0,0,0,0,0,0,0,0,0,235,235,0
"1985-03",5724.6,312,0,312,7436,984,0,62,0,16,62,0,16,0,0,0,62,0,16,987.8666,0,0,0,0,0,0,0,0,0,0,0,246,246,0
"1985-04",18088.0001,18088.3812,1e-04,2600,476,952,0,60,25,565,60,25,565,0,0,0,60,25,565,422,533,2917,422.0954,532.9999,2917,0,0,0,0,0,0,0,238,0
"1985-05",77496,77495.9956,0.0033,10268,1720,1720,0,543,673,1351,543,673,1351,0,0,0,543,673,1351,1183.0001,1769.9999,13854,1183.0001,1769.9998,13853.999,0,1e-04,7e-04,0,0,0,430,430,0
"1985-06",89147.2268,92782.5,122.2181,18440.2261,4784,4784,0,924,1093,2659.0002,924.0399,1062.4459,2659.1401,0,30.5541,0,924,1027.0563,2659.0002,251.6129,2092,14328,2130,2092,14327.999,0,0,5e-04,0,0,0,1196,1196,0
"1985-07",79184.0005,62972.77,16767.234,17044,4920,4920,0,927,843,2491,927,843,2491,0,0,0,927,843,2491,1994.0001,278,13402,1483.5382,278,9720.6543,510.4618,0,3681.3467,0,0,0,1230,1230,0
"1985-08",89062.0011,28752.4623,61632.5005,17436.0002,7288,7288,0,774,661.0001,2924,774,661.06,2924.0398,0,0,0,774,661.0001,2924,2319.0002,309,15609,429.4258,309.14,2090.45,1889.5743,0,13518.5508,0,0,0,1822,1822,0
"1985-09",23620,16940.8577,6823.6219,5279.9998,5324,5324,0,364,265,691,364,265,690.9999,0,0,1e-04,364,265,690.9999,814,0,3735,647.9187,72.12,2195.1758,166.0813,0,1539.8241,0,0,0,1331,1331,0
"1985-10",16368.0001,12741.5898,3627.7703,3800.0001,0,2704,0,271,231,448,271,231.26,448.08,0,0,0,271,231,448,657,322,2163,411.9715,322,1501.0861,245.0286,0,661.914,0,0,0,0,676,0
"1985-11",1211.9999,832,0,378.4287,0,0,0,190,0,17,0,0,17,0,0,0,0,0,17,96,95,0,96,95,0,0,0,0,0,155.2143,0,0,0,0
"1985-12",60,60,0,516,984,984,0,0,0,15,0,0,15,0,0,0,0,228,15,0,0,0,0,0,0,0,0,0,0,0,0,246,246,0
"1986-01",780,60,0,60,1020.0001,1020.0001,0,0,0,15,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0
"1986-02",298.4516,60,0,60,935.9999,935.9999,0,0,0,15,0,0,15,0,0,0,0,0,15,0,119.2258,0,0,0,0,0,0,0,0,0,0,234,234,0
"1986-03",770.7333,884,0,624,424,848,0,0,0,156,0,0,156,0,0,0,0,0,156,0,73.3667,0,56,9,0,0,0,0,0,0,0,212,212,0
"1986-04",16220.9676,17016.4003,0,2224,3089.4839,988,0,0,4,552,0,4,552,0,0,0,0,4,552,393,135.4839,2772,393,533,2772.1001,0,0,0,0,0,0,247,247,0
"1986-05",64149.9333,63473.4832,0.0014,10320,2004.0001,2004.0001,0,557,659,1364,557.2199,659.14,1364,0,0,0,557,659,1364,1024,1732,10532,1024.011,1731.9999,10532,0,1e-04,2e-04,0,0,0,501,501,0
"1986-06",54405.032,82136.3193,0.0011,17059.9998,4028,4028,0,867,1023.9999,2374,867,1024.04,2374.04,0,0,0,867,1023.9999,2374,1902,1574,12793,1901.9999,1573.9999,12793,1e-04,2e-04,0,0,0,0,1007,1007,0
"1986-07",45719.9333,56823.0452,18173.3528,15916,2736,2736,0,794,835,2115,794,835.1,2350,0,0,0,794,835,2350,60.9667,263,0,1569.9562,263,8393.7051,311.0438,0,4232.2944,0,0,0,684,684,0
"1986-08",80428,24846.4783,52789.5205,9832,0,0,0,646,552,2513,646,552,2513,0,0,0,646,552,7,1998,265,15096,436.9686,265,1798.651,1561.0315,0,11636.3486,0,0,0,0,0,0
"1986-09",16164.0001,12213.6632,3951.1318,4188,0,0,0,362,213,472,362,213,472.12,0,0,0,362,213,472,385,50,2559,385.0787,50,1571.2172,0,0,987.783,0,0,0,0,0,0
"1986-10",8332,8333.3883,2e-04,1792,0,0,0,154,148,146,154,148.08,146.16,0,0,0,154,148,146,304,559,772,304,559,772.1071,0,0,0,0,0,0,0,0,0
"1986-11",23828.7733,764,0,0,548.0001,548.0001,0,0.9677,0,0,0,0,0,0,0,0,0,0,0,96,95,0,96,95,0,0,0,0,0,0,0,137,137,0
"1986-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-01",3702.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284.4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-03",1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-04",31030.516,28207.9998,3e-04,3723.9998,0,0,0,0,0,889,0,42,888.9999,0,0,1e-04,0,42,888.9999,669.0001,849.9999,4602,669.0001,849.9999,4602,0,0,0,0,0,0,0,0,0
"1987-05",67677.9961,70279.9919,0.0021,9828,0,0,0,530,626,0,530,626,1301,0,0,0,530,626,1301,1197,964,12951.999,1197,963.9999,12951.998,0,1e-04,5e-04,0,0,0,0,0,0
"1987-06",89300,86157.9983,5387.7873,18824.2251,0,0,0,948,1122,2731,948.08,1078.4459,2731.26,0,43.5541,0,948,1027.0563,2731,2183,1200,14702,2183.1062,1200,13398.6074,0,0,1303.3927,0,0,0,0,0,0
"1987-07",79600.0034,47697.2075,31902.7919,15490,0,0,0,959,867,2480,959,867,2480,0,0,0,959,0,2480,1982.9999,276,13335.001,1565.6813,276,5776.6206,417.3186,0,7558.3794,0,0,0,0,0,0
"1987-08",33878,20482.5376,29972.3428,10812,0,0,0,703,365,1635,0,365,1635.1,0,0,0,703,365,1635,1802,172,8781,564.9237,172.12,2031.9907,744.0764,0,6749.0093,0,0,0,0,0,0
"1987-09",43314.0001,16983.7734,35632.2264,10328.9207,0,0,0,456,519.0001,1687,456,519.0001,1650.3258,0,0,36.6743,456,519.0001,1607.2301,1331,178,8983,284.9273,178,1157.6902,1046.0728,0,7825.3096,0,0,0,0,0,0
"1987-10",11985.2002,9313.3336,7746.6669,3868.0002,0,0,0,352,230,500.0001,352,230,500.0001,0,0,0,352,0,500.0001,381,193,0,205.9224,193,847.4109,175.0776,0,1761.5891,0,0,0,0,0,0
"1987-11",1216,1323.6858,108.3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,232,18,80.9214,232,18,27.0786,0,0,0,0,0,0,0,0
"1987-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-01",4,4,0,2653.5332,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1325.7666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-03",160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988-04",13748,20180.0008,3e-04,3039.9998,0,0,0,0,141,619,0,141,618.9999,0,0,1e-04,0,141,618.9999,441,744,3100,441,744,3100.0002,0,0,0,0,0,0,0,0,0
"1988-05",46969.7986,50868.2375,0.0021,11015.9998,0,0,0,601.9999,711,1441,601.9999,711.06,1441,0,0,0,601.9999,711,1441,1154,911,7897.9995,1154,910.9999,7897.9995,0,1e-04,5e-04,0,0,0,0,0,0
"1988-06",86282.0007,57627.3623,30592.6372,18288.2261,284,284,0,915,1081,2630.0002,915,1056.4459,2630.0002,0,24.5541,0,915,1027.0563,2630.0002,1136.9999,1154,14169,1999.9789,1154,6651.4155,106.0212,0,7517.584,0,0,0,71,71,0
"1988-07",98320,30494.6541,74210.2257,21891.9995,2360,2360,0,137,1057,3300,1116,1057.2198,3300,0,0,0,1116,1056.9999,3300,417,369,17704,345.7492,369,1435.6945,2284.2507,0,16268.3057,0,0,0,590,590,0
"1988-08",38878.0002,20292.8049,47771.1953,13824.0004,2360,2360,0,0,467,2167,822.0001,467,2167,0,0,0,822.0001,467,2167,1728,228,11604,302.92,228,1086.2811,1425.0801,0,10517.7188,0,0,0,590,590,0
"1988-09",31204.0001,13297.1453,17906.9352,6492.0002,0,0,0,297,339,987.0001,297,339,987.02,0,0,0,297,339,987.0001,787,104,5287,372.9205,104,1224.3458,414.0795,0,4062.6543,0,0,0,0,0,0
"1988-10",30484.0013,11451.9198,15548.4011,5844.0001,0,0,0,274,324,863,274.04,324.04,863,0,0,0,274,324.0001,863,2360.9998,327,4343.0005,201.5775,327,873.3225,417.4225,0,3469.6777,0,0,0,0,0,0
"1988-11",18772,860,0,0,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,21,194,8956,21,194,0,0,0,0,0,0,0,28,28,0
"1988-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-02",1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-03",3782.0002,1435.2127,0,1312.0001,456,456,0,0,0,328,0,0,328,0,0,0,0,0,328,0,0,0,11.8031,19,0,0,0,0,0,0,0,114,114,0
"1989-04",35705.8065,35409.166,3702.834,5384,0,0,0,0,129,1217,0,129,1217,0,0,0,0,129,1217,152.9032,1150,6354,928,1150,5428.2915,0,0,925.7085,0,0,0,0,0,0
"1989-05",66364,47009.2649,20887.6953,13992,0,0,0,707,837,1954,707.22,837.02,1954,0,0,0,707,837,1954,1556,1233,10687,1556,1233,5465.0762,0,0,5221.9238,0,0,0,0,0,0
"1989-06",87935.9961,36155.2097,51781.0294,18504.2251,1788.0001,1788.0001,0,988,1102,2611,988,1067.4458,2611.0601,0,34.5542,0,988,1027.0563,2611,2087,1146,14049.999,1243.0671,495.3947,2633.8347,843.9328,650.6053,11416.165,0,0,0,447,447,0
"1989-07",51335.7998,20605.8798,54099,16055.9998,3032,3032,0,927,756.9999,1258,927,757.22,2330,0,0,0,927,756.9999,2330,1870,261,1918.9,174.7272,168.4086,794.1142,1695.2728,92.5914,11736.8857,0,0,0,758,758,0
"1989-08",62579.9995,18181.3149,44398.6831,12999.9996,2488,2488,0,820,450,1979.9999,820,450,1979.9999,0,0,0,820,450,1979.9999,1580,209,10606,257.1597,128.2223,909.9468,1322.8403,80.7777,9696.0527,0,0,0,622,622,0
"1989-09",53130.1931,10058.1829,45906.7768,3770.6076,2408,2408,0,444,526,1804,444.24,275.3017,1105.5809,0,250.6983,698.4191,444,74.9763,423.6756,1423.9999,191,9602,111.9784,48.7649,528.6797,1312.0215,142.2351,9073.3203,0,0,0,602,602,0
"1989-10",23073.9997,7853.4595,12594.5405,4651.9995,2488,2488,0,239,283,640.9999,239,283,640.9999,0,0,1e-04,239,283,640.9999,463,247,3239,167.9449,61.9838,570.4363,295.0551,185.0162,2668.5637,0,0,0,622,622,0
"1989-11",3400.0002,1395.4201,2004.58,174.1582,1444,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,59,66,725.0001,59,30.9107,258.9443,0,35.0893,466.0557,87.0791,0,0,361,361,0
"1989-12",0,0,0,0,2656,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,664,0
"1990-01",0,0,0,0,1848.3572,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.1786,664,0
"1990-02",6517.677,0,0,0,2312,2312,0,260.129,0,1105.5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,578,0
"1990-03",16470,1211.1602,0,475.4402,1686,3372,0,0,0,119,0,0,119,0,0,0,0,0,118.8601,0,0,7885,33.0517,7,143.7383,0,0,0,0,0,0,843,843,0
"1990-04",13880.0002,14777.6827,0,1792,1764,1764,0,0,0,448,0,0,448.08,0,0,0,0,0,448,344,556.0001,2346,344.2025,556.0001,2346.1382,0,0,0,0,0,0,441,441,0
"1990-05",51879.9976,51880.4153,0.0012,11147.9998,4566,5264,0,601.9999,713,1472,601.9999,713,1472.1045,0,0,0,601.9999,713,1472,1178,932.9999,8071.9995,1178,932.9999,8071.9995,0,1e-04,2e-04,0,0,0,1316,1316,0
"1990-06",94423.8717,56234.6184,42929.3839,19908.2253,5092,5092,0,978.0001,1157.0001,601.9355,978.0001,1027.0563,2972,0,129.9437,0,978.0001,1027.0563,2972,2378,1300,16006,1889.13,1300,5892.4683,488.87,0,10113.5322,0,0,0,1273,1273,0
"1990-07",76952.0045,22709.5388,54869.032,17444.0005,9492,4746,0,1145.9999,809,2406.0002,1145.9999,809,2406.0002,0,0,0,1145.9999,809,2406.0002,1928,269,12939.001,203.8879,0,1010.139,1724.1121,64.2846,11928.8613,0,0,0,2373,0,0
"1990-08",80400,16749.9905,69298.012,11599.2178,3904,3904,0,927,624,2757,927,624,1661.0444,0,0,1095.9558,927,0,1660.8044,2189,291,14724,144.7784,115.141,715.5338,2044.2214,175.859,14008.4668,0,0,0,976,976,0
"1990-09",45983.6779,14916.362,33243.6368,10116.0004,3128,3128,0,579.0001,424,1526,579.0001,424,1526,0,0,0,579.0001,424,1526,544.8387,161,8141,247.9486,103.7551,848.3867,961.0515,57.2449,7292.6128,0,0,0,782,782,0
"1990-10",6390.0001,9172.1294,1e-04,3124,3232,3232,0,410,154,0,410,154,217,0,0,0,410,154,217,176,162,0,176,162,1174.0323,0,0,0,0,0,0,808,808,0
"1990-11",1336.0001,1336.0001,0,0,1776,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,278,56,0,278,0,0,0,0,0,0,444,444,0
"1990-12",4550.8003,0,0,0,3107.9998,5231.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,2275.4001,0,0,0,0,0,0,0,0,0,0,0,246,1307.9999,0
"1991-01",14458,0,0,0,5736,5736,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,6853,0,0,0,0,0,0,0,0,0,1434,1434,0
"1991-02",1991.7333,0,0,0,3220,3220,0,0,0,586.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,805,0
"1991-03",2178.2668,456,0,0,1756,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089.1334,0,0,228,0,0,0,0,0,0,0,878,878,0
"1991-04",23618.0001,21644,2e-04,3004,3236,3236,0,136,189,426,136,189,426,0,0,0,136,189,426,289,460,3911,289,460,3911,0,0,0,0,0,0,809,809,0
"1991-05",73699.9995,62607.772,14589.2598,12896,5588,5588,0,676,800,0,676,800,1748.08,0,0,0,676,800,1748,1394,1110.9999,13570,1394.1776,1110.9999,9922.6855,0,0,3647.3149,0,0,0,1397,1397,0
"1991-06",80208.0005,55059.9346,25148.0667,17132.2251,10868.001,10868.001,0,878,1039,2378,878,1033.4459,2378,0,5.5541,0,878,1027.0563,2378,1906,1038.0001,12813,1906,1038.0001,6531.5376,1e-04,1e-04,6281.4624,0,0,0,2717.0002,2717.0002,0
"1991-07",91844.0044,27811.349,64034.4146,20020.0005,11972.001,11972.001,0,1191.0001,957,2857,1191.0001,957.22,2857.22,0,0,0,1191.0001,957,2857,2280,320,15356.001,377.4901,320,1249.907,1902.5099,0,14106.0938,0,0,0,2993.0002,2993.0002,0
"1991-08",47176.0005,20644.9128,50931.4094,14389.4717,1916,1916,0,862,498,2278,862,498.08,2237.3679,0,0,40.6321,862,498,2237.3679,1815.0001,241,12200,264.2056,241,1058.5747,1550.7944,0,11141.4258,0,0,0,479,479,0
"1991-09",46533.9995,16639.5289,28448.7915,9887.9998,52,52,0,632.9999,428,1411,632.9999,428,1411,0,0,0,632.9999,428,1411,1841.9999,148,7533,357.9261,148.08,1181.8762,761.0739,0,6351.124,0,0,0,13,13,0
"1991-10",20232.1332,10108.8087,10620.0713,5395.9999,0,0,0,503,257,589,503,257.22,589,0,0,0,503,257,589,219.0667,227,3139,173.5864,227,777.3958,293.4136,0,2361.6042,0,0,0,0,0,0
"1991-11",3400.0002,1571.8902,1828.1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,66,725.0001,48.9703,66,278.0023,10.0297,0,446.9977,0,0,0,0,0,0
"1991-12",22530.8008,0,0,0,2208,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11265.4004,0,0,0,0,0,0,0,0,0,552,552,0
"1992-01",0,0,0,0,4060,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,1015,0
"1992-02",0,0,0,0,2002,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001,0
"1992-03",460,1214.9854,0,460,1905.9999,3811.9998,0,0,0,115,0,0,115,0,0,0,0,0,115,0,0,0,27.471,7,154.2754,0,0,0,0,0,0,952.9999,952.9999,0
"1992-04",40099.9998,34776.3152,5323.6842,5300,4068.0002,4068.0002,0,0,84,1241,0,84,1241,0,0,0,0,84,1241,962.9999,1183,6554,962.9999,1160.8679,5245.2109,0,22.132,1308.7891,0,0,0,1017.0001,1017.0001,0
"1992-05",61098.7291,65187.9958,0.0019,9884,10304,10304,0,415,491,1565,415,491,1565,0,0,0,415,491,1565,688.9999,533,12603.999,688.9999,533,12603.999,0,0,5e-04,0,0,0,2576,2576,0
