"Date","60_AGG_IrrigDemand","60_AGG_IrrigSupply","60_AGG_IrrigShortage","60_AGG_IrrigSupDirectFlow","60_AGG_MunDemand","60_AGG_MunSupply","60_AGG_MunShortage","60_ADS020_IrrigDemand","60_ADS021_IrrigDemand","60_ADS022_IrrigDemand","60_ADS020_IrrigSupply","60_ADS021_IrrigSupply","60_ADS022_IrrigSupply","60_ADS020_IrrigShortage","60_ADS021_IrrigShortage","60_ADS022_IrrigShortage","60_ADS020_IrrigSupDirectFlow","60_ADS021_IrrigSupDirectFlow","60_ADS022_IrrigSupDirectFlow","6000670_I_IrrigDemand","6000672_I_IrrigDemand","6000707_I_IrrigDemand","6000670_I_IrrigSupply","6000672_I_IrrigSupply","6000707_I_IrrigSupply","6000670_I_IrrigShortage","6000672_I_IrrigShortage","6000707_I_IrrigShortage","6000670_I_IrrigSupDirectFlow","6000672_I_IrrigSupDirectFlow","6000707_I_IrrigSupDirectFlow","6000511_MunDemand","6000511_MunSupply","6000511_MunShortage"
"2005-11",6076,3391.4968,2684.5032,136,1324,1324,0,0,0,34,0,0,34,0,0,0,0,0,34,171,57,1257,171,57,585.8742,0,0,671.1258,0,0,0,331,331,0
"2005-12",40,40,0,40,2040.0002,2040.0002,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,510.0001,510.0001,0
"2006-01",20,20,0,20,2004.0001,2004.0001,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,501,501,0
"2006-02",4,4,0,4,3660.0002,3660.0002,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,915.0001,915.0001,0
"2006-03",8,8,0,8,2120,2120,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,530,530,0
"2006-04",27174.0002,28509.1392,400.227,3788.0002,1988.0001,1988.0001,0,2,25,920.0001,2,25,920.2001,0,0,0,2,25,920.0001,683,0,4730,683.1418,867,4629.9429,0,0,100.0567,0,0,0,497,497,0
"2006-05",70382,66836.7224,8960.312,14784,7184,7184,0,0,865,2100,731.2599,865,2100,0,0,0,731,865,2100,1674,120,11483,1674,2095.9998,9242.9209,0,1e-04,2240.0779,0,0,0,1796,1796,0
"2006-06",97172.0046,41695.8298,55529.2158,19632.2249,3915.9998,3915.9998,0,969.9999,1122,2911,970.2,1092.4459,2911.0601,0,55.5541,0,969.9999,1027.0563,2911,2328.0002,1277,15672.001,1477.2899,769.4808,3203.4807,850.7102,507.5192,12468.5205,0,0,0,978.9999,978.9999,0
"2006-07",74764.0002,20536.3939,54227.7661,15452.0002,5668,5668,0,735.0001,774,2354,735.0001,774.0399,2354,0,0,0,735.0001,774,2354,1887,263,12678,184.5355,173.0864,913.4365,1702.4645,89.9136,11764.5635,0,0,0,1417,1417,0
"2006-08",62627.9956,19055.5778,43816.2151,10653.9996,4588,4588,0,513,437,1969.9999,513,437.02,1970.1997,0,0,0,0,437,1969.9999,1572,606,10558.999,346.075,308,1250.3287,1225.9249,419.4579,9308.6709,0,0,0,1147,1147,0
"2006-09",14186,9603.0165,4621.6553,3520,3584,3584,0,298,193,389,298,193,389,0,0,0,298,193,389,320,22,2315,320.1679,41,1159.5862,0,0,1155.4138,0,0,0,896,896,0
"2006-10",31569.8668,14278.3733,17166.3458,2604,4271.9995,4271.9995,0,218,33,462.9333,218,33.18,400,0,0,0,218,33,400,122,377,6711,122,377,2419.4133,0,0,4291.5864,0,0,0,1067.9999,1067.9999,0
"2006-11",3940,2119.5117,1840.1801,52,1324,1324,0,0,0,13,0,0,13,0,0,0,0,0,13,47,0,925,47,0,469.8779,9.8459,0,455.1221,0,0,0,331,331,0
"2006-12",16,16,12566.585,16,2244,2244,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6283.2925,0,0,0,561,561,0
"2007-01",3678.6003,16,0,16,2288,2288,0,0,536.3,1299.0001,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,572,572,0
"2007-02",12,12,0,12,1444,1444,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,361,361,0
"2007-03",1166.8,1852,0,460,2120,2120,0,0,0,115,0,0,115,0,0,0,0,0,115,353.4,0,0,41,7,300,0,0,0,0,0,0,530,530,0
"2007-04",29869.9998,26525.3162,3395.999,2787.9995,1988.0001,1988.0001,0,2,0,669.9999,2,25,670.2,0,0,0,2,25,669.9999,496,1327,4960,496.1287,1014.6278,4423.3726,0,312.3722,536.6276,0,0,0,497,497,0
"2007-05",67498.7961,69055.9958,0.0019,11072.0002,7184,7184,0,591,700.0001,1477,591,700.0001,1477,0,0,1e-04,591,700.0001,1477,1720,1128.3999,10868.999,1720,1906.9999,10868.999,0,2e-04,2e-04,0,0,0,1796,1796,0
"2007-06",87727.6774,65688.5072,22418.4128,18552.2251,7004,7004,0,922,1089,2689,922.12,1055.8173,2689,0,33.1827,0,922,1027.0563,2689,2154,4.8387,14487,1988.0813,0,9275.7188,165.9187,194.2211,5211.2808,0,0,0,1751,1751,0
"2007-07",100787.9988,29104.0905,71684.2318,20447.9988,8876,8876,0,932.9999,981,3197.9998,932.9999,981,3198.0798,0,0,0,932.9999,981,3197.9998,2556,357,17172,536.8648,248.6094,1378.4686,2019.1351,108.3906,15793.5322,0,0,0,2219,2219,0
"2007-08",73272,23172.8298,49827.9717,13679.9998,8032,8032,0,703,483,2370,566.9999,483,2370.2002,0,0,0,566.9999,483,2370,1889,250,12691,494.9501,231.9535,1646.1038,1394.0499,18.0465,11044.8965,0,0,0,2008,2008,0
"2007-09",36660.1287,14314.4425,19150.3593,6631.9995,4500,4500,0,269,319,2668.0645,269,319,1070.2,0,0,0,269,319,1069.9999,856,113,5739,416.9702,113,1390.4404,439.0298,0,4348.5601,0,0,0,1125,1125,0
"2007-10",18458.4,11882.2923,6810.588,4180,4271.9995,4271.9995,0,234,254,440.2,234,254,557.22,0,0,0,234,254,557,404,404,2820,395.9151,251.7251,1277.7129,8.0849,152.2749,1542.2872,0,0,0,1067.9999,1067.9999,0
"2007-11",13696,2806.5493,10346.1888,280,1023.9999,1023.9999,0,0,0,70,0,0,70.2,0,0,0,0,0,70,371,326,2657,104.9618,53.9689,472.5067,266.0382,0,2184.4934,0,0,0,256,256,0
"2007-12",16,16,0,16,1012,1012,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0
"2008-01",20,20,0,20,2004.0001,2004.0001,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,501,501,0
"2008-02",20,126.4,0,20,2483.0665,1972,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,53.2,0,0,0,0,0,0,0,0,748.5333,493,0
"2008-03",8,8,0,8,1724,1724,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,431,431,0
"2008-04",26542.4516,26664.1097,0,1920,2132,2132,0,0,0,480,0,0,480,0,0,0,0,0,480,263.2258,609,5253,324.0274,609,5253,0,0,0,0,0,0,533,533,0
"2008-05",59260.8661,62533.1687,0.0045,10999.9995,7184,4619.1334,0,604,713,0,604,713,1433.1799,0,0,0,604,713,1432.9999,943.4333,911,10826,1146.1133,910.9999,10825.999,0,1e-04,0.0011,0,0,0,1796,513.5667,0
"2008-06",87580,87327.104,254.0956,18128.2251,6477.8572,7980,0,922,1091,2583,922.12,1027.4763,2583.1799,0,63.5236,0,922,1027.0563,2583,2067,1328,13904,2066.9998,1328,13904,2e-04,0,0,0,0,0,1243.9286,1995,0
"2008-07",104552,60586.6416,43965.5146,21143.9995,8124,8124,0,981,1031,3274,981,1030.9999,3274.04,0,1e-04,0,981,1030.9999,3274,2609,662,17581,1129.9945,662,8068.626,1479.0055,0,9512.373,0,0,0,2031,2031,0
"2008-08",81327.999,24749.1427,56578.8555,15616,4588,4588,0,687,587,2630,687,587,2630,0,0,0,687,587,2630,2088.9998,278,14061,371.8954,278,1633.3903,1717.1045,0,12427.6094,0,0,0,1147,1147,0
"2008-09",42887.9999,14247.743,35156.157,8668,3584,3584,0,363,430,1374,363,430,1374.0399,0,0,0,363,430,1374,1087,144,7324,196.7776,144.24,1053.8782,890.2224,0,9527.5127,0,0,0,896,896,0
"2008-10",16896,8509.9156,8387.1246,4008,1075.9999,1075.9999,0,215,256,531,215,256,531.26,0,0,0,215,256,531,374,200,2648,169.9161,200,755.3028,204.0839,0,1892.6973,0,0,0,269,269,0
"2008-11",826,868,0,8,1023.9999,1023.9999,0,0,0,2,0,0,2,0,0,0,0,0,2,0,194,0,21,194,0,0,0,0,0,0,0,256,256,0
"2008-12",16,16,0,16,2040.0002,2040.0002,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,510.0001,510.0001,0
"2009-01",16,16,0,16,2288,2288,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,572,572,0
"2009-02",1063.4667,1607.8708,0,20,1972,1972,0,0,0,5,793.9354,0,5,0,0,0,0,0,5,521.7333,0,0,0,0,0,0,0,0,0,0,0,493,493,0
"2009-03",8,8,0,8,1724,1724,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,431,431,0
"2009-04",19548,19548.4116,11698.219,2528,1988.0001,1988.0001,0,10,48,574,10,48,574.04,0,0,0,10,48,574,524,833,2898,524,832.9999,2898.063,0,1e-04,5849.1094,0,0,0,497,497,0
"2009-05",74496,72386.7252,0,11668,3988.0002,3988.0002,0,606,717,1594,606,717,1594.2399,0,0,0,606,717,1594,1278,1011,13418,1233.8828,0,13418,0,0,0,0,0,0,997.0001,997.0001,0
"2009-06",71472.0044,71253.7234,219.241,15600.0002,7004,7004,0,822,972.0001,2106,822.1199,972.12,2106,0,0,0,822,972.0001,2106,1689,923.0001,11356.001,1634.1899,923,11356.001,54.81,1e-04,2e-04,0,0,0,1751,1751,0
"2009-07",92928,42297.262,50631.38,19096,8876,8876,0,900,946,2928,900,946.16,2928,0,0,0,900,946,2928,2337,390,15731,366.618,390,5043.5376,1970.3821,0,10687.4629,0,0,0,2219,2219,0
"2009-08",72472,17372.2172,32689.0274,11247.2178,3428.0002,3428.0002,0,621,530,2341,621,530,1929.4441,0,0,411.5558,621,530,1660.8044,1861,246,12519,136.7563,246.16,879.6939,1724.2437,0,433.609,0,0,0,857.0001,857.0001,0
"2009-09",44920,11947.477,32972.5215,7605.3786,804.0001,804.0001,0,365,431,1443,365,119.8047,1443,0,311.1953,0,365,93.3446,1443,1143,152,7696,139.1806,152,767.8839,1003.8193,0,6928.1157,0,0,0,201,201,0
"2009-10",11105.1332,6673.9774,4694.2975,18706.9854,1075.9999,1075.9999,0,193,228,335,193,228,335.1,0,0,0,193,228,335,17.5667,127,1756,148.9375,127,636.4569,0,0,1119.5431,0,0,7841.4927,269,269,0
"2009-11",1656.0001,1656.0001,0,8,1023.9999,1023.9999,0,0,0,2,0,0,2,0,0,0,0,0,2,43,91,278,43,91,278,0,0,0,0,0,0,256,256,0
"2009-12",16,16,0,16,2244,2244,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,561,561,0
"2010-01",1392.6666,16,0,16,2288,2288,0,0,0,692.3333,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,572,572,0
"2010-02",24,24,0,914.5806,1972,1972,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,445.2903,0,0,493,493,0
"2010-03",44,44,0,44,1339.9999,1339.9999,0,0,0,11,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,335,335,0
"2010-04",27144,27144.72,1e-04,1932,2132,2132,0,0,0,483,0,0,483.18,0,0,0,0,0,483,330,1080,4893,330,1080,4893,0,0,0,0,0,0,533,533,0
"2010-05",57368.0037,57369.2988,0.0016,11016,7184,7184,0,572,678,1504,572.12,678,1504,0,0,0,572,678,1504,1031,810.9999,9746.001,1031.2039,810.9999,9746.001,0,1e-04,4e-04,0,0,0,1796,1796,0
"2010-06",90707.9961,77879.4893,12828.5069,18184.2251,7004,7004,0,913,1080,2606,913,1027.2964,2606,0,52.7036,0,913,1027.0563,2606,2087,1952,14038.999,1928.0674,1951.9998,11043.5088,158.9325,2e-04,2995.4905,0,0,0,1751,1751,0
"2010-07",84362.0039,24952.1469,63871.8574,18260,8876,8876,0,865,909,2791,865,909,2791,0,0,0,865,909,2791,0,403,15007.001,157.558,403,1112.4788,2073.4419,0,13894.5225,0,0,0,2219,2219,0
"2010-08",60468.0039,20307.2261,40160.7745,11520,4588,4588,0,513,439,1928,513,439,1928,0,0,0,513,439,1928,1539,368,10330.001,411.9715,368,1416.8351,1127.0286,0,8913.165,0,0,0,1147,1147,0
"2010-09",45349.998,13573.1788,32655.6979,9184,804.0001,804.0001,0,372,0,1485,372.12,439,1485.0999,0,0,0,372,439,1485,1178,157,7925.9995,161.5889,128.8612,806.6248,1016.4111,28.1388,7119.3745,0,0,0,201,201,0
"2010-10",17380.0011,8485.7089,8895.8117,3944.0001,4672.0005,4672.0005,0,207,244,535,207.22,244.06,535.1,0,0,0,207,244,535,398,207,2754.0002,226.9638,96.9441,811.1393,171.0362,110.0559,1942.8608,0,0,0,1168.0001,1168.0001,0
"2010-11",1344,1344,0,8,1023.9999,1023.9999,0,0,0,2,0,0,2,0,0,0,0,0,2,105,33,196,105,33,196,0,0,0,0,0,0,256,256,0
"2010-12",16,16,0,1754,1012,1012,0,0,0,4,0,0,4,0,0,0,869,0,4,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0
"2011-01",20,20,0,20,2004.0001,2004.0001,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,501,501,0
"2011-02",3682.6967,20,0,20,1972,1972,0,0,0,1413.5483,0,0,5,0,0,0,0,0,5,422.8,0,0,0,0,0,0,0,0,0,0,0,493,493,0
"2011-03",22,44,0,44,1339.9999,1339.9999,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,335,335,0
"2011-04",17414.9683,15382.3333,1501.667,2140,600,600,0,29,315.4839,456,29,50,456,0,0,0,29,50,456,304,1180.0001,2202,304,804.5833,2202,0,375.4167,0,0,0,0,150,150,0
"2011-05",56539.067,55756.6401,2e-04,10956.0005,1200,4218.7332,0,547.9999,1039.5334,1543.0001,548.08,648.08,1543.0001,0,0,0,547.9999,648.0001,1543.0001,936.9999,744,9519,937,743.9999,9519,0,1e-04,0,0,0,0,300,1809.3666,0
"2011-06",87304.001,83373.2334,3931.5807,17396.2261,7980,7980,0,889,1052,2433.0002,889,1040.4459,2433.1802,0,11.5541,0,889,1027.0563,2433.0002,1948,2397,13107,1948.024,2397,12135.6582,0,0,971.3411,0,0,0,1995,1995,0
"2011-07",76394.0676,41257.1685,39178.8286,16796.001,8124,8124,0,815,856,2528.0002,815,856,2528.0002,0,0,0,815,856,2528.0002,2022,282,13606,1379.9257,282,4453.3662,642.0743,0,9152.6328,0,0,0,2031,2031,0
"2011-08",77119.999,21816.7043,55303.297,14237.4236,4588,4588,0,618,528,2499.9998,618,528,2499.9998,0,0,0,618,528,2166.8906,1991,263,13380,257.3272,263,1287.8491,1733.6729,0,12092.1514,0,0,492.9305,1147,1147,0
"2011-09",40987.9995,14143.6793,29041.3608,8623.9995,3584,3584,0,354,417,1384.9999,354,417,1385.1,0,0,0,354,417,1384.9999,1098,146,7396,250.9469,146.16,982.713,847.0531,0,6413.2871,0,0,0,896,896,0
"2011-10",9688,9278.2874,3690.778,3372,4672.0005,4672.0005,0,194,230,419,194.24,230,419,0,0,0,194,230,419,322,160,0,293.0928,160,1023.239,28.9071,0,616.8137,0,0,0,1168.0001,1168.0001,0
"2011-11",3016.6451,1165.6628,162.3372,64,1023.9999,1023.9999,0,0,0,860.3226,0,0,16,0,0,0,0,0,16,21,194,101,21,153.4157,101,0,40.5843,0,0,0,0,256,256,0
"2011-12",76,76,0,76,3287.9999,2040.0002,0,0,0,19,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1133.9999,510.0001,0
"2012-01",13892.2002,60,0,60,2932,2932,0,0,0,15,0,0,15,0,0,0,0,0,15,0,0,6916.1001,0,0,0,0,0,0,0,0,0,733,733,0
"2012-02",4848.4991,32,0,32,3660.0002,3660.0002,0,0,0,1320.6667,0,0,8,0,0,0,0,0,8,55.0667,0,0,0,0,0,0,0,0,0,0,0,915.0001,915.0001,0
"2012-03",764,1079.6265,0,764,2120,2120,0,4,0,187,4,0,187.02,0,0,0,4,0,187,0,0,0,11.8031,11,56.0835,0,0,0,0,0,0,530,530,0
"2012-04",31769.3548,32534.5278,291.4706,5415.9998,1988.0001,1988.0001,0,369.6774,42,943,354,42,942.9999,0,0,0,369,42,942.9999,171,900,5245,714.9999,859.5403,5212.5918,0,40.4598,32.4079,0,0,0,497,497,0
"2012-05",63923.999,49884.217,14039.9348,13335.9995,1200,1200,0,719,787,1827.9999,719,787.02,1827.9999,0,0,0,719,787,1827.9999,1461,1168.9999,10017,1461.0179,1112.976,6563.0405,0,56.024,3453.9597,0,0,0,300,300,0
"2012-06",98109.8093,29976.6897,66687.9499,19508.2253,3915.9998,3915.9998,0,954.0001,1128.0001,2896,954.0001,1063.9868,2896.1599,0,64.0132,0,954.0001,1027.0563,2896,2319,1269,16322.9043,858.6003,247.6873,1473.738,1460.3998,1021.3127,14126.2617,0,0,0,978.9999,978.9999,0
"2012-07",85481.9961,16138.9447,75113.0529,13682.5217,5668,5668,0,883,928,0,883,876.826,1703.2957,0,51.174,1181.7043,883,876.826,1660.8044,2306,322,15488.999,68.7882,55.6988,447.1275,2237.2117,266.3012,15041.8721,0,0,0,1417,1417,0
"2012-08",76401.0662,14435.1521,62532.8121,11295.2178,7752.0001,3428.0002,0,140.5333,535,2507,628,535,1660.8044,0,0,846.1956,628,535,1660.8044,1995.9999,265,13413,132.7883,60.9843,591.2109,1863.2115,0,12821.7881,0,0,0,3019,857.0001,0
"2012-09",40523.5504,9732.9986,32315.3224,6941.725,804.0001,804.0001,0,348,411,1348,348.08,74.9763,1312.455,0,336.0237,35.5452,348,74.9763,1312.455,306.7742,143,7193.0005,119.1669,52.7626,525.8088,949.833,90.2374,6667.1914,0,0,0,201,201,0
"2012-10",16712.2141,6324.2006,11937.5709,4263.9999,1075.9999,1075.9999,0,228,269,1.1071,228,269,569,0,0,0,228,269,569,420,213,2915,103.9631,28.9359,382.1512,316.0369,184.0641,2435.7346,0,0,0,269,269,0
"2012-11",1914.8387,1374.3274,181.6726,12,1060,1060,0,0,107.4193,3,0,0,3,0,0,0,0,0,3,0,21,437,59,21,260.5818,0,0,45.4181,0,0,0,265,265,0
"2012-12",2384.4001,16,2e-04,16,1122,2244,0,0,1184.2001,4,0,0,4,0,0,1e-04,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0
