"Date","72_AGG_IrrigDemand","72_AGG_IrrigSupply","72_AGG_IrrigShortage","72_AGG_IrrigSupDirectFlow","72_AGG_MunDemand","72_AGG_MunSupply","72_AGG_MunShortage","7200512_D_IrrigDemand","7200512_D_IrrigSupply","7200512_D_IrrigSupply_1","7200512_D_IrrigShortage","7200512_D_IrrigShortage_1","7200512_D_IrrigSupDirectFlow","7200512_D_IrrigSupDirectFlow_1","72_ADC051_IrrigDemand","72_ADC051_IrrigDemand_1","72_ADC052_IrrigDemand","72_ADC052_IrrigDemand_1","72_ADC053_IrrigDemand","72_ADC053_IrrigDemand_1","72_ADC054_IrrigDemand","72_ADC054_IrrigDemand_1","72_ADC055_IrrigDemand","72_ADC055_IrrigDemand_1","72_ADC056_IrrigDemand","72_ADC056_IrrigDemand_1","72_ADC057_IrrigDemand","72_ADC057_IrrigDemand_1","72_ADC058_IrrigDemand","72_ADC058_IrrigDemand_1","72_ADC059_IrrigDemand","72_ADC060_IrrigDemand","72_ADC061_IrrigDemand","72_ADC061_IrrigDemand_1","72_ADC062_IrrigDemand","72_ADC063_IrrigDemand","72_ADC063_IrrigDemand_1","72_ADC064_IrrigDemand","72_ADC064_IrrigDemand_1","72_ADC065_IrrigDemand","72_ADC065_IrrigDemand_1","72_ADC051_IrrigSupply","72_ADC051_IrrigSupply_1","72_ADC052_IrrigSupply","72_ADC052_IrrigSupply_1","72_ADC053_IrrigSupply","72_ADC053_IrrigSupply_1","72_ADC054_IrrigSupply","72_ADC054_IrrigSupply_1","72_ADC055_IrrigSupply","72_ADC055_IrrigSupply_1","72_ADC056_IrrigSupply","72_ADC056_IrrigSupply_1","72_ADC057_IrrigSupply","72_ADC057_IrrigSupply_1","72_ADC058_IrrigSupply","72_ADC058_IrrigSupply_1","72_ADC059_IrrigSupply","72_ADC059_IrrigSupply_1","72_ADC060_IrrigSupply","72_ADC060_IrrigSupply_1","72_ADC061_IrrigSupply","72_ADC061_IrrigSupply_1","72_ADC062_IrrigSupply","72_ADC062_IrrigSupply_1","72_ADC063_IrrigSupply","72_ADC063_IrrigSupply_1","72_ADC064_IrrigSupply","72_ADC064_IrrigSupply_1","72_ADC065_IrrigSupply","72_ADC065_IrrigSupply_1","72_ADC051_IrrigShortage","72_ADC051_IrrigShortage_1","72_ADC052_IrrigShortage","72_ADC052_IrrigShortage_1","72_ADC053_IrrigShortage","72_ADC053_IrrigShortage_1","72_ADC054_IrrigShortage","72_ADC054_IrrigShortage_1","72_ADC055_IrrigShortage","72_ADC055_IrrigShortage_1","72_ADC056_IrrigShortage","72_ADC056_IrrigShortage_1","72_ADC057_IrrigShortage","72_ADC057_IrrigShortage_1","72_ADC058_IrrigShortage","72_ADC058_IrrigShortage_1","72_ADC059_IrrigShortage","72_ADC059_IrrigShortage_1","72_ADC060_IrrigShortage","72_ADC060_IrrigShortage_1","72_ADC061_IrrigShortage","72_ADC061_IrrigShortage_1","72_ADC062_IrrigShortage","72_ADC062_IrrigShortage_1","72_ADC063_IrrigShortage","72_ADC063_IrrigShortage_1","72_ADC064_IrrigShortage","72_ADC064_IrrigShortage_1","72_ADC065_IrrigShortage","72_ADC065_IrrigShortage_1","72_ADC051_IrrigSupDirectFlow","72_ADC051_IrrigSupDirectFlow_1","72_ADC052_IrrigSupDirectFlow","72_ADC052_IrrigSupDirectFlow_1","72_ADC053_IrrigSupDirectFlow","72_ADC053_IrrigSupDirectFlow_1","72_ADC054_IrrigSupDirectFlow","72_ADC054_IrrigSupDirectFlow_1","72_ADC055_IrrigSupDirectFlow","72_ADC055_IrrigSupDirectFlow_1","72_ADC056_IrrigSupDirectFlow","72_ADC056_IrrigSupDirectFlow_1","72_ADC057_IrrigSupDirectFlow","72_ADC057_IrrigSupDirectFlow_1","72_ADC058_IrrigSupDirectFlow","72_ADC058_IrrigSupDirectFlow_1","72_ADC059_IrrigSupDirectFlow","72_ADC059_IrrigSupDirectFlow_1","72_ADC060_IrrigSupDirectFlow","72_ADC060_IrrigSupDirectFlow_1","72_ADC061_IrrigSupDirectFlow","72_ADC061_IrrigSupDirectFlow_1","72_ADC062_IrrigSupDirectFlow","72_ADC062_IrrigSupDirectFlow_1","72_ADC063_IrrigSupDirectFlow","72_ADC063_IrrigSupDirectFlow_1","72_ADC064_IrrigSupDirectFlow","72_ADC064_IrrigSupDirectFlow_1","72_ADC065_IrrigSupDirectFlow","72_ADC065_IrrigSupDirectFlow_1","7200646_I_IrrigDemand","7200646_I_IrrigDemand_1","7200646_I_IrrigSupply","7200646_I_IrrigSupply_1","7200646_I_IrrigShortage","7200646_I_IrrigShortage_1","7200646_I_IrrigSupDirectFlow","7200646_I_IrrigSupDirectFlow_1","7200730_D_IrrigDemand","7200730_D_IrrigDemand_1","7200730_D_IrrigSupply","7200730_D_IrrigSupply_1","7200730_D_IrrigShortage","7200730_D_IrrigShortage_1","7200730_D_IrrigSupDirectFlow","7200730_D_IrrigSupDirectFlow_1","7200852_D_IrrigDemand","7200852_D_IrrigDemand_1","7200852_D_IrrigSupply","7200852_D_IrrigSupply_1","7200852_D_IrrigShortage","7200852_D_IrrigShortage_1","7200852_D_IrrigSupDirectFlow","7200852_D_IrrigSupDirectFlow_1","7200764_I_IrrigDemand","7200764_I_IrrigDemand_1","7200766_I_IrrigDemand","7200766_I_IrrigDemand_1","7200764_I_IrrigSupply","7200764_I_IrrigSupply_1","7200766_I_IrrigSupply","7200766_I_IrrigSupply_1","7200764_I_IrrigShortage","7200764_I_IrrigShortage_1","7200766_I_IrrigShortage","7200766_I_IrrigShortage_1","7200764_I_IrrigSupDirectFlow","7200764_I_IrrigSupDirectFlow_1","7200766_I_IrrigSupDirectFlow","7200766_I_IrrigSupDirectFlow_1","72_AMC001_MunDemand","72_AMC001_MunDemand_1","72_AMC001_MunSupply","72_AMC001_MunSupply_1","72_AMC001_MunShortage","72_AMC001_MunShortage_1","7200644_MunDemand","7200644_MunDemand_1","7200644_MunSupply","7200644_MunSupply_1","7200644_MunShortage","7200644_MunShortage_1","72_GJMun_MunDemand","72_GJMun_MunDemand_1","72_GJMun_MunSupply","72_GJMun_MunSupply_1","72_GJMun_MunShortage","72_GJMun_MunShortage_1","72_GJMunExp_MunDemand","72_GJMunExp_MunSupply","72_GJMunExp_MunSupply_1","72_GJMunExp_MunShortage","72_GJMunExp_MunShortage_1","7201523_MunDemand","7201523_MunSupply","7201523_MunSupply_1","7201523_MunShortage","7201523_MunShortage_1","7200816_MunDemand","7200816_MunDemand_1","7200816_MunSupply","7200816_MunSupply_1","7200816_MunShortage","7200816_MunShortage_1","72_UWCD_MunDemand","72_UWCD_MunDemand_1","72_UWCD_MunSupply","72_UWCD_MunSupply_1","72_UWCD_MunShortage","72_UWCD_MunShortage_1"
"2000-10",191552.5999,189388.0841,5835.1409,9448.8591,8920.0005,10032.0005,0,10,270,270,0,0,270,270,43,43,40.3,176,209,209,52,52,186,186,396,396,216,216,0,167,268,615,46,46,110,140,140,75,75,810,810,45.78,45.78,176,176,209,209,53.4146,53.4146,186,186,0,0,24.202,24.202,167,167,44.0128,44.0128,0,0,46,46,110,110,140,140,75,75,810,810,0,0,0,0,0,0,0,0,0,0,396,396,191.798,191.798,0,0,223.9872,223.9872,615,615,0,0,0,0,0,0,0,0,0,0,43,43,176,176,209,209,52,52,186,186,0,0,24.202,24.202,167,167,44.0128,44.0128,0,0,46,46,110,110,140,140,75,75,810,810,44980,44980,"44980.0117",44980.0117,0,0,0,0,10,10,10.6,10.6,0,0,10,10,27,27,0,0,27,27,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,293,293,293,293,0,0,556,556,556,556,0,0,556,556,556,0,0,0,0,0,0,0,63,63,63,63,0,0,1040.0001,1040.0001,1040.0001,1040.0001,0,0
"2000-11",34729.4155,34091.9961,1000.0001,824,6536,7396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,27,27,0,0,68.7097,3,3,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,3,3,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,3,3,176,176,8316.999,8316.999,"8316.9990",8316.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,160,0,0,430,430,430,430,0,0,430,430,430,0,0,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"2000-12",992,320,928,528,6621.9999,7467.9999,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,28,28,0,0,0,0,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,104,104,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,165,0,0,441,441,441,441,0,0,441,432,432,9,9,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"2001-01",1150,748,432,748,7261.0667,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,121,28,0,0,0,0,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,159,159,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.5333,170,170,170,0,0,424,424,424,424,0,0,570,424,424,0,0,0,0,0,0,0,47,47,47,47,0,0,780,780,780,780,0,0
"2001-02",1150.8387,720,392,720,6423.1573,7076,0,0,0,0,0,0,0,0,117.4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,25,25,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,155,155,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.5786,150,150,150,0,0,394,394,394,394,0,0,394,394,394,0,0,0,0,0,0,0,51,51,51,51,0,0,780,780,780,780,0,0
"2001-03",5998,6059.4422,0,3132,7623.9998,7912.2813,15.7186,232,0,232,0,0,232,232,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,28,0,0,0,0,0,487,487,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,28,28,0,0,0,0,23.7204,0,487,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,28,28,0,0,0,0,0,0,487,487,836,836,"836.0004",836.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,171,171,171,0,0,420,420,420,420,0,0,420,416.0703,416.0703,3.9296,3.9296,0,0,0,0,0,61,61,61,61,0,0,910,910,910,910,0,0
"2001-04",188888.0001,192891.056,106.1056,15645.8945,8048,8048,0,351,0,351,0,0,351,351,133,133,115,115,226,226,0,214,230,230,97,97,208,208,119,119,300,212,140,140,122,127,127,71,71,1380,207,133,133,118.7156,118.7156,226,226,214,214,230,230,97,97,208.0091,208.0091,119,119,300,300,215.78,215.78,140,140,124.12,124.12,134.1501,134.1501,44.4737,44.4737,1379.9999,1379.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5263,26.5263,1e-04,1e-04,133,133,115,115,226,226,214,214,230,230,97,97,208,208,119,119,300,300,212,212,0,0,122,122,127,127,44.4737,44.4737,1379.9999,1379.9999,44290,44290,"44290.0156",44290.0156,0,0,0,0,19,19,19,19,0,0,19,19,40,40,40,40,0,0,0,0,14,14,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,237,237,237,237,0,0,450,450,450,450,0,0,450,0,450,0,0,0,0,0,0,0,60,60,60,60,0,0,1040,1040,1040,1040,0,0
"2001-05",285126,267290.6549,25809.4541,49027.2867,10729.9999,11459.9999,0,427,301,427,0,0,427,427,410,410,800,800,1309,1309,942.9999,942.9999,1552,1552,901,901,934.0001,934.0001,652,652,1377.9999,1359,177,467,659,678,678,280,280,2224,2224,410,410,800,800,1309,1309,942.9999,942.9999,1552,1552,901.0001,901.0001,934.0257,934.0257,652,652,1378,1378,707.9999,707.9999,467,467,453.3686,453.3686,677.9999,677.9999,280,280,2224,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651.0001,651.0001,0,0,205.6314,205.6314,0,0,0,0,0,0,410,410,800,800,1309,1309,942.9999,942.9999,1552,1552,901.0001,901.0001,934.0001,934.0001,652,652,281.6635,281.6635,707.9999,707.9999,65.7927,65.7927,453.3686,453.3686,164.9969,164.9969,280,280,2224,2224,57861,57861,"52265.2695",52265.2695,5595.7319,5595.7319,0,0,118,118,118,118,0,0,118,118,353,353,353,353,0,0,0,0,33,33,0,0,33,33,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,330,330,330,330,0,0,570,570,570,570,0,0,775,570,570,0,0,0,0,0,0,0,95,95,95,95,0,0,1300,1300,1300,1300,0,0
"2001-06",282752.0005,263507.2522,27852.7557,45726.8773,12217.9995,13743.9995,0,369,369,369,0,0,369,369,565,565,1178,1178,1730,1730,1361,1361,1440,1440,891,891,894.0001,894.0001,719,719,1397,1684,490,490,854,842,842,357,357,1843,1843,565,565,1178,1178,1571.2169,1571.2169,1334.041,1334.041,1440,1440,891,891,720.4332,720.4332,719,719,1397,1397,911.7194,911.7194,119.592,119.592,479.0414,479.0414,472.6496,472.6496,139.7993,139.7993,1843,1843,0,0,0,0,158.783,158.783,26.9591,26.9591,0,0,0,0,173.5668,173.5668,0,0,0,0,772.2806,772.2806,370.408,370.408,374.9586,374.9586,369.3504,369.3504,217.2007,217.2007,0,0,565,565,1178,1178,1571.2169,1571.2169,1334.041,1334.041,1440,1440,80.8943,80.8943,720.3886,720.3886,719,719,274.5636,274.5636,0,0,0,0,411.61,411.61,300.1617,300.1617,139.7993,139.7993,1843,1843,55079,55079,"50579.3203",50579.3203,4499.6816,4499.6816,0,0,657,657,657,657,0,0,459.0439,459.0439,464,464,464,464,0,0,0,0,26,26,0,0,26,26,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,376,376,376,376,0,0,763,763,763,763,0,0,763,763,763,0,0,0,0,0,0,0,104,104,104,104,0,0,1429.9999,1429.9999,1429.9999,1429.9999,0,0
"2001-07",151311.3333,242813.5609,20781.6556,28933.8623,13584,15272,0,379,379,379,0,0,379,379,371,371,856,856,1430,1430,669,669,957,957,867,867,764.0001,764.0001,591,591,1123,1395,237.6667,371,743,717.9999,717.9999,280,280,1350,1350,359.0093,359.0093,856,856,937.4512,937.4512,578,578,1007.2336,1007.2336,237.312,237.312,378.8105,378.8105,591,591,636.9758,636.9758,0,0,89.7934,89.7934,506.0631,506.0631,224.9213,224.9213,117.443,117.443,1350,1350,11.9907,11.9907,0,0,492.5488,492.5488,91,91,0,0,629.688,629.688,385.1895,385.1895,0,0,486.0243,486.0243,1395,1395,281.2066,281.2066,236.9369,236.9369,493.0786,493.0786,162.557,162.557,0,0,304.3681,304.3681,856,856,883.5897,883.5897,578,578,956.9999,956.9999,0,0,133.4792,133.4792,591,591,237.8077,237.8077,0,0,89.7934,89.7934,506.0631,506.0631,224.9213,224.9213,117.443,117.443,1350,1350,52265,0,"52265.0703",52265.0703,0,0,0,0,473,473,65.8945,65.8945,407.1055,407.1055,0,0,220,220,96.912,96.912,123.088,123.088,0,0,25,25,0,0,26.5,26.5,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,439,439,439,439,0,0,844,844,844,844,0,0,844,844,844,0,0,0,0,0,0,0,131,131,131,131,0,0,1560,1560,1560,1560,0,0
"2001-08",218263.9378,230525.4104,20795.4278,20435.3283,12314,13863.9995,3e-04,282,282,282,0,0,282,282,283,283,550,727,1028,1028,337,337,740,740,507,507,667,667,0,443,843,0,293,293,613.0001,557,26,22,275,1004,1004,300.18,300.18,727,727,883.5897,883.5897,191.268,191.268,778.9788,778.9788,0,0,31.0991,31.0991,443,443,83.5017,83.5017,0,0,0,0,451.056,451.056,109.1145,109.1145,60.971,60.971,1004,1004,0,0,0,0,144.4103,144.4103,145.732,145.732,0,0,507,507,635.9009,635.9009,0,0,759.4983,759.4983,1304.9999,1304.9999,293,293,161.944,161.944,447.8855,447.8855,214.029,214.029,0,0,283,283,727,727,883.5897,883.5897,0,0,740,740,0,0,31.0991,31.0991,443,443,83.5017,83.5017,0,0,0,0,451.056,451.056,109.1145,109.1145,60.971,60.971,1004,1004,52265,41600.9688,"52265.0508",52265.0508,0,0,0,0,333,333,2.5429,2.5429,330.4571,330.4571,0,0,172,172,0,0,172,172,0,0,18,18,82,82,18,18,0,0,0,0,82,82,10.5,10.5,0,0,0,0,0,0,0,0,374,374,374,374,0,0,775,775,775,775,0,0,775,775,775,0,0,0,0,0,0,0,112,112,112,112,0,0,1430,1430,1429.9999,1429.9999,1e-04,1e-04
"2001-09",140323.9921,213309.7039,15357.3816,16866.6182,9736,10920,1e-04,273,273,273,0,0,273,273,182,182,540,540,644,644,217,217,475,475,306,306,557,557,2,374,743,950,224,224,540,396,396,233,233,1110,1110,192.72,192.72,540,540,644,644,88.6194,88.6194,500.0202,500.0202,0,0,21.8624,21.8624,374,374,50.8524,50.8524,0,0,0,0,298.4052,298.4052,40.5536,40.5536,31.3615,31.3615,1110,1110,0,0,0,0,0,0,128.3806,128.3806,0,0,306,306,535.1375,535.1375,0,0,692.1476,692.1476,950,950,224,224,241.5948,241.5948,355.4464,355.4464,201.6385,201.6385,0,0,182,182,540,540,644,644,88.6194,88.6194,475,475,0,0,21.8624,21.8624,374,374,50.8524,50.8524,0,0,0,0,298.4052,298.4052,40.5536,40.5536,31.3615,31.3615,1110,1110,7853,49074.9961,"49075.0313",49075.0313,0,0,0,0,87,87,87,87,0,0,87,87,110,110,0,0,110,110,0,0,12,12,83,83,0,0,0,0,12,12,83,83,0,0,0,0,0,0,0,0,0,0,286,286,286,286,0,0,592,592,592,592,0,0,592,592,592,0,0,0,0,0,0,0,90,90,90,90,0,0,1170,1170,1170,1170,0,0
"2001-10",270405.9842,219905.0453,54291.2435,10819.7991,8920.0005,10032.0005,0,186,186,186,0,0,186,186,53,53,220,220,244,244,65,65,208,208,114,114,213,213,156,156,271,389,59,59,133,135,135,100,100,1145.9999,242,56.38,56.38,220,220,244,244,66.7133,66.7133,208,208,0,0,16.0492,16.0492,156,156,36.6688,36.6688,0,0,20.9321,20.9321,133,133,135,135,67.2998,67.2998,1145.9999,1145.9999,0,0,0,0,0,0,0,0,0,0,114,114,196.9508,196.9508,0,0,234.3312,234.3312,389,389,38.0679,38.0679,0,0,0,0,32.7002,32.7002,0,0,53,53,220,220,244,244,65,65,208,208,0,0,16.0492,16.0492,156,156,36.6688,36.6688,0,0,20.9321,20.9321,133,133,135,135,67.2998,67.2998,1145.9999,1145.9999,64799.9961,64799.9961,"52265.2383",52265.2383,12534.7607,12534.7607,0,0,13,13,13.98,13.98,0,0,13,13,33,33,0,0,33,33,0,0,5,5,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,293,293,293,293,0,0,556,556,556,556,0,0,556,556,556,0,0,0,0,0,0,0,63,63,63,63,0,0,1040.0001,1040.0001,1040.0001,1040.0001,0,0
"2001-11",63930,61980.004,1040,2776.0001,6939.871,7396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,260,74,74,714.9999,0,0,64,64,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,74,74,0,0,0,0,64,64,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,74,74,0,0,0,0,64,64,500,500,14801,14801,"14801.0010",14801.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,361.9355,160,160,160,0,0,430,430,430,430,0,0,430,430,430,0,0,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"2001-12",2908,2239.0526,1304.9474,2239.0526,6621.9999,7347.9999,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,318,15,15,0,0,0,52,52,417,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,6.7631,6.7631,0,0,0,0,52,52,417,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,318,8.2369,8.2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,6.7631,6.7631,0,0,0,0,52,52,417,417,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,165,0,0,441,441,441,441,0,0,441,402,402,39,39,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"2002-01",2891.9999,2232,1319.9999,2232,6532,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,330,0,0,0,0,0,57,57,417,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,57,57,417,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,57,57,417,417,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,0,0,424,424,424,424,0,0,424,424,424,0,0,0,0,0,0,0,47,47,47,47,0,0,780,780,780,780,0,0
"2002-02",2600,2004,1192,2004,6288,7076,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,298,0,0,0,0,0,48,48,377,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,48,48,377,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,48,48,377,377,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,0,0,394,394,394,394,0,0,394,394,394,0,0,0,0,0,0,0,51,51,51,51,0,0,780,780,780,780,0,0
"2002-03",8553.4001,8299.8831,1448.1193,3803.8807,7087.9998,7960.4283,0,195,195,195,0,0,195,195,0,0,0,0,92,92,0,0,60,60,0,0,0,0,0,145.7,44,336,0,0,0,0,0,65,65,437,437,0,0,0,0,92,92,0,0,60,60,0,0,0,0,84,84,17.9702,17.9702,0,0,0,0,0,0,0,0,65,65,437,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0298,26.0298,336,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,60,60,0,0,0,0,84,84,17.9702,17.9702,0,0,0,0,0,0,0,0,65,65,437,437,1124,1124,"1124.0006",1124.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171,171,171,0,0,420,420,420,420,0,0,420,436.2143,420,0,0,0,0,0,0,0,61,61,61,61,0,0,910,910,910,910,0,0
"2002-04",248804.0001,223499.4233,26890.0262,20934.6507,8048,8948,0,327,327,327,0,0,327,327,124,124,334,334,301,301,476,476,270,270,137,137,369,369,138,138,358,250,165,165,133,150,150,114,114,1740,1740,124,124,334,334,301,301,167,476,270,270,137,137,369.0107,369.0107,138,138,358,358,250,250,165,165,141.18,141.18,158.6726,158.6726,64.4392,64.4392,1739.9999,1739.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5608,49.5608,1e-04,1e-04,124,124,334,334,301,301,476,476,270,270,137,137,369,369,138,138,358,358,250,250,14.2236,14.2236,133,133,150,150,64.4392,64.4392,1739.9999,1739.9999,57240,57240,"50579.2734",50579.2734,6660.7256,6660.7256,0,0,48,48,48,48,0,0,48,48,47,47,47,47,0,0,0,0,14,14,0,0,1.78,1.78,0,0,12.22,12.22,0,0,0,0,0,0,0,0,0,0,0,0,237,237,237,237,0,0,450,450,450,450,0,0,450,450,450,0,0,0,0,0,0,0,60,60,60,60,0,0,1040,1040,1040,1040,0,0
"2002-05",286151.6738,247887.7026,30901.681,41632.1034,10319.9999,11459.9999,0,435,435,435,0,0,435,435,87.8333,466,1293,1293,1228,1228,871,871,939,939,607,607,624,624,84,500.0001,1233,1259,433,433,610,628,628,260,260,2128.9998,2128.9998,466,466,1293,1293,1228,1228,0,871,52.7,939,447.7758,447.7758,300.0875,300.0875,500.0001,500.0001,242.8968,242.8968,0,0,78,78,478.3434,478.3434,349.2079,349.2079,125.9988,125.9988,2128.9998,2128.9998,0,0,0,0,0,0,0,0,0,0,159.2241,159.2241,323.9125,323.9125,0,0,990.1031,990.1031,1259,1259,355,355,131.6566,131.6566,278.7921,278.7921,134.0012,134.0012,0,0,466,466,1293,1293,1228,1228,871,871,939,939,447.7758,447.7758,300.0639,300.0639,500.0001,500.0001,149.0663,149.0663,0,0,0,0,478.3434,478.3434,343.7778,343.7778,125.9988,125.9988,2128.9998,2128.9998,56033,62288.0039,"52265.2656",52265.2656,3767.7305,3767.7305,0,0,669,669,669,669,0,0,669,669,326,326,0,0,326,326,0,0,33,33,0,0,33,33,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,330,330,330,330,0,0,570,570,570,570,0,0,570,570,570,0,0,0,0,0,0,0,95,95,95,95,0,0,1300,1300,1300,1300,0,0
