"Date","33_AGG_IrrigDemand","33_AGG_IrrigSupply","33_AGG_IrrigShortage","33_AGG_IrrigSupDirectFlow","33_AGG_MunDemand","33_AGG_MunSupply","33_AGG_MunShortage","33_ADS011_IrrigDemand","33_ADS011_IrrigSupply","33_ADS011_IrrigShortage","33_ADS011_IrrigSupDirectFlow"
"1973-08",646,646.1599,0,646,NA,NA,NA,646,646.1599,0,646
"1973-09",293,293,0,293,NA,NA,NA,293,293,0,293
"1973-10",85,85.1,0,85,NA,NA,NA,85,85.1,0,85
"1973-11",54,54,0,54,NA,NA,NA,54,54,0,54
"1973-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1974-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1974-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1974-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1974-04",160,160,0,160,NA,NA,NA,160,160,0,160
"1974-05",883,883,0,883,NA,NA,NA,883,883,0,883
"1974-06",944,944.24,0,944,NA,NA,NA,944,944.24,0,944
"1974-07",688.9999,577.9682,111.0317,447.7571,NA,NA,NA,688.9999,577.9682,111.0317,447.7571
"1974-08",657,537.1331,119.867,395.9414,NA,NA,NA,657,537.1331,119.867,395.9414
"1974-09",385,322.4246,62.5754,248.7491,NA,NA,NA,385,322.4246,62.5754,248.7491
"1974-10",52,52,0,52,NA,NA,NA,52,52,0,52
"1974-11",2,2,0,2,NA,NA,NA,2,2,0,2
"1974-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1975-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1975-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1975-03",6,6,0,6,NA,NA,NA,6,6,0,6
"1975-04",216,216,0,216,NA,NA,NA,216,216,0,216
"1975-05",346,346,0,346,NA,NA,NA,346,346,0,346
"1975-06",735,735,0,735,NA,NA,NA,735,735,0,735
"1975-07",767,767,0,767,NA,NA,NA,767,767,0,767
"1975-08",713,713,0,713,NA,NA,NA,713,713,0,713
"1975-09",348,348.08,0,348,NA,NA,NA,348,348.08,0,348
"1975-10",181,181.26,0,181,NA,NA,NA,181,181.26,0,181
"1975-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1975-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1976-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1976-02",8,8,0,8,NA,NA,NA,8,8,0,8
"1976-03",171,171,0,171,NA,NA,NA,171,171,0,171
"1976-04",292,292,0,292,NA,NA,NA,292,292,0,292
"1976-05",568,568,0,568,NA,NA,NA,568,568,0,568
"1976-06",759.0001,759.14,0,759.0001,NA,NA,NA,759.0001,759.14,0,759.0001
"1976-07",691,691,0,691,NA,NA,NA,691,691,0,691
"1976-08",600,503.9806,96.0194,391.2621,NA,NA,NA,600,503.9806,96.0194,391.2621
"1976-09",244,244.24,0,244,NA,NA,NA,244,244.24,0,244
"1976-10",100,100,0,100,NA,NA,NA,100,100,0,100
"1976-11",32,32,0,32,NA,NA,NA,32,32,0,32
"1976-12",1,1,0,1,NA,NA,NA,1,1,0,1
"1977-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1977-02",67,67,0,67,NA,NA,NA,67,67,0,67
"1977-03",55,55,0,55,NA,NA,NA,55,55,0,55
"1977-04",447,447,0,447,NA,NA,NA,447,447,0,447
"1977-05",497,497,0,497,NA,NA,NA,497,497,0,497
"1977-06",865,683.9539,181.0461,471.6389,NA,NA,NA,865,683.9539,181.0461,471.6389
"1977-07",550,550,0,550,NA,NA,NA,550,550,0,550
"1977-08",493,485.6915,7.3085,477.5902,NA,NA,NA,493,485.6915,7.3085,477.5902
"1977-09",404,341.7084,62.2916,268.9313,NA,NA,NA,404,341.7084,62.2916,268.9313
"1977-10",161,161.06,0,161,NA,NA,NA,161,161.06,0,161
"1977-11",6,6,0,6,NA,NA,NA,6,6,0,6
"1977-12",109,109,0,109,NA,NA,NA,109,109,0,109
"1978-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1978-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1978-03",15,15,0,15,NA,NA,NA,15,15,0,15
"1978-04",231,231,0,231,NA,NA,NA,231,231,0,231
"1978-05",317,317,0,317,NA,NA,NA,317,317,0,317
"1978-06",733,733.18,0,733,NA,NA,NA,733,733.18,0,733
"1978-07",932.9999,933.1799,0,932.9999,NA,NA,NA,932.9999,933.1799,0,932.9999
"1978-08",807,606.0839,200.9161,369.7476,NA,NA,NA,807,606.0839,200.9161,369.7476
"1978-09",330,322.8592,7.1408,314.9113,NA,NA,NA,330,322.8592,7.1408,314.9113
"1978-10",136,136,0,136,NA,NA,NA,136,136,0,136
"1978-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1978-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1979-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1979-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1979-03",1,1,0,1,NA,NA,NA,1,1,0,1
"1979-04",29,29,0,29,NA,NA,NA,29,29,0,29
"1979-05",431,431,0,431,NA,NA,NA,431,431,0,431
"1979-06",746,746.1599,0,746,NA,NA,NA,746,746.1599,0,746
"1979-07",843,843,0,843,NA,NA,NA,843,843,0,843
"1979-08",504,504,0,504,NA,NA,NA,504,504,0,504
"1979-09",561,561.06,0,561,NA,NA,NA,561,561.06,0,561
"1979-10",152,152,0,152,NA,NA,NA,152,152,0,152
"1979-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1979-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1980-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1980-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1980-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1980-04",29,29,0,29,NA,NA,NA,29,29,0,29
"1980-05",300,300,0,300,NA,NA,NA,300,300,0,300
"1980-06",828,828,0,828,NA,NA,NA,828,828,0,828
"1980-07",1035,1035.1,0,1035,NA,NA,NA,1035,1035.1,0,1035
"1980-08",600,600,0,600,NA,NA,NA,600,600,0,600
"1980-09",309,309.14,0,309,NA,NA,NA,309,309.14,0,309
"1980-10",69,69,0,69,NA,NA,NA,69,69,0,69
"1980-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1980-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1981-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1981-02",46,46,0,46,NA,NA,NA,46,46,0,46
"1981-03",176,176,0,176,NA,NA,NA,176,176,0,176
"1981-04",387,387,0,387,NA,NA,NA,387,387,0,387
"1981-05",520.0001,520.0001,0,520.0001,NA,NA,NA,520.0001,520.0001,0,520.0001
"1981-06",835,835.1,0,835,NA,NA,NA,835,835.1,0,835
"1981-07",407,407.22,0,407,NA,NA,NA,407,407.22,0,407
"1981-08",472,472.12,0,472,NA,NA,NA,472,472.12,0,472
"1981-09",383,383.18,0,383,NA,NA,NA,383,383.18,0,383
"1981-10",37,37,0,37,NA,NA,NA,37,37,0,37
"1981-11",81,81,0,81,NA,NA,NA,81,81,0,81
"1981-12",2,2,0,2,NA,NA,NA,2,2,0,2
"1982-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1982-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1982-03",1,1,0,1,NA,NA,NA,1,1,0,1
"1982-04",128,128,0,128,NA,NA,NA,128,128,0,128
"1982-05",535,535,0,535,NA,NA,NA,535,535,0,535
"1982-06",717.0001,717.0001,0,717.0001,NA,NA,NA,717.0001,717.0001,0,717.0001
"1982-07",683,683.1799,0,683,NA,NA,NA,683,683.1799,0,683
"1982-08",626,626,0,626,NA,NA,NA,626,626,0,626
"1982-09",222,222.12,0,222,NA,NA,NA,222,222.12,0,222
"1982-10",78,78,0,78,NA,NA,NA,78,78,0,78
"1982-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1982-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-03",1,1,0,1,NA,NA,NA,1,1,0,1
"1983-04",17,17,0,17,NA,NA,NA,17,17,0,17
"1983-05",437,437,0,437,NA,NA,NA,437,437,0,437
"1983-06",1032,1032,0,1032,NA,NA,NA,1032,1032,0,1032
"1983-07",662,662,0,662,NA,NA,NA,662,662,0,662
"1983-08",678,678,0,678,NA,NA,NA,678,678,0,678
"1983-09",374,374.04,0,374,NA,NA,NA,374,374.04,0,374
"1983-10",180,180,0,180,NA,NA,NA,180,180,0,180
"1983-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-03",3,3,0,3,NA,NA,NA,3,3,0,3
"1984-04",81,81,0,81,NA,NA,NA,81,81,0,81
"1984-05",860,860,0,860,NA,NA,NA,860,860,0,860
"1984-06",677,677,0,677,NA,NA,NA,677,677,0,677
"1984-07",880,880,0,880,NA,NA,NA,880,880,0,880
"1984-08",422,422.12,0,422,NA,NA,NA,422,422.12,0,422
"1984-09",372,372.12,0,372,NA,NA,NA,372,372.12,0,372
"1984-10",94,94,0,94,NA,NA,NA,94,94,0,94
"1984-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-03",3,3,0,3,NA,NA,NA,3,3,0,3
"1985-04",227,227,0,227,NA,NA,NA,227,227,0,227
"1985-05",643,643,0,643,NA,NA,NA,643,643,0,643
"1985-06",849.9999,849.9999,0,849.9999,NA,NA,NA,849.9999,849.9999,0,849.9999
"1985-07",765,765,0,765,NA,NA,NA,765,765,0,765
"1985-08",696.0001,696.16,0,696.0001,NA,NA,NA,696.0001,696.16,0,696.0001
"1985-09",161,161.06,0,161,NA,NA,NA,161,161.06,0,161
"1985-10",59,59.14,0,59,NA,NA,NA,59,59.14,0,59
"1985-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-03",46,46,0,46,NA,NA,NA,46,46,0,46
"1986-04",211,211,0,211,NA,NA,NA,211,211,0,211
"1986-05",614,614,0,614,NA,NA,NA,614,614,0,614
"1986-06",863,863,0,863,NA,NA,NA,863,863,0,863
"1986-07",441,441,0,441,NA,NA,NA,441,441,0,441
"1986-08",409,409.14,0,409,NA,NA,NA,409,409.14,0,409
"1986-09",117,117,0,117,NA,NA,NA,117,117,0,117
"1986-10",2,2,0,2,NA,NA,NA,2,2,0,2
"1986-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1987-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1987-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1987-03",3,3,0,3,NA,NA,NA,3,3,0,3
"1987-04",307,307,0,307,NA,NA,NA,307,307,0,307
"1987-05",678,678,0,678,NA,NA,NA,678,678,0,678
"1987-06",824,824.04,0,824,NA,NA,NA,824,824.04,0,824
"1987-07",780,780,0,780,NA,NA,NA,780,780,0,780
"1987-08",407,407.22,0,407,NA,NA,NA,407,407.22,0,407
"1987-09",422,422.12,0,422,NA,NA,NA,422,422.12,0,422
"1987-10",237,237,0,237,NA,NA,NA,237,237,0,237
"1987-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1987-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1988-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1988-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1988-03",3,3,0,3,NA,NA,NA,3,3,0,3
"1988-04",320,320,0,320,NA,NA,NA,320,320,0,320
"1988-05",656,656,0,656,NA,NA,NA,656,656,0,656
"1988-06",713,713,0,713,NA,NA,NA,713,713,0,713
"1988-07",989.0001,989.0001,0,989.0001,NA,NA,NA,989.0001,989.0001,0,989.0001
"1988-08",531,531.26,0,531,NA,NA,NA,531,531.26,0,531
"1988-09",380,380,0,380,NA,NA,NA,380,380,0,380
"1988-10",224,224.04,0,224,NA,NA,NA,224,224.04,0,224
"1988-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1988-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1989-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1989-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1989-03",3,3,0,3,NA,NA,NA,3,3,0,3
"1989-04",1140,1140,0,1140,NA,NA,NA,1140,1140,0,1140
"1989-05",860,860,0,860,NA,NA,NA,860,860,0,860
"1989-06",806,806,0,806,NA,NA,NA,806,806,0,806
"1989-07",723.9999,724.04,0,723.9999,NA,NA,NA,723.9999,724.04,0,723.9999
"1989-08",535,535.1,0,535,NA,NA,NA,535,535.1,0,535
"1989-09",500,500,0,500,NA,NA,NA,500,500,0,500
"1989-10",83,83.18,0,83,NA,NA,NA,83,83.18,0,83
"1989-11",20,20,0,20,NA,NA,NA,20,20,0,20
"1989-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1990-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1990-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1990-03",77,77,0,77,NA,NA,NA,77,77,0,77
"1990-04",234,234,0,234,NA,NA,NA,234,234,0,234
"1990-05",488,488,0,488,NA,NA,NA,488,488,0,488
"1990-06",820,820.2,0,820,NA,NA,NA,820,820.2,0,820
"1990-07",680,680,0,680,NA,NA,NA,680,680,0,680
"1990-08",520.0001,499.9007,20.0993,475.8711,NA,NA,NA,520.0001,499.9007,20.0993,475.8711
"1990-09",367,367,0,367,NA,NA,NA,367,367,0,367
"1990-10",152,152,0,152,NA,NA,NA,152,152,0,152
"1990-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1990-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-03",18,18,0,18,NA,NA,NA,18,18,0,18
"1991-04",223,223,0,223,NA,NA,NA,223,223,0,223
"1991-05",694,694,0,694,NA,NA,NA,694,694,0,694
"1991-06",637,637.02,0,637,NA,NA,NA,637,637.02,0,637
"1991-07",726,726,0,726,NA,NA,NA,726,726,0,726
"1991-08",822.0001,711.9251,110.0749,582.4459,NA,NA,NA,822.0001,711.9251,110.0749,582.4459
"1991-09",231,231.26,0,231,NA,NA,NA,231,231.26,0,231
"1991-10",165,165,0,165,NA,NA,NA,165,165,0,165
"1991-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1992-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1992-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1992-03",15,15,0,15,NA,NA,NA,15,15,0,15
"1992-04",720,720,0,720,NA,NA,NA,720,720,0,720
"1992-05",844,844,0,844,NA,NA,NA,844,844,0,844
"1992-06",656,656,0,656,NA,NA,NA,656,656,0,656
"1992-07",433,433,0,433,NA,NA,NA,433,433,0,433
"1992-08",544,544.2399,0,544,NA,NA,NA,544,544.2399,0,544
"1992-09",241,241,0,241,NA,NA,NA,241,241,0,241
"1992-10",143,143,0,143,NA,NA,NA,143,143,0,143
"1992-11",99,99,0,99,NA,NA,NA,99,99,0,99
"1992-12",36,36,0,36,NA,NA,NA,36,36,0,36
"1993-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1993-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1993-03",1,1,0,1,NA,NA,NA,1,1,0,1
"1993-04",287,287,0,287,NA,NA,NA,287,287,0,287
"1993-05",691,691,0,691,NA,NA,NA,691,691,0,691
"1993-06",724,724,0,724,NA,NA,NA,724,724,0,724
"1993-07",976,976,0,976,NA,NA,NA,976,976,0,976
"1993-08",309,309.14,0,309,NA,NA,NA,309,309.14,0,309
"1993-09",300,300,0,300,NA,NA,NA,300,300,0,300
"1993-10",130,130,0,130,NA,NA,NA,130,130,0,130
"1993-11",78,78,0,78,NA,NA,NA,78,78,0,78
"1993-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1994-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1994-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1994-03",19,19,0,19,NA,NA,NA,19,19,0,19
"1994-04",491,491,0,491,NA,NA,NA,491,491,0,491
"1994-05",653.9999,653.9999,0,653.9999,NA,NA,NA,653.9999,653.9999,0,653.9999
"1994-06",811,811.0599,0,811,NA,NA,NA,811,811.0599,0,811
"1994-07",869,869,0,869,NA,NA,NA,869,869,0,869
"1994-08",730,730,0,730,NA,NA,NA,730,730,0,730
"1994-09",257,257.22,0,257,NA,NA,NA,257,257.22,0,257
"1994-10",142,142,0,142,NA,NA,NA,142,142,0,142
"1994-11",1,1,0,1,NA,NA,NA,1,1,0,1
"1994-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1995-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1995-02",1,1,0,1,NA,NA,NA,1,1,0,1
"1995-03",26,26,0,26,NA,NA,NA,26,26,0,26
"1995-04",417,417,0,417,NA,NA,NA,417,417,0,417
"1995-05",789,789,0,789,NA,NA,NA,789,789,0,789
"1995-06",741,741,0,741,NA,NA,NA,741,741,0,741
"1995-07",801.9999,801.9999,0,801.9999,NA,NA,NA,801.9999,801.9999,0,801.9999
"1995-08",669,669,0,669,NA,NA,NA,669,669,0,669
"1995-09",478,478,0,478,NA,NA,NA,478,478,0,478
"1995-10",311,311,0,311,NA,NA,NA,311,311,0,311
"1995-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1995-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1996-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1996-02",3,3,0,3,NA,NA,NA,3,3,0,3
"1996-03",54,54,0,54,NA,NA,NA,54,54,0,54
"1996-04",440,440,0,440,NA,NA,NA,440,440,0,440
"1996-05",920,920,0,920,NA,NA,NA,920,920,0,920
"1996-06",674,674.04,0,674,NA,NA,NA,674,674.04,0,674
"1996-07",881,766.1394,114.8606,630.7379,NA,NA,NA,881,766.1394,114.8606,630.7379
"1996-08",761,594.3202,166.6798,398.5221,NA,NA,NA,761,594.3202,166.6798,398.5221
"1996-09",306,306,0,306,NA,NA,NA,306,306,0,306
"1996-10",99,99,0,99,NA,NA,NA,99,99,0,99
"1996-11",114,114,0,114,NA,NA,NA,114,114,0,114
"1996-12",11,11,0,11,NA,NA,NA,11,11,0,11
"1997-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-04",163,163,0,163,NA,NA,NA,163,163,0,163
"1997-05",889,889,0,889,NA,NA,NA,889,889,0,889
"1997-06",954.0001,954.0001,0,954.0001,NA,NA,NA,954.0001,954.0001,0,954.0001
"1997-07",681,681.2599,0,681,NA,NA,NA,681,681.2599,0,681
"1997-08",731,731.2599,0,731,NA,NA,NA,731,731.2599,0,731
"1997-09",181,181,0,181,NA,NA,NA,181,181,0,181
"1997-10",117,117,0,117,NA,NA,NA,117,117,0,117
"1997-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-04",263,263,0,263,NA,NA,NA,263,263,0,263
"1998-05",1081,1081,0,1081,NA,NA,NA,1081,1081,0,1081
"1998-06",676,676,0,676,NA,NA,NA,676,676,0,676
"1998-07",652,652,0,652,NA,NA,NA,652,652,0,652
"1998-08",861.0001,861.0599,0,861.0001,NA,NA,NA,861.0001,861.0599,0,861.0001
"1998-09",550,550,0,550,NA,NA,NA,550,550,0,550
"1998-10",101,101,0,101,NA,NA,NA,101,101,0,101
"1998-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1999-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1999-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1999-03",85,85,0,85,NA,NA,NA,85,85,0,85
"1999-04",336,336,0,336,NA,NA,NA,336,336,0,336
"1999-05",635,635,0,635,NA,NA,NA,635,635,0,635
"1999-06",798,798,0,798,NA,NA,NA,798,798,0,798
"1999-07",643,643,0,643,NA,NA,NA,643,643,0,643
"1999-08",139,139,0,139,NA,NA,NA,139,139,0,139
"1999-09",365,365,0,365,NA,NA,NA,365,365,0,365
"1999-10",307,307.22,0,307,NA,NA,NA,307,307.22,0,307
"1999-11",1,1,0,1,NA,NA,NA,1,1,0,1
"1999-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-03",1,1,0,1,NA,NA,NA,1,1,0,1
"2000-04",759.9999,759.9999,0,759.9999,NA,NA,NA,759.9999,759.9999,0,759.9999
"2000-05",923,923,0,923,NA,NA,NA,923,923,0,923
"2000-06",837,837.02,0,837,NA,NA,NA,837,837.02,0,837
"2000-07",944.0001,892.0972,51.9028,830.646,NA,NA,NA,944.0001,892.0972,51.9028,830.646
"2000-08",574.0001,487.9471,86.0528,386.8417,NA,NA,NA,574.0001,487.9471,86.0528,386.8417
"2000-09",556.0001,530.8703,25.1297,501.892,NA,NA,NA,556.0001,530.8703,25.1297,501.892
"2000-10",137,137,0,137,NA,NA,NA,137,137,0,137
"2000-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-03",13,13,0,13,NA,NA,NA,13,13,0,13
"2001-04",493,493,0,493,NA,NA,NA,493,493,0,493
"2001-05",996,996,0,996,NA,NA,NA,996,996,0,996
"2001-06",835,835.1,0,835,NA,NA,NA,835,835.1,0,835
"2001-07",880,880,0,880,NA,NA,NA,880,880,0,880
"2001-08",393,393,0,393,NA,NA,NA,393,393,0,393
"2001-09",548.0001,548.08,0,548.0001,NA,NA,NA,548.0001,548.08,0,548.0001
"2001-10",193,193,0,193,NA,NA,NA,193,193,0,193
"2001-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2002-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2002-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2002-03",3,3,0,3,NA,NA,NA,3,3,0,3
"2002-04",660,660,0,660,NA,NA,NA,660,660,0,660
"2002-05",820,689.2667,130.7332,689.2667,NA,NA,NA,820,689.2667,130.7332,689.2667
"2002-06",1037,774.4882,262.5118,466.2786,NA,NA,NA,1037,774.4882,262.5118,466.2786
"2002-07",1005.9999,260.0103,745.9897,199.8376,NA,NA,NA,1005.9999,260.0103,745.9897,199.8376
"2002-08",726,142.0494,583.9507,142.0494,NA,NA,NA,726,142.0494,583.9507,142.0494
"2002-09",298,298,0,298,NA,NA,NA,298,298,0,298
"2002-10",39,39,0,39,NA,NA,NA,39,39,0,39
"2002-11",31,31,0,31,NA,NA,NA,31,31,0,31
"2002-12",15,15,0,15,NA,NA,NA,15,15,0,15
"2003-01",18,18,0,18,NA,NA,NA,18,18,0,18
"2003-02",17,17,0,17,NA,NA,NA,17,17,0,17
"2003-03",73,73,0,73,NA,NA,NA,73,73,0,73
"2003-04",447,447,0,447,NA,NA,NA,447,447,0,447
"2003-05",909,909,0,909,NA,NA,NA,909,909,0,909
"2003-06",787,787.02,0,787,NA,NA,NA,787,787.02,0,787
"2003-07",1152,688.0056,463.9944,319.6433,NA,NA,NA,1152,688.0056,463.9944,319.6433
"2003-08",528,262.3277,265.6723,262.3277,NA,NA,NA,528,262.3277,265.6723,262.3277
"2003-09",200,200,0,200,NA,NA,NA,200,200,0,200
"2003-10",207,207,0,207,NA,NA,NA,207,207,0,207
"2003-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2003-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2004-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2004-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2004-03",148,148,0,148,NA,NA,NA,148,148,0,148
"2004-04",355,355,0,355,NA,NA,NA,355,355,0,355
"2004-05",586,586,0,586,NA,NA,NA,586,586,0,586
"2004-06",632.9999,633.18,0,632.9999,NA,NA,NA,632.9999,633.18,0,632.9999
"2004-07",722,650.7316,71.2684,566.8079,NA,NA,NA,722,650.7316,71.2684,566.8079
"2004-08",557,378.744,178.256,169.0087,NA,NA,NA,557,378.744,178.256,169.0087
"2004-09",61,61.06,0,61,NA,NA,NA,61,61.06,0,61
