"Date","73_AGG_IrrigDemand","73_AGG_IrrigSupply","73_AGG_IrrigShortage","73_AGG_IrrigSupDirectFlow","73_AGG_MunDemand","73_AGG_MunSupply","73_AGG_MunShortage","73_ADS025_IrrigDemand","73_ADS025_IrrigSupply","73_ADS025_IrrigShortage","73_ADS025_IrrigSupDirectFlow"
"1999-12",13,13,0,13,NA,NA,NA,13,13,0,13
"2000-01",20,20,0,20,NA,NA,NA,20,20,0,20
"2000-02",9,9,0,9,NA,NA,NA,9,9,0,9
"2000-03",39,39.0012,0,39,NA,NA,NA,39,39.0012,0,39
"2000-04",1341,1341.0251,0,1341,NA,NA,NA,1341,1341.0251,0,1341
"2000-05",3921,3921.0437,0,3921.0005,NA,NA,NA,3921,3921.0437,0,3921.0005
"2000-06",2269,2269.0635,0,2269,NA,NA,NA,2269,2269.0635,0,2269
"2000-07",2513,1276.6044,1236.3955,817,NA,NA,NA,2513,1276.6044,1236.3955,817
"2000-08",1648,388,1260,388,NA,NA,NA,1648,388,1260,388
"2000-09",1124,423,701.0001,423,NA,NA,NA,1124,423,701.0001,423
"2000-10",263,263.0083,0,263,NA,NA,NA,263,263.0083,0,263
"2000-11",12,12,0,12,NA,NA,NA,12,12,0,12
"2000-12",13,13,0,13,NA,NA,NA,13,13,0,13
"2001-01",15,15,0,15,NA,NA,NA,15,15,0,15
"2001-02",14,14,0,14,NA,NA,NA,14,14,0,14
"2001-03",57,57.194,0,57,NA,NA,NA,57,57.194,0,57
"2001-04",939.9999,940.0137,0,939.9999,NA,NA,NA,939.9999,940.0137,0,939.9999
"2001-05",3412,3412.0361,0,3412.0005,NA,NA,NA,3412,3412.0361,0,3412.0005
"2001-06",2215,2215.062,0,2215,NA,NA,NA,2215,2215.062,0,2215
"2001-07",1641,1553.7794,87.2206,1476,NA,NA,NA,1641,1553.7794,87.2206,1476
"2001-08",1476,1281.6409,194.3591,1108,NA,NA,NA,1476,1281.6409,194.3591,1108
"2001-09",1335,527.3438,807.6563,319,NA,NA,NA,1335,527.3438,807.6563,319
"2001-10",459,373.413,85.587,371,NA,NA,NA,459,373.413,85.587,371
"2001-11",54,54.0009,0,54,NA,NA,NA,54,54.0009,0,54
"2001-12",16,15.987,0.013,15.987,NA,NA,NA,16,15.987,0.013,15.987
"2002-01",9,9,0,9,NA,NA,NA,9,9,0,9
"2002-02",11,11,0,11,NA,NA,NA,11,11,0,11
"2002-03",61,61.0544,0,61,NA,NA,NA,61,61.0544,0,61
"2002-04",1219,1148.0227,70.9773,1148,NA,NA,NA,1219,1148.0227,70.9773,1148
"2002-05",3653.0002,1704.0405,1948.9596,1704,NA,NA,NA,3653.0002,1704.0405,1948.9596,1704
"2002-06",2344,1192.6276,1151.3724,733,NA,NA,NA,2344,1192.6276,1151.3724,733
"2002-07",2426,172,2254,172,NA,NA,NA,2426,172,2254,172
"2002-08",1670,155,1515,155,NA,NA,NA,1670,155,1515,155
"2002-09",687,630.6066,56.3934,621,NA,NA,NA,687,630.6066,56.3934,621
"2002-10",346,346.1507,0,346,NA,NA,NA,346,346.1507,0,346
"2002-11",39,39.0006,0,39,NA,NA,NA,39,39.0006,0,39
"2002-12",16,15.987,0.013,15.987,NA,NA,NA,16,15.987,0.013,15.987
"2003-01",9,9,0,9,NA,NA,NA,9,9,0,9
"2003-02",11,11,0,11,NA,NA,NA,11,11,0,11
"2003-03",85,85.0901,0,85,NA,NA,NA,85,85.0901,0,85
"2003-04",1178,1178.022,0,1178,NA,NA,NA,1178,1178.022,0,1178
"2003-05",2747.0002,2747.0308,0,2747.0005,NA,NA,NA,2747.0002,2747.0308,0,2747.0005
"2003-06",2154,2154.0603,0,2154,NA,NA,NA,2154,2154.0603,0,2154
"2003-07",2561.0002,1093.6077,1467.3925,634,NA,NA,NA,2561.0002,1093.6077,1467.3925,634
"2003-08",1978.0001,595.9999,1382,595.9999,NA,NA,NA,1978.0001,595.9999,1382,595.9999
"2003-09",1028,1028.0325,0,1028,NA,NA,NA,1028,1028.0325,0,1028
"2003-10",544,411.4404,132.5596,388,NA,NA,NA,544,411.4404,132.5596,388
"2003-11",43,43.0007,0,43,NA,NA,NA,43,43.0007,0,43
"2003-12",16,15.987,0.013,15.987,NA,NA,NA,16,15.987,0.013,15.987
"2004-01",9,9,0,9,NA,NA,NA,9,9,0,9
"2004-02",14,14,0,14,NA,NA,NA,14,14,0,14
"2004-03",337,337.0281,0,337,NA,NA,NA,337,337.0281,0,337
"2004-04",912,912.0103,0,912,NA,NA,NA,912,912.0103,0,912
"2004-05",3863.0002,3863.0432,0,3863.0005,NA,NA,NA,3863.0002,3863.0432,0,3863.0005
"2004-06",2213,2213.0623,0,2213,NA,NA,NA,2213,2213.0623,0,2213
"2004-07",2317,1556.6058,760.394,1097,NA,NA,NA,2317,1556.6058,760.394,1097
"2004-08",1741,377.0001,1364,377.0001,NA,NA,NA,1741,377.0001,1364,377.0001
"2004-09",725.9999,689.0449,36.9551,677,NA,NA,NA,725.9999,689.0449,36.9551,677
"2004-10",307,307.2019,0,307,NA,NA,NA,307,307.2019,0,307
"2004-11",12,12.0001,0,12,NA,NA,NA,12,12.0001,0,12
"2004-12",16,15.987,0.013,15.987,NA,NA,NA,16,15.987,0.013,15.987
"2005-01",15,15,0,15,NA,NA,NA,15,15,0,15
"2005-02",14,14,0,14,NA,NA,NA,14,14,0,14
"2005-03",19,19.0006,0,19,NA,NA,NA,19,19.0006,0,19
"2005-04",934,934.0175,0,934,NA,NA,NA,934,934.0175,0,934
"2005-05",4408,4408.0371,0,4408,NA,NA,NA,4408,4408.0371,0,4408
"2005-06",1989.9999,1990.0436,0,1989.9999,NA,NA,NA,1989.9999,1990.0436,0,1989.9999
"2005-07",2280,2280.0723,0,2280.0002,NA,NA,NA,2280,2280.0723,0,2280.0002
"2005-08",1583,1297.1252,285.8747,1011,NA,NA,NA,1583,1297.1252,285.8747,1011
"2005-09",875.9999,679.4707,196.5293,505.9999,NA,NA,NA,875.9999,679.4707,196.5293,505.9999
"2005-10",444,444.2237,0,444,NA,NA,NA,444,444.2237,0,444
"2005-11",39,39.0006,0,39,NA,NA,NA,39,39.0006,0,39
"2005-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2006-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2006-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2006-03",13,13.0004,0,13,NA,NA,NA,13,13.0004,0,13
"2006-04",1187,1187.0215,0,1187,NA,NA,NA,1187,1187.0215,0,1187
"2006-05",4295,3576.0476,718.952,3576.0002,NA,NA,NA,4295,3576.0476,718.952,3576.0002
"2006-06",2325,2293.0652,31.9347,2293,NA,NA,NA,2325,2293.0652,31.9347,2293
"2006-07",2377.9998,1619.6028,758.3972,1160,NA,NA,NA,2377.9998,1619.6028,758.3972,1160
"2006-08",1517,1367.1274,149.8726,1348,NA,NA,NA,1517,1367.1274,149.8726,1348
"2006-09",528,528.0167,0,528,NA,NA,NA,528,528.0167,0,528
"2006-10",57,57,0,57,NA,NA,NA,57,57,0,57
"2006-11",18,18,0,18,NA,NA,NA,18,18,0,18
"2006-12",16,15.987,0.013,15.987,NA,NA,NA,16,15.987,0.013,15.987
"2007-01",9,9,0,9,NA,NA,NA,9,9,0,9
"2007-02",11,11,0,11,NA,NA,NA,11,11,0,11
"2007-03",65,65.002,0,65,NA,NA,NA,65,65.002,0,65
"2007-04",1410,1410.0129,0,1410,NA,NA,NA,1410,1410.0129,0,1410
"2007-05",3353,3353.0371,0,3353.0002,NA,NA,NA,3353,3353.0371,0,3353.0002
"2007-06",2271,2271.0637,0,2271.0002,NA,NA,NA,2271,2271.0637,0,2271.0002
"2007-07",2183,1898.5363,284.4637,1644.0001,NA,NA,NA,2183,1898.5363,284.4637,1644.0001
"2007-08",1744,1474.1317,269.8683,1269,NA,NA,NA,1744,1474.1317,269.8683,1269
"2007-09",713,713.0225,0,713,NA,NA,NA,713,713.0225,0,713
"2007-10",361,361.0638,0,361,NA,NA,NA,361,361.0638,0,361
"2007-11",32,32.0005,0,32,NA,NA,NA,32,32.0005,0,32
"2007-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2008-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2008-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2008-03",0,0,0,0,NA,NA,NA,0,0,0,0
"2008-04",419,419.0078,0,419,NA,NA,NA,419,419.0078,0,419
"2008-05",2874,2874.0322,0,2874.0002,NA,NA,NA,2874,2874.0322,0,2874.0002
"2008-06",2748,2748.0564,0,2748.0002,NA,NA,NA,2748,2748.0564,0,2748.0002
"2008-07",2450,2450.0774,0,2450,NA,NA,NA,2450,2450.0774,0,2450
"2008-08",1702,1382.991,319.0089,1061,NA,NA,NA,1702,1382.991,319.0089,1061
"2008-09",1069.9999,546.5996,523.4004,409,NA,NA,NA,1069.9999,546.5996,523.4004,409
"2008-10",415,415.0131,0,415,NA,NA,NA,415,415.0131,0,415
"2008-11",29,29.0005,0,29,NA,NA,NA,29,29.0005,0,29
"2008-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2009-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2009-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2009-03",50,50.0016,0,50,NA,NA,NA,50,50.0016,0,50
"2009-04",803,803.015,0,803,NA,NA,NA,803,803.015,0,803
"2009-05",3711,3711.0413,0,3711.0002,NA,NA,NA,3711,3711.0413,0,3711.0002
"2009-06",1630,1630.0443,0,1630,NA,NA,NA,1630,1630.0443,0,1630
"2009-07",2296.0002,1901.6575,394.3426,1513.0001,NA,NA,NA,2296.0002,1901.6575,394.3426,1513.0001
"2009-08",1756,455.9662,1300.0338,385,NA,NA,NA,1756,455.9662,1300.0338,385
"2009-09",1001.9999,371,630.9999,371,NA,NA,NA,1001.9999,371,630.9999,371
"2009-10",189,189.0059,0,189,NA,NA,NA,189,189.0059,0,189
"2009-11",12,12,0,12,NA,NA,NA,12,12,0,12
"2009-12",16,15.987,0.013,15.987,NA,NA,NA,16,15.987,0.013,15.987
"2010-01",9,9,0,9,NA,NA,NA,9,9,0,9
"2010-02",14,14,0,14,NA,NA,NA,14,14,0,14
"2010-03",12,12.0004,0,12,NA,NA,NA,12,12.0004,0,12
"2010-04",631,631.0118,0,631,NA,NA,NA,631,631.0118,0,631
"2010-05",3195.0002,3195.0349,0,3195.0005,NA,NA,NA,3195.0002,3195.0349,0,3195.0005
"2010-06",1972.9999,1973.0551,0,1972.9999,NA,NA,NA,1972.9999,1973.0551,0,1972.9999
"2010-07",2293,1547.6128,745.3873,1088,NA,NA,NA,2293,1547.6128,745.3873,1088
"2010-08",1419,1419.0447,0,1419,NA,NA,NA,1419,1419.0447,0,1419
"2010-09",1139,449.4502,689.5498,417,NA,NA,NA,1139,449.4502,689.5498,417
"2010-10",269,269.0084,0,269,NA,NA,NA,269,269.0084,0,269
"2010-11",18,18.0003,0,18,NA,NA,NA,18,18.0003,0,18
"2010-12",19,19,0,19,NA,NA,NA,19,19,0,19
"2011-01",15,15,0,15,NA,NA,NA,15,15,0,15
"2011-02",14,14,0,14,NA,NA,NA,14,14,0,14
"2011-03",41,41.0013,0,41,NA,NA,NA,41,41.0013,0,41
"2011-04",575,575.0107,0,575,NA,NA,NA,575,575.0107,0,575
"2011-05",2568.0002,2568.0288,0,2568.0002,NA,NA,NA,2568.0002,2568.0288,0,2568.0002
"2011-06",3379,3379.0566,0,3379.0002,NA,NA,NA,3379,3379.0566,0,3379.0002
"2011-07",2139,2139.0676,0,2139.0002,NA,NA,NA,2139,2139.0676,0,2139.0002
"2011-08",1867,1047.6006,819.3994,588,NA,NA,NA,1867,1047.6006,819.3994,588
"2011-09",1085,646,439.0001,646,NA,NA,NA,1085,646,439.0001,646
"2011-10",300,300.0095,0,300,NA,NA,NA,300,300.0095,0,300
"2011-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2011-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2012-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2012-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2012-03",139,139.0044,0,139,NA,NA,NA,139,139.0044,0,139
"2012-04",1291,1291.0242,0,1291,NA,NA,NA,1291,1291.0242,0,1291
"2012-05",4200,2246.0471,1953.9532,2246.0002,NA,NA,NA,4200,2246.0471,1953.9532,2246.0002
"2012-06",2573,1736.6213,836.3786,1277,NA,NA,NA,2573,1736.6213,836.3786,1277
"2012-07",2133.0002,564,1569.0001,564,NA,NA,NA,2133.0002,564,1569.0001,564
"2012-08",1969,555.0001,1414,555.0001,NA,NA,NA,1969,555.0001,1414,555.0001
"2012-09",950,301,649,301,NA,NA,NA,950,301,649,301
"2012-10",378,281,97,281,NA,NA,NA,378,281,97,281
"2012-11",21,21.0004,0,21,NA,NA,NA,21,21.0004,0,21
"2012-12",0,0,0,0,NA,NA,NA,0,0,0,0
