"Date","32_AGG_IrrigDemand","32_AGG_IrrigSupply","32_AGG_IrrigShortage","32_AGG_IrrigSupDirectFlow","32_AGG_MunDemand","32_AGG_MunSupply","32_AGG_MunShortage","32_ADS015_IrrigDemand","32_ADS016_IrrigDemand","32_ADS015_IrrigSupply","32_ADS016_IrrigSupply","32_ADS015_IrrigShortage","32_ADS016_IrrigShortage","32_ADS015_IrrigSupDirectFlow","32_ADS016_IrrigSupDirectFlow","3202001_MunDemand","3202001_MunSupply","3202001_MunShortage","3200680_MunDemand","3200680_MunSupply","3200680_MunShortage"
"1995-06",3217,3216.9999,1e-04,3216.9999,599,599,0,1841,1376,1840.9999,1376,1e-04,0,1840.9999,1376,142,142,0,457,457,0
"1995-07",3623,3622.9998,2e-04,3622.9998,617,617,0,2194,1429,2193.9998,1429,2e-04,0,2193.9998,1429,145,145,0,472,472,0
"1995-08",2992.9999,2992.9998,1e-04,2992.9998,549,549,0,1470.9999,1522,1470.9998,1522,1e-04,0,1470.9998,1522,135,135,0,414,414,0
"1995-09",1921.0001,1921.0001,0,1921.0001,420,420,0,911,1010.0001,911,1010.0001,0,0,911,1010.0001,111,111,0,309,309,0
"1995-10",1122,1122,0,1122,322,322,0,472,650,472,650,0,0,472,650,91,91,0,231,231,0
"1995-11",113,113,0,113,227,227,0,83,30,83,30,0,0,83,30,82,82,0,145,145,0
"1995-12",81,81,0,81,230,230,0,50,31,50,31,0,0,50,31,84,84,0,146,146,0
"1996-01",31,31,0,31,231,231,0,0,31,0,31,0,0,0,31,83,83,0,148,148,0
"1996-02",29,29,0,29,214,214,0,0,29,0,29,0,0,0,29,73,73,0,141,141,0
"1996-03",31,31,0,31,241,241,0,0,31,0,31,0,0,0,31,82,82,0,159,159,0
"1996-04",607,607.2296,0,607,285,285,0,313,294,313,294.2296,0,0,313,294,86,86,0,199,199,0
"1996-05",2262,2261.9999,1e-04,2261.9999,441,441,0,976,1286,975.9999,1286,1e-04,0,975.9999,1286,117,117,0,324,324,0
"1996-06",2727,2727,0,2727,599,599,0,1394,1333,1394,1333,0,0,1394,1333,142,142,0,457,457,0
"1996-07",3008.9999,3008.9999,0,3008.9999,617,617,0,1528.9999,1480,1528.9999,1480,0,0,1528.9999,1480,145,145,0,472,472,0
"1996-08",3319.0001,3319,1e-04,3319,549,549,0,1659.0001,1660,1659,1660,1e-04,0,1659,1660,135,135,0,414,414,0
"1996-09",2765,2764.9999,1e-04,2764.9999,420,420,0,1400,1365,1399.9999,1365,1e-04,0,1399.9999,1365,111,111,0,309,309,0
"1996-10",661,661,0,661,322,322,0,264,397,264,397,0,0,264,397,91,91,0,231,231,0
"1996-11",0,0,0,0,227,227,0,0,0,0,0,0,0,0,0,82,82,0,145,145,0
"1996-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"1997-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"1997-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"1997-03",10,10,0,10,241,241,0,0,10,0,10,0,0,0,10,82,82,0,159,159,0
"1997-04",237,237.04,0,237,285,285,0,124,113,124.04,113,0,0,124,113,86,86,0,199,199,0
"1997-05",1500.9999,1500.9999,0,1500.9999,441,441,0,772.9999,727.9999,772.9999,727.9999,0,0,772.9999,727.9999,117,117,0,324,324,0
"1997-06",2859,2858.9999,1e-04,2858.9999,599,599,0,1410,1449,1409.9999,1449,1e-04,0,1409.9999,1449,142,142,0,457,457,0
"1997-07",3979,3979,0,3979,617,617,0,1784,2195,1784,2195,0,0,1784,2195,145,145,0,472,472,0
"1997-08",3750,3750,0,3750,549,549,0,1718,2032,1718,2032,0,0,1718,2032,135,135,0,414,414,0
"1997-09",3185.0001,3185,1e-04,3185,420,420,0,1473.0001,1712,1473,1712,1e-04,0,1473,1712,111,111,0,309,309,0
"1997-10",1350.0001,1350.0001,0,1350.0001,322,322,0,416,934.0001,416,934.0001,0,0,416,934.0001,91,91,0,231,231,0
"1997-11",0,0,0,0,227,227,0,0,0,0,0,0,0,0,0,82,82,0,145,145,0
"1997-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"1998-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"1998-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"1998-03",0,0,0,0,241,241,0,0,0,0,0,0,0,0,0,82,82,0,159,159,0
"1998-04",311,311.0765,0,311,285,285,0,163,148,163,148.0765,0,0,163,148,86,86,0,199,199,0
"1998-05",1503.0001,1503.0001,0,1503.0001,441,441,0,720,783.0001,720,783.0001,0,0,720,783.0001,117,117,0,324,324,0
"1998-06",3653,3653,0,3653,599,599,0,1632.9999,2020.0001,1632.9999,2020.0001,0,0,1632.9999,2020.0001,142,142,0,457,457,0
"1998-07",3891,3890.9999,1e-04,3890.9999,617,617,0,1805,2086,1804.9999,2086,1e-04,0,1804.9999,2086,145,145,0,472,472,0
"1998-08",3591.9999,3591.9998,1e-04,3591.9998,549,549,0,1819,1772.9999,1818.9999,1772.9999,1e-04,0,1818.9999,1772.9999,135,135,0,414,414,0
"1998-09",2922.0001,2922.0001,0,2922.0001,420,420,0,1450.0001,1472,1450.0001,1472,0,0,1450.0001,1472,111,111,0,309,309,0
"1998-10",802,802,0,802,322,322,0,400,402,400,402,0,0,400,402,91,91,0,231,231,0
"1998-11",96,96,0,96,227,227,0,38,58,38,58,0,0,38,58,82,82,0,145,145,0
"1998-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"1999-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"1999-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"1999-03",0,0,0,0,241,241,0,0,0,0,0,0,0,0,0,82,82,0,159,159,0
"1999-04",232,232,0,232,285,285,0,149,83,149,83,0,0,149,83,86,86,0,199,199,0
"1999-05",976.0001,976.0001,0,976.0001,441,441,0,476,500.0001,476,500.0001,0,0,476,500.0001,117,117,0,324,324,0
"1999-06",2634,2633.9999,1e-04,2633.9999,599,599,0,1327,1307,1326.9999,1307,1e-04,0,1326.9999,1307,142,142,0,457,457,0
"1999-07",3291.0001,3291.0001,0,3291.0001,617,617,0,1664.0001,1627,1664.0001,1627,0,0,1664.0001,1627,145,145,0,472,472,0
"1999-08",3014.0001,3014,1e-04,3014,549,549,0,1540.0001,1474,1540,1474,1e-04,0,1540,1474,135,135,0,414,414,0
"1999-09",2088,2087.9999,1e-04,2087.9999,420,420,0,981,1107,980.9999,1107,1e-04,0,980.9999,1107,111,111,0,309,309,0
"1999-10",1483,1483,0,1483,322,322,0,618,865,618,865,0,0,618,865,91,91,0,231,231,0
"1999-11",402,402,0,402,227,227,0,152,250,152,250,0,0,152,250,82,82,0,145,145,0
"1999-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"2000-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"2000-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"2000-03",59,59,0,59,241,241,0,15,44,15,44,0,0,15,44,82,82,0,159,159,0
"2000-04",859,859.1347,0,859,285,285,0,437,422,437.02,422.1147,0,0,437,422,86,86,0,199,199,0
"2000-05",1996,1995.9999,1e-04,1995.9999,441,441,0,948,1048,947.9999,1048,1e-04,0,947.9999,1048,117,117,0,324,324,0
"2000-06",3268,3267.9999,1e-04,3267.9999,599,599,0,1607,1661,1606.9999,1661,1e-04,0,1606.9999,1661,142,142,0,457,457,0
"2000-07",3733,3733,0,3733,617,617,0,1781,1952,1781,1952,0,0,1781,1952,145,145,0,472,472,0
"2000-08",3435,3435,1e-04,3435,549,549,0,1637,1798,1636.9999,1798.0001,1e-04,0,1636.9999,1798.0001,135,135,0,414,414,0
"2000-09",2892,2892,0,2892,420,420,0,1163,1729,1163,1729,0,0,1163,1729,111,111,0,309,309,0
"2000-10",1716,1716,0,1716,322,322,0,536,1180,536,1180,0,0,536,1180,91,91,0,231,231,0
"2000-11",99,99,0,99,227,227,0,14,85,14,85,0,0,14,85,82,82,0,145,145,0
"2000-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"2001-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"2001-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"2001-03",99,99.04,0,99,241,241,0,24,75,24.04,75,0,0,24,75,82,82,0,159,159,0
"2001-04",669,669,0,669,285,285,0,343,326,343,326,0,0,343,326,86,86,0,199,199,0
"2001-05",1745.0001,1515.6991,229.3009,1318.5198,441,441,0,828.0001,917,598.6992,916.9999,229.3009,1e-04,401.5199,916.9999,117,117,0,324,324,0
"2001-06",3327.0001,3327,1e-04,3327,599,599,0,1637.0001,1690,1637.0001,1689.9999,0,1e-04,1637.0001,1689.9999,142,142,0,457,457,0
"2001-07",3551,3551,1e-04,3551,617,617,0,1819,1732,1818.9999,1732.0001,1e-04,0,1818.9999,1732.0001,145,145,0,472,472,0
"2001-08",3487,3487,1e-04,3487,549,549,0,1683,1804,1682.9999,1804.0001,1e-04,0,1682.9999,1804.0001,135,135,0,414,414,0
"2001-09",2858,2858,0,2858,420,420,0,1297,1561,1297,1561,0,0,1297,1561,111,111,0,309,309,0
"2001-10",1532,1532,0,1532,322,322,0,566,966,566,966,0,0,566,966,91,91,0,231,231,0
"2001-11",228,228,0,228,227,227,0,86,142,86,142,0,0,86,142,82,82,0,145,145,0
"2001-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"2002-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"2002-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"2002-03",67,67,0,67,241,241,0,17,50,17,50,0,0,17,50,82,82,0,159,159,0
"2002-04",1061,779.8163,281.1837,454.4281,285,285,0,539,522,369.8322,409.9841,169.1678,112.0159,171.3744,283.0537,86,86,0,199,199,0
"2002-05",1914,1419.9635,494.0365,1101.3658,441,441,0,910,1004,639.6991,780.2644,270.3009,223.7356,401.5199,699.8459,117,117,0,324,324,0
"2002-06",3566,1688.8071,1877.193,1517.9375,599,599,0,1754,1812,432.0998,1256.7073,1321.9003,555.2927,388.5677,1129.3699,142,142,0,457,457,0
"2002-07",3747.0001,736.5684,3010.4318,586.6852,617,617,0,1917,1830.0001,0,736.5684,1917,1093.4318,0,586.6852,145,145,0,472,472,0
"2002-08",3171,208.5703,2962.4296,208.5703,549,549,0,1579,1592,0.1076,208.4627,1578.8923,1383.5372,0.1076,208.4627,135,135,0,414,414,0
"2002-09",1406,758.2136,647.7864,756.179,420,345.5419,74.4581,654,752,388.5677,369.6459,265.4323,382.3541,388.5677,367.6114,111,36.5419,74.4581,309,309,0
"2002-10",526,526,0,526,322,231,91,218,308,218,308,0,0,218,308,91,0,91,231,231,0
"2002-11",6,6,0,6,227,145,82,0,6,0,6,0,0,0,6,82,0,82,145,145,0
"2002-12",6,6,0,6,230,146,84,0,6,0,6,0,0,0,6,84,0,84,146,146,0
"2003-01",6,6,0,6,231,148,83,0,6,0,6,0,0,0,6,83,0,83,148,148,0
"2003-02",0,0,0,0,214,141,73,0,0,0,0,0,0,0,0,73,0,73,141,141,0
"2003-03",17,17,0,17,241,159,82,0,17,0,17,0,0,0,17,82,0,82,159,159,0
"2003-04",619,563.6184,55.3816,501.7215,285,285,0,319,300,319,244.6184,0,55.3816,319,182.7215,86,86,0,199,199,0
"2003-05",1739,1175.6915,563.3085,1107.5897,441,441,0,830,909,434.4999,741.1915,395.5001,167.8085,401.5199,706.0698,117,117,0,324,324,0
"2003-06",2941,1074.0501,1866.9498,1059.2193,599,599,0,1445.9999,1495.0001,388.5677,685.4825,1057.4323,809.5176,388.5677,670.6516,142,142,0,457,457,0
"2003-07",3813,1301.1389,2511.8612,1301.1389,617,617,0,1938,1875,401.5199,899.619,1536.4801,975.3811,401.5199,899.619,145,145,0,472,472,0
"2003-08",3426,3023.8943,402.1056,3023.8943,549,549,0,1595,1831,1192.8944,1830.9999,402.1055,1e-04,1192.8944,1830.9999,135,135,0,414,414,0
"2003-09",2600,2600.0001,0,2600.0001,420,420,0,1050,1550,1050,1550.0001,0,0,1050,1550.0001,111,111,0,309,309,0
"2003-10",1825,1825,0,1825,322,322,0,745,1080,745,1080,0,0,745,1080,91,91,0,231,231,0
"2003-11",91,91,0,91,227,227,0,33,58,33,58,0,0,33,58,82,82,0,145,145,0
"2003-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"2004-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"2004-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"2004-03",488,488,0,488,241,241,0,119,369,119,369,0,0,119,369,82,82,0,159,159,0
"2004-04",491,491,0,491,285,285,0,250,241,250,241,0,0,250,241,86,86,0,199,199,0
"2004-05",1708,1489.6991,218.3009,1303.5198,441,441,0,806,902,587.6992,901.9999,218.3008,1e-04,401.5199,901.9999,117,117,0,324,324,0
"2004-06",3098,3098.0001,0,3098.0001,599,599,0,1429,1669,1429,1669.0001,0,0,1429,1669.0001,142,142,0,457,457,0
"2004-07",3278.0001,3277.9999,2e-04,3277.9999,617,617,0,1540.0001,1738,1540,1737.9999,1e-04,1e-04,1540,1737.9999,145,145,0,472,472,0
"2004-08",3353,3352.9999,1e-04,3352.9999,549,549,0,1437,1916,1436.9999,1916,1e-04,0,1436.9999,1916,135,135,0,414,414,0
"2004-09",2927,2926.9999,1e-04,2926.9999,420,420,0,1147,1780,1146.9999,1780,1e-04,0,1146.9999,1780,111,111,0,309,309,0
"2004-10",2406,2406.0001,0,2406.0001,322,322,0,722,1684,722,1684.0001,0,0,722,1684.0001,91,91,0,231,231,0
"2004-11",24,24,0,24,227,227,0,0,24,0,24,0,0,0,24,82,82,0,145,145,0
"2004-12",25,25,0,25,230,230,0,0,25,0,25,0,0,0,25,84,84,0,146,146,0
"2005-01",25,25,0,25,231,231,0,0,25,0,25,0,0,0,25,83,83,0,148,148,0
"2005-02",22,22,0,22,214,214,0,0,22,0,22,0,0,0,22,73,73,0,141,141,0
"2005-03",72,72,0,72,241,241,0,0,72,0,72,0,0,0,72,82,82,0,159,159,0
"2005-04",469,469,0,469,285,285,0,243,226,243,226,0,0,243,226,86,86,0,199,199,0
"2005-05",1537.9999,1537.9999,0,1537.9999,441,441,0,733.9999,804,733.9999,804,0,0,733.9999,804,117,117,0,324,324,0
"2005-06",2940,2940,1e-04,2940,599,599,0,1276,1664,1275.9999,1664.0001,1e-04,0,1275.9999,1664.0001,142,142,0,457,457,0
"2005-07",3805,3805.0001,0,3805.0001,617,617,0,1814,1991,1814.0001,1991,0,0,1814.0001,1991,145,145,0,472,472,0
"2005-08",3198.0001,3198.0001,0,3198.0001,549,549,0,1565,1633.0001,1565,1633.0001,0,0,1565,1633.0001,135,135,0,414,414,0
"2005-09",2489,2489,0,2489,420,420,0,1019,1470,1019,1470,0,0,1019,1470,111,111,0,309,309,0
"2005-10",1151.9999,1151.9999,0,1151.9999,322,322,0,562.9999,589,562.9999,589,0,0,562.9999,589,91,91,0,231,231,0
"2005-11",219,219,0,219,227,227,0,86,133,86,133,0,0,86,133,82,82,0,145,145,0
"2005-12",2,2,0,2,230,230,0,0,2,0,2,0,0,0,2,84,84,0,146,146,0
"2006-01",2,2,0,2,231,231,0,0,2,0,2,0,0,0,2,83,83,0,148,148,0
"2006-02",2,2,0,2,214,214,0,0,2,0,2,0,0,0,2,73,73,0,141,141,0
"2006-03",2,2,0,2,241,241,0,0,2,0,2,0,0,0,2,82,82,0,159,159,0
"2006-04",721,721,0,721,285,285,0,369,352,369,352,0,0,369,352,86,86,0,199,199,0
"2006-05",1837,1584.6992,252.3009,1364.5199,441,441,0,874,963,621.6992,962.9999,252.3008,1e-04,401.5199,962.9999,117,117,0,324,324,0
"2006-06",3338.9999,3338.9998,1e-04,3338.9998,599,599,0,1587.9999,1751,1587.9998,1751,1e-04,0,1587.9998,1751,142,142,0,457,457,0
"2006-07",3346,3345.9999,1e-04,3345.9999,617,617,0,1600,1746,1599.9999,1746,1e-04,0,1599.9999,1746,145,145,0,472,472,0
"2006-08",3063,3063,0,3063,549,549,0,1502,1561,1502,1561,0,0,1502,1561,135,135,0,414,414,0
"2006-09",2798,2798,0,2798,420,420,0,1305,1493,1305,1493,0,0,1305,1493,111,111,0,309,309,0
"2006-10",1818.9999,1818.9999,0,1818.9999,322,322,0,772.9999,1046,772.9999,1046,0,0,772.9999,1046,91,91,0,231,231,0
"2006-11",4,4,0,4,227,227,0,0,4,0,4,0,0,0,4,82,82,0,145,145,0
"2006-12",4,4,0,4,230,230,0,0,4,0,4,0,0,0,4,84,84,0,146,146,0
"2007-01",4,4,0,4,231,231,0,0,4,0,4,0,0,0,4,83,83,0,148,148,0
"2007-02",3,3,0,3,214,214,0,0,3,0,3,0,0,0,3,73,73,0,141,141,0
"2007-03",67,67,0,67,241,241,0,17,50,17,50,0,0,17,50,82,82,0,159,159,0
"2007-04",670,670.24,0,670,285,285,0,344,326,344.24,326,0,0,344,326,86,86,0,199,199,0
"2007-05",1243.9999,1243.9999,0,1243.9999,441,441,0,590,653.9999,590,653.9999,0,0,590,653.9999,117,117,0,324,324,0
"2007-06",3176.0001,3175.9999,2e-04,3175.9999,599,599,0,1561,1615.0001,1560.9999,1615,1e-04,1e-04,1560.9999,1615,142,142,0,457,457,0
"2007-07",3361.0001,3361.0001,0,3361.0001,617,617,0,1505.0001,1856,1505.0001,1856,0,0,1505.0001,1856,145,145,0,472,472,0
"2007-08",3261,3260.9999,1e-04,3260.9999,549,549,0,1574,1687,1573.9999,1687,1e-04,0,1573.9999,1687,135,135,0,414,414,0
"2007-09",2398,2397.9999,1e-04,2397.9999,420,420,0,885,1513,884.9999,1513,1e-04,0,884.9999,1513,111,111,0,309,309,0
"2007-10",1028,1028,0,1028,322,322,0,428,600,428,600,0,0,428,600,91,91,0,231,231,0
"2007-11",232,232,0,232,227,227,0,90,142,90,142,0,0,90,142,82,82,0,145,145,0
"2007-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"2008-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"2008-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"2008-03",58,58,0,58,241,241,0,0,58,0,58,0,0,0,58,82,82,0,159,159,0
"2008-04",261,261.0583,0,261,285,285,0,137,124,137.02,124.0382,0,0,137,124,86,86,0,199,199,0
"2008-05",1306.9999,1306.9999,0,1306.9999,441,441,0,637,669.9999,637,669.9999,0,0,637,669.9999,117,117,0,324,324,0
"2008-06",2870.0001,2870,1e-04,2870,599,599,0,1383.0001,1487,1383,1487,1e-04,0,1383,1487,142,142,0,457,457,0
"2008-07",3193.9999,3193.9998,1e-04,3193.9998,617,617,0,1610,1583.9999,1609.9999,1583.9999,1e-04,0,1609.9999,1583.9999,145,145,0,472,472,0
"2008-08",3304,3304,1e-04,3304,549,549,0,1626,1678,1625.9999,1678.0001,1e-04,0,1625.9999,1678.0001,135,135,0,414,414,0
"2008-09",2421,2420.9999,1e-04,2420.9999,420,420,0,1037,1384,1036.9999,1384,1e-04,0,1036.9999,1384,111,111,0,309,309,0
"2008-10",1228,1228,0,1228,322,322,0,423,805,423,805,0,0,423,805,91,91,0,231,231,0
"2008-11",110,110,0,110,227,227,0,43,67,43,67,0,0,43,67,82,82,0,145,145,0
"2008-12",5,5,0,5,230,230,0,0,5,0,5,0,0,0,5,84,84,0,146,146,0
"2009-01",2,2,0,2,231,231,0,0,2,0,2,0,0,0,2,83,83,0,148,148,0
"2009-02",2,2,0,2,214,214,0,0,2,0,2,0,0,0,2,73,73,0,141,141,0
"2009-03",3,3,0,3,241,241,0,0,3,0,3,0,0,0,3,82,82,0,159,159,0
"2009-04",379,379.3322,0,379,285,285,0,196,183,196.16,183.1722,0,0,196,183,86,86,0,199,199,0
"2009-05",1641.0001,1641.0001,0,1641.0001,441,441,0,784,857.0001,784.0001,857.0001,0,0,784.0001,857.0001,117,117,0,324,324,0
"2009-06",2596,2595.9999,1e-04,2595.9999,599,599,0,1276,1320,1275.9999,1320,1e-04,0,1275.9999,1320,142,142,0,457,457,0
"2009-07",3438,3437.9999,1e-04,3437.9999,617,617,0,1743,1695,1742.9999,1695,1e-04,0,1742.9999,1695,145,145,0,472,472,0
"2009-08",3109,3108.9999,1e-04,3108.9999,549,549,0,1537,1572,1536.9999,1572,1e-04,0,1536.9999,1572,135,135,0,414,414,0
"2009-09",2257,2257,0,2257,420,420,0,1040,1217,1040,1217,0,0,1040,1217,111,111,0,309,309,0
"2009-10",1420,1420,0,1420,322,322,0,571,849,571,849,0,0,571,849,91,91,0,231,231,0
"2009-11",44,44,0,44,227,227,0,3,41,3,41,0,0,3,41,82,82,0,145,145,0
"2009-12",0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,84,84,0,146,146,0
"2010-01",0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,83,83,0,148,148,0
"2010-02",0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,73,73,0,141,141,0
"2010-03",17,17,0,17,241,241,0,0,17,0,17,0,0,0,17,82,82,0,159,159,0
"2010-04",458,458,0,458,285,285,0,239,219,239,219,0,0,239,219,86,86,0,199,199,0
"2010-05",1385.9999,1239.6992,146.3009,1125.5198,441,441,0,662,723.9999,515.6992,723.9999,146.3009,0,401.5199,723.9999,117,117,0,324,324,0
"2010-06",2959,2958.9999,1e-04,2958.9999,599,599,0,1454,1505,1453.9999,1505,1e-04,0,1453.9999,1505,142,142,0,457,457,0
"2010-07",2825.9999,2825.9999,0,2825.9999,617,617,0,1432.9999,1393,1432.9999,1393,0,0,1432.9999,1393,145,145,0,472,472,0
"2010-08",2610.9999,2610.9999,0,2610.9999,549,549,0,1296.9999,1314,1296.9999,1314,0,0,1296.9999,1314,135,135,0,414,414,0
"2010-09",2123,2123,0,2123,420,420,0,989,1134,989,1134,0,0,989,1134,111,111,0,309,309,0
"2010-10",1126,1126,0,1126,322,322,0,572,554,572,554,0,0,572,554,91,91,0,231,231,0
"2010-11",24,24,0,24,227,227,0,0,24,0,24,0,0,0,24,82,82,0,145,145,0
"2010-12",21,21,0,21,230,230,0,0,21,0,21,0,0,0,21,84,84,0,146,146,0
"2011-01",20,20,0,20,231,231,0,0,20,0,20,0,0,0,20,83,83,0,148,148,0
"2011-02",18,18,0,18,214,214,0,0,18,0,18,0,0,0,18,73,73,0,141,141,0
"2011-03",19,19,0,19,241,241,0,0,19,0,19,0,0,0,19,82,82,0,159,159,0
"2011-04",444,444.2374,0,444,285,285,0,233,211,233.18,211.0574,0,0,233,211,86,86,0,199,199,0
"2011-05",1069,999.6992,69.3008,962.5199,441,441,0,508,561,438.6992,561,69.3008,0,401.5199,561,117,117,0,324,324,0
"2011-06",3034,3033.9999,1e-04,3033.9999,599,599,0,1490,1544,1489.9999,1544,1e-04,0,1489.9999,1544,142,142,0,457,457,0
"2011-07",3446,3446,0,3446,617,617,0,1754.9999,1691.0001,1754.9999,1691.0001,0,0,1754.9999,1691.0001,145,145,0,472,472,0
"2011-08",3385,3385,0,3385,549,549,0,1682,1703,1682,1703,0,0,1682,1703,135,135,0,414,414,0
"2011-09",2335.0001,2335,1e-04,2335,420,420,0,1194,1141.0001,1193.9999,1141.0001,1e-04,0,1193.9999,1141.0001,111,111,0,309,309,0
"2011-10",1147.9999,1147.9999,0,1147.9999,322,322,0,585,562.9999,585,562.9999,0,0,585,562.9999,91,91,0,231,231,0
"2011-11",59,59,0,59,227,227,0,12,47,12,47,0,0,12,47,82,82,0,145,145,0
"2011-12",27,27,0,27,230,230,0,0,27,0,27,0,0,0,27,84,84,0,146,146,0
"2012-01",14,14,0,14,231,231,0,0,14,0,14,0,0,0,14,83,83,0,148,148,0
"2012-02",12,12,0,12,214,214,0,0,12,0,12,0,0,0,12,73,73,0,141,141,0
"2012-03",291,291.12,0,291,241,241,0,72,219,72.12,219,0,0,72,219,82,82,0,159,159,0
"2012-04",883,765.6954,117.3046,631.7461,285,285,0,446,437,419.7411,345.9543,26.2589,91.0456,388.5676,243.1785,86,86,0,199,199,0
"2012-05",1858,1602.6991,255.3008,1379.5199,441,441,0,880,978,624.6991,978,255.3008,0,401.5199,978,117,117,0,324,324,0
"2012-06",3523.9999,2234.7845,1289.2154,2009.0881,599,599,0,1734,1789.9999,644.0166,1590.7679,1089.9834,199.232,418.3201,1590.7679,142,142,0,457,457,0
"2012-07",3269.0001,3269.0002,0,3269.0002,617,617,0,1683,1586.0001,1683.0001,1586.0001,0,0,1683.0001,1586.0001,145,145,0,472,472,0
"2012-08",3114,2189.6957,924.3043,1987.8756,549,549,0,1553,1561,628.6957,1561,924.3043,0,426.8756,1561,135,135,0,414,414,0
"2012-09",2380.9999,1518.1013,862.8986,1518.1013,420,420,0,1109,1271.9999,388.5677,1129.5337,720.4323,142.4663,388.5677,1129.5337,111,111,0,309,309,0
"2012-10",1160,873.4987,286.5012,873.4987,322,322,0,479,681,192.4987,681,286.5012,0,192.4987,681,91,91,0,231,231,0
"2012-11",355,355,0,355,227,227,0,138,217,138,217,0,0,138,217,82,82,0,145,145,0
"2012-12",15,15,0,15,230,230,0,0,15,0,15,0,0,0,15,84,84,0,146,146,0
