"Date","58_AGG_IrrigDemand","58_AGG_IrrigSupply","58_AGG_IrrigShortage","58_AGG_IrrigSupDirectFlow","58_AGG_MunDemand","58_AGG_MunSupply","58_AGG_MunShortage","5800583_D_IrrigDemand","5800583_D_IrrigSupply","5800583_D_IrrigShortage","5800583_D_IrrigSupDirectFlow","58_ADY001_IrrigDemand","58_ADY002_IrrigDemand","58_ADY003_IrrigDemand","58_ADY004_IrrigDemand","58_ADY005_IrrigDemand","58_ADY006_IrrigDemand","58_ADY007_IrrigDemand","58_ADY008_IrrigDemand","58_ADY001_IrrigSupply","58_ADY002_IrrigSupply","58_ADY003_IrrigSupply","58_ADY004_IrrigSupply","58_ADY005_IrrigSupply","58_ADY006_IrrigSupply","58_ADY007_IrrigSupply","58_ADY008_IrrigSupply","58_ADY001_IrrigShortage","58_ADY002_IrrigShortage","58_ADY003_IrrigShortage","58_ADY004_IrrigShortage","58_ADY005_IrrigShortage","58_ADY006_IrrigShortage","58_ADY007_IrrigShortage","58_ADY008_IrrigShortage","58_ADY001_IrrigSupDirectFlow","58_ADY002_IrrigSupDirectFlow","58_ADY003_IrrigSupDirectFlow","58_ADY004_IrrigSupDirectFlow","58_ADY005_IrrigSupDirectFlow","58_ADY006_IrrigSupDirectFlow","58_ADY007_IrrigSupDirectFlow","58_ADY008_IrrigSupDirectFlow","5800649_D_IrrigDemand","5800649_D_IrrigSupply","5800649_D_IrrigShortage","5800649_D_IrrigSupDirectFlow","5800847_D_IrrigDemand","5800847_D_IrrigSupply","5800847_D_IrrigShortage","5800847_D_IrrigSupDirectFlow","5804685_D_IrrigDemand","5804685_D_IrrigSupply","5804685_D_IrrigShortage","5804685_D_IrrigSupDirectFlow","5800895_D_IrrigDemand","5800895_D_IrrigSupply","5800895_D_IrrigShortage","5800895_D_IrrigSupDirectFlow","5800915_D_IrrigDemand","5800915_D_IrrigSupply","5800915_D_IrrigShortage","5800915_D_IrrigSupDirectFlow","5800943_D_IrrigDemand","5800943_D_IrrigSupply","5800943_D_IrrigShortage","5800943_D_IrrigSupDirectFlow","58_AMY001_MunDemand","58_AMY001_MunSupply","58_AMY001_MunShortage","5801869_MunDemand","5801869_MunSupply","5801869_MunShortage","5801919_MunDemand","5801919_MunSupply","5801919_MunShortage","5805059_D_MunDemand","5805059_D_MunSupply","5805059_D_MunShortage","5805066_MunDemand","5805066_MunSupply","5805066_MunShortage","5801583_MunDemand","5801583_MunSupply","5801583_MunShortage","5805055_MunDemand","5805055_MunSupply","5805055_MunShortage"
"2010-04",119,119,0,119,99,99,0,0,0,0,0,0,0,59,0,21,0,6,33,0,0,59,0,21,0,6,33,0,0,0,0,0,0,0,0,0,0,59,0,21,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-05",4538.0001,4551.6324,0,4538.0001,102,102,0,195,195,0,195,236,476,647,295,706.0001,372,683,544,236,476,647,295,706.0001,374.2885,688.1975,544.0257,0,0,0,0,0,0,0,0,236,476,647,295,706.0001,372,683,544,47,47,0,47,21,21,0,21,87,91.6226,0,87,184,184,0,184,20,20,0,20,25,26.498,0,25,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-06",17208.9995,17216.8686,3e-04,16999.9442,105,105,0,293,293,0,293,1062.9999,1339.9999,2373,1204.9999,2049.9998,767,1738,2020.0001,1062.9999,1339.9999,2372.9998,1205,2049.9998,771.7076,1738.0543,2020.0535,0,0,2e-04,0,0,0,0,0,1062.9999,1339.9999,2372.9998,1205,2049.9998,767,1738,2019.9999,959,959,0,959,222,222,0,222,2115,2115,1e-04,1905.9451,349,349,0,349,541,541,0,541,174,177.0539,0,174,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-07",13322.0002,13492.14,0,11737.6445,172,172,0,194,194,0,194,695,1249.0001,1923.0001,903,1230,787,1447.9999,1085,695.0001,1249.0001,1923.0001,903,1295.8016,791.8301,1533.072,1085.0553,0,0,0,0,0,0,0,0,695.0001,1249.0001,1923.0001,903,1230,787,1447.9999,1085,585,585,0,585,93,93,0,93,1999,1999,0,414.6443,424,424,0,424,467,467,0,467,240,254.3806,0,240,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-08",5000,5059.5207,99.4784,4891,133,133,0,124,124,0,124,117,335,470,272,617.0001,383,705,462,121.82,355.1,488.2,288.12,649.8295,385.3354,725.8821,489.5121,0,0,0,0,0,0,0,0,117,335,470,272,617.0001,383,705,462,237,251.02,0,237,33,35.18,0,33,752,752,0,752,249,249,0,249,72,72,0,72,172,72.5216,99.4784,63,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-09",5362.9999,5370.6081,142,4485.9699,120,120,0,21,21,0,21,123,368,497.9999,298,648,422,775,497.9999,130.58,390.28,528.08,316.08,682.8445,424.5948,777.1978,528.0709,0,0,0,0,0,0,0,0,123,368,498,298,648,422,775,497.9999,489,489,0,489,28,29.88,0,28,795,795,0,59.9699,143,143,0,143,115,115,0,115,142,0,142,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-10",827,828.4423,0,827,117,117,0,0,0,0,0,15,61,171,223,103,48,90,64,15.9,61,171,223,103,48.2838,90.2552,64.0033,0,0,0,0,0,0,0,0,15,61,171,223,103,48,90,64,31,31,0,31,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,15,15,0,15,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-11",142,142,0,142,95,95,0,0,0,0,0,0,45,12,0,37,0,0,26,0,45,12,0,37,0,0,26,0,0,0,0,0,0,0,0,0,45,12,0,37,0,0,26,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-12",107,107,0,107,99,99,0,0,0,0,0,0,46,12,0,38,0,0,11,0,46,12,0,38,0,0,11,0,0,0,0,0,0,0,0,0,46,12,0,38,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-01",108,108,0,108,102,102,0,0,0,0,0,0,46,12,0,39,0,0,11,0,46,12,0,39,0,0,11,0,0,0,0,0,0,0,0,0,46,12,0,39,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-02",105,105,0,105,91,91,0,0,0,0,0,0,42,11,0,35,0,0,17,0,42,11,0,35,0,0,17,0,0,0,0,0,0,0,0,0,42,11,0,35,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-03",125,125,0,125,107,107,0,0,0,0,0,0,46,12,0,38,0,0,29,0,46,12,0,38,0,0,29,0,0,0,0,0,0,0,0,0,46,12,0,38,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-04",448,448,0,448,99,99,0,0,0,0,0,0,45,62,50,164,0,66,61,0,45,62,50,164,0,66,61,0,0,0,0,0,0,0,0,0,45,62,50,164,0,66,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-05",4180,4227.5482,0,4180,102,102,0,57,57,0,57,213,466,586,285,675,363,668,531,213,466,586,285.1,675,365.213,705.8082,531.0251,0,0,0,0,0,0,0,0,213,466,586,285,675,363,668,531,46,46,0,46,83,83,0,83,100,105.525,0,100,30,30,0,30,49,49,0,49,28,29.877,0,28,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-06",17464,17474.4897,0,17464.0003,105,105,0,146,146,0,146,894.0001,1974.9999,3163,1792,2034.0001,896,1472,1629,894.0001,1974.9999,3163.0002,1792,2034.0001,896,1476.1792,1629.0559,0,0,0,0,0,0,0,0,894.0001,1974.9999,3163.0002,1792,2034.0001,896,1472,1629,579.0001,579.0001,0,579.0001,357,357,0,357,1571.9999,1571.9999,0,1571.9999,428,428,0,428,360,360,0,360,167,173.2543,0,167,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-07",15709,15712.9319,1e-04,15651.4766,172,172,0,165,165,0,165,1059,1606.9999,2356,1142,2096,934.0001,1350,1083,1059.0001,1606.9999,2356,1142,2096,934.0001,1353.781,1083.0516,0,0,0,0,0,0,0,0,1059.0001,1606.9999,2356,1142,2096,934.0001,1350,1083,529,529,0,529,246,246,0,246,2027.0001,2027.0001,1e-04,1969.4766,491,491,0,491,407,407,0,407,217,217.0991,0,217,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-08",6436,6574.2892,0,6436.0001,133,133,0,57,57,0,57,140,403,545.0001,327,897,711,847,557,145.4,427.38,577.7001,346.42,897,711,849.3807,590.2103,0,0,0,0,0,0,0,0,140,403,545.0001,327,897,711,847,557,303,321.38,0,303,42,44.32,0,42,960,960,0,960,337,337,0,337,92,92,0,92,218,218.098,0,218,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-09",3583.0001,3681.525,0,3583.0001,120,120,0,13,13,0,13,87,258,460,208,472,295,542,352,92.02,273.68,460.0001,220.68,497.0724,311.7967,543.5418,372.914,0,0,0,0,0,0,0,0,87,258,460.0001,208,472,295,542,352,169,169,0,169,17,17.82,0,17,476,476,0,476,78,78,0,78,69,69,0,69,87,87,0,87,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-10",1309.0001,1326.9144,0,1309.0001,117,117,0,1,1,0,1,25,112,414,62,135,88,162,117,26.5,112,414.0001,65.52,142.2221,93.2003,162.4641,117.0061,0,0,0,0,0,0,0,0,25,112,414.0001,62,135,88,162,117,47,47,0,47,2,2,0,2,40,40,0,40,33,33,0,33,50,50,0,50,21,21.0016,0,21,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-11",391,391,0,391,95,95,0,0,0,0,0,0,45,13,0,46,0,119,10,0,45,13,0,46,0,119,10,0,0,0,0,0,0,0,0,0,45,13,0,46,0,119,10,158,158,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-12",217,217,0,217,99,99,0,0,0,0,0,0,46,0,0,48,0,123,0,0,46,0,0,48,0,123,0,0,0,0,0,0,0,0,0,0,46,0,0,48,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-01",217,217,0,217,102,102,0,0,0,0,0,0,46,0,0,48,0,123,0,0,46,0,0,48,0,123,0,0,0,0,0,0,0,0,0,0,46,0,0,48,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-02",203,203,0,203,91,91,0,0,0,0,0,0,43,0,0,45,0,115,0,0,43,0,0,45,0,115,0,0,0,0,0,0,0,0,0,0,43,0,0,45,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-03",220,220,0,220,107,107,0,0,0,0,0,0,42,0,0,48,0,123,7,0,42,0,0,48,0,123,7,0,0,0,0,0,0,0,0,0,42,0,0,48,0,123,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-04",1582,1600.6647,0,1582,99,99,0,5,5,0,5,74,254,316,43,341,62,155,126,74,254,316,45.78,341,65.3403,155.0044,126.0043,0,0,0,0,0,0,0,0,74,254,316,43,341,62,155,126,37,39.02,0,37,5,5.3,0,5,92,96.8989,0,92,56,56,0,56,16,16,0,16,0,5.3168,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-05",11260.0001,11297.0575,0,10227.8827,102,102,0,100,100,0,100,380,824,1425,507,1652,645,1737.0001,1373,380,824,1425,507.22,1652,681.7249,1737.0457,1373.0449,0,0,0,0,0,0,0,0,380,824,1425,507,1652,645,1737.0001,1373,732,732,0,732,114,114,0,114,1106,1106,0,73.8826,145,145,0,145,100,100,0,100,420,420.0221,0,420,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-06",18493.0002,17948.0948,665.4949,15716.7778,105,105,0,160,160,0,160,1017.9999,1717,2047.0001,1489,2283,980.0001,1883,2003.0001,1018,1051.505,2047.0001,1489.0001,2283,1035.7991,1947.6809,2003.0686,0,665.4949,0,0,0,0,0,0,1003.2543,1051.505,2047.0001,1489.0001,2283,980.0001,1883,2002.9999,932,932,0,932,264,264,0,264,2341,2341,0,245.0183,530,530,0,530,540,540,0,540,306,306.041,0,306,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-07",11106.0003,10138.8438,1072.8585,9339.2625,172,172,0,67,67,0,67,560,954.0001,1444,732,1000.0001,759,1203.0001,1438,560.0001,893.2622,1444,732,1053.4973,759,1255.16,1438.0449,0,60.7379,0,0,0,0,0,0,560.0001,893.2622,1444,732,1000.0001,759,1203.0001,1438,591.9999,591.9999,0,591.9999,73,73,0,73,1511,576.8793,934.1207,0,315,315,0,315,263,263,0,263,195,117,78,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-08",6621.0001,5848.1244,1019.7756,5085.0379,133,133,0,48,48,0,48,159,455,615,368,830,520.0001,957,628,165.14,482.3,574.347,390.28,874.4027,549.6077,1012.9009,665.8687,0,0,40.653,0,0,0,0,0,159,455,446.4065,368,830,520.0001,957,628,342,362.32,0,342,48,51.08,0,48,1083,322.1833,760.8168,11.7677,217,50.8158,166.1842,0,104,104,0,104,247,194.8784,52.1216,167.8636,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09",4445.9998,3038.5263,1479.6821,2275.044,120,120,0,39,4,35,0,107,318,432,258,579.9999,363,669.9999,435,113.22,337.28,421.3177,273.68,611.0284,191.9672,402,409.0329,0,0,10.6822,0,0,171.0328,268,25.9671,107,318,352.8647,258,579.9999,89.2575,0,321.9221,236,236,0,236,23,14,9,0,658,0,658,0,109,0,109,0,100,13,87,0,118,12,106,12,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-10",1670,1698.7192,0,1670,117,117,0,12,12,0,12,33,144,361,80,170,112,207,149,35.18,144,361,84.8,179.0945,112.6961,218.9384,149.0078,0,0,0,0,0,0,0,0,33,144,361,80,170,112,207,149,179,179,0,179,5,5,0,5,62,62,0,62,100,100,0,100,25,25,0,25,31,31.0024,0,31,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-11",947,947,0,947,95,95,0,0,0,0,0,0,60,0,0,31,0,832,24,0,60,0,0,31,0,832,24,0,0,0,0,0,0,0,0,0,60,0,0,31,0,832,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012-12",996,996,0,996,99,99,0,0,0,0,0,0,61,0,0,33,0,860,42,0,61,0,0,33,0,860,42,0,0,0,0,0,0,0,0,0,61,0,0,33,0,860,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
