"Date","58_AGG_IrrigDemand","58_AGG_IrrigSupply","58_AGG_IrrigShortage","58_AGG_IrrigSupDirectFlow","58_AGG_MunDemand","58_AGG_MunSupply","58_AGG_MunShortage","5800583_D_IrrigDemand","5800583_D_IrrigSupply","5800583_D_IrrigShortage","5800583_D_IrrigSupDirectFlow","58_ADY001_IrrigDemand","58_ADY002_IrrigDemand","58_ADY003_IrrigDemand","58_ADY004_IrrigDemand","58_ADY005_IrrigDemand","58_ADY006_IrrigDemand","58_ADY007_IrrigDemand","58_ADY008_IrrigDemand","58_ADY001_IrrigSupply","58_ADY002_IrrigSupply","58_ADY003_IrrigSupply","58_ADY004_IrrigSupply","58_ADY005_IrrigSupply","58_ADY006_IrrigSupply","58_ADY007_IrrigSupply","58_ADY008_IrrigSupply","58_ADY001_IrrigShortage","58_ADY002_IrrigShortage","58_ADY003_IrrigShortage","58_ADY004_IrrigShortage","58_ADY005_IrrigShortage","58_ADY006_IrrigShortage","58_ADY007_IrrigShortage","58_ADY008_IrrigShortage","58_ADY001_IrrigSupDirectFlow","58_ADY002_IrrigSupDirectFlow","58_ADY003_IrrigSupDirectFlow","58_ADY004_IrrigSupDirectFlow","58_ADY005_IrrigSupDirectFlow","58_ADY006_IrrigSupDirectFlow","58_ADY007_IrrigSupDirectFlow","58_ADY008_IrrigSupDirectFlow","5800649_D_IrrigDemand","5800649_D_IrrigSupply","5800649_D_IrrigShortage","5800649_D_IrrigSupDirectFlow","5800847_D_IrrigDemand","5800847_D_IrrigSupply","5800847_D_IrrigShortage","5800847_D_IrrigSupDirectFlow","5804685_D_IrrigDemand","5804685_D_IrrigSupply","5804685_D_IrrigShortage","5804685_D_IrrigSupDirectFlow","5800895_D_IrrigDemand","5800895_D_IrrigSupply","5800895_D_IrrigShortage","5800895_D_IrrigSupDirectFlow","5800915_D_IrrigDemand","5800915_D_IrrigSupply","5800915_D_IrrigShortage","5800915_D_IrrigSupDirectFlow","5800943_D_IrrigDemand","5800943_D_IrrigSupply","5800943_D_IrrigShortage","5800943_D_IrrigSupDirectFlow","58_AMY001_MunDemand","58_AMY001_MunSupply","58_AMY001_MunShortage","5801869_MunDemand","5801869_MunSupply","5801869_MunShortage","5801919_MunDemand","5801919_MunSupply","5801919_MunShortage","5805059_D_MunDemand","5805059_D_MunSupply","5805059_D_MunShortage","5805066_MunDemand","5805066_MunSupply","5805066_MunShortage","5801583_MunDemand","5801583_MunSupply","5801583_MunShortage","5805055_MunDemand","5805055_MunSupply","5805055_MunShortage"
"2005-04",828,839.7242,0,828,99,99,0,8,8,0,8,18,110,101,52,168,63,117,129,19.28,110,101,52,168,66.7769,123.6629,129.0044,0,0,0,0,0,0,0,0,18,110,101,52,168,63,117,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,62,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-05",6976,7020.0438,0,6975.9999,102,102,0,117,117,0,117,307,666,841,447,984.9999,520.0001,958,848,307,666,841,447,984.9999,532.0724,967.9911,848.0359,0,0,0,0,0,0,0,0,307,666,841,447,984.9999,520.0001,958,847.9999,495,495,0,495,252,252,0,252,305,321.8513,0,305,90,90,0,90,60,60,0,60,85,90.0931,0,85,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-06",14292.0002,14295.3649,0,14292.0005,105,105,0,256,256,0,256,663,1219,1605,1146,1989.0001,1270.0001,1154,1724,663.0001,1219,1605,1146.0001,1989.0001,1270.0002,1154.0347,1724.0342,0,0,0,0,0,0,0,0,663.0001,1219,1605,1146.0001,1989.0001,1270.0002,1154,1724,1169,1169,0,1169,92,92,0,92,1268,1268,0,1268,324,324,0,324,358,358,0,358,55,58.2955,0,55,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-07",13288.0004,13460.2524,0,11534.5774,172,172,0,89,89,0,89,725.0001,1234.0001,1420.0001,941,1281.9999,920,1508.0001,1130.9999,725.0001,1234.0001,1420.0001,941,1350.4052,920,1596.5891,1131.0576,0,0,0,0,0,0,0,0,725.0001,1234.0001,1420.0001,941,1281.9999,920,1508.0001,1130.9999,626,626,0,626,100,100,0,100,2000.0002,2000.0002,0,246.5772,415,415,0,415,640,640,0,640,257,272.2,0,257,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-08",4817,4932.0133,25.2382,4791,133,133,0,22,22,0,22,107,308,413,247,562.9999,348,642.0001,422,111.22,324.68,437.98,261.62,593.2974,368.0042,644.5372,447.1127,0,0,0,0,0,0,0,0,107,308,413,247,562.9999,348,642.0001,422,263,263,0,263,30,31.8,0,30,916,916,0,916,277,277,0,277,64,64,0,64,195,169.7618,25.2382,169,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-09",4468,4491.0171,112.986,3769.3077,120,120,0,13,13,0,13,100,297,402,240,520,340,624.9999,402,106,314.62,425.92,254.4,547.8187,359.3589,626.7724,425.9131,0,0,0,0,0,0,0,0,100,297,402,240,520,340,624.9999,402,210,210,0,210,20,21.2,0,20,804.9999,804.9999,0,220.3077,268,268,0,268,85,85,0,85,141,28.014,112.986,27,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-10",1057,1074.0837,0,1057,117,117,0,0,0,0,0,25,110,119,60,125,85,157,111,26.5,110,119,63.6,131.6872,89.8397,157.45,111.0058,0,0,0,0,0,0,0,0,25,110,119,60,125,85,157,111,35,35,0,35,2,2,0,2,30,30,0,30,170,170,0,170,13,13,0,13,15,15.0011,0,15,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-11",208,208,0,208,95,95,0,0,0,0,0,0,0,9,0,19,0,0,124,0,0,9,0,19,0,0,124,0,0,0,0,0,0,0,0,0,0,9,0,19,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,56,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-12",150,150,0,150,99,99,0,0,0,0,0,0,0,9,0,11,0,0,130,0,0,9,0,11,0,0,130,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-01",197,197,0,197,102,102,0,0,0,0,0,0,0,63,0,3,0,0,131,0,0,63,0,3,0,0,131,0,0,0,0,0,0,0,0,0,0,63,0,3,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-02",185,185,0,185,91,91,0,0,0,0,0,0,0,64,0,3,0,0,118,0,0,64,0,3,0,0,118,0,0,0,0,0,0,0,0,0,0,64,0,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-03",209,209,0,209,107,107,0,0,0,0,0,0,0,71,0,8,0,0,130,0,0,71,0,8,0,0,130,0,0,0,0,0,0,0,0,0,0,71,0,8,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-04",1329,1346.0223,0,1329,99,99,0,5,5,0,5,30,173,161,88,262,100,183,200,31.8,173,161,88,262,105.6938,183.5142,200.0069,0,0,0,0,0,0,0,0,30,173,161,88,262,100,183,200,23,24.58,0,23,3,3.38,0,3,57,59.9651,0,57,33,33,0,33,11,11,0,11,0,4.0823,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-05",6988.0001,7038.612,0,6988,102,102,0,75,75,0,75,401,668,841,562,1000.0001,522,960,894,401,668,841,562,1000.0001,551.5317,962.7225,894.0363,0,0,0,0,0,0,0,0,401,668,841,562,1000.0001,522,960,893.9999,253,253,0,253,125,125,0,125,328,346.3063,0,328,101,101,0,101,131,131,0,131,127,127.0151,0,127,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-06",16685.0002,16753.0433,0,16685.0002,105,105,0,140,140,0,140,924,1560,1862.0001,1354,2078,892,1640,1853,924.0001,1560,1862.0001,1354,2078,942.5987,1644.6509,1853.0625,0,0,0,0,0,0,0,0,924.0001,1560,1862.0001,1354,2078,892,1640,1853,980.0001,980.0001,0,980.0001,227,227,0,227,1830,1830,0,1830,502,502,0,502,628,628,0,628,215,227.7309,0,215,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-07",12900.0001,13013.2647,1e-04,10988.4329,172,172,0,89,89,0,89,771,1202,1344,892,1214.9999,777,1428,1071,771.0001,1202,1344,892,1279.9991,821.0508,1432.045,1071.0546,0,0,0,0,0,0,0,0,771.0001,1202,1344,892,1214.9999,777,1428,1071,611.9999,611.9999,0,611.9999,97,97,0,97,2336.0002,2336.0002,1e-04,424.433,411,411,0,411,403,403,0,403,252,252.1149,0,252,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-08",5672,5827.5824,0,5672.0001,133,133,0,61,61,0,61,127,446,478,285,650,403,743,488,129.42,446,506.88,302.1,684.7732,426.1357,745.1023,517.4711,0,0,0,0,0,0,0,0,127,446,478,285,650,403,743,488,258,273.68,0,258,37,39.02,0,37,1165,1165,0,1165,264,264,0,264,80,80,0,80,187,187,0,187,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-09",2865,2948.2071,0,2865,120,120,0,10,10,0,10,65,195,277,158,348,223,410,263,68.9,206.7,285.42,167.68,366.7954,235.8869,411.1627,278.9751,0,0,0,0,0,0,0,0,65,195,276.9999,158,348,223,410,263,86,86,0,86,8,8.68,0,8,534.0001,534.0001,0,534.0001,179,179,0,179,38,38,0,38,71,71.007,0,71,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-10",706,711.0281,0,706,117,117,0,0,0,0,0,8,45,140,22,45,30,90,181,8.68,45,140,23.12,46.5158,31.7081,90.0021,181.0021,0,0,0,0,0,0,0,0,8,45,140,22,45,30,90,181,0,0,0,0,0,0,0,0,22,22,0,22,123,123,0,123,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-11",144,144,0,144,95,95,0,0,0,0,0,0,0,6,0,21,0,0,77,0,0,6,0,21,0,0,77,0,0,0,0,0,0,0,0,0,0,6,0,21,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,40,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-12",99,99,0,99,99,99,0,0,0,0,0,0,0,6,0,13,0,0,80,0,0,6,0,13,0,0,80,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-01",91,91,0,91,102,102,0,0,0,0,0,0,0,6,0,5,0,0,80,0,0,6,0,5,0,0,80,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-02",92,92,0,92,91,91,0,0,0,0,0,0,0,6,0,14,0,0,72,0,0,6,0,14,0,0,72,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-03",86,86,0,86,107,107,0,0,0,0,0,0,0,20,0,17,0,0,49,0,0,20,0,17,0,0,49,0,0,0,0,0,0,0,0,0,0,20,0,17,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-04",1114,1139.2026,0,1114,99,99,0,0,0,0,0,27,160,135,65,238,92,168,183,28.42,160,135,68.9,238,97.0485,178.0429,183.0063,0,0,0,0,0,0,0,0,27,160,135,65,238,92,168,183,8,8.68,0,8,2,2,0,2,20,21.105,0,20,11,11,0,11,5,5,0,5,0,3,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-05",8211.9999,8284.3851,0,8212.0001,102,102,0,100,100,0,100,572,754.0001,1008.9999,547.9999,1123,588,1082,867,572.0001,754.0001,1008.9999,547.9999,1123,621.6693,1091.4817,867.0408,0,0,0,0,0,0,0,0,572.0001,754.0001,1008.9999,547.9999,1123,588,1082,867,674,674,0,674,98,98,0,98,407,429.3027,0,407,120,120,0,120,155,155,0,155,115,121.8907,0,115,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-06",16118,16173.784,1e-04,14936.6505,105,105,0,120,120,0,120,888,1496.9999,1788.0001,1300,1993,855,1575,1746,888.0001,1496.9999,1788.0001,1300.0001,1993,903.6818,1579.4667,1746.0598,0,0,0,0,0,0,0,0,888.0001,1496.9999,1788.0001,1300.0001,1993,855,1575,1746,1031,1031,0,1031,200,200,0,200,1911,1911,1e-04,729.6503,410,410,0,410,609,609,0,609,195,197.5756,0,195,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-07",13353.9998,13231.9598,240.8934,10838.1066,172,172,0,100,100,0,100,720,1257,1412.0001,935,1276.9999,815,1500,1127,720.0001,1139.243,1412.0001,935,1345.1376,861.4043,1504.2539,1127.0575,0,117.757,0,0,0,0,0,0,720.0001,1139.243,1412.0001,935,1276.9998,815,1500,1127,668,668,0,668,107,107,0,107,2274.9998,2274.9998,0,0,438,420,18,420,450,450,0,450,273,167.8636,105.1364,167.8636,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-08",5877,6019.4076,41,5520.5298,133,133,0,30,30,0,30,133,395,515,308,700.0001,435,801.9999,528,138.18,409.7,545.9001,326.68,737.4481,456.6498,804.2792,559.8704,0,0,0,0,0,0,0,0,133,395,515.0001,308,700.0001,435,801.9999,528,303,321.38,0,303,42,44.32,0,42,1178,1178,0,862.5298,192,192,0,192,96,96,0,96,220,179,41,179,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-09",2926.0001,2981.0213,0,2926.0001,120,120,0,8,8,0,8,57,170,311,138,312,195,358,232,60.22,180.2,311,146.48,328.5129,196.1943,359.0105,245.7161,0,0,0,0,0,0,0,0,57,170,311,138,312,195,358,232,95,95,0,95,8,8.68,0,8,849.0001,849.0001,0,849.0001,59,59,0,59,38,38,0,38,96,96.0075,0,96,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-10",1134,1143.7018,0,1134,117,117,0,0,0,0,0,27,117,191,99,135,92,167,121,28.42,117,191,99,142.2221,92.5737,167.4783,121.0063,0,0,0,0,0,0,0,0,27,117,191,99,135,92,167,121,47,47,0,47,2,2,0,2,38,38,0,38,33,33,0,33,13,13,0,13,52,52.0014,0,52,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-11",142,142,0,142,95,95,0,0,0,0,0,0,0,46,23,13,0,0,60,0,0,46,23,13,0,0,60,0,0,0,0,0,0,0,0,0,0,46,23,13,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-12",36,36,0,36,99,99,0,0,0,0,0,0,0,12,0,8,0,0,16,0,0,12,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-01",40,40,0,40,102,102,0,0,0,0,0,0,0,12,0,11,0,0,17,0,0,12,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-02",30,30,0,30,91,91,0,0,0,0,0,0,0,12,0,3,0,0,15,0,0,12,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-03",192,192,0,192,107,107,0,0,0,0,0,0,0,12,0,162,0,0,18,0,0,12,0,162,0,0,18,0,0,0,0,0,0,0,0,0,0,12,0,162,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-04",302,302,0,302,99,99,0,0,0,0,0,0,0,12,16,240,0,9,25,0,0,12,16,240,0,9,25,0,0,0,0,0,0,0,0,0,0,12,16,240,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-05",4658.0001,4676.2258,0,4658.0001,102,102,0,31,31,0,31,227,493,623,514,794,385,710.0001,565,227,493,623,514,794,387.3579,716.9116,565.0266,0,0,0,0,0,0,0,0,227,493,623,514,794,385,710.0001,565,58,58,0,58,29,29,0,29,127,133.8326,0,127,40,40,0,40,27,27,0,27,35,37.0972,0,35,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-06",16393.0002,16412.903,3e-04,16392.9999,105,105,0,120,120,0,120,853,1589,2134.0002,1512,2252,825,1517,1677,853,1589,2134,1512,2252,830.0527,1521.3069,1677.0577,0,0,2e-04,0,0,0,0,0,853,1589,2134,1512,2252,825,1517,1677,1154,1153.9999,1e-04,1153.9999,354,354,0,354,1472,1472,0,1472,370,370,0,370,389,389,0,389,175,185.4858,0,175,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-07",14903.0002,15000.9684,0,13653.9881,172,172,0,100,100,0,100,855,1516,1912,986,1342.0001,858,1582,1187,855.0001,1516,1912,986,1413.615,863.2446,1586.4911,1187.0605,0,0,0,0,0,0,0,0,855.0001,1516,1912,986,1342,858,1582,1187,668,668,0,668,107,107,0,107,2387,2387,0,1137.988,438,438,0,438,692,692,0,692,273,289.5572,0,273,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-08",6792.9999,6792.1898,157.0182,6368.5258,133,133,0,30,30,0,30,141,709,547,327,740,462,849.9999,558,146.86,709,579.6201,346.42,779.588,464.8397,852.4105,591.6699,0,0,0,0,0,0,0,0,141,709,547.0001,327,740,462,849.9999,558,290,307.4,0,290,40,42.4,0,40,1614,1614,0,1364.5259,183,183,0,183,92,92,0,92,210,52.9818,157.0182,35,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-09",4098,4120.1368,85,3675.3525,120,120,0,13,13,0,13,88,265,358,215,477,303,558,360,93.48,280.9,379.68,227.9,502.34,304.8455,559.5777,381.5936,0,0,0,0,0,0,0,0,88,265,358,215,477,303,558,360,169,169,0,169,17,17.82,0,17,1043,1043,0,705.3525,78,78,0,78,69,69,0,69,85,0,85,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-10",1586,1606.2136,0,1586,117,117,0,8,8,0,8,38,168,202,93,195,132,242,174,40.48,168,202,98.78,205.432,132.8186,242.691,174.009,0,0,0,0,0,0,0,0,38,168,202,93,195,132,242,174,94,94,0,94,5,5,0,5,74,74,0,74,67,67,0,67,25,25,0,25,69,69.003,0,69,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-11",38,38,0,38,95,95,0,0,0,0,0,0,0,12,0,0,0,0,26,0,0,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-12",43,43,0,43,99,99,0,0,0,0,0,0,0,12,0,5,0,0,26,0,0,12,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-01",42,42,0,42,102,102,0,0,0,0,0,0,0,12,0,0,0,0,30,0,0,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-02",37,37,0,37,91,91,0,0,0,0,0,0,0,11,0,0,0,0,26,0,0,11,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-03",46,46,0,46,107,107,0,0,0,0,0,0,0,12,0,5,0,0,29,0,0,12,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04",741,742.4319,0,741,99,99,0,0,0,0,0,15,83,186,98,126,48,88,97,15.9,83,186,98,126,48.2838,88.2448,97.0033,0,0,0,0,0,0,0,0,15,83,186,98,126,48,88,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-05",8341.9998,8368.1735,0,8341.9998,102,102,0,75,75,0,75,547.9999,712,1615,552,1214,528,1098.9999,1221,547.9999,712,1615,552,1214,531.2235,1099.0374,1221.0367,0,0,0,0,0,0,0,0,547.9999,712,1615,552,1214,528,1098.9999,1221,142,142,0,142,71,71,0,71,315,332.4038,0,315,95,95,0,95,67,67,0,67,88,93.4721,0,88,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-06",15482.0003,15511.0526,1e-04,14903.9454,105,105,0,80,80,0,80,888,1589,1984,1291,1878.0001,672.0001,1237,1925.0001,888.0001,1589,1984,1291,1878.0001,676.1259,1254.6097,1925.0471,0,0,0,0,0,0,0,0,888.0001,1589,1984,1291,1878.0001,672.0001,1237,1925.0001,404,404,0,404,127,127,0,127,2484,2484,1e-04,1905.9451,317,317,0,317,488,488,0,488,118,125.2697,0,118,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-07",12844.9998,12930.0456,0,11657.841,172,172,0,137,137,0,137,665,1130.9999,1687,865,1178,752.9999,1388,1080,665.0001,1130.9999,1687,865,1241.1981,757.6015,1391.9315,1080.053,0,0,0,0,0,0,0,0,665.0001,1130.9999,1687,865,1178,752.9999,1388,1080,535,535,0,535,135,135,0,135,2098,2098,0,910.8412,496,496,0,496,479,479,0,479,218,231.2616,0,218,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-08",6144.9999,6114.3379,201.6086,5943,133,133,0,41,41,0,41,141,407,547.9999,328,742,463,853,560,146.86,431.22,581.08,347.88,781.5166,465.8254,855.4144,593.59,0,0,0,0,0,0,0,0,141,407,548,328,742,463,853,560,298,305.08,0,298,38,40.48,0,38,1101,1101,0,1101,335,335,0,335,88,88,0,88,202,0.3915,201.6086,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-09",5862.9999,5870.1615,138,4288.9276,120,120,0,45,45,0,45,120,358,485,290,640,410,755,488,127.2,379.68,514.1001,307.4,674.2382,412.511,757.1411,517.4711,0,0,0,0,0,0,0,0,120,358,485,290,640,410,755,488,407,407,0,407,27,28.42,0,27,1459,1459,0,22.9276,126,126,0,126,115,115,0,115,138,0,138,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-10",923,933.9478,0,923,117,117,0,15,15,0,15,13,59,55,33,68,49,85,62,13.98,59,58.3,35.18,71.8161,49.3716,85.2411,62.0032,0,0,0,0,0,0,0,0,13,59,55,33,68,49,85,62,298,298,0,298,0,0,0,0,11,11.0553,0,11,119,119,0,119,0,0,0,0,56,56.0005,0,56,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-11",41,41,0,41,95,95,0,0,0,0,0,0,0,20,0,0,0,0,21,0,0,20,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-12",29,29,0,29,99,99,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-01",29,29,0,29,102,102,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-02",26,26,0,26,91,91,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-03",29,29,0,29,107,107,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
